Gene = elg1
index = 1692
Annotated 5SS: [1211 3759]
Annotated 3SS: [1265 4167]
SMsplice 5SS: [1211 3759]
SMsplice 3SS: [1265 4167]
top_k =  1000
Partition function (log Z): 0.3717273968581992

Sorted 5' Splice Sites (High to Low Probability):
Position 3759: 0.991009246902545
Position 1211: 0.9606977348084812
Position 262: 0.6253766808408789
Position 2804: 0.0966938904442712
Position 1956: 0.08856713323756317
Position 1555: 0.0789591697121767
Position 4331: 0.038585200744392034
Position 2552: 0.03191806830715367
Position 2353: 0.028319394720480166
Position 211: 0.01916868362566381
Position 951: 0.017473216188903712
Position 1346: 0.016174523808524605
Position 1355: 0.015172671192504216
Position 3266: 0.011328836139318555
Position 1761: 0.00803655063025651
Position 936: 0.00783037656360328
Position 2899: 0.0072489630448865
Position 1765: 0.006163450310944803
Position 1790: 0.0057250632040953785
Position 602: 0.005230475498941793
Position 1677: 0.005033637718736051
Position 207: 0.004427025317944231
Position 495: 0.004145419436227642
Position 227: 0.0038507855436327506
Position 2491: 0.003551097321979083
Position 2460: 0.0034065679801289295
Position 205: 0.0033477243004846166
Position 2077: 0.003084392825102124
Position 2624: 0.002728654983567803
Position 511: 0.0023753524838258703
Position 1542: 0.002142057789376729
Position 4299: 0.0020910436694775146
Position 1496: 0.0019810672723772145
Position 2485: 0.0019380739364231135
Position 280: 0.0018502223757076398
Position 1525: 0.0018158609364000446
Position 2644: 0.0017434847447568298
Position 4078: 0.0014512982905775902
Position 2350: 0.001260208380669924
Position 1303: 0.0010111690124619342
Position 2175: 0.0009440482958596595
Position 61: 0.0009049767397719758
Position 2638: 0.0007928954703148326
Position 1339: 0.0007171881354008712
Position 4377: 0.0006434972544446672
Position 2027: 0.0005894677299668206
Position 3013: 0.00048203263853967293
Position 1639: 0.00044246688422432606
Position 4294: 0.0003609880472980483
Position 28: 0.0003304168480268617
Position 217: 0.00031418815985431064
Position 1975: 0.0002778178033055109
Position 3233: 0.00025676802493693516
Position 250: 0.00023881377337538925
Position 2813: 0.00020606552963746552
Position 2213: 0.0001936720411996942
Position 2221: 0.00018756439061541074
Position 131: 0.00015693405407588362
Position 215: 0.00015409123397612702
Position 4455: 0.00015087595371732023
Position 4000: 0.00012279596750882458
Position 91: 0.00011521696774503003
Position 225: 0.00011516416280169272
Position 3751: 0.00011352364135962574
Position 209: 0.00010568727177466207
Position 285: 0.00010353303982131383
Position 2135: 9.391228631700302e-05
Position 375: 8.931052443184047e-05
Position 585: 7.620156490878708e-05
Position 293: 7.333968470737444e-05
Position 3920: 7.276893897297509e-05
Position 345: 6.554258220923372e-05
Position 1036: 5.941921865194063e-05
Position 354: 5.1713503131835115e-05
Position 768: 4.3008451107724755e-05
Position 1405: 4.045910986834119e-05
Position 334: 3.384412551267081e-05
Position 158: 3.3001818716046616e-05
Position 191: 2.401002126853059e-05
Position 3946: 2.299265992840433e-05
Position 940: 1.9816173948590833e-05
Position 4337: 1.4343577831199435e-05
Position 15: 9.409673893934187e-06
Position 117: 8.657875446822816e-06
Position 2108: 8.318749488211045e-06
Position 1215: 6.763780965858653e-06
Position 841: 6.632534300253638e-06
Position 153: 6.50750135959721e-06
Position 3780: 5.954596519055555e-06
Position 1379: 5.1866617998522336e-06
Position 1681: 5.0692452759646804e-06
Position 2120: 4.833183911809453e-06
Position 2015: 4.5890063687512715e-06
Position 1426: 4.077362741126246e-06
Position 4475: 3.6132008602272735e-06
Position 1863: 2.5815955012061438e-06
Position 2088: 2.2805385564070545e-06
Position 4528: 2.243547669896005e-06
Position 1887: 2.1894250314762396e-06
Position 3171: 1.9097657675596617e-06
Position 2250: 1.9062080109793752e-06
Position 1867: 1.875265951108446e-06
Position 2360: 1.7959281452338295e-06
Position 1423: 1.0977610751047793e-06
Position 1679: 9.056563440284624e-07
Position 1718: 8.325636476471632e-07
Position 1026: 8.31496923233876e-07
Position 1903: 6.728901872037045e-07
Position 1659: 6.396216213208088e-07
Position 2475: 6.074360583444967e-07
Position 288: 5.925006751775142e-07
Position 502: 3.620354507547179e-07
Position 1831: 2.966848772515737e-07
Position 1175: 2.1936611112867485e-07
Position 1072: 9.911610187665179e-08
Position 675: 6.17467589785413e-08
Position 2289: 2.5555595329070984e-08
Position 1934: 1.9398099285393247e-08
Position 856: 9.962772245133252e-09
Position 984: 6.788601486625505e-09
Position 992: 6.424096559292271e-09
Position 829: 5.62743002902296e-09
Position 606: 3.133609227167028e-09
Position 866: 2.9499633200393638e-09
Position 942: 8.80901081855789e-10
Position 879: 6.779941210651476e-10
Position 663: 5.778699312666118e-10
Position 544: 4.2713194952076894e-10
Position 4344: 1.2826519344367807e-10

