Gene = Gr23a
index = 1196
Annotated 5SS: [1982 2198]
Annotated 3SS: [2038 2252]
SMsplice 5SS: [ 870 2198]
SMsplice 3SS: [2038 2252]
top_k =  1000
Partition function (log Z): -5.499655769838243

Sorted 5' Splice Sites (High to Low Probability):
Position 870: 0.9317819722494788
Position 2198: 0.8921517885218393
Position 1982: 0.2577662806138053
Position 859: 0.0399967395953149
Position 1610: 0.0350320765319719
Position 1574: 0.028984783620058324
Position 1481: 0.027042619143807328
Position 1055: 0.020612920314964787
Position 1263: 0.010997010857649146
Position 2108: 0.00707749186665568
Position 408: 0.007064572063422472
Position 2229: 0.006853369929329121
Position 1493: 0.006520410456221738
Position 874: 0.005442696717839218
Position 1486: 0.004791781018111137
Position 1768: 0.003190335082208249
Position 2202: 0.0025558231011106438
Position 1622: 0.0022110169675676836
Position 2193: 0.002127444628924977
Position 1265: 0.00190533854054975
Position 1438: 0.0016095624028284409
Position 438: 0.0015490712046203324
Position 341: 0.001509815939746745
Position 1015: 0.0013362434810686805
Position 28: 0.001293401241259625
Position 1727: 0.0009757975749055887
Position 1928: 0.0009062723036207535
Position 1227: 0.0007624510306055434
Position 387: 0.0007054969238844689
Position 1524: 0.0006733672372859029
Position 173: 0.0006179893819352805
Position 2072: 0.000596390190866264
Position 2003: 0.0005248459287128486
Position 39: 0.0004281292921938133
Position 485: 0.0004033683641721743
Position 1213: 0.00031850762036038404
Position 1240: 0.00027555899337949186
Position 1466: 0.0002646679843221765
Position 656: 0.00025083533332257997
Position 1772: 0.00023446380929952341
Position 1993: 0.00022489206680321563
Position 63: 0.00019156787463160842
Position 998: 0.0001613189419166506
Position 725: 0.00015997115696640715
Position 953: 0.00013906006050336256
Position 1953: 0.00012991468276817974
Position 1417: 0.00012927547768886395
Position 1451: 0.00012626771208685807
Position 1210: 0.0001240642439687988
Position 777: 0.00011751291491033132
Position 1601: 0.0001107715001580135
Position 1355: 0.00010581323065601776
Position 1094: 0.00010146892687481353
Position 1337: 9.801078838998285e-05
Position 454: 9.11738399092536e-05
Position 1962: 9.043447893591634e-05
Position 1862: 8.14103798618907e-05
Position 1495: 6.358155010043231e-05
Position 86: 5.998846966400948e-05
Position 1820: 5.4734218243200125e-05
Position 51: 5.4215127711464995e-05
Position 218: 4.8221963879962416e-05
Position 14: 4.5335299869319756e-05
Position 1219: 4.1715265541138255e-05
Position 2023: 3.72854997072316e-05
Position 992: 3.671410005698462e-05
Position 1166: 3.349512673812697e-05
Position 392: 3.25467464405342e-05
Position 504: 2.825420324623463e-05
Position 400: 2.811750384295285e-05
Position 2196: 2.734996491000621e-05
Position 608: 2.5070027607511582e-05
Position 1139: 2.2399232384181905e-05
Position 2068: 2.1492931434187043e-05
Position 1702: 2.145928381783587e-05
Position 222: 1.797739752450443e-05
Position 2150: 1.493172483369064e-05
Position 192: 1.443055994410332e-05
Position 132: 1.2358785474648502e-05
Position 940: 1.233215545743504e-05
Position 317: 1.2268614084253908e-05
Position 1252: 7.472789639939245e-06
Position 2112: 6.280521397616267e-06
Position 449: 5.9690947727495024e-06
Position 600: 5.497904877739196e-06
Position 2172: 5.312304448525554e-06
Position 447: 5.168132991088602e-06
Position 1118: 4.106497376059552e-06
