Gene = Ir31a
index = 1236
Annotated 5SS: [ 335  873 1738 2086 2421]
Annotated 3SS: [ 387  933 1798 2280 2480]
SMsplice 5SS: [ 873 1738 2212 2421]
SMsplice 3SS: [ 933 1798 2280 2480]
top_k =  1000
Partition function (log Z): 2.2038111486350953

Sorted 5' Splice Sites (High to Low Probability):
Position 1738: 0.9898439472264909
Position 2212: 0.8503220924564328
Position 873: 0.8180926050066298
Position 335: 0.6835071346500945
Position 2421: 0.6791892727487975
Position 1298: 0.27050324699298206
Position 2086: 0.15681066461518653
Position 569: 0.1143707098425264
Position 2378: 0.08667032609073463
Position 513: 0.05752908649210213
Position 1567: 0.019364277217846927
Position 618: 0.014344942033312736
Position 203: 0.011667387349575935
Position 877: 0.011189056814837325
Position 2024: 0.009449530126793868
Position 49: 0.008336868990955397
Position 363: 0.007379530099492112
Position 2427: 0.0065971793194538175
Position 182: 0.005470388923564458
Position 1295: 0.0042873507943904186
Position 1023: 0.0029910339789056004
Position 1742: 0.0025856642277352977
Position 65: 0.0024902229781420156
Position 1332: 0.0023760246344580755
Position 1181: 0.002236438274351574
Position 2013: 0.0019115202255956215
Position 236: 0.001322967356062842
Position 268: 0.0011674999266685034
Position 96: 0.0011071024351843547
Position 1147: 0.00108925026764944
Position 1454: 0.0009665238211559905
Position 1459: 0.0008812617612917713
Position 1857: 0.0008596584873867054
Position 1417: 0.0008572126483396809
Position 820: 0.0007827333908171834
Position 287: 0.0007803040654405458
Position 2408: 0.0007619431211237266
Position 593: 0.0006888920379103978
Position 292: 0.0006603018957322941
Position 604: 0.0006012688795541608
Position 1958: 0.0005624141518562586
Position 2220: 0.0005461125084606656
Position 870: 0.00038193737800053457
Position 1726: 0.0003644140753237618
Position 251: 0.0003481741870908728
Position 2393: 0.0003345766534493161
Position 740: 0.00032892874785958484
Position 2115: 0.0002771658691336432
Position 1327: 0.0002535854857285766
Position 1355: 0.0002425200905793972
Position 2185: 0.00022745076216904673
Position 1058: 0.00022017944952743213
Position 432: 0.00021019889215615766
Position 590: 0.00020776372777828322
