Gene = SrpRbeta
index = 1522
Annotated 5SS: [188 580]
Annotated 3SS: [272 636]
SMsplice 5SS: [188 580]
SMsplice 3SS: [272 636]
top_k =  1000
Partition function (log Z): 1.1362768302195632

Sorted 5' Splice Sites (High to Low Probability):
Position 188: 0.9852019751899546
Position 580: 0.9627074957925723
Position 451: 0.06494862431966622
Position 184: 0.00828952771272104
Position 416: 0.0038380162951316666
Position 33: 0.003549506294404729
Position 1123: 0.0016868185401070213
Position 201: 0.000552161451561899
Position 734: 0.0003994386277539378
Position 1106: 0.0003777332649065093
Position 206: 0.00029171848688189705
Position 949: 0.0001969193810702619
Position 803: 0.00018406898794076756
Position 852: 0.00017539540361557362
Position 351: 0.00015230572972248655
Position 479: 0.00014074294577584576
Position 192: 0.0001288874985120113
Position 770: 0.00011822773493495329
Position 597: 8.819301653566012e-05
Position 955: 7.91033751203994e-05
Position 336: 7.191283020646085e-05
Position 8: 5.358378186634811e-05
Position 1181: 4.8447155722721385e-05
Position 1072: 2.8145656964820444e-05
Position 16: 2.7838475071932016e-05
Position 1116: 2.5969886116141724e-05
Position 6: 2.442053710457609e-05
Position 545: 2.1225128828712998e-05
Position 227: 1.0372212853388759e-05
Position 998: 7.704849864482133e-06
Position 726: 6.293962296992069e-06
Position 613: 6.09756665859602e-06
Position 65: 5.7304120956016015e-06
Position 889: 4.3636721314393535e-06
Position 584: 3.0858116564516232e-06
Position 60: 2.9148127049400282e-06
Position 1069: 2.5666517459076336e-06
Position 157: 2.4891230780355903e-06
Position 490: 2.475059277798855e-06
Position 1053: 2.4329047297297266e-06
Position 754: 2.3804876621031617e-06
Position 72: 2.013534155080824e-06
Position 572: 1.8905060575783547e-06
Position 643: 1.4665936999005322e-06
Position 39: 1.4410784701797947e-06
Position 1169: 1.374689599854893e-06
Position 536: 1.304376866975319e-06
Position 455: 8.246443315437835e-07
Position 281: 7.620087196167068e-07
Position 442: 6.028107702576735e-07
Position 683: 5.925837747042622e-07
Position 239: 5.520695177931455e-07
Position 533: 5.468624399496422e-07
Position 306: 4.68481671844811e-07
Position 1187: 4.2845450672535565e-07
Position 37: 2.6107987456257485e-07
Position 527: 1.0878799949017866e-07
Position 67: 9.901150853714454e-08
Position 663: 9.480817974437614e-08
Position 689: 8.492521923187634e-08
Position 259: 8.450536282653715e-08
Position 513: 5.884025805264069e-08
Position 628: 4.866529983946557e-08
Position 1219: 2.653742332008422e-08
Position 251: 1.0943851708350659e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.9824585488776441
Position 636: 0.9460432663913063
Position 659: 0.03505428561215791
Position 520: 0.03046072835725847
Position 477: 0.007503072890836601
Position 1180: 0.006341310838405843
Position 880: 0.004580994542350815
Position 367: 0.0033649782682327574
Position 689: 0.0021423317054795996
Position 294: 0.001940774816160068
Position 76: 0.0018800842373399346
Position 409: 0.0016789830351737552
Position 706: 0.0014644436683008757
Position 663: 0.0014627419435074684
Position 111: 0.0014532815278442167
Position 1058: 0.00113235429189053
Position 336: 0.0010418213885908534
Position 559: 0.0008795038873094373
Position 1209: 0.0006598210661916189
Position 607: 0.0004641359532728754
Position 412: 0.0004000815867883547
Position 770: 0.0002072760683960223
Position 351: 0.00019260418133933008
Position 1226: 0.00014058675859814036
Position 1262: 8.852113882167479e-05
Position 313: 6.539610804025687e-05
Position 703: 5.419611994220427e-05
Position 578: 4.5892310606866366e-05
Position 184: 4.3346396002442976e-05
Position 754: 3.9917398169436215e-05
Position 889: 3.940191824001726e-05
Position 157: 3.44441467878502e-05
Position 786: 2.901189922768921e-05
Position 450: 1.9238548433833606e-05
Position 783: 1.3138033482452019e-05
Position 744: 7.773151556963284e-06
Position 733: 7.640199947872065e-06
Position 490: 6.654070259711677e-06
Position 724: 4.828434409605153e-06
Position 120: 4.691670509865047e-06
Position 844: 4.303946685106892e-06
Position 1034: 4.021709818510321e-06
Position 1088: 3.839403346131188e-06
Position 117: 3.636939479324148e-06
Position 499: 3.371258624164352e-06
Position 172: 3.167315078428484e-06
Position 455: 1.2554507683188086e-06
Position 980: 1.1881363651468406e-06
Position 910: 1.1820689786791245e-06
Position 848: 7.470205658907883e-07
Position 438: 7.41009733496064e-07
Position 972: 7.3766807008867e-07
Position 1006: 5.947909141680873e-07
Position 899: 4.249460350005864e-07
Position 814: 3.854110881582057e-07
Position 1239: 1.7651759317533958e-07
Position 822: 1.4807752839469453e-07
Position 1106: 1.4097420695295601e-07
Position 1231: 1.1498393273274863e-07
Position 126: 6.322792181083863e-08
Position 223: 5.8308043659082867e-08
Position 1011: 5.1786550143948135e-08
Position 422: 3.108639871075967e-09
Position 227: 3.2010382080361477e-10
Position 133: 8.110654870660837e-12
Position 206: 8.689263327414089e-14
Position 192: 3.855727419917847e-15
Position 135: 7.937721321393812e-17
