Gene = Fgop2
index = 1164
Annotated 5SS: [156]
Annotated 3SS: [219]
SMsplice 5SS: [156]
SMsplice 3SS: [219]
top_k =  1000
Partition function (log Z): -9.113506656215575

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.985234416959174
Position 170: 0.010140064883550482
Position 491: 0.009517912137260024
Position 1454: 0.0037489139887988934
Position 413: 0.002560564412024041
Position 1259: 0.0021262811252251847
Position 1244: 0.0018662773765840768
Position 1377: 0.0018071686268091806
Position 1822: 0.0016116452817254905
Position 430: 0.0011110615745461496
Position 994: 0.0009609850193732174
Position 683: 0.0007389054564100703
Position 912: 0.0006865932774348583
Position 1480: 0.00048416235165235313
Position 1612: 0.0004785001932539508
Position 629: 0.00047609268005912686
Position 1638: 0.0004043519301366758
Position 604: 0.00031236395310790257
Position 1584: 0.00030128098139834477
Position 1882: 0.00024974441182542336
Position 1223: 0.0002153234350903419
Position 867: 0.00019726369365690553
Position 350: 0.0001738125932705837
Position 1089: 0.00016978510162386084
Position 643: 0.00015900449212255684
Position 1511: 9.785433595543356e-05
Position 1592: 8.81593933324792e-05
Position 1597: 7.85680245635902e-05
Position 983: 5.3167894039873934e-05
Position 30: 4.309530437886283e-05
Position 744: 3.945902139950281e-05
Position 1492: 3.3784165901789967e-05
Position 1682: 3.308222818598785e-05
Position 1485: 3.1558253590113526e-05
Position 1262: 2.5492723935037628e-05
Position 959: 2.4859837404708432e-05
Position 1071: 2.2451670642241216e-05
Position 746: 2.1377779880635073e-05
Position 184: 1.6097486230366166e-05
Position 620: 1.2493138904877132e-05
Position 841: 1.1842707596771086e-05
Position 1252: 7.25043543116122e-06
Position 46: 7.239122965471923e-06
Position 1091: 5.672349465996341e-06
Position 1002: 5.438377535584779e-06
Position 1290: 4.655218657567488e-06
Position 73: 4.031676942542728e-06
Position 52: 3.2605220255431117e-06
Position 116: 2.758803905819833e-06
Position 49: 1.2997904316133418e-06
Position 1022: 1.5721892274069122e-07
Position 1192: 1.0521322553858274e-07
Position 1065: 5.8401858777138743e-08
Position 308: 3.4223022485669186e-08
Position 756: 3.388854910432859e-08
Position 725: 3.06029308406246e-08
Position 661: 2.3636220204617588e-08
Position 201: 2.1455017109771425e-08
Position 345: 2.0481354553507063e-08
Position 1275: 1.5111519145619527e-08
Position 11: 1.480096250520192e-08
Position 579: 1.0714156327022344e-08
Position 295: 7.819657394735473e-09
Position 219: 6.576736228390874e-09
Position 761: 5.7372911172000385e-09
Position 210: 4.2160958656058093e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 219: 0.9742210139557188
Position 228: 0.008036319435195149
Position 1734: 0.006501865685054877
Position 1316: 0.004487822976236302
Position 682: 0.004154856641830248
Position 1672: 0.0035928372209369265
Position 1626: 0.003002426471669348
Position 1737: 0.0028082059530930817
Position 225: 0.002575625477411237
Position 1157: 0.002292809971132541
Position 334: 0.0018216934008966515
Position 1887: 0.0013675083555713342
Position 1658: 0.0013041928335489133
Position 508: 0.0011625768037631802
Position 1768: 0.0010645427438182537
Position 1058: 0.0008519355100063236
Position 505: 0.0007861108421979774
Position 475: 0.0006685028070916643
Position 556: 0.0005917775536351371
Position 841: 0.0005717353484315396
Position 1936: 0.00046871717622764533
Position 1592: 0.0004450282152707674
Position 991: 0.00038127795978727685
Position 231: 0.00036743191333777486
Position 1595: 0.00036033889028009463
Position 316: 0.00034824095818169034
Position 291: 0.00032430897368685677
Position 1882: 0.00030579559266975895
Position 1972: 0.00029017133945200186
Position 1642: 0.00026646137655849083
Position 766: 0.0001752532113337531
Position 2054: 0.00010940317063627481
Position 2051: 9.735222240073404e-05
Position 1776: 9.324748876760214e-05
Position 522: 5.8020510014153845e-05
Position 198: 4.938660260917335e-05
Position 1865: 4.07376075742227e-05
Position 539: 3.9818252979559675e-05
Position 655: 3.2760072600538304e-05
Position 1352: 2.7087546275308632e-05
Position 1997: 2.3667831735305167e-05
Position 790: 2.3111186836999606e-05
Position 1553: 2.186708326443144e-05
Position 1170: 1.7492749105418485e-05
Position 1359: 1.6412517175505405e-05
Position 1453: 1.486574319720834e-05
Position 1435: 1.4807142997710497e-05
Position 912: 1.3579850992049374e-05
Position 725: 1.330383188317295e-05
Position 541: 1.2136067094464374e-05
Position 2005: 1.0654418544237862e-05
Position 1102: 9.707848303899443e-06
Position 628: 9.1911921757707e-06
Position 648: 8.695325270760222e-06
Position 1939: 6.630263618693045e-06
Position 345: 6.380561772208937e-06
Position 838: 5.708762037859674e-06
Position 639: 5.6797825027623784e-06
Position 722: 5.525509217274988e-06
Position 1065: 4.799630913938866e-06
Position 1002: 2.895825063599453e-06
Position 856: 2.849861766988763e-06
Position 355: 2.7758624799540534e-06
Position 749: 2.64911644407224e-06
Position 589: 2.5968791146618655e-06
Position 697: 2.10198506318418e-06
Position 436: 1.5625462120569545e-06
Position 125: 7.525217780437682e-07
Position 113: 3.4851622236453234e-07
Position 133: 1.1790692179509473e-08
Position 430: 5.610605032859806e-09
Position 173: 2.1345811470307904e-09
Position 160: 1.4972586538284217e-09
Position 397: 7.458204460413592e-10
Position 604: 4.3813807891544465e-10
Position 391: 2.9291299763320383e-10
Position 550: 2.343176575143394e-10
Position 568: 1.411311112800087e-10
Position 388: 1.1741577521556602e-10
Position 180: 1.8815128484851972e-11
Position 184: 5.589027777312255e-14
Position 233: 3.4395903002678596e-14
Position 418: 3.3836027147617994e-15
Position 643: 2.0625222883156804e-16
Position 658: 1.6136993308390664e-16
Position 420: 5.983417664279749e-20
