Gene = Schip1
index = 1473
Annotated 5SS: [  37 1125 1642 1795 1921 2313 2645]
Annotated 3SS: [ 523 1184 1705 1853 1980 2375 2705]
SMsplice 5SS: [  37 1125 1642 1795 1921 2313 2645]
SMsplice 3SS: [ 523 1184 1705 1853 1980 2375 2705]
top_k =  1000
Partition function (log Z): 23.004921882442044

Sorted 5' Splice Sites (High to Low Probability):
Position 1921: 0.9993274173142951
Position 1795: 0.993133886839205
Position 1642: 0.9923886073342503
Position 1125: 0.989039522727858
Position 37: 0.9248201345451817
Position 2313: 0.920179172284782
Position 2645: 0.7915010831737637
Position 402: 0.20893497172794917
Position 1376: 0.15089452719818897
Position 712: 0.14433631482849696
Position 2262: 0.04007768680271709
Position 2307: 0.03494975380476109
Position 330: 0.03359882288028071
Position 252: 0.015250204604638374
Position 283: 0.009542995560481344
Position 150: 0.007975092361467867
Position 475: 0.006870690013166522
Position 1799: 0.004968483808269841
Position 1402: 0.004902968962180979
Position 1289: 0.004657077793691318
Position 2649: 0.003569267148712241
Position 1635: 0.003535784570507707
Position 456: 0.0031595383512187155
Position 1361: 0.0026114662299016904
Position 1132: 0.002527922776616771
Position 772: 0.002468061539978911
Position 846: 0.0022139987758422065
Position 2194: 0.001732028055760207
Position 461: 0.0016413979622427993
Position 1342: 0.0014019378827012812
Position 2062: 0.0010235984496124353
Position 385: 0.0009505090737463692
Position 1545: 0.0007130782941148497
Position 305: 0.0005595745203393942
Position 2067: 0.0005357285119100221
Position 271: 0.0004953726552787146
Position 2092: 0.0004076832754829574
Position 445: 0.00038346598521753016
Position 1328: 0.0003388367978453859
Position 1421: 0.0003237735735216019
Position 1774: 0.0003081472830087785
Position 1129: 0.00028040293402318504
Position 608: 0.00026250871903465116
Position 2496: 0.0002526769478090133
Position 388: 0.00024644045712190446
Position 376: 0.00023834365783754024
Position 1607: 0.00023018566977636053
Position 41: 0.00020680215941666695
Position 371: 0.00017810193039678534
Position 481: 0.00015664263282362954
Position 869: 0.00012355477623414036
Position 1258: 0.00011654097707387234
Position 1305: 0.00010954918728093321
Position 478: 9.678615250858575e-05
Position 2517: 8.46723696207918e-05
Position 266: 8.397977379539557e-05
Position 268: 7.274757120953944e-05
Position 256: 7.147344104221814e-05
Position 390: 6.697743718052655e-05
Position 641: 5.294712963403255e-05
Position 178: 4.819686831110775e-05
Position 224: 4.724205795277174e-05
