Gene = RapGAP1
index = 1409
Annotated 5SS: [  744 42706 79168 79715]
Annotated 3SS: [42506 77454 79225 79799]
SMsplice 5SS: [  744 42706 78679 79168 79715]
SMsplice 3SS: [42506 77454 78739 79225 79799]
top_k =  1000
Partition function (log Z): -18.450934987220013

Sorted 5' Splice Sites (High to Low Probability):
Position 744: 0.9999999999999964
Position 42706: 0.9999999999999964
Position 43624: 1.0578391384175432e-08
Position 43030: 1.0508217423335118e-17
Position 43032: 4.505017773887249e-18
Position 43242: 2.9645664471847164e-18
Position 10407: 2.1391366726023013e-27
Position 26759: 1.6146048379496172e-27
Position 14162: 1.5719732768810996e-27
Position 13052: 9.199635112416084e-28
Position 23613: 8.80045102812933e-28
Position 175: 8.5740742563131e-28
Position 27401: 8.359048333225592e-28
Position 5506: 7.46068075655232e-28
Position 10411: 7.01467918828837e-28
Position 17782: 4.908068185643796e-28
Position 23531: 4.889285536930882e-28
Position 1696: 4.103969380229031e-28
Position 273: 3.8778542064375476e-28
Position 109: 1.3551787245746218e-28
Position 264: 9.58515228807405e-29
Position 364: 7.715003133685778e-29
Position 346: 3.631078559826243e-29
Position 147: 2.93620142504251e-29
Position 353: 2.4912135976491245e-29
Position 23800: 1.6097346858264475e-29
Position 8711: 1.45143719733295e-29
Position 13494: 1.450654132844048e-29
Position 384: 1.2479751819186722e-29
Position 9179: 1.0657186276838267e-29
Position 154: 8.12428140095507e-30
Position 23646: 6.893102768438601e-30
Position 214: 6.862176699598293e-30
Position 402: 6.45162237331212e-30
Position 368: 6.0197983788948806e-30
Position 1344: 5.206085201518711e-30
Position 8681: 4.999313670945794e-30
Position 905: 3.806161129342372e-30
Position 2736: 3.8058219236173944e-30
Position 1753: 3.45169182595449e-30
Position 186: 3.274548090791805e-30
Position 1904: 2.3108945553145495e-30
Position 9249: 1.717177753122723e-30
Position 201: 1.2946111499281524e-30
Position 173: 8.743940459408491e-31
Position 145: 5.809371072012302e-31
Position 6: 5.4500611261751355e-31
Position 540: 3.1508208017077867e-31
Position 497: 1.2089200348798425e-31
Position 590: 1.004996690347539e-31
Position 572: 7.748129713744198e-32
Position 466: 2.82959802861889e-32
Position 554: 2.3116345438918962e-32
Position 442: 2.1576212185143355e-32
Position 1364: 1.666673750473898e-32
Position 509: 1.3939203118850633e-32
Position 748: 9.103352503003799e-33
Position 600: 8.793195723191396e-33
Position 1297: 6.473102132920166e-33
Position 1127: 6.265005199987682e-33
Position 1497: 4.045484414770509e-33
Position 973: 3.827406016125674e-33
Position 1385: 3.7838221269698764e-33
Position 476: 3.4113508808114876e-33
Position 862: 3.2048863524927826e-33
Position 14171: 3.02359978496644e-33
Position 14418: 2.7004688554652395e-33
Position 14175: 2.6172422966069226e-33
Position 883: 2.2389374399338966e-33
Position 1337: 2.0234164524630246e-33
Position 943: 1.789552575108016e-33
Position 14179: 1.33129564606282e-33
Position 1258: 1.1880875287979533e-33
Position 14441: 1.1158964093784991e-33
Position 425: 9.954070141939782e-34
Position 15954: 9.049675737278056e-34
Position 137: 9.00303144848811e-34
Position 770: 4.290011576692546e-34
Position 14273: 3.015643977421487e-34
Position 1112: 2.8182388130959016e-34
Position 13223: 1.2078054508230147e-34
Position 1131: 1.8499421769588126e-35
Position 1098: 8.394440903220668e-36
Position 1084: 5.7170177105091406e-36
Position 668: 1.684729932494509e-37
Position 605: 4.385612994571671e-38
Position 4713: 3.7207392830083745e-38
Position 6658: 2.153233994286165e-38
Position 7142: 1.9706331838163096e-38
Position 8081: 1.8553786120563188e-38
Position 6250: 8.978063904974333e-39
Position 4564: 4.0274504065130196e-39
Position 4675: 2.8968373095793022e-39
Position 2026: 1.6615784211131057e-39
Position 1914: 1.3334386989345928e-39
Position 2020: 1.0225149366135432e-39
Position 4530: 9.771775344674382e-40
Position 3726: 8.369948426553967e-40
Position 4494: 7.7488776060891e-40
Position 2015: 5.9725623666841486e-40
Position 1688: 5.737360586557065e-40
Position 1538: 3.9448378325064865e-40
Position 6328: 3.3575015227608083e-41
Position 2527: 2.906048735032633e-41
Position 1288: 2.182207567873821e-41
Position 5980: 1.9713063799770936e-41
Position 1431: 1.5724665130231477e-41
Position 5588: 1.4105063675021505e-41
Position 3247: 1.3720772273551323e-41
Position 1348: 8.273606077563925e-42
Position 1512: 8.061663436467225e-42
Position 1416: 7.730996646670212e-42
Position 1281: 4.470645940323704e-42
Position 1233: 3.4923589431641646e-42
Position 1397: 3.261839849925492e-42
Position 1273: 3.21987586128884e-42
Position 1195: 1.729290015128001e-42
Position 1395: 1.240408415895493e-42
Position 1421: 1.2302157572506338e-42
Position 1173: 1.1539671998005908e-42
Position 1004: 1.1359705198423349e-42
Position 1490: 8.19503651300115e-43
Position 1064: 5.116172059288491e-43
Position 2467: 4.6794655607055404e-43
Position 1096: 4.0199495870300305e-43
Position 887: 3.5546251753838374e-43
Position 2314: 2.617994138958523e-43
Position 2437: 2.209341578932931e-43
Position 1182: 2.1856429375873854e-43
Position 2433: 1.764322913001938e-43
Position 1551: 1.7053566657196717e-43
Position 1185: 1.1730793575073659e-43
Position 2461: 9.294929791999254e-44
Position 2333: 9.19593657341778e-44
Position 1146: 4.918597889721069e-44
Position 2090: 3.4895858054185e-44
Position 1663: 3.4484332207407686e-44
Position 1957: 3.3475469623344007e-44
Position 1138: 2.814079433405e-44
Position 1076: 3.004320215911124e-45
Position 865: 2.4770769950230232e-45
Position 1040: 1.8869120925089195e-45
Position 835: 1.6302666416438816e-46
Position 832: 1.0936441922386241e-46

Sorted 3' Splice Sites (High to Low Probability):
Position 42506: 0.9999999999999964
Position 77454: 0.9999999616441401
Position 62981: 3.835584875267078e-08
Position 42908: 3.8699605532702345e-09
Position 42750: 1.779183260550535e-09
Position 43385: 1.298115993557465e-09
Position 43106: 1.0248400090438772e-09
Position 42874: 1.0228142859776142e-09
Position 43109: 7.101194497609052e-10
Position 42928: 4.1740183976925776e-10
Position 42893: 3.040545580537241e-10
Position 42799: 1.519014701455451e-10
Position 52059: 1.1516150635995595e-14
Position 48311: 1.759377309942026e-16
Position 46195: 8.687808494520696e-17
Position 47937: 6.204068947205224e-17
Position 43805: 8.57932940040014e-18
Position 43775: 7.378574408318061e-18
Position 44161: 7.12841397190993e-18
Position 45727: 6.90668878841172e-18
Position 44924: 2.9773922369819797e-18
Position 44212: 1.8301338496331813e-18
Position 43725: 4.757788684585483e-19
Position 44183: 4.446579219627257e-19
Position 42783: 1.3903608604561637e-19
Position 42761: 1.1245484498733784e-19
Position 29717: 2.107737959053805e-26
Position 26711: 2.1015676945548595e-26
Position 27503: 1.9715578399279357e-27
Position 26833: 1.6146048379496172e-27
Position 23319: 1.5700718490127763e-27
Position 9384: 1.1010489350340205e-27
Position 14006: 7.793566582896737e-28
Position 4856: 6.62285683111066e-28
Position 466: 5.934982481227296e-28
Position 27761: 5.8659719848102405e-28
Position 12889: 5.772192301210976e-28
Position 10001: 5.0667043954034585e-28
Position 434: 3.2820541719071036e-28
Position 1575: 3.1471697003753327e-28
Position 10170: 3.1176597800072043e-28
Position 9718: 3.0572412006721564e-28
Position 17703: 2.9799603653971247e-28
Position 405: 2.9520406944526293e-28
