Gene = Sh3beta
index = 1498
Annotated 5SS: [ 371 1702 2819 3099 4191]
Annotated 3SS: [1275 2743 3049 3151 4298]
SMsplice 5SS: [371]
SMsplice 3SS: [1275]
top_k =  1000
Partition function (log Z): -6.922333803939997

Sorted 5' Splice Sites (High to Low Probability):
Position 371: 0.6239541854194387
Position 1198: 0.4231816105698296
Position 1702: 0.3632336868788964
Position 2819: 0.28385973921010194
Position 1164: 0.2122550806003374
Position 3099: 0.19053208567899654
Position 34: 0.11722718421618444
Position 543: 0.06585619211573593
Position 1414: 0.02309322776419219
Position 3781: 0.017829387792392754
Position 2639: 0.017275530043504864
Position 539: 0.01237555764342951
Position 768: 0.011545780940585053
Position 1478: 0.00874246265842019
Position 628: 0.008729556393537313
Position 2390: 0.007670655098181587
Position 580: 0.005819510800440858
Position 576: 0.005700122603404103
Position 1561: 0.005554003400473703
Position 616: 0.005542501130189591
Position 535: 0.0051632583761134
Position 3104: 0.005042491262121584
Position 896: 0.0029676237914353152
Position 1329: 0.002715070890773002
Position 1142: 0.0021623511729068037
Position 1725: 0.0021394805127082344
Position 1112: 0.0020971467316579324
Position 2247: 0.0018317184941033181
Position 2626: 0.0017654274767943318
Position 1406: 0.0017351668089540045
Position 437: 0.0015090551645783746
Position 2189: 0.0013839819111105456
Position 972: 0.0013587060882513892
Position 650: 0.0011221895450016623
Position 191: 0.0011093095841119424
Position 2598: 0.001052069536886187
Position 901: 0.0009917497796381703
Position 780: 0.0008861744213559238
Position 1094: 0.0007258336541649834
Position 764: 0.0007060288183591966
Position 1741: 0.00064018910968674
Position 1525: 0.0006298283239314819
Position 1470: 0.0005575696272151725
Position 2072: 0.0005028163862632669
Position 719: 0.0004973770629432931
Position 1191: 0.0004897316228031801
Position 807: 0.00038532050087919633
Position 3235: 0.00037938460381632433
Position 155: 0.00037784799898346475
Position 1666: 0.0003514849971318583
Position 786: 0.00033636596868686286
Position 782: 0.0003152356895682629
Position 788: 0.00031518375105980156
Position 784: 0.00029614223330664895
Position 1983: 0.00029058372647154906
Position 531: 0.0002809508810860581
Position 2908: 0.00027339908281112717
Position 1956: 0.0002366840898960686
Position 2586: 0.00022795667322211133
Position 588: 0.00021683287639749616
Position 890: 0.0002084050279467716
Position 932: 0.00018352701870449233
Position 375: 0.0001651231288929816
Position 620: 0.0001324811230093292
Position 2935: 0.00011014578805262829
Position 483: 0.0001008587636539033
Position 8: 9.517282441845838e-05
Position 2507: 9.404278971081835e-05
Position 2411: 8.813678527566701e-05
Position 566: 7.602342648061704e-05
Position 2523: 7.229423971666431e-05
Position 569: 6.717601018489849e-05
Position 1809: 6.697815508376902e-05
Position 1959: 6.608491229865542e-05
Position 2319: 6.0164803877103334e-05
Position 2270: 5.530097019046647e-05
Position 426: 5.16436247067246e-05
Position 379: 4.9573403983642255e-05
Position 480: 4.654372671079919e-05
Position 1154: 4.485192860621116e-05
Position 258: 4.1415548492985875e-05
Position 800: 3.731616365402721e-05
Position 86: 2.3995866763962517e-05
Position 1734: 2.149821409440684e-05
Position 1048: 1.5170994881130922e-05
Position 792: 1.4877928741751233e-05
Position 949: 5.931953339807661e-06
Position 642: 5.878020299954722e-06
Position 836: 5.8311954168350056e-06
Position 584: 5.7817545364236e-06
Position 415: 5.029402207362045e-06
Position 1339: 3.805977556442368e-06
Position 300: 3.539068460340918e-06
Position 313: 2.3574511008902066e-06
Position 712: 1.579190038996543e-06
Position 1084: 1.3661127738762192e-06
Position 772: 1.3420402139612165e-06
Position 159: 1.1690891107191037e-06
Position 726: 1.1329745843648308e-06
Position 329: 9.971923828543264e-07
Position 571: 9.797990263541457e-07
Position 592: 8.430093718212211e-07
Position 385: 8.309494139243959e-07
Position 573: 7.427172350949493e-07
Position 1527: 7.273005542610492e-07
Position 344: 7.193345686911075e-07
Position 338: 7.080087178485159e-07
Position 1026: 6.717548771689449e-07
Position 547: 6.644170415962529e-07
Position 596: 6.637703140593207e-07
Position 989: 5.012130764908073e-07
Position 657: 4.084347356055859e-07
Position 275: 3.300654777331146e-07
Position 161: 3.1696052400690474e-07
Position 844: 3.014247765543758e-07
Position 252: 2.782642646832823e-07
Position 640: 2.6522860992388254e-07
Position 654: 2.4882781628940263e-07
Position 1672: 1.966267207631826e-07
