Gene = OGG1
index = 983
Annotated 5SS: [ 480 1249 2006 4942 6678 6873]
Annotated 3SS: [1000 1825 4759 6526 6822 7099]
SMsplice 5SS: [ 480 2006 4942 6678]
SMsplice 3SS: [1825 4759 6557 7099]
top_k =  1000
Partition function (log Z): 0.24623707116309834

Sorted 5' Splice Sites (High to Low Probability):
Position 4942: 0.9600064109531216
Position 2006: 0.9208203170682138
Position 480: 0.9192735665950076
Position 6678: 0.6571451803811453
Position 854: 0.3815917549965139
Position 6873: 0.2888655975003158
Position 1249: 0.20977847047299203
Position 2196: 0.10328445325772029
Position 4553: 0.08160605480962975
Position 812: 0.07595364956261812
Position 1641: 0.07079840320563659
Position 188: 0.06662184646209073
Position 305: 0.058515689881490945
Position 2014: 0.05303432602199463
Position 215: 0.05119951282873579
Position 4271: 0.024547972181028086
Position 4645: 0.023069668329757202
Position 741: 0.01901360060799326
Position 828: 0.01825821514964541
Position 4816: 0.015550418817508689
Position 1679: 0.014540598267612635
Position 2010: 0.013669451872689213
Position 6687: 0.012642991232315054
Position 4957: 0.009158780255724875
Position 859: 0.006779141035604032
Position 613: 0.006575076829210899
Position 53: 0.00364763670947835
Position 6951: 0.0034597339888464513
Position 1414: 0.0032921544177664944
Position 589: 0.0031144157202422904
Position 6720: 0.002925537969311665
Position 4680: 0.0029027346850420224
Position 1702: 0.0028662767427521285
Position 1157: 0.002516832358849354
Position 551: 0.0021667265609888057
Position 4355: 0.002156592781001973
Position 2181: 0.001967368897594264
Position 3271: 0.001757004430751363
Position 4465: 0.0015913154001593124
Position 2894: 0.0013857116374873851
Position 6277: 0.0012624254010046476
Position 5796: 0.0012497250128078105
Position 2254: 0.0012478080696913432
Position 656: 0.0011967837442213205
Position 1742: 0.0010762260714003416
Position 1050: 0.0009322898152294527
Position 4637: 0.0008922935031541494
Position 3003: 0.0008769761843860562
Position 201: 0.0007894733587369645
Position 2218: 0.0007881296371119249
Position 233: 0.0007579374479102233
Position 1230: 0.0007467942212408846
Position 927: 0.0006380202787760451
Position 814: 0.0005711465643596296
Position 1272: 0.0005293353767700746
Position 2259: 0.0004913398226118636
Position 4570: 0.00043451393008569437
Position 2269: 0.00033715234478635893
Position 5991: 0.0003183557255315942
Position 5448: 0.000302297380835828
Position 1915: 0.0002827386663633092
Position 6160: 0.000264813047719919
Position 251: 0.0002552091626567882
Position 2726: 0.0002507356060990145
Position 1001: 0.00024924808128379386
Position 6000: 0.00024900289644805436
Position 20: 0.00023640962256738
Position 5950: 0.00023262005988490886
Position 670: 0.0002177602046433996
Position 1190: 0.00020694027515769738
Position 2682: 0.00018991049826233968
Position 4236: 0.00017846967062139894
Position 328: 0.00017547731519064943
Position 1149: 0.00015206107187585807
Position 257: 0.0001415148797469948
Position 4099: 0.00013572150077346805
Position 6192: 0.0001304560196454738
Position 9: 0.00011615196929165659
Position 2805: 0.00010726170033632755
Position 298: 9.642021439075645e-05
Position 2926: 9.507838778215055e-05
Position 642: 9.070440681282239e-05
Position 951: 8.836397201479985e-05
Position 3917: 8.710592815674475e-05
Position 2135: 8.518784687988796e-05
Position 2618: 7.646466569557147e-05
Position 274: 6.694638493108021e-05
Position 4215: 5.8896716957871e-05
Position 2200: 5.774303686243082e-05
Position 3127: 5.4807550146420836e-05
Position 12: 4.790929971896746e-05
Position 4504: 4.3831392479716656e-05
Position 796: 4.224008670542541e-05
Position 1253: 4.148252393510423e-05
Position 3195: 2.5384639634251296e-05
Position 2245: 2.39944390595956e-05
Position 1760: 2.38936991274318e-05
Position 231: 2.2817608760014463e-05
Position 2501: 1.999846683897971e-05
Position 254: 1.890919793642609e-05
Position 1383: 1.869484569984288e-05
Position 1507: 1.758808636828911e-05
Position 907: 1.6284426761788257e-05
Position 408: 1.4854881791131174e-05
Position 848: 1.4550502561291371e-05
Position 1094: 1.4385905999285438e-05
Position 1204: 1.3314312374397807e-05
Position 263: 9.831878649022499e-06
Position 839: 9.638740592223852e-06
Position 638: 8.81269255469349e-06
Position 218: 8.627192345139213e-06
Position 722: 5.687535119094499e-06
Position 484: 3.901291461697918e-06
Position 1791: 3.7016495461168734e-06
Position 647: 3.681168084792731e-06
