Gene = STPG1
index = 1349
Annotated 5SS: [   52 12407 29824 34073 40024 44052 52875]
Annotated 3SS: [12268 29721 33901 39914 43885 52683 55105]
SMsplice 5SS: [   52  3023 12407 16655 22165 29824 34073 40024 44052]
SMsplice 3SS: [ 2907 12268 16522 22045 29721 33901 39914 43885 55105]
top_k =  1000
Partition function (log Z): -6.567201879506088

Sorted 5' Splice Sites (High to Low Probability):
Position 12407: 0.9970999943380657
Position 40024: 0.9951874342218936
Position 44052: 0.9686477957397902
Position 22165: 0.9267363707996837
Position 29824: 0.8858340708008596
Position 34073: 0.8250238963629404
Position 52: 0.8104155654802258
Position 16655: 0.7894781189135328
Position 3023: 0.6940102838219973
Position 12674: 0.5526856230168173
Position 40941: 0.5251672089227409
Position 48322: 0.4051790425163773
Position 52875: 0.3571903854315822
Position 40511: 0.29324795536805337
Position 26496: 0.18630569347338474
Position 22329: 0.18010381800345374
Position 50507: 0.17984284997544148
Position 1421: 0.15625047406652667
Position 34566: 0.15575762045333696
Position 55556: 0.14563755349567406
Position 5111: 0.1399318677921339
Position 1592: 0.13030407804591096
Position 21802: 0.12506103872205243
Position 16026: 0.11935929440199736
Position 49497: 0.11395328713322861
Position 26540: 0.11195693295922426
Position 4475: 0.10953950606276117
Position 29859: 0.1056656700710777
Position 4033: 0.08394029120618582
Position 26481: 0.08366989307917935
Position 55197: 0.0695326068683987
Position 627: 0.06083460244619057
Position 3375: 0.04809863453719861
Position 18764: 0.04557196090343967
Position 33604: 0.04249523986983365
Position 160: 0.04016671467670492
Position 27546: 0.0370496625430354
Position 38067: 0.036427266512487524
Position 36052: 0.03528267823415572
Position 19454: 0.0346893201781343
Position 21350: 0.03409190993042743
Position 31535: 0.02937098315561916
Position 32348: 0.028233956569859834
Position 1164: 0.02759921440845185
Position 54043: 0.02708550195700456
Position 49670: 0.025842005896335164
Position 505: 0.024250218280663788
Position 56016: 0.02423705097013243
Position 20018: 0.02300332793938535
Position 1987: 0.0215273616077244
Position 32726: 0.020743810825930326
Position 26815: 0.02022334867986871
Position 189: 0.018564542949200714
Position 52755: 0.017683036477464824
Position 3900: 0.017212748426836292
Position 54153: 0.01667461767608552
Position 13376: 0.015578030174306446
Position 31086: 0.014982825745588296
Position 7052: 0.013905822690169031
Position 4847: 0.013643558437262459
Position 27385: 0.013489172580389282
Position 26274: 0.013253625722825626
Position 26527: 0.011633387740558783
Position 17896: 0.011279317898669691
Position 353: 0.011261603019384437
Position 47186: 0.01097928308784305
Position 2085: 0.010740057034685323
Position 1475: 0.010430598775079009
Position 53402: 0.010414301151435783
Position 14989: 0.010065122369911163
Position 3242: 0.008664291757217404
Position 2034: 0.00812069630533228
Position 52029: 0.007941566589070548
Position 52036: 0.007813617005848358
Position 26183: 0.007694273678139739
Position 43328: 0.007552299933235366
Position 12656: 0.00720412087511414
Position 12855: 0.007121480046367728
Position 11400: 0.007052527597494786
Position 6557: 0.006554102700666008
Position 47099: 0.006230857814124144
Position 934: 0.006179265984619829
Position 3074: 0.005685339766916358
Position 49345: 0.005059602852088018
Position 16794: 0.004904556505225226
Position 16399: 0.004446683022085578
Position 89: 0.004224717894342918
Position 5145: 0.004000260104370242
Position 9444: 0.003930249030187563
Position 48268: 0.003876219065772574
Position 47852: 0.0035474415812224176
Position 40538: 0.003429568823917672
Position 273: 0.003252610157886682
Position 51157: 0.0032353704574763736
Position 35731: 0.003108738994899288
