Gene = LARS2
index = 763
Annotated 5SS: [   175   3143   6182  11868  29068  31224  58475  70381  85845  88122
  97291 100307 103295 107868 112074 124730 127771 129567 131791 135603
 153451]
Annotated 3SS: [  3076   5926  11738  28975  31162  58384  70236  85736  87961  97185
 100190 103010 107768 111935 124628 127587 129396 131712 135490 153322
 158844]
SMsplice 5SS: [   175    601   3143   6182  11868  23354  29068  45863  46123  46393
  58475  60590  70381  75561  88122  97291 100307 107868 112074 124730
 127771 131791 135603 153451]
SMsplice 3SS: [   526   3076   5926  11738  23214  28975  45798  45980  46263  58384
  60510  70236  75450  87961  97185 100190 107768 111935 124628 127587
 131712 135490 153322 158844]
top_k =  1000
Partition function (log Z): -56.310550234861836

Sorted 5' Splice Sites (High to Low Probability):
Position 29068: 0.9999883416326326
Position 11868: 0.987980154348734
Position 6182: 0.9000386095993155
Position 601: 0.8746980740943558
Position 23354: 0.8034571447767394
Position 3143: 0.6988310178676456
Position 14055: 0.6677391997313459
Position 175: 0.6411829452902166
Position 4637: 0.3887467694648294
Position 26644: 0.3733089335259906
Position 11187: 0.33354806169601087
Position 31224: 0.3202811748980592
Position 274: 0.2978312150046648
Position 788: 0.26193533884832715
Position 1388: 0.15765018936152833
Position 3546: 0.15681480957610658
Position 9740: 0.1462448178029971
Position 31859: 0.14539495107725842
Position 9070: 0.09190503295579358
Position 7768: 0.08086303012190343
Position 8054: 0.05008533883926661
Position 19001: 0.04659133250799179
Position 24608: 0.04526568489085335
Position 11168: 0.03778368635848038
Position 11162: 0.03564713019135713
Position 3317: 0.031634145063757335
Position 16899: 0.029064147086077692
Position 12245: 0.028767031785677327
Position 33010: 0.026573165366465597
Position 5324: 0.02489751521933506
Position 1221: 0.022516674163895124
Position 8490: 0.020937841361845403
Position 19067: 0.020236766646389962
Position 10319: 0.019660376309324767
Position 167: 0.019090335446928588
Position 38506: 0.017103259761962322
Position 8919: 0.016967822682875864
Position 1082: 0.016750990344236542
Position 30022: 0.016136099386998934
Position 5820: 0.015065072156933148
Position 34702: 0.015013474880376174
Position 29334: 0.014467631650103459
Position 8222: 0.01426088688836067
Position 6009: 0.012781692258324871
Position 11171: 0.012273506907206083
Position 128: 0.012087899104161214
Position 32802: 0.01198706957719206
Position 11878: 0.011297030062491236
Position 2765: 0.011162976781364228
Position 99: 0.010504360592302881
Position 9045: 0.009394428105422325
Position 13252: 0.009264475273995291
Position 4229: 0.008858981431932318
Position 7004: 0.007800101651695827
Position 18981: 0.007762154835979583
Position 20922: 0.0076058028505654055
Position 18145: 0.006918078224904093
Position 4198: 0.0067008973960116245
Position 29866: 0.006550675097919049
Position 4840: 0.006166661284686676
Position 8862: 0.0052724668158568785
Position 2086: 0.005114401769798333
Position 11153: 0.0047017432203835755
Position 11107: 0.004253165286231057
Position 3308: 0.0033625665696195694
Position 1355: 0.003040036335142857
Position 38659: 0.00255718145161867
Position 3680: 0.002536607308031432
Position 13739: 0.0024563614109030284
Position 31249: 0.001937668423554192
Position 6229: 0.0017903071529046446
Position 4856: 0.0016368674079892604
Position 12939: 0.0015309161951560567
Position 3667: 0.0013586387065207704
Position 677: 0.001307741162831299
Position 31365: 0.0012866221830572808
Position 4888: 0.0011823320235547089
Position 12583: 0.0010882445311476802
Position 2838: 0.0010261111846183476
Position 12121: 0.0009605309140311841
Position 2921: 0.0009523506827319299
Position 285: 0.0009184806924930279
Position 594: 0.0008728838894851318
Position 6209: 0.0008235725536899835
Position 2961: 0.0006882260223948628
Position 7244: 0.0006418316112664594
Position 8281: 0.0005466798221109152
Position 13895: 0.0005259252328286519
Position 7772: 0.00047328431770084337
Position 6831: 0.0004185599205682082
Position 31397: 0.00041525332968361063
Position 3301: 0.0003711990109844337
Position 31320: 0.00034677662219393475
Position 5265: 0.0003041356017523342
Position 1595: 0.00030204439428524563
Position 2414: 0.0002722103187064712
Position 7218: 0.0002559136657508255
Position 1233: 0.00023390111063033235
Position 13373: 0.00022759667298401486
Position 7509: 0.0002240595967514035
Position 16091: 0.0002093611090041775
Position 12451: 0.00020526336540553416
Position 1421: 0.00018692342623536254
Position 4755: 0.00017967739342553038
Position 13236: 0.00017174569952091702
Position 412: 0.00016641953552901052
Position 11788: 0.00016534650429300256
Position 7980: 0.00016005851212879275
Position 290: 0.00015791247045705354
Position 6097: 0.00014047173425010384
Position 1426: 0.00013591928007491785
Position 498: 0.00013552123529412595
Position 6041: 0.00012426143281343878
Position 309: 0.00012305884612298296
Position 1550: 0.00011866523617385549
Position 7757: 0.00010836415135893908
Position 6186: 9.604643317848715e-05
Position 1562: 8.366967530443222e-05
Position 6122: 8.300092552905997e-05
Position 977: 7.616853381257995e-05
Position 947: 7.405949057684578e-05
Position 569: 7.021952336280252e-05
Position 527: 6.993779488264028e-05
Position 13035: 6.568143718480898e-05
Position 1135: 5.8032438198581536e-05
Position 6028: 5.475557211223862e-05
Position 339: 5.4317603488112966e-05
Position 29607: 5.3716533640775156e-05
Position 16359: 4.5669142106249774e-05
Position 29351: 4.320972323488794e-05
Position 219: 3.776705537704265e-05
Position 142: 3.7063755787578417e-05
Position 609: 2.849450066761184e-05
Position 930: 2.207747426467368e-05
Position 21: 2.1595414268627973e-05
Position 4146: 8.853619637699616e-06
Position 1714: 8.72640014785374e-06
Position 552: 8.649599484920626e-06
Position 32: 8.424570817334583e-06
Position 29618: 8.217501926268551e-06
Position 420: 7.725832837835358e-06
Position 480: 5.281586258622377e-06
Position 1088: 4.301289606020687e-06
Position 293: 2.2990897569031225e-06
Position 1025: 1.912871412814918e-06
Position 538: 1.7741801167121904e-06
Position 67: 1.2029029671153776e-06
Position 114: 1.1146893296014159e-06
Position 902: 1.114501209336846e-06
Position 36: 1.0976289553702891e-06
Position 792: 1.0195708163779577e-06
Position 806: 9.080552097037717e-07
Position 42: 2.9149155116457764e-07
Position 415: 2.3388375934787456e-07
Position 652: 2.1080000772942396e-07
Position 40: 1.3229866485009654e-07
Position 73: 8.580626548651736e-08
Position 737: 6.759226888493376e-08
Position 724: 4.016084741337777e-08
Position 103: 9.901688691494203e-09
Position 491: 8.987861479323588e-09
Position 797: 8.292470246074706e-09
Position 703: 4.8723044189419744e-09
Position 706: 1.37767914163592e-09
Position 722: 1.6215816274091464e-10
Position 739: 9.964995617231977e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 28975: 0.9999883416326371
Position 11738: 0.9805273000409196
Position 23214: 0.8034600240762105
Position 526: 0.7850050655482717
Position 5926: 0.7782040745419402
Position 3076: 0.7553644468800016
Position 11057: 0.42045359405201704
Position 14050: 0.3699339365953049
Position 4531: 0.3440548256457015
Position 26467: 0.32843511442612855
Position 38326: 0.2912154223419402
Position 31162: 0.26489575251500824
Position 13933: 0.25322312528653373
Position 46263: 0.1524262440637492
Position 31678: 0.12792601339495438
Position 9631: 0.12554857419855167
Position 8766: 0.12314784669018194
Position 1288: 0.11444156139494609
Position 39265: 0.09503484439447406
Position 713: 0.09394114320915983
Position 457: 0.0844212699410487
Position 32664: 0.08324512905277304
Position 3481: 0.07121086390128634
Position 701: 0.06880778037896078
Position 7550: 0.05842137635139476
Position 29305: 0.04844174631140532
Position 1134: 0.04704950035467475
Position 38628: 0.04571567419354768
