Gene = POC5
index = 1046
Annotated 5SS: [  176  4628  9745 11778 14877 22827 25086 27099 28470 32275 39708]
Annotated 3SS: [ 4529  9605 11693 14670 22649 24980 26918 28315 31996 39530 42902]
SMsplice 5SS: [  176  4628  4868 11778 14472 14877 20797 21437 25086 27099 28470 32275
 39708]
SMsplice 3SS: [ 4529  4815 11693 14334 14670 20721 21230 25008 26918 28315 32080 39530
 42902]
top_k =  1000
Partition function (log Z): 2.49960662987788

Sorted 5' Splice Sites (High to Low Probability):
Position 27099: 0.9787707134519044
Position 176: 0.9669337969303656
Position 4628: 0.9624447979988098
Position 11778: 0.9086267818685388
Position 14877: 0.8882047719322831
Position 32275: 0.8622063382733554
Position 39708: 0.8454118332761497
Position 28470: 0.7539000222989539
Position 21437: 0.7006006922230179
Position 20797: 0.6938903483596714
Position 14472: 0.6598654498192182
Position 5402: 0.6088394242734312
Position 25086: 0.49951051763396687
Position 4868: 0.4169437847285752
Position 28196: 0.3526691196325377
Position 16843: 0.26985753341452806
Position 27896: 0.24991770210265332
Position 5106: 0.2479296794974656
Position 9745: 0.23954867609649527
Position 2840: 0.21744711159972627
Position 22827: 0.1843761784416767
Position 18397: 0.1812704804405307
Position 28415: 0.16545812113318575
Position 4153: 0.16521191827938736
Position 358: 0.15382611039298102
Position 33472: 0.1451443839023711
Position 41266: 0.1432445359348037
Position 27437: 0.14202451083791193
Position 4875: 0.1372394013020747
Position 28154: 0.13054514662648695
Position 33423: 0.12349263531806995
Position 31352: 0.11489528579943131
Position 10016: 0.11163599251615035
Position 14434: 0.10950195337666578
Position 3982: 0.10660023566133466
Position 14882: 0.09016706620857672
Position 6632: 0.08476533404004638
Position 15278: 0.08383514230949232
Position 401: 0.08000504652147727
Position 6872: 0.07807155573782296
Position 1818: 0.07565445344581084
Position 12815: 0.07129615402306617
Position 29967: 0.055735263292199244
Position 21681: 0.05485084572958589
Position 36519: 0.053566405167900566
Position 7514: 0.05207062061323608
Position 41243: 0.050469377210571265
Position 5102: 0.04993355384756732
Position 15638: 0.048760453466661344
Position 461: 0.04633908282663217
Position 36112: 0.04598463298290697
Position 13981: 0.04595892522114086
Position 29229: 0.04240008707700031
Position 994: 0.038146843838884885
Position 36030: 0.03621586387474234
Position 37188: 0.03500544771550541
Position 41758: 0.03394786836342136
Position 11506: 0.03316537784083102
Position 5129: 0.032559849818257706
Position 37739: 0.03149741386398646
Position 836: 0.031176716073225568
Position 9517: 0.030237021244033217
Position 34512: 0.028801861645688723
Position 5518: 0.028736805911767725
Position 14531: 0.027551364712199322
Position 4389: 0.02597191823189266
Position 28844: 0.025488221772321896
Position 4385: 0.023895822076222088
Position 6861: 0.022068354941198156
Position 28568: 0.018974745023872655
Position 8323: 0.018534174713005308
Position 5744: 0.017303870684270407
Position 29406: 0.01713116594649647
Position 6954: 0.01708561532190226
Position 6635: 0.01679287123845049
Position 368: 0.01660100620104406
Position 27058: 0.015789375764985483
Position 11848: 0.015128906896624114
Position 41628: 0.014378359667702647
Position 898: 0.01403081209755445
Position 10949: 0.013826147652151654
Position 6902: 0.013649044575072038
Position 2099: 0.012561716600999591
Position 5124: 0.012150926318737024
Position 23578: 0.012010413443723507
Position 7387: 0.011355864923423454
Position 6944: 0.010906734939074058
Position 28161: 0.010204984037052063
Position 9477: 0.009932842331192916
Position 30203: 0.009803441309125582
Position 36022: 0.00967233143850964
Position 20997: 0.009447628062713587
Position 21921: 0.009221469889647584
Position 21074: 0.009214345470938648
Position 5030: 0.00896436249119217
Position 8486: 0.008894324356875111
Position 14544: 0.008115218007207135
Position 1571: 0.006517377523047358
Position 17177: 0.005987544899056004
Position 28115: 0.005944889389783611
Position 10331: 0.0049082772880495885
Position 24007: 0.004708530758863033
Position 15716: 0.00460360711083098
Position 15084: 0.0045987029276059075
Position 12127: 0.004377529508526039
Position 16505: 0.004115887622972542
Position 1836: 0.004035529809391444
Position 28961: 0.003893701353165202
Position 495: 0.00388757550476144
Position 180: 0.00372440909428102
Position 407: 0.003647331760306665
Position 6471: 0.002916237012192212
Position 28663: 0.002307776114432718
Position 227: 0.0022044058704521483
Position 27403: 0.0018279524193612988
Position 34471: 0.0016917997441937504
Position 14912: 0.001456271573604248
Position 29524: 0.0014550574144632697
Position 21667: 0.0014151156116006822
Position 1186: 0.0013737476031043564
Position 319: 0.0013426606715183612
Position 4886: 0.001199871839950199
Position 5316: 0.0011969428871333302
Position 15193: 0.001088878913170052
Position 22038: 0.0010055597013862558
Position 2663: 0.0009442475547367981
Position 4682: 0.0009115686651123054
Position 27520: 0.0008937939065504841
Position 33865: 0.0008780724390120984
Position 419: 0.0007187769604164074
Position 1660: 0.0007034225583491761
Position 5110: 0.0006741045188114202
Position 1983: 0.0005975480006733937
Position 33536: 0.0005157167599586984
Position 5609: 0.0005009421095038001
Position 16163: 0.0003999426993975255
Position 74: 0.0003858166432059729
Position 6243: 0.0003408806530493853
Position 5489: 0.0002749199189224295
Position 27854: 0.0002453365848771866
Position 28583: 0.00023920307600693778
Position 7240: 0.00023238874888197015
Position 8573: 0.00023198829357202287
Position 3603: 0.00022385812616581197
Position 5236: 0.00021423007835465335
Position 1537: 0.00018542764381781278
Position 1888: 0.0001844348497900562
Position 5598: 0.00016491851604355284
Position 28682: 0.000138750651322569
Position 6049: 0.00013110878848355642
Position 27021: 0.00011372609776250981
Position 1175: 0.00011285584991772156
Position 28536: 0.00010681169490115737
Position 28564: 8.233047793955958e-05
Position 438: 6.225745178730385e-05
Position 2691: 5.727522267948995e-05
Position 1841: 4.203181944804653e-05
Position 8124: 3.6618250429127055e-05
Position 62: 3.5284426523736e-05
Position 823: 2.980713924355492e-05
Position 160: 2.7199964750110527e-05
Position 487: 2.4895276760109894e-05
Position 1574: 1.8910882477277326e-05
