Gene = UHRF2
index = 1529
Annotated 5SS: [  321  7820 20851 47469 62178 64486 68444 68777 73603 80610 84038 84836
 86609 87387 91369]
Annotated 3SS: [ 7588 20590 47249 62067 64298 68319 68668 73497 80502 83874 84694 86511
 87228 91269 92709]
SMsplice 5SS: [  321  7820 11506 15066 20851 29607 36269 47469 64370 68444 68777 73603
 80610 83781 83946 84836 86609]
SMsplice 3SS: [ 7588 11380 14878 20801 29180 36157 47249 64298 68319 68668 73497 80502
 83636 83874 84694 86511 92709]
top_k =  1000
Partition function (log Z): -36.11245650893256

Sorted 5' Splice Sites (High to Low Probability):
Position 7820: 0.9873355131521063
Position 321: 0.9666205975706671
Position 20851: 0.8233063442808674
Position 11506: 0.7448620505271256
Position 29607: 0.5958361967324648
Position 15066: 0.5233481540494371
Position 24188: 0.4298484459587661
Position 29299: 0.42784575769341093
Position 15005: 0.40418797726361466
Position 9430: 0.2444088240703553
Position 14745: 0.2388603176991854
Position 13999: 0.19764739032721151
Position 1042: 0.16990588655050587
Position 1593: 0.15763332358332266
Position 21396: 0.12917014678367164
Position 25355: 0.12883979783990857
Position 2685: 0.0970766268167267
Position 8461: 0.059801088196708985
Position 26062: 0.055095902294500364
Position 2272: 0.0532388363428482
Position 24239: 0.0525565177901115
Position 2205: 0.04987908105243204
Position 2696: 0.04233676563896622
Position 42: 0.042077753967562005
Position 2692: 0.040651014700218625
Position 33: 0.03831516484728111
Position 17340: 0.037605719345014686
Position 6876: 0.03562062241629065
Position 5041: 0.035546486801752875
Position 4389: 0.02593075436719402
Position 2700: 0.024786878586841622
Position 4282: 0.024370413522407118
Position 1603: 0.023055459363818056
Position 4202: 0.020329717080232314
Position 9236: 0.0184245748903145
Position 12418: 0.01746553913520969
Position 4191: 0.016520626997800263
Position 13050: 0.016473375971682674
Position 12871: 0.014805037461705826
Position 10493: 0.01452877471044559
Position 1990: 0.01143355431352532
Position 4807: 0.010988942426388707
Position 941: 0.010029418131095945
Position 4259: 0.009128636909607864
Position 7748: 0.008764499445375145
Position 37: 0.008078958217439982
Position 180: 0.007903808485238518
Position 14046: 0.007521509740431678
Position 442: 0.007237459237586681
Position 12893: 0.006536762009383204
Position 5815: 0.005894258301785352
Position 9515: 0.005730980043015407
Position 11501: 0.005582129294602671
Position 5050: 0.005229079840172069
Position 10993: 0.004737504626235357
Position 589: 0.0046337687684310964
Position 12219: 0.004194898716703588
Position 11589: 0.0040752854393690105
Position 10408: 0.0036197345840506216
Position 8661: 0.003477791390431355
Position 7369: 0.003407418326414691
Position 7197: 0.0033244335246054644
Position 3025: 0.003288437524656291
Position 12065: 0.0031007447396997987
Position 4013: 0.0030094181581142567
Position 5062: 0.002754038951960996
Position 13067: 0.0021953905165740446
Position 1779: 0.0021634542381889776
Position 526: 0.002054478107662879
Position 1161: 0.0020043272720433303
Position 2187: 0.0018612800829142656
Position 279: 0.0013749168042896888
Position 261: 0.0013353209995123514
Position 12965: 0.0008251149686219691
Position 10607: 0.000810647637236856
Position 20043: 0.0007768689813141187
Position 467: 0.0005809122448947752
Position 8374: 0.0005168130306449291
Position 8057: 0.0004791316379256776
Position 8808: 0.00046253548616018283
Position 846: 0.0004425978596891412
Position 7730: 0.0002466070381704041
Position 1986: 0.00023962207287790688
Position 8530: 0.00020485190318570863
Position 920: 0.00019564607796461637
Position 2408: 0.0001917373714766884
Position 2089: 0.00017065747764737118
Position 390: 0.00016897225920715404
Position 622: 0.00012811350070800507
Position 603: 0.00011334383249875364
Position 2470: 0.00010507582127313872
Position 547: 7.576008873368596e-05
Position 1127: 6.934240316550939e-05
Position 2571: 6.466016375897191e-05
Position 403: 6.449377476767486e-05
Position 1030: 4.676428090469835e-05
Position 492: 3.6991566093657436e-05
Position 8418: 3.469038264761852e-05
Position 967: 3.408824278417987e-05
