Gene = SGOL1
index = 1250
Annotated 5SS: [  133  2306  2584  7921  9591 15149 15468]
Annotated 3SS: [ 2156  2386  7843  9531 14958 15375 24964]
SMsplice 5SS: [  133  2306  2584  7921  9591 15149]
SMsplice 3SS: [ 2156  2386  7843  9531 14958 24964]
top_k =  1000
Partition function (log Z): -8.333774920458698

Sorted 5' Splice Sites (High to Low Probability):
Position 2584: 0.9167272017255569
Position 9591: 0.8625163587625322
Position 2306: 0.8324529142555609
Position 15149: 0.8144950746908597
Position 3803: 0.6356486739174632
Position 7921: 0.5628347001437574
Position 133: 0.3552304150831691
Position 232: 0.3332928702538454
Position 14519: 0.2334550997225311
Position 244: 0.21289701498733582
Position 2274: 0.13356849226080733
Position 6088: 0.12541354859135664
Position 15552: 0.10966025514175347
Position 2880: 0.10087782495751885
Position 880: 0.0983020446066328
Position 735: 0.06394746038781804
Position 15468: 0.06229072912906813
Position 15103: 0.05419508949330953
Position 24: 0.026636226906242875
Position 8872: 0.026365950642634986
Position 11187: 0.025501347930098554
Position 11574: 0.0246595253475851
Position 490: 0.023322929186963583
Position 9943: 0.023083341080210866
Position 91: 0.0204322209709762
Position 15571: 0.018466762282105576
Position 2810: 0.014859523302578122
Position 7964: 0.014231113641971188
Position 3433: 0.01062091532603078
Position 7671: 0.008581388762199741
Position 699: 0.008324031053103462
Position 1868: 0.007087976966882742
Position 3131: 0.00641141582694439
Position 1161: 0.006193109548333937
Position 1758: 0.006049447241703997
Position 5762: 0.005157100220682631
Position 3869: 0.0050998602197448815
Position 4798: 0.004888310788693965
Position 704: 0.004736106325817074
Position 2433: 0.004676605851864584
Position 15490: 0.004458542151506805
Position 5738: 0.003869744120172825
Position 15160: 0.0036210389784046824
Position 7586: 0.0035058420617104583
Position 603: 0.0032932936086218978
Position 4854: 0.0032871864562068346
Position 2525: 0.003037788152862692
Position 3778: 0.002809155014523133
Position 15023: 0.0027405229177981873
Position 9636: 0.0027186901913225647
Position 1412: 0.002620266064507319
Position 671: 0.0023178582570934398
Position 388: 0.0018798461248492723
Position 236: 0.0017380281915819532
Position 15107: 0.0015755383067167401
Position 10657: 0.0015503848422396818
Position 44: 0.00131829492309372
Position 11505: 0.0012359857543762167
Position 2922: 0.0012270556613849198
Position 259: 0.0010683020073564843
Position 10972: 0.0010431809398526969
Position 11943: 0.0009260426196315447
Position 859: 0.0009164107963189433
Position 1166: 0.000892272439197828
Position 21: 0.0008078676221159458
Position 2619: 0.0006539007227362002
Position 29: 0.000554031338014978
Position 434: 0.000521086370517121
Position 2024: 0.00046836966319470803
Position 121: 0.0004678109462096998
Position 443: 0.00043430279746139875
Position 2467: 0.00035352157183471226
Position 3435: 0.0003393858517606678
Position 1568: 0.00033159879885417867
Position 164: 0.00032312417454363637
Position 1378: 0.00028230500776136897
Position 3861: 0.0002772840678947327
Position 2569: 0.00018702992311827454
Position 4391: 0.00017732421244494802
Position 2769: 0.00017138173540033605
Position 1777: 0.00016887988071672604
Position 530: 0.00016881388792954936
Position 2058: 0.00016866691926797995
Position 990: 0.00013563857099324465
Position 5730: 0.0001352300227138593
Position 2837: 0.00010389283722167336
Position 1297: 0.00010283216313011404
Position 1081: 9.61799081930313e-05
Position 2913: 9.02478765879107e-05
Position 2614: 7.832748389382937e-05
Position 828: 7.032263431106513e-05
Position 294: 6.878473872037878e-05
Position 4027: 6.531212563664603e-05
Position 1659: 6.039356432462486e-05
Position 172: 5.713663390799755e-05
Position 2635: 5.7093163222796075e-05
Position 448: 5.575770812593821e-05
Position 287: 4.648883289125857e-05
Position 4640: 4.5068289386152116e-05
Position 538: 4.391072775507716e-05
Position 359: 4.278407398027014e-05
Position 3501: 3.6375260760728667e-05
Position 1806: 3.293280091515466e-05
Position 4302: 3.1371245752620675e-05
Position 2858: 2.9970322220689817e-05
Position 837: 2.8625483417267707e-05
Position 933: 2.4695443741969574e-05
Position 1059: 2.375090798803166e-05
Position 1416: 2.317304305527902e-05
Position 1317: 1.0226180771719401e-05
Position 213: 1.0153127807078063e-05
Position 2190: 6.810360897015776e-06
Position 3827: 3.397432186049224e-06
Position 3914: 3.3186349625477587e-06
Position 5025: 2.300140276791567e-06
Position 523: 1.3270749647663306e-06
Position 553: 1.1496095100372196e-06
Position 432: 7.243884780551443e-07
Position 262: 5.425814059150016e-07
Position 311: 4.681453810575362e-07
Position 3982: 2.4905456110510927e-07
Position 516: 2.2351221950494876e-07
Position 4678: 2.126957264601457e-07
Position 4192: 1.9447869088913087e-07
Position 271: 1.1560764514745363e-07
Position 124: 6.411250148186588e-08
Position 3967: 3.600461200325124e-08
Position 3851: 2.264894682188986e-08
Position 4016: 9.60230062382979e-09
Position 3719: 7.43120701177627e-09
Position 112: 5.55432497420748e-09
Position 2638: 2.556379880812858e-09
Position 138: 1.407151463644972e-09
Position 60: 2.6064110979696353e-10
Position 335: 2.2461490759861232e-10
Position 330: 1.6528701126365484e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2156: 0.9623564535111394
Position 2386: 0.910870231250503
Position 14958: 0.8252827314318679
Position 7843: 0.5568404855909062
Position 9531: 0.441779860784226
Position 15375: 0.4372037226090502
Position 3668: 0.42390802188999466
Position 24964: 0.4216956966392019
Position 9399: 0.3899327851770301
Position 3671: 0.2108329721407991
Position 14426: 0.154553209773508
Position 5912: 0.1058806137536948
Position 627: 0.101311226319771
Position 2715: 0.07362482824942014
Position 14941: 0.05811385675665477
Position 14392: 0.04682014849845435
Position 16365: 0.04471869087851917
Position 11135: 0.04057066005431121
Position 14299: 0.033235156982256917
Position 18124: 0.031064372085741733
Position 630: 0.030387513584270394
Position 15766: 0.028655390785342915
Position 19790: 0.02711858034475035
Position 15820: 0.026922456132244914
Position 22474: 0.022681313853126935
Position 9744: 0.02257808106506955
Position 15541: 0.02168464747511799
Position 9286: 0.02021183888461574
Position 18695: 0.019910230294768315
Position 18908: 0.019283727587458246
Position 294: 0.019250399792783198
Position 2809: 0.01909454244781596
Position 8776: 0.015932405260817784
Position 7810: 0.01442417843680178
Position 7491: 0.014169481878131742
Position 2806: 0.013863891185441447
Position 5824: 0.013155776532777252
Position 23811: 0.009614833358604856
Position 16412: 0.008953326569671804
Position 5560: 0.008803383695913842
Position 23472: 0.00860098864377447
Position 3746: 0.008178520261153947
Position 8577: 0.008084674770612733
Position 15404: 0.00784294062177805
Position 11406: 0.007606283707847206
Position 558: 0.0075278869921362795
Position 15439: 0.007518365306217518
Position 9548: 0.006824183011821729
Position 2443: 0.006522290899065479
Position 2750: 0.006356179731458938
Position 9308: 0.005883138686956061
