Gene = BCL10
index = 129
Annotated 5SS: [ 795 6473]
Annotated 3SS: [6183 9107]
SMsplice 5SS: [ 795 5982 6473]
SMsplice 3SS: [5882 6183 7875]
top_k =  1000
Partition function (log Z): -8.932244951784769

Sorted 5' Splice Sites (High to Low Probability):
Position 795: 0.8318771053549127
Position 6473: 0.8215982612985177
Position 5982: 0.5303724752437016
Position 569: 0.14166718492709476
Position 160: 0.1356575653556474
Position 3902: 0.12331106364616451
Position 3952: 0.11288554185845885
Position 2147: 0.091088552502493
Position 1928: 0.07023037928293485
Position 4001: 0.0667637009859922
Position 2519: 0.05091643647587449
Position 8194: 0.042876270665045825
Position 7616: 0.04209287318592962
Position 192: 0.028812910675963307
Position 1291: 0.02184403867327309
Position 1681: 0.02058384250680796
Position 3547: 0.018471834190174542
Position 9013: 0.015543059402891883
Position 6359: 0.015090300018819993
Position 2766: 0.011999392810012431
Position 9296: 0.011180646821068833
Position 2257: 0.01074593496488964
Position 5974: 0.01064229332435529
Position 896: 0.010407003909800228
Position 5996: 0.01007631043175187
Position 8199: 0.008579053437721
Position 359: 0.007395258744396307
Position 4642: 0.007076813603973125
Position 2647: 0.00707602125006011
Position 4090: 0.007023367896343917
Position 2810: 0.0065034755431737385
Position 2121: 0.005627856222114775
Position 2296: 0.005588734046758341
Position 6127: 0.004698804198014785
Position 1362: 0.004655672693582895
Position 9417: 0.00452746350821161
Position 2664: 0.00440976625581148
Position 3146: 0.003858166253085443
Position 4385: 0.0037295776029509773
Position 8187: 0.0033122100352868237
Position 71: 0.0030528554253627985
Position 57: 0.0024846010250205173
Position 7681: 0.002348067558485094
Position 1870: 0.001638776371574374
Position 5780: 0.001574885754185615
Position 4172: 0.0015470252326605129
Position 1686: 0.0014930283801365919
Position 799: 0.0013570288701847235
Position 7714: 0.001339151572721537
Position 9580: 0.001193723392656203
Position 1820: 0.00113054826061598
Position 9183: 0.0011260385080155498
Position 4300: 0.0009991668624091095
Position 994: 0.0008251168446528945
Position 520: 0.0005438852070700183
Position 7974: 0.0004917862576595904
Position 47: 0.0004910355083249129
Position 134: 0.0004719749293551756
Position 2600: 0.0004714559659734524
Position 783: 0.0004698858235367494
Position 7642: 0.0004662776792068215
Position 3841: 0.00042541120348071594
Position 124: 0.0003989652772530858
Position 2874: 0.0003872620820606562
Position 7796: 0.0003613627503855105
Position 3975: 0.00029840115563329055
Position 1850: 0.0002560056969880862
Position 2497: 0.0002486575803487602
Position 1192: 0.00021650392480098446
Position 3344: 0.00021183226754635238
Position 2562: 0.00018870115432678371
Position 2275: 0.00015216462648924786
Position 95: 0.00014391739455370026
Position 7976: 0.00013038390328448663
Position 3463: 0.00012823425216481466
Position 65: 0.00012552723430160446
Position 6308: 0.00011467877703805577
Position 61: 0.00010971822084156091
Position 2129: 0.00010559733438883922
Position 3428: 0.00010463055281974794
Position 332: 9.657509922734772e-05
Position 1441: 9.041099657227327e-05
Position 108: 8.917614980406398e-05
Position 457: 7.736346839373067e-05
Position 1596: 7.105560840450403e-05
Position 3304: 6.0491409110237014e-05
Position 1609: 5.760821336667683e-05
Position 28: 4.671550322057766e-05
Position 1518: 3.675790236136692e-05
Position 23: 3.423667193413547e-05
Position 582: 3.205076948036896e-05
Position 31: 3.199713688867239e-05
Position 1711: 2.2214424473168187e-05
Position 3122: 1.8279507769697327e-05
Position 3696: 1.8264962087859744e-05
Position 912: 1.673364491675139e-05
Position 8923: 1.5719146363404452e-05
Position 1035: 1.3655513930055724e-05
Position 43: 1.3615103132943442e-05
Position 39: 1.0795797664111786e-05
Position 1751: 9.390045166490322e-06
Position 2247: 7.255404202876085e-06
Position 79: 6.875892617691067e-06
Position 1321: 6.491562362618576e-06
Position 6704: 6.0557258399816796e-06
Position 7583: 5.629868171964545e-06
Position 2113: 4.839735057537944e-06
Position 1649: 4.393032695380338e-06
Position 590: 3.828861065557626e-06
Position 1409: 3.31871773344976e-06
Position 1902: 2.526689397749387e-06
Position 395: 2.303257232089581e-06
Position 2177: 1.990113504599935e-06
Position 55: 1.8375286493085125e-06
Position 18: 1.4767084639473677e-06
Position 83: 1.3474691544589476e-06
Position 81: 1.1958350505445744e-06
Position 1575: 1.0928102026590343e-06
Position 449: 9.491931884283623e-07
Position 530: 7.500209939250017e-07
Position 515: 5.097077207181811e-07
Position 216: 4.674987694270876e-07
Position 510: 4.53760624333204e-07
Position 75: 3.6321583866857643e-07
Position 1356: 3.434138515565728e-07
Position 810: 2.856209764662249e-07
Position 6433: 1.0675734656694604e-07
Position 977: 2.1328454145198487e-08
Position 45: 7.065082846703155e-09
Position 63: 4.208732750048747e-09
Position 310: 2.099856501131331e-09
Position 960: 1.3344378564209971e-10
Position 966: 1.2466762055115447e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6183: 0.8350028903470388
Position 5882: 0.4742778222691408
Position 7875: 0.3423830482924833
Position 3761: 0.2789301956808543
Position 9107: 0.25349385112244444
Position 659: 0.128817942066615
Position 2064: 0.10905972364849764
Position 2382: 0.09032695336049046
Position 9695: 0.08717962282341847
Position 8081: 0.07798949212717647
Position 7385: 0.05674964696699351
Position 5731: 0.046849565878063354
Position 8823: 0.046312669302181565
Position 1777: 0.033690320646364166
Position 3790: 0.031092564910505632
Position 1685: 0.03067893738202414
Position 5839: 0.030408980687474597
Position 714: 0.02806855200807638
Position 10220: 0.02523867363434854
Position 9140: 0.020994525017001327
Position 6345: 0.020318107413733837
