Gene = TRAT1
index = 1479
Annotated 5SS: [  237  8083 16270 24432 26557]
Annotated 3SS: [ 7971 16235 24369 26467 30921]
SMsplice 5SS: [  237  2174  2369  8083 16270 24432 26557]
SMsplice 3SS: [ 2035  2289  7971 16235 24369 26467 30079]
top_k =  1000
Partition function (log Z): -14.580519656313196

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9077007590284679
Position 8083: 0.8860991069281244
Position 2369: 0.7725135289417833
Position 2174: 0.5743410261753975
Position 473: 0.5118595946801048
Position 16270: 0.47503394289282397
Position 6422: 0.3984552696788013
Position 9637: 0.3662884475133732
Position 3904: 0.24519609509209297
Position 7928: 0.13953511020522713
Position 16387: 0.13329459129163707
Position 3689: 0.12140001402279495
Position 10030: 0.09734309072760006
Position 6250: 0.08592004181271451
Position 7363: 0.08581125316050503
Position 3314: 0.07065405248563884
Position 2446: 0.05065816561249708
Position 4659: 0.03407595756854866
Position 19775: 0.02845837141898852
Position 7854: 0.018892717873873574
Position 14562: 0.013976495263148841
Position 8836: 0.010517199680698348
Position 715: 0.010167224610917538
Position 6333: 0.00898342723843732
Position 8110: 0.008778028471095264
Position 1452: 0.00739277317097878
Position 8595: 0.0049357650352417895
Position 9438: 0.0040529032396557155
Position 697: 0.0037619828216995687
Position 505: 0.0030648063516189833
Position 8406: 0.0030552536782080834
Position 2894: 0.0028215350605698803
Position 3191: 0.0024365996397321117
Position 2233: 0.002432176808933783
Position 450: 0.0024170783218194275
Position 10205: 0.001648234014626988
Position 1542: 0.001573254009956734
Position 4669: 0.001559168749757056
Position 2824: 0.0013748400440488856
Position 4676: 0.0011217736470521752
Position 5700: 0.00107140000653051
Position 159: 0.0009962124373923882
Position 1770: 0.0009693477232390313
Position 748: 0.0009515668420109749
Position 3725: 0.000866263584017127
Position 3583: 0.0006105204330777859
Position 500: 0.0005846237590695434
Position 44: 0.0005322072306798802
Position 8602: 0.0005317577867398052
Position 330: 0.0005161190270553974
Position 9195: 0.00046011727922219594
Position 10037: 0.0004535732397183139
Position 1849: 0.0004476074690877147
Position 1269: 0.00035521586407729364
Position 4820: 0.00026342151096642185
Position 2350: 0.00026182691566139403
Position 468: 0.00015474209310295734
Position 2114: 0.0001531220203489321
Position 585: 0.00014331629815554818
Position 163: 0.00013141114679545693
Position 364: 0.00012397590359762198
Position 1301: 9.810309923011447e-05
Position 790: 6.201399268514446e-05
Position 30: 5.924064313442928e-05
Position 232: 5.716516364424505e-05
Position 2593: 3.7937866681493e-05
Position 269: 3.789026774225998e-05
Position 1895: 3.630536799877888e-05
Position 556: 3.6148719338482816e-05
Position 543: 3.475973021605191e-05
Position 2064: 3.469320500855579e-05
Position 2307: 3.111907121919421e-05
Position 1435: 2.466061223116697e-05
Position 561: 2.2205988563987907e-05
Position 815: 1.8794321490891393e-05
Position 2654: 1.7439505392270927e-05
Position 319: 1.378904830723984e-05
Position 1477: 1.1989012815604126e-05
Position 479: 9.651501143393234e-06
Position 105: 9.392540258793442e-06
Position 347: 9.0999588683003e-06
Position 26: 7.661296158942802e-06
Position 298: 6.849025011332114e-06
Position 2425: 4.195570895109081e-06
Position 271: 2.204753685851684e-06
Position 333: 9.231404228030245e-07
Position 113: 3.471042394986636e-07
Position 273: 2.3065977135394054e-07
Position 1019: 1.449114429470299e-07
Position 878: 1.1546233028970176e-07
Position 770: 1.0008771072995195e-07
Position 511: 9.863475513965306e-08
Position 803: 9.179435950281097e-08
Position 873: 9.11352787352012e-08
Position 477: 8.198088196934255e-08
Position 737: 7.750434227879769e-08
Position 389: 5.989163565503741e-08
Position 241: 4.825202752190384e-08
Position 541: 4.19510030004685e-08
Position 397: 3.1524530552919525e-08
Position 917: 2.6303618865363603e-08
Position 1548: 2.3795132262317896e-08
Position 190: 1.440422117130598e-08
Position 1389: 1.397396664208102e-08
Position 1128: 1.229265553009832e-08
Position 431: 1.135763707325545e-08
Position 783: 1.1267636120442563e-08
Position 403: 9.560533160059097e-09
Position 680: 8.699239218448468e-09
Position 740: 7.3487451298796745e-09
Position 260: 3.3520007969940412e-09
Position 362: 2.941327617899523e-09
Position 532: 1.3363048444167525e-09
Position 618: 1.8340223716158027e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16235: 0.7092313441745045
Position 2035: 0.48086815078958406
Position 8010: 0.4492409307752527
Position 7971: 0.44642454608789994
Position 2289: 0.43997001501660227
Position 6109: 0.38414693688981155
Position 424: 0.3760098199468674
Position 9534: 0.35846520616704086
Position 2260: 0.3111118265621596
Position 19700: 0.17538992300859052
Position 7713: 0.12887891433947188
Position 3625: 0.12485410352618727
Position 24369: 0.12348143536674028
Position 3571: 0.11167204706170386
Position 6309: 0.10082586878089259
Position 2081: 0.09703895283355139
Position 21190: 0.08251028114804879
Position 3679: 0.07318826605109764
Position 7201: 0.07132901053290777
Position 19980: 0.06618484868957922
Position 22612: 0.05402123276841583
Position 19148: 0.04563047591499143
Position 16451: 0.04074141107360777
Position 9872: 0.04005279514308179
Position 2200: 0.038047722922011584
Position 14392: 0.035764650357958505
Position 362: 0.03492208000312749
Position 15489: 0.03406546840438528
Position 18377: 0.032997523738562316
Position 13998: 0.0317080282570869
Position 2893: 0.028681261815957294
Position 11786: 0.02730675143028674
Position 9787: 0.025644383315845953
Position 11766: 0.025474594037281344
Position 9855: 0.023320465426277723
Position 3740: 0.022382929382486906
Position 17401: 0.021541314731907436
Position 3838: 0.017483768732596994
Position 465: 0.017145272678356135
Position 9417: 0.01647662874589597
Position 4435: 0.016093336446475932
Position 7790: 0.01599751878822467
Position 7749: 0.015509526229970209
Position 8359: 0.01449496801016151
Position 10124: 0.013422418358180655
Position 3176: 0.013201966232624728
Position 10767: 0.01227436134056778
Position 12275: 0.011505152271866282
Position 6243: 0.011263572873962234
Position 16419: 0.01121094481668737
Position 8733: 0.010761760097710973
Position 9573: 0.009771814196949212
Position 4561: 0.009649632959479196
Position 2265: 0.00951348800561978
Position 3119: 0.008937487922686737
Position 9771: 0.007962529247448117
Position 602: 0.007534559301388336
Position 16368: 0.007484939826001664
Position 12488: 0.007316700446422464
Position 10946: 0.006978875592146352
Position 1199: 0.006931888931542262
Position 8481: 0.0069111291023069696
Position 3030: 0.006501027816908211
Position 2222: 0.006408890622044066
Position 3720: 0.006138564366674274
Position 10999: 0.006004867279120976
Position 4577: 0.005664444376394565
Position 8866: 0.005205924084425696
Position 3075: 0.004826486770815588
Position 7290: 0.0045313554984951765
Position 3486: 0.004410695971332284
Position 4532: 0.004236061675532425
Position 17209: 0.004008802595980462
Position 2047: 0.003985795246881424
Position 7326: 0.0037993731665325534
Position 3886: 0.003676831862511185
Position 2331: 0.003425850711562221
Position 2759: 0.0033535836320958607
Position 3190: 0.003215567803627587
Position 12982: 0.0031070323565062785
Position 8308: 0.002965177589115888
Position 446: 0.0028677103479410183
Position 3059: 0.002865101777450284
Position 15081: 0.0027184797588131544
Position 2307: 0.0021924335984159324
Position 7096: 0.002185330798576802
Position 9356: 0.0021092905257560184
Position 7250: 0.002086501965000088
Position 3703: 0.0019784989327463146
Position 3522: 0.001965213682763684
Position 7244: 0.0019473746846976154
Position 12352: 0.0018299869237322227
Position 1849: 0.0017219156562382576
Position 13266: 0.0016121447890634958
Position 11562: 0.0015832265774699977
Position 11803: 0.0015612953716744764
Position 3150: 0.0015150817828052476
Position 1882: 0.0014058447135513266
Position 1986: 0.0013727055710082243
Position 1662: 0.0013126637451320881
Position 438: 0.0012952131120047468
Position 556: 0.0012364661501721704
Position 2227: 0.0011931936595793802
Position 14108: 0.001087096354204407
Position 14039: 0.0010598985833981333
Position 3098: 0.0010387533872791431
Position 8862: 0.0009364178199634547
Position 15465: 0.0009315406741019698
Position 1268: 0.0008966588575915689
Position 9237: 0.0008758044772859524
Position 4387: 0.0008646100138128248
Position 5643: 0.0008400579516642519
Position 2092: 0.0008109861773197153
Position 2737: 0.0007599784287615113
Position 397: 0.0007546716499830264
Position 3178: 0.0007468398771821263
Position 1195: 0.0006767209439913937
Position 3206: 0.0006619353941626166
Position 3288: 0.0005886301001312529
Position 654: 0.0005525959511190537
Position 1681: 0.0005359188504276076
Position 3582: 0.0005275107711640635
Position 14228: 0.0004971660853225816
Position 403: 0.0004697323347849995
Position 8187: 0.0004626280377995202
Position 13677: 0.0004623721724459958
