Gene = CLDN12
index = 376
Annotated 5SS: [ 164 2223]
Annotated 3SS: [2132 9257]
SMsplice 5SS: [ 164 2223 8664]
SMsplice 3SS: [ 2132  8620 11952]
top_k =  1000
Partition function (log Z): -4.308689366884795

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.8506453100812754
Position 2223: 0.7779094984059081
Position 8664: 0.5141961693915821
Position 707: 0.4781336955903229
Position 10959: 0.45898241362772735
Position 8676: 0.3350046240345166
Position 9721: 0.3021591680970541
Position 9470: 0.2667792333601519
Position 12037: 0.26632068637831807
Position 11305: 0.20176878412936425
Position 6541: 0.18316923340135277
Position 10455: 0.1511712940748146
Position 308: 0.08984515182006533
Position 11461: 0.08079954281926147
Position 2211: 0.08062276646410244
Position 2227: 0.07910119058188154
Position 760: 0.07013997329098348
Position 402: 0.04286308451560046
Position 3401: 0.033757373765607245
Position 6623: 0.027001918800800582
Position 3133: 0.02697406590173902
Position 10954: 0.020779922093397647
Position 8956: 0.020313251992004958
Position 8948: 0.020018498325158663
Position 10902: 0.017839288311755012
Position 10850: 0.017686549153967612
Position 2320: 0.017060718202661918
Position 153: 0.014031253817523539
Position 2340: 0.011986735892172211
Position 7270: 0.011641509018887683
Position 730: 0.011607761774681563
Position 297: 0.0095993900360945
Position 1955: 0.008833724684117576
Position 168: 0.008649755537687707
Position 301: 0.00856025381228479
Position 11375: 0.007231307482955591
Position 1754: 0.006834415075070187
Position 5108: 0.00661317180283377
Position 9815: 0.006175429323832092
Position 8278: 0.005838192705771828
Position 8872: 0.005707280568064518
Position 6324: 0.005326261432688186
Position 9497: 0.005076844481493266
Position 2694: 0.00504887843227194
Position 357: 0.003971932581503871
Position 10307: 0.003735728187492187
Position 8248: 0.0035139818421789752
Position 9452: 0.0029393152096918234
Position 807: 0.0029118423308240595
Position 1060: 0.0028431035295324114
Position 1953: 0.002458691327765712
Position 8668: 0.002405079346589115
Position 456: 0.0015618896155901007
Position 3154: 0.0014618646097272888
Position 9726: 0.0014617955628260012
Position 137: 0.0014573833411251095
Position 11107: 0.0013241324868234917
Position 590: 0.0011533134199919904
Position 7596: 0.0011326805837931799
Position 1772: 0.0010619752853006155
Position 695: 0.0010468607706168695
Position 2038: 0.0009595463117392772
Position 1650: 0.0005965406074504758
Position 749: 0.0005357075806084741
Position 7905: 0.00048293298702063665
Position 129: 0.00042339547496243626
Position 8680: 0.0003649469302573182
Position 1213: 0.00033790529295352347
Position 11407: 0.00032905790593719034
Position 208: 0.00029679672677121655
Position 476: 0.00029237870642357614
Position 451: 0.0002521168156385307
Position 1122: 0.00018029428454083429
Position 1608: 0.00017875144554099252
Position 1235: 0.000161097252427114
Position 521: 0.00010775033456740792
Position 711: 9.407939643392158e-05
Position 770: 9.16198973486311e-05
Position 3047: 9.029954182646291e-05
Position 821: 7.515478490110687e-05
Position 1091: 7.281803445947997e-05
Position 1413: 3.574061071209416e-05
Position 4341: 3.1903246417068834e-05
Position 564: 3.1421512871073386e-05
Position 3405: 2.9679120038615385e-05
Position 195: 2.7593801813831793e-05
Position 65: 2.6725882932017665e-05
Position 1621: 2.4346306369876497e-05
Position 341: 2.2130034809268105e-05
Position 225: 2.0715731237604285e-05
Position 286: 1.5486186427553198e-05
Position 127: 1.4243775158948969e-05
Position 173: 1.301420632703564e-05
Position 63: 1.263153934653826e-05
Position 2547: 1.197443593555137e-05
Position 2391: 8.93543541665935e-06
Position 151: 7.799739527860417e-06
Position 181: 5.3908985243206e-06
Position 534: 5.216846332879824e-06
Position 4643: 4.935969298856877e-06
Position 6965: 4.802167622182858e-06
Position 406: 4.5155238692243615e-06
Position 6465: 3.0120291793925225e-06
Position 5272: 2.876395170760717e-06
Position 3336: 1.6097714933766839e-06
Position 5205: 1.397622375867734e-06
Position 5066: 1.2350109058886317e-06
Position 540: 1.0958205237785406e-06
