Gene = RFESD
index = 1133
Annotated 5SS: [1221 5478 7383 7514]
Annotated 3SS: [5282 7206 7478 9191]
SMsplice 5SS: [ 212 7383]
SMsplice 3SS: [7272 9191]
top_k =  1000
Partition function (log Z): -9.39429333043858

Sorted 5' Splice Sites (High to Low Probability):
Position 7383: 0.8080111981330464
Position 212: 0.6565828216135096
Position 6361: 0.4679354610623795
Position 5478: 0.46115186767162425
Position 1907: 0.4286632624430004
Position 1221: 0.360091475858389
Position 7514: 0.3091563333493118
Position 493: 0.07601824001724905
Position 9262: 0.06912394770260397
Position 460: 0.057528891793648784
Position 8295: 0.04825811241504665
Position 1225: 0.03649963079678516
Position 8683: 0.029094043588828507
Position 8737: 0.027304020021503058
Position 1665: 0.025339323674839383
Position 477: 0.023876363311276246
Position 101: 0.018032307542917785
Position 4413: 0.015487365951373542
Position 1613: 0.009529622386169476
Position 112: 0.007856632772447476
Position 420: 0.0070358540830029095
Position 4704: 0.005598829293989748
Position 932: 0.00464252411541876
Position 5101: 0.004593722765346695
Position 7457: 0.0033648438860837226
Position 9435: 0.0031728709199597316
Position 5134: 0.0026320331920678423
Position 1496: 0.0022501599889488233
Position 2686: 0.002168173152745789
Position 648: 0.0020970644837696394
Position 879: 0.0019272546037417744
Position 4440: 0.001512397315937113
Position 4353: 0.0013508313421516354
Position 1018: 0.0012607416780153174
Position 268: 0.0011132868795669815
Position 688: 0.001069614545110309
Position 220: 0.0007487703531954297
Position 366: 0.0007089724633416307
Position 3931: 0.0006263050973706085
Position 1689: 0.0005773196285575554
Position 4821: 0.0005596682426095897
Position 1527: 0.0003710976991842371
Position 330: 0.00031616338203927
Position 1183: 0.00028269905762574735
Position 389: 0.0002677649852417716
Position 748: 0.00023215538272114978
Position 601: 0.00022749067825178647
Position 94: 0.00020826750327499236
Position 740: 0.0001728779715063826
Position 1009: 0.00014987486878918955
Position 817: 0.0001360097023012259
Position 336: 0.0001294346918837803
Position 88: 0.0001200759438902497
Position 1621: 0.00011904233368637443
Position 403: 9.853911072240043e-05
Position 576: 9.49518252442229e-05
Position 105: 2.5611097987338193e-05
Position 1349: 2.2946747444176722e-05
Position 973: 1.8059549727970357e-05
Position 711: 7.286047287573297e-06
Position 661: 4.32012740229614e-06
Position 520: 2.401417052721378e-06
Position 536: 2.2144802219311267e-06
Position 334: 1.6717938541546813e-06
Position 164: 3.5896266280841793e-07
Position 52: 3.000624113649282e-07
Position 371: 3.536081209793359e-08
Position 522: 3.48894416344794e-08
Position 249: 9.07060861990147e-09
Position 32: 7.180225659940744e-09
