Gene = KDF1
index = 727
Annotated 5SS: [  57 9065 9725]
Annotated 3SS: [ 7993  9649 10254]
SMsplice 5SS: [  57 9725]
SMsplice 3SS: [ 9649 10254]
top_k =  1000
Partition function (log Z): -6.4058312651747205

Sorted 5' Splice Sites (High to Low Probability):
Position 9725: 0.9535793143128123
Position 700: 0.45795114672545056
Position 6561: 0.4195035669543658
Position 57: 0.4072862007380479
Position 7310: 0.3703758996140979
Position 658: 0.2992235830704574
Position 9899: 0.2603768988141174
Position 9065: 0.20726604363394618
Position 393: 0.2049970918567534
Position 247: 0.19973596346998296
Position 186: 0.16638790710460016
Position 9318: 0.12086078529173076
Position 6985: 0.10895716254580022
Position 9889: 0.06845437706437084
Position 9324: 0.06830914583023673
Position 1810: 0.057618134668065445
Position 4036: 0.04245370699947779
Position 9552: 0.039482854311315874
Position 1396: 0.032431466773845244
Position 4084: 0.02733928965544464
Position 380: 0.025205372733243553
Position 8917: 0.02292024010933996
Position 6577: 0.01813857723195777
Position 9241: 0.0174454642579896
Position 3889: 0.0173270453643554
Position 1693: 0.016483176391496893
Position 286: 0.014523075725045657
Position 9040: 0.009218542968635312
Position 5198: 0.007541670827575729
Position 10326: 0.004952028392868801
Position 417: 0.00473525702701984
Position 3115: 0.004483320222846009
Position 3896: 0.0036621206937172664
Position 9050: 0.003655377966092997
Position 10603: 0.0033429105244075705
Position 155: 0.003233162852055226
Position 9069: 0.003212450760019155
Position 9748: 0.0031283092543905808
Position 10696: 0.0030547508578910904
Position 9757: 0.0023390489060801604
Position 620: 0.0019898124004917896
Position 9893: 0.0019599515425217156
Position 8843: 0.0019039049836463856
Position 9990: 0.0014457486945688312
Position 9970: 0.00144139532035804
Position 3953: 0.001433958427590772
Position 718: 0.0014249647329226856
Position 1710: 0.001390418263663306
Position 622: 0.0013656460015751162
Position 716: 0.0012463335600283445
Position 9963: 0.001206497021799157
Position 143: 0.000888697052478953
Position 819: 0.0008725918538116583
Position 5000: 0.000867463080548802
Position 2558: 0.0008442281583573415
Position 3129: 0.0007220027417306572
Position 337: 0.0006270784654896958
Position 5074: 0.0005707339610758176
Position 9923: 0.0005185263268492712
Position 10256: 0.0004859617371953901
Position 9966: 0.0004509575737570974
Position 4901: 0.0004177609711996296
Position 1756: 0.000339752314784085
Position 10585: 0.0003093631154955301
Position 1230: 0.00021523311174400175
Position 105: 0.0002117154031535958
Position 720: 0.0001709064391540095
Position 962: 0.00017054135218019464
Position 358: 0.00016729055793685452
Position 724: 0.00016458054715580908
Position 563: 0.00016114097923734049
Position 1380: 0.00015703708781488035
Position 259: 0.00013837536386496774
Position 722: 0.000125845815282174
Position 103: 0.0001242674839441307
Position 605: 9.151831388201585e-05
Position 1504: 8.953296445154828e-05
Position 602: 8.373286387802604e-05
Position 967: 4.86639280523843e-05
Position 440: 3.3493252324594256e-05
Position 1033: 2.137862035577496e-05
Position 836: 1.590677611357358e-05
Position 316: 1.2112895085647643e-05
Position 10328: 1.040585064149525e-05
Position 728: 8.975106093628484e-06
Position 9730: 7.6190132532610716e-06
Position 1293: 4.43100607332914e-06
Position 1181: 2.8955892848263255e-06
Position 1402: 2.268880449551895e-06
Position 582: 1.1532635549947317e-06
Position 458: 1.0803303196805347e-06
Position 1127: 8.600728161598424e-07
Position 420: 5.665738019591642e-07
Position 2025: 4.331024538917881e-07
Position 446: 4.011140674943917e-07
Position 2041: 2.6068888357240354e-07
Position 486: 2.1924806921080277e-07
Position 1025: 1.3907118881710643e-07
Position 444: 2.392712299813179e-08
Position 455: 2.1624662613469153e-09
Position 496: 1.6086588069129003e-09
Position 1876: 9.644094677355359e-10
Position 473: 5.345380295830251e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9649: 0.9682148832623785
Position 503: 0.7468704253783288
Position 10254: 0.6725318096665085
Position 9799: 0.45628932950532824
Position 6458: 0.38869123392200683
Position 9219: 0.25401675788753947
Position 8967: 0.21221515616047612
Position 7179: 0.16598397759383382
Position 7068: 0.10596848997683432
Position 6830: 0.09416830875813492
Position 1597: 0.06961563515289529
Position 10535: 0.047994899343686614
Position 7096: 0.033839857225415756
Position 270: 0.03296115934477181
Position 7071: 0.03165265564053872
Position 8760: 0.030273052667910715
Position 1292: 0.02917861478661637
Position 10175: 0.027805190081804272
Position 3861: 0.026073095935282883
Position 3778: 0.023384202261294482
Position 3879: 0.023134943196440702
Position 10178: 0.02179352119566154
Position 10325: 0.02114960153818775
Position 9874: 0.01925431773725255
Position 6454: 0.018065067182807332
Position 10286: 0.014507691617008257
Position 7283: 0.013587092816029845
Position 6347: 0.01349610044245144
Position 10584: 0.011228914714212897
Position 6979: 0.011111090963922236
Position 6478: 0.010573558951306884
Position 6874: 0.010449073190327786
Position 10775: 0.009894633042488938
Position 3908: 0.008749286507827789
Position 6892: 0.007119037603467507
Position 4016: 0.006886911049231483
Position 10825: 0.006549261657248002
Position 10077: 0.006486226627773194
Position 594: 0.00631646729441024
Position 6295: 0.006024489094720887
Position 8627: 0.0056883515932932005
Position 7044: 0.005616026438879294
Position 314: 0.0038355367669932385
Position 5054: 0.003505651961082467
Position 4032: 0.0033349480789353447
Position 7993: 0.003298812751694706
Position 10377: 0.003295483757707016
Position 9525: 0.0026620343166219767
Position 5087: 0.002222965594984753
Position 1577: 0.002112168832186974
Position 1693: 0.002061179014020594
Position 2972: 0.001911987526068125
Position 1180: 0.0018753818437658382
Position 5127: 0.0018309905419199902
Position 10554: 0.0015463337348850367
Position 6275: 0.0015279293698403176
Position 2929: 0.0014750410982203276
Position 2852: 0.0013168559458406265
Position 552: 0.0012674345192827496
Position 240: 0.0011727973741288578
Position 1372: 0.0010574875467272368
Position 509: 0.0009507178062988398
Position 9819: 0.000840524910499389
Position 1331: 0.0007255523535930707
Position 10347: 0.0007133404582406629
Position 3982: 0.000663552148696416
Position 2460: 0.0006260776223921795
Position 1796: 0.0005991022107576663
Position 4835: 0.0004792025286781908
Position 591: 0.0004533538579713908
Position 3015: 0.0004345305077640962
Position 1537: 0.00043258263108549
Position 4955: 0.0004323139179356858
Position 1699: 0.00042846624106350354
Position 5577: 0.00038528991260162164
Position 4840: 0.0003735405046543844
Position 9834: 0.00032715345048155
Position 1433: 0.0002718470632590242
Position 4936: 0.00026767292081164134
Position 2324: 0.00021467525939421905
Position 350: 0.0001729196354659359
Position 3735: 0.00011411758969390531
Position 5060: 0.00011366145440762554
Position 9950: 0.0001126159242301438
Position 10752: 0.00010837873658543276
Position 2995: 0.00010394416832816245
Position 555: 0.00010233660775730958
Position 4989: 9.377935763880914e-05
Position 4796: 8.972528614830615e-05
Position 1278: 8.422164743139543e-05
Position 827: 7.62443269748337e-05
Position 1211: 7.253880202382424e-05
Position 1483: 6.117137596996882e-05
Position 7425: 5.711360323840726e-05
Position 136: 5.619376387569127e-05
Position 122: 5.2187674471120874e-05
Position 1122: 5.058250163258581e-05
Position 356: 4.635567210138626e-05
Position 9164: 4.6266513409887047e-05
Position 2765: 4.024098475672988e-05
Position 1958: 3.44454876406179e-05
Position 5600: 2.6817618561429248e-05
Position 1307: 1.6138675101250016e-05
Position 742: 1.327244243035329e-05
Position 952: 1.1938841642817199e-05
Position 774: 7.3555924977637685e-06
Position 1261: 5.531429169639001e-06
Position 3625: 5.451572359647534e-06
Position 1562: 5.0513262758493715e-06
Position 438: 5.040257954138365e-06
Position 3790: 3.2014594733968964e-06
Position 861: 2.830735176995758e-06
Position 2705: 2.6981614809673627e-06
Position 139: 2.5628400334257744e-06
Position 141: 2.2180435879924647e-06
Position 473: 2.1288565070789184e-06
Position 1749: 2.0069795995007437e-06
Position 690: 1.98957008058034e-06
Position 1075: 1.862443466921792e-06
Position 2507: 1.790628307683166e-06
Position 2509: 1.6237050066980807e-06
Position 2740: 1.4237706687109179e-06
Position 561: 1.4025434625218026e-06
Position 1072: 1.3214467140358244e-06
Position 1353: 1.2778765642033165e-06
Position 2823: 9.290640271220117e-07
Position 1025: 6.089055753191971e-07
Position 479: 5.061054506985035e-07
Position 461: 4.23766270389269e-07
Position 407: 3.8927500010696244e-07
Position 1374: 2.8743559387313023e-07
Position 1040: 2.660298430450328e-07
Position 1325: 2.3176288522586826e-07
Position 1515: 9.582233398082548e-08
Position 370: 8.031769245215503e-08
Position 216: 7.723469380587861e-08
Position 374: 7.64941780563394e-08
Position 127: 5.5651278774776864e-08
Position 1146: 4.6982711347790784e-08
Position 651: 4.421430681112933e-08
Position 396: 4.068014265805196e-08
Position 433: 3.2248519003944323e-08
Position 628: 3.032427251987389e-08
Position 836: 1.59070750000888e-08
Position 1862: 1.4433030237139049e-08
Position 1091: 1.3293430330374299e-08
Position 207: 8.903905222809697e-09
Position 995: 6.119433250178592e-09
Position 1125: 5.716498863091392e-09
Position 1032: 5.635354133078626e-09
Position 1162: 5.3671435567988436e-09
Position 251: 4.343970559737694e-09
Position 413: 1.4054391279275194e-09
Position 1668: 1.2439719127192608e-09
Position 1661: 1.0426532991883775e-09
Position 449: 9.013047705985608e-10
Position 653: 8.190549985205498e-10
Position 415: 7.997231061922019e-10
Position 440: 7.425819712465294e-11
Position 693: 2.0047991644622402e-11
Position 707: 1.7352399584007742e-11
Position 572: 9.272483665274954e-12
Position 420: 1.3412252338694732e-12
