Gene = HAX1
index = 639
Annotated 5SS: [ 266 1088 1451 2491 2750 2973]
Annotated 3SS: [ 824 1262 2438 2642 2881 3104]
SMsplice 5SS: [ 266 1451 2491 2768 2973]
SMsplice 3SS: [1262 2397 2642 2881 3104]
top_k =  1000
Partition function (log Z): 9.395727541459971

Sorted 5' Splice Sites (High to Low Probability):
Position 2973: 0.9959449924740656
Position 2491: 0.9917950581394095
Position 266: 0.6589764294800586
Position 1451: 0.6457709850456652
Position 2768: 0.48898487795828544
Position 2750: 0.479874072273715
Position 538: 0.27090678948814056
Position 272: 0.20765964163905956
Position 1088: 0.17935335633008817
Position 921: 0.16923907823063225
Position 507: 0.1394276892034798
Position 1126: 0.11550248362340224
Position 1293: 0.08639985961734985
Position 626: 0.07056862564296924
Position 530: 0.06674014598698008
Position 3187: 0.05286588724656743
Position 276: 0.03768523658740996
Position 106: 0.0373092809135502
Position 193: 0.028498508445643517
Position 417: 0.027038503057145877
Position 1339: 0.02481698363119912
Position 600: 0.01992093194354624
Position 1134: 0.019520747576899308
Position 1024: 0.018808517197579217
Position 2778: 0.01690992041124399
Position 513: 0.014430194421645207
Position 1669: 0.013033149058980897
Position 475: 0.011349000818034815
Position 1130: 0.00913375463507912
Position 1455: 0.004494587524027422
Position 293: 0.004083798298165472
Position 1475: 0.0026664267243983494
Position 2016: 0.0020234120289223255
Position 1398: 0.001390643099603314
Position 1521: 0.0013124010744522143
Position 152: 0.0013008644967970329
Position 205: 0.0012308992683317298
Position 602: 0.0011574918283798986
Position 3181: 0.0009606536691025391
Position 1584: 0.0009236836122088867
Position 429: 0.0008393831938811163
Position 1972: 0.0008020996403179685
Position 1566: 0.0007670257184555973
Position 1272: 0.0007059850377253463
Position 1485: 0.0005637036226298375
Position 54: 0.0005044627728017498
Position 908: 0.0004370077624874515
Position 1616: 0.0003991220062065451
Position 36: 0.00030881162175268567
Position 111: 0.00029241725274580394
Position 2936: 0.00024739535608741197
Position 1138: 0.00022502116348974648
Position 2546: 0.00019265138813394914
Position 1181: 0.00014696433866270188
Position 2448: 0.00014041346642014145
Position 2512: 0.0001316981463596107
Position 929: 0.0001299701786230597
Position 3171: 0.00012404426672291366
Position 299: 9.698069758622977e-05
Position 1675: 9.308109889574882e-05
Position 2073: 8.845457006688366e-05
Position 81: 8.662943921455634e-05
Position 2657: 8.433651967433227e-05
Position 2541: 7.77301892567398e-05
Position 185: 6.747472098573732e-05
Position 666: 6.26245668467745e-05
Position 1090: 5.913576973142404e-05
Position 1376: 5.8618200996923614e-05
Position 2993: 5.797604234305644e-05
Position 2268: 5.701030889495567e-05
Position 2913: 5.447864182802539e-05
Position 2817: 5.403741067886017e-05
Position 2970: 3.946466676025e-05
Position 1728: 3.470530620666542e-05
Position 3175: 2.815234900397189e-05
Position 2754: 2.21975002558734e-05
Position 2977: 1.956409120135284e-05
Position 2681: 1.5112631179027577e-05
Position 3195: 1.2667282610846318e-05
Position 1119: 9.942783622490118e-06
Position 2495: 9.807745617024939e-06
Position 2723: 7.074372286633587e-06
Position 676: 3.709679222320447e-06
