Gene = CORT
index = 398
Annotated 5SS: [604]
Annotated 3SS: [1657]
SMsplice 5SS: [604]
SMsplice 3SS: [1537]
top_k =  1000
Partition function (log Z): -9.615859676257086

Sorted 5' Splice Sites (High to Low Probability):
Position 604: 0.9808830747005303
Position 1253: 0.039861119613055246
Position 758: 0.03349127985769216
Position 1438: 0.028306519892520348
Position 1380: 0.007134718082763339
Position 1021: 0.006427600135223552
Position 357: 0.006414129418250039
Position 1363: 0.004688650139328554
Position 674: 0.0021899828464653623
Position 971: 0.0020402041398709875
Position 1067: 0.0018207655380321401
Position 858: 0.0018015086157270467
Position 1568: 0.001412272292341499
Position 1265: 0.0008844316285938353
Position 348: 0.0007923366536847434
Position 475: 0.0007789279416144418
Position 882: 0.0005576180095771218
Position 1076: 0.0004002680912720184
Position 608: 0.0003963049751053596
Position 690: 0.0003499514824786391
Position 1539: 0.0003040865283780788
Position 1016: 0.00024945461045351226
Position 998: 0.00023135007499372004
Position 1905: 8.381785565809058e-05
Position 1192: 5.564083575190237e-05
Position 830: 5.2647485510982206e-05
Position 678: 4.565260242787829e-05
Position 3: 4.516961213788027e-05
Position 860: 4.362166946379083e-05
Position 680: 4.306014386650983e-05
Position 853: 3.387100614944955e-05
Position 259: 2.6444029727611343e-05
Position 1008: 2.5418889349684936e-05
Position 676: 2.3651945768729636e-05
Position 1775: 2.1645003671449067e-05
Position 285: 2.158990318086674e-05
Position 938: 1.9406101568933287e-05
Position 578: 1.6473951385185584e-05
Position 424: 1.2895966173637719e-05
Position 613: 1.0303081284600708e-05
Position 34: 8.981132845710124e-06
Position 312: 2.57542972923769e-06
Position 2094: 2.5559696393231298e-06
Position 13: 1.5054760486457415e-06
Position 40: 7.138066049303687e-07
Position 492: 6.149261143968192e-07
Position 105: 4.076099153347913e-07
Position 682: 3.3993855127248033e-07
Position 793: 1.383607379740027e-07
Position 621: 3.238961899970418e-08
Position 735: 3.0142036567535386e-08
Position 800: 1.1086081079301243e-08
Position 513: 6.879364637297766e-09
Position 1243: 4.716340759816231e-09
Position 123: 4.368888473377475e-09
Position 684: 4.052931871703094e-09
Position 653: 3.4163943837530612e-09
Position 646: 3.0244144769812627e-09
Position 1241: 2.97278065197393e-09
Position 1227: 2.8478702121218687e-09
Position 117: 2.5418413333436645e-09
Position 740: 1.955607090217649e-09
Position 692: 7.559361729514889e-10
Position 197: 2.497711438814024e-10
Position 738: 4.603143605540367e-15
Position 694: 3.143446680297342e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1537: 0.5645958217478049
Position 707: 0.18371324969860578
Position 1657: 0.06724294754981705
Position 1202: 0.06418265818654595
Position 1424: 0.04652986229543047
Position 1114: 0.029191480546246023
Position 1757: 0.026797536370678027
Position 898: 0.023544627882109776
Position 1967: 0.015598649876178516
Position 1350: 0.014290011241672547
Position 738: 0.010121721106301284
Position 1437: 0.007934426385609834
Position 1613: 0.007784147809949775
Position 445: 0.006523571673070771
Position 1298: 0.0056399162906232885
Position 1183: 0.005532730275047485
Position 815: 0.004222578215986649
Position 1144: 0.0036288444776323365
Position 1568: 0.0035239466575296757
Position 1238: 0.0034177694893943486
Position 1054: 0.002813657718196759
Position 1666: 0.0025066044583102135
Position 1216: 0.0024013036094267027
Position 835: 0.0017731968396566646
Position 778: 0.0015355030889190097
Position 1827: 0.0014605802767595714
Position 2062: 0.0012108806742945413
Position 903: 0.0011332523729166133
Position 2168: 0.0009623338620161009
Position 1807: 0.0008744332533120885
Position 757: 0.0008319098453636856
Position 2044: 0.00078263350670748
Position 793: 0.0007309758892936386
Position 1542: 0.000701218494327124
Position 1735: 0.0006649045542324015
Position 1839: 0.0006196295976459939
Position 1158: 0.0005878775104460779
Position 1572: 0.0005832488682007111
Position 870: 0.0004544320827148865
Position 1050: 0.0003861943676459495
Position 1141: 0.00032758069475849504
Position 2049: 0.0003127822207260367
Position 716: 0.00029660417973592055
Position 1760: 0.0002583740695896974
Position 1979: 0.00025375572551285914
Position 1125: 0.00025177868082112905
Position 1938: 0.0002368207870049721
Position 1167: 0.00023282027171513765
Position 1326: 0.00022269404506100433
Position 2027: 0.00021395619120318868
Position 1252: 0.00020348744480451651
Position 1220: 0.00020049291333691614
Position 1129: 0.00019664808632511915
Position 1155: 0.00017883462110465672
Position 1740: 0.00015183077598121252
Position 1782: 0.00012469585239688506
Position 929: 0.0001153359106724712
Position 1723: 0.00011009112947597768
Position 969: 0.00010244733260351683
Position 1002: 7.882495001239329e-05
Position 1550: 6.322982816595549e-05
Position 948: 6.0700020959133244e-05
Position 454: 5.9612745480163946e-05
Position 1358: 5.300392407385265e-05
Position 1119: 4.843934066788994e-05
Position 1609: 4.71516933006769e-05
Position 1361: 4.597507025690314e-05
Position 1935: 3.4417479580973396e-05
Position 876: 3.281461252041607e-05
Position 1676: 3.108995303665905e-05
Position 1914: 3.035074818703535e-05
Position 1305: 2.826359410320464e-05
Position 1941: 2.7249570653660017e-05
Position 1482: 2.5655754100184072e-05
Position 1575: 2.545154655869255e-05
Position 1065: 2.5189745712450844e-05
Position 576: 2.2124038125690353e-05
Position 1020: 2.1805157504889484e-05
Position 1273: 1.994728816202141e-05
Position 1766: 1.6861311372743456e-05
Position 841: 1.632759946175914e-05
Position 1789: 1.3288235874982133e-05
Position 1379: 1.2868049131362108e-05
Position 1855: 1.2756097331705962e-05
Position 1670: 1.2634948818376314e-05
Position 2174: 1.2003439611492684e-05
Position 1578: 1.0855716466269891e-05
Position 1903: 1.0746846886998006e-05
Position 1762: 1.0109495099059953e-05
Position 938: 9.300694398567448e-06
Position 920: 8.453885292083668e-06
Position 1241: 8.423395076393764e-06
Position 1498: 8.303580486933305e-06
Position 1076: 7.479535769880444e-06
Position 2141: 7.297917776212477e-06
Position 953: 6.699039097841168e-06
Position 1692: 6.38914925024347e-06
Position 149: 6.26126235845815e-06
Position 599: 4.986219342532271e-06
Position 486: 4.366151967188275e-06
Position 458: 1.3362065203040412e-06
Position 467: 6.621228909154481e-07
Position 492: 5.828130204016648e-07
Position 504: 5.81836625103812e-07
Position 275: 5.333804513349252e-07
Position 1061: 5.099379950991524e-07
Position 473: 4.850823881501958e-07
Position 304: 3.867527665301464e-07
Position 470: 1.3249846513682382e-07
Position 595: 1.2462544054908307e-07
Position 880: 6.380764838757733e-08
Position 462: 6.270659430408147e-08
Position 231: 5.9493158676291195e-08
Position 424: 5.5342134260951075e-08
Position 931: 4.0027692260448107e-08
Position 844: 3.7037250288257015e-08
Position 496: 2.4661286627902533e-08
Position 404: 2.3679300840567485e-08
Position 464: 2.1020131307829376e-08
Position 415: 1.5783276665115137e-08
Position 183: 1.112343498416622e-08
Position 635: 1.0622633390573977e-08
Position 256: 7.922439292502044e-09
Position 412: 4.632991563035605e-09
Position 971: 3.730671300879497e-09
Position 374: 3.4959706390755118e-09
Position 362: 3.0511531412847266e-09
Position 417: 2.860830484262378e-09
Position 911: 2.265724860798748e-09
Position 88: 2.2138380923427304e-09
Position 169: 1.933803703790751e-09
Position 209: 1.3614149361112815e-09
Position 324: 1.136358654539171e-09
Position 166: 8.777716686673491e-10
Position 331: 6.34618375515186e-10
Position 329: 5.751439693328665e-10
Position 481: 5.162169756086114e-10
Position 380: 4.853102443827274e-10
Position 345: 4.804919319929281e-10
Position 483: 2.4561571558224066e-10
Position 180: 2.1938721934853703e-10
Position 237: 2.1599865009735964e-10
Position 277: 2.1451185203307267e-10
Position 613: 1.8357089090220303e-10
Position 352: 9.762204696831836e-11
Position 338: 6.934169507587793e-11
Position 245: 5.554542048956401e-11
Position 603: 4.135016648476969e-11
Position 336: 3.495150859284723e-11
Position 187: 3.3523695786800186e-11
Position 75: 2.256636528877329e-11
Position 211: 1.4150789619351161e-11
Position 162: 5.624470467548856e-12
Position 608: 7.272892277360347e-16
