Gene = EIF3B
index = 493
Annotated 5SS: [  555  6037  7899  8262  8895  9664 11583 11726 12180 14817 16984 17930
 19741 20662 22210 23901 24377 24646]
Annotated 3SS: [ 5843  7778  8203  8765  9505 11450 11658 12132 14605 16910 17806 19661
 20522 22083 23822 24267 24527 25337]
SMsplice 5SS: [  555  6037  7899  8262  8895  9664 11583 11726 14817 16984 17930 19741
 20662 22210 23901 24377 24646]
SMsplice 3SS: [ 5843  7778  8203  8765  9505 11450 11658 14605 16910 17806 19661 20522
 22083 23822 24267 24527 25177]
top_k =  1000
Partition function (log Z): 37.262570890697106

Sorted 5' Splice Sites (High to Low Probability):
Position 7899: 0.9963264733261502
Position 24377: 0.9913079985808623
Position 22210: 0.9785950588971115
Position 17930: 0.9707138401086641
Position 20662: 0.9686734034992713
Position 555: 0.949315578018044
Position 23901: 0.933123232482521
Position 24646: 0.9173636235084242
Position 8262: 0.9143869212934705
Position 14817: 0.8987909517888468
Position 11726: 0.8780096560804308
Position 19741: 0.8229044812602515
Position 11583: 0.810822707709465
Position 8895: 0.7912281848882033
Position 9664: 0.7333066423349217
Position 6037: 0.5899750132861362
Position 12180: 0.5569634940415806
Position 2448: 0.5273324301946221
Position 5024: 0.406414913994108
Position 16956: 0.24876451250886794
Position 5927: 0.24523035277799485
Position 17598: 0.22918191160568896
Position 8990: 0.17702277485415172
Position 251: 0.17185084365533973
Position 24874: 0.1683858269090336
Position 19773: 0.14686042888856998
Position 18728: 0.13035575624474516
Position 11552: 0.10029879279287493
Position 11982: 0.09232150606859975
Position 17091: 0.08342419056482697
Position 20055: 0.07248991160330127
Position 18098: 0.06428603774583812
Position 19228: 0.06216105285222521
Position 20881: 0.06076055839732711
Position 18830: 0.05734478178814431
Position 9875: 0.055419854998307726
Position 20363: 0.05521904973044332
Position 3062: 0.053792254054701755
Position 13588: 0.05053767111556901
Position 12937: 0.049609981315868384
Position 21293: 0.04930121711982227
Position 542: 0.04619298651082954
Position 9165: 0.04241297420939975
Position 8316: 0.03949050409497056
Position 18397: 0.03461799664345959
Position 23980: 0.03215947206178409
Position 4372: 0.028689047462865692
Position 1003: 0.027376266307062563
Position 14718: 0.024104332986254917
Position 14346: 0.023660485932755347
Position 11771: 0.023565152062131382
Position 20038: 0.021016876578811322
Position 218: 0.020615292747986666
Position 9181: 0.020593039429309973
Position 5338: 0.020052386571936733
Position 21898: 0.018400821579793135
Position 2514: 0.01740540697216072
Position 10702: 0.017233492595013392
Position 16395: 0.016655264791421442
Position 24971: 0.016579468590139482
Position 22357: 0.016441463361870304
Position 18080: 0.016423616549923806
Position 22392: 0.015134701817605348
Position 969: 0.014825505068347573
Position 6233: 0.01446970663787482
Position 210: 0.014466187515170646
Position 2424: 0.01411703589576378
Position 6213: 0.011448274171362911
Position 18689: 0.01110596381266331
Position 5130: 0.010947557596829619
Position 2103: 0.010077324812719644
Position 19262: 0.010032965701669528
Position 15811: 0.009950541453234553
Position 21169: 0.009713985247564498
Position 21005: 0.009514255850351712
Position 16667: 0.009305073610707744
Position 9058: 0.008702201003021917
Position 22521: 0.008091579818907972
Position 24127: 0.007861816114233163
Position 5706: 0.007764430239794229
Position 18301: 0.007365681308094293
Position 8430: 0.007178742391971325
Position 17843: 0.0071403618502121225
Position 17122: 0.007074940595054831
Position 9213: 0.00684822960704257
Position 5271: 0.006709058773896581
Position 6456: 0.006647386193020213
Position 19234: 0.006571569761888553
Position 2670: 0.006199827559875341
Position 2573: 0.00606145282602926
Position 3515: 0.005968426922654731
Position 14102: 0.005624236791564414
Position 16988: 0.00560826059606092
Position 9725: 0.005599770100105121
Position 18538: 0.004934693462856342
Position 18286: 0.00466870549711793
