Gene = ATG7
index = 109
Annotated 5SS: [    15  26228  26789  34433  36434  40793  42866  58801  60466  68108
  69652  75408  85985  88157  90301  92107 107425 154299]
Annotated 3SS: [ 26057  26733  34314  36355  40675  42715  58711  60343  68016  69506
  75248  85789  87952  90184  92030 107343 154175 282182]
SMsplice 5SS: [    15    548  14781  16325  18184  26228  34433  36434  42866  68108
  69652  75408  85985  88157  90301  92107  95107  99580 107425 121618
 146512 154299 185310 196087 235610 238442 240040 241972 249623 258654
 261019 266798 282334]
SMsplice 3SS: [   297  14561  16229  18129  26057  34314  36355  42715  68016  69506
  75248  85789  87952  90184  92030  94982  99455 107343 121517 146291
 154175 185216 195956 235514 238367 239881 241763 249484 258570 260874
 266640 282182 283529]
top_k =  1000
Partition function (log Z): -118.20110389674738

Sorted 5' Splice Sites (High to Low Probability):
Position 26228: 0.9943387884381371
Position 42866: 0.9184763516363244
Position 18184: 0.9038277709245172
Position 6405: 0.8638757169938339
Position 15: 0.8304565015075841
Position 14781: 0.8182119648516947
Position 36434: 0.7322334763023447
Position 34433: 0.6146062326655843
Position 548: 0.5649704179136419
Position 35985: 0.5257134036049035
Position 16325: 0.5014941850616547
Position 40793: 0.4696569226603246
Position 5004: 0.3914793173549932
Position 10023: 0.3429682155015449
Position 8687: 0.3115601215764539
Position 6151: 0.3057973592226849
Position 553: 0.2823099948714943
Position 24886: 0.26908572453841023
Position 9859: 0.24504239282121387
Position 27717: 0.21554617646059207
Position 34453: 0.20855065540342427
Position 27998: 0.20560435439896194
Position 14467: 0.18593890533050167
Position 35519: 0.17906195305151654
Position 36464: 0.1735901018317371
Position 28231: 0.1426601594442469
Position 13217: 0.1027089476065409
Position 2098: 0.0909636060060562
Position 22872: 0.07245522979658517
Position 40918: 0.07217351767004174
Position 5702: 0.07086269587304954
Position 7854: 0.06473196206429141
Position 4655: 0.061364093768703984
Position 53540: 0.06010151720336268
Position 40898: 0.0577140728885567
Position 6097: 0.05734961363579088
Position 1394: 0.05208477823458091
Position 37828: 0.04888524338787576
Position 1921: 0.04185121560933975
Position 9667: 0.03968042057604081
Position 14628: 0.03762726104712985
Position 34484: 0.034063382644441635
Position 669: 0.03366760463796058
Position 40777: 0.0286599378070993
Position 5778: 0.028412056282821525
Position 27767: 0.02783917926842605
Position 48619: 0.02769462179517112
Position 6042: 0.027453693937645112
Position 39765: 0.026513041801176734
Position 2708: 0.021571702958569226
Position 990: 0.02120284501254918
Position 40760: 0.020306975322341412
Position 50240: 0.019363224065021344
Position 1967: 0.01874336960949511
Position 26789: 0.018043483323284763
Position 46504: 0.016171990260125512
Position 41894: 0.015738274405815534
