Gene = ATP5F1
index = 111
Annotated 5SS: [  646   938  5421  7314  7820 10701]
Annotated 3SS: [  900  5274  7149  7693 10520 11980]
SMsplice 5SS: [  646  5421  7314 10701]
SMsplice 3SS: [ 5306  7149 10520 11980]
top_k =  1000
Partition function (log Z): -3.3505600131865867

Sorted 5' Splice Sites (High to Low Probability):
Position 7314: 0.9675869706495084
Position 5421: 0.9514466342323792
Position 10701: 0.810748428209962
Position 646: 0.6872390789635385
Position 7820: 0.4265233601688555
Position 938: 0.41603634598791506
Position 9241: 0.17576677499177282
Position 6074: 0.11675643243613691
Position 126: 0.1113522703490738
Position 10181: 0.050177293099577296
Position 6086: 0.04961546087261467
Position 11750: 0.04867547019382652
Position 12055: 0.045919271022320345
Position 12061: 0.031388244262710085
Position 51: 0.03063259681774813
Position 14: 0.030335767350299074
Position 2621: 0.028259396783702234
Position 9597: 0.027766274724974203
Position 84: 0.025223041799251663
Position 10774: 0.023375015164876917
Position 6108: 0.015961088630159097
Position 6877: 0.015450282758676812
Position 308: 0.014748870594756443
Position 3205: 0.013311582493689854
Position 1855: 0.011168260835186768
Position 1144: 0.010797518479468918
Position 11732: 0.010477763555309915
Position 756: 0.009965479452558232
Position 807: 0.009016521197443984
Position 3974: 0.007648807074653198
Position 6411: 0.006979207187821937
Position 2601: 0.0065090132003533
Position 7364: 0.00593883845123374
Position 13664: 0.005580696457798252
Position 13482: 0.0054156364942943465
Position 839: 0.005395311294157471
Position 10716: 0.005048569173818856
Position 1783: 0.005006298709895409
Position 5871: 0.004729604249742957
Position 5812: 0.0042939100604691485
Position 1911: 0.004256912993082392
Position 3169: 0.0037593224174979744
Position 2094: 0.0036022085966441763
Position 11889: 0.0033120099380764875
Position 1935: 0.003297521468122448
Position 4000: 0.003003297671980316
Position 1023: 0.0029858366069147385
Position 519: 0.0029014182945795966
Position 2066: 0.002877754109167279
Position 3577: 0.002708191018353459
Position 653: 0.0025894010219251738
Position 5445: 0.002524976561982355
Position 10185: 0.0024830870498897123
Position 2762: 0.002057013666510883
Position 10737: 0.0020474132137559787
Position 2625: 0.0019345957266399035
Position 1149: 0.0018136211710753003
Position 12334: 0.0017995028109344421
Position 6051: 0.001686566610696647
Position 6069: 0.0016340784400341844
Position 5617: 0.0016034190470363367
Position 4384: 0.0015882493932493627
Position 11088: 0.0014921141325153426
Position 10481: 0.0014617065613166324
Position 12751: 0.001361242632300089
Position 10904: 0.0013228554852168155
Position 12050: 0.0012920165838499894
Position 11205: 0.0012644298767146543
Position 4045: 0.0011994935084937153
Position 7444: 0.0011440380921731194
Position 13467: 0.0011084438897431372
Position 3126: 0.0010265022136898404
Position 10720: 0.000911795386950724
Position 11536: 0.0008962498220161318
Position 9502: 0.0008878592371061447
Position 11132: 0.0008478493846126271
Position 215: 0.0008414508711472557
Position 12092: 0.0008366030784378271
Position 7248: 0.0008149725100779763
Position 10674: 0.0007162149831249562
Position 6636: 0.0006616856915490798
Position 10751: 0.0005998191405710232
Position 311: 0.000571057935874769
Position 10826: 0.0005356742088795848
Position 5482: 0.00045663325933746466
Position 13422: 0.0004170009129949179
Position 6028: 0.0003599961578468864
Position 6531: 0.00035990020056236567
Position 10630: 0.0003563886946902488
Position 12815: 0.0003270612587406555
Position 621: 0.0003226278109869215
Position 8128: 0.0002651652307818059
Position 9781: 0.00024611108164366343
Position 10584: 0.0002351008875782042
Position 7246: 0.00021731236497978717
Position 7239: 0.00021111456002391454
Position 13444: 0.00017989245620571862
Position 5709: 0.0001580233758998418
Position 480: 0.00013095998203443643
Position 7181: 0.00012560349742749086
Position 2252: 0.00011863391049723349
Position 1300: 0.00011142743655480094
Position 12199: 0.00010429970764606566
Position 6832: 0.00010183379789060203
Position 1844: 9.981466987225275e-05
Position 241: 9.362054411726917e-05
Position 6182: 9.275954131270016e-05
Position 8624: 8.170705976036293e-05
Position 944: 8.007029645587753e-05
Position 6560: 7.59756196508684e-05
Position 5643: 7.373813330932359e-05
Position 5992: 7.286727072607165e-05
Position 931: 6.381744215891346e-05
Position 5836: 5.9381966409184936e-05
Position 6155: 4.925361381374249e-05
Position 5357: 4.364598797527648e-05
Position 765: 3.900516457224706e-05
Position 7206: 3.546655175961176e-05
Position 2521: 3.0057540122408808e-05
Position 1658: 2.955001451133168e-05
Position 7254: 2.934187231037398e-05
Position 706: 2.4972014130224545e-05
Position 1387: 1.4709022352392695e-05
Position 618: 1.4532509227925097e-05
Position 220: 1.4078405498161214e-05
Position 1089: 1.3399929438954033e-05
Position 492: 1.0173493216629246e-05
Position 784: 9.8160948551711e-06
Position 680: 9.374424619579382e-06
Position 55: 9.19161632694956e-06
Position 779: 9.169201919108137e-06
Position 535: 7.506862510097938e-06
Position 1259: 5.6515510946769895e-06
Position 1507: 5.101505606840693e-06
Position 403: 3.720595365552817e-06
Position 1434: 3.0365181185785565e-06
Position 12185: 2.959514274214201e-06
Position 1319: 2.6644575988929737e-06
Position 1235: 2.646701662185199e-06
Position 760: 2.2418468567774555e-06
Position 3306: 1.7125217116549502e-06
Position 2859: 1.536397364085524e-06
Position 1925: 1.321552780231277e-06
Position 753: 1.0827293261734235e-06
Position 820: 6.783375874648444e-07
Position 564: 5.170266349016605e-07
Position 430: 5.049476462177072e-07
Position 942: 3.502868767970815e-07
Position 1323: 1.5586427030084127e-07
Position 611: 6.98590257425522e-08
Position 3715: 4.240709287714917e-08
Position 3565: 4.2404876805653245e-08
Position 149: 3.4930225769901046e-08
Position 599: 6.681969777004903e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7149: 0.8973128833448678
Position 11980: 0.8418083066236206
Position 5306: 0.8408934114474211
Position 10520: 0.4406015923680817
Position 10619: 0.3834070022190497
Position 7693: 0.22814454105723078
Position 900: 0.18328223368683558
Position 13564: 0.1559431839738579
Position 549: 0.14495373480167542
Position 9105: 0.11354108042677852
Position 5907: 0.09817050816381873
Position 5274: 0.08852894700108928
Position 7712: 0.08306193484295941
Position 7554: 0.07260928261732927
Position 7107: 0.07253287370254019
Position 9079: 0.05692099999299727
Position 11659: 0.05523945458262279
Position 5929: 0.04289687714152051
Position 5960: 0.037488034010268734
Position 2402: 0.034101138203063784
Position 7747: 0.033695828503902146
Position 10062: 0.03302386557107807
Position 11949: 0.02054936545945548
Position 11460: 0.019566290381854395
Position 9475: 0.013916783190688828
Position 9929: 0.013627201069874653
Position 10383: 0.012204042645895297
Position 10570: 0.011816216750334571
Position 1761: 0.010982655037384739
Position 1733: 0.010229362889241684
Position 5545: 0.009667255374819753
Position 3037: 0.009656310659623541
Position 475: 0.009652140664801924
Position 1071: 0.009447877698345476
