Gene = CCK
index = 312
Annotated 5SS: [ 207 1487]
Annotated 3SS: [1270 6671]
SMsplice 5SS: [ 207 1487]
SMsplice 3SS: [1270 6671]
top_k =  1000
Partition function (log Z): -1.3300806164133587

Sorted 5' Splice Sites (High to Low Probability):
Position 1487: 0.9894921670671026
Position 207: 0.8383790305122346
Position 4597: 0.5300674236673923
Position 4384: 0.284982868163534
Position 1081: 0.1822158334219231
Position 4407: 0.1744948413871857
Position 219: 0.09840646606630882
Position 4339: 0.09801835018696725
Position 6354: 0.08663058347325464
Position 2453: 0.08444899811350803
Position 6561: 0.08018385296824374
Position 2128: 0.07508051871985813
Position 1643: 0.06090024897411045
Position 494: 0.05954679246424745
Position 1949: 0.04725126228301747
Position 2029: 0.036243543947528566
Position 4355: 0.035550691585561935
Position 2439: 0.024893181370666793
Position 1589: 0.020273252370718194
Position 4964: 0.01939606780233937
Position 4779: 0.019074379708199134
Position 2485: 0.016380549934006436
Position 3785: 0.01574874597542364
Position 4757: 0.014480767051009376
Position 1665: 0.013922996463652719
Position 71: 0.01034718824344568
Position 4152: 0.00954369553006883
Position 1055: 0.008749306429925531
Position 4735: 0.008087336551762296
Position 5661: 0.0075196062403083104
Position 1309: 0.007419163917614859
Position 5273: 0.007333225866100342
Position 4763: 0.006991503500207815
Position 2607: 0.006259972860328051
Position 1293: 0.006038351215989542
Position 2717: 0.00517990841201723
Position 1118: 0.0037461760726080614
Position 2846: 0.0035604121896291117
Position 386: 0.0032534814063578405
Position 375: 0.0031513468765670075
Position 4631: 0.0031135284514739263
Position 100: 0.0026470755566238803
Position 1160: 0.0024696960791931824
Position 4842: 0.0023514021448418827
Position 4307: 0.002270587601426272
Position 5360: 0.0018535397393784686
Position 4907: 0.0018148068887381197
Position 380: 0.001655290266290326
Position 4401: 0.0014135989339230642
Position 6787: 0.0012365313111020956
Position 211: 0.0007428769404178242
Position 700: 0.0006450192050486406
Position 2088: 0.0006282451488102287
Position 169: 0.000596739559093173
Position 1408: 0.0005295971095001324
Position 725: 0.0004622518345830973
Position 240: 0.0004105317976584507
Position 4343: 0.00040002028644905405
Position 4442: 0.00036269908870127253
Position 5902: 0.000357660292642118
Position 1394: 0.0003272494327746698
Position 1339: 0.0002908091388718139
Position 245: 0.00028444663466826466
Position 2349: 0.00028443209844793377
Position 390: 0.0002217620611545439
Position 4721: 0.0001840555317627691
Position 242: 0.00010452323862016233
Position 247: 8.830899552452006e-05
Position 131: 6.106227200355991e-05
Position 1931: 6.10238700212555e-05
Position 1034: 6.043790982772906e-05
Position 6912: 5.91668970861136e-05
Position 1198: 4.734498363066994e-05
Position 949: 4.521712978460836e-05
Position 1175: 3.99079814763978e-05
Position 223: 3.363314984515104e-05
Position 1874: 3.333777253160127e-05
Position 2214: 2.5363577777861722e-05
Position 1618: 1.8179564990225333e-05
Position 472: 1.5837701792833927e-05
Position 785: 1.022176140444581e-05
Position 347: 1.0066956505617786e-05
Position 810: 9.569326547430437e-06
Position 848: 8.261794069684817e-06
Position 3781: 7.64616838480828e-06
Position 367: 5.801153330173496e-06
Position 2595: 5.626528621049964e-06
Position 1953: 4.86903563166998e-06
Position 60: 4.312107188703099e-06
Position 2408: 4.279121857597279e-06
Position 831: 3.4682811031964236e-06
Position 1431: 2.269970517607819e-06
Position 1794: 2.218044293314048e-06
Position 862: 1.3960630423897034e-06
Position 277: 1.1024022629339487e-06
Position 11: 7.914735876455546e-07
Position 606: 6.11658868279623e-07
Position 693: 4.808580916947424e-07
Position 42: 1.4356439881581612e-07
Position 54: 1.7723907117401047e-08
Position 66: 1.5846858129483916e-08
Position 1179: 1.3944146272281849e-08
Position 14: 1.067937796435361e-08
Position 309: 8.57672878950666e-09
Position 23: 6.1211614465928365e-09
Position 44: 4.357755017342061e-09
Position 249: 3.948132632781025e-09
Position 536: 8.214591080772372e-10
Position 483: 7.179805084074101e-10
Position 1239: 6.289878338517402e-10
Position 311: 3.2073020958353337e-10
Position 265: 3.0033706628798734e-10
Position 1285: 1.0443155639034308e-10
Position 192: 1.524701458472558e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6671: 0.8772195376599105
Position 4273: 0.5627553050020307
Position 1270: 0.5002885579347728
Position 4503: 0.4646862551281633
Position 1351: 0.40283076867199263
Position 2304: 0.11610134125146852
Position 990: 0.08666591358894415
Position 1559: 0.08416165776353192
Position 4690: 0.07923500245579995
Position 953: 0.07697592563458243
Position 2055: 0.07310184275441421
Position 6093: 0.06751708101460574
Position 6510: 0.06672747466191536
Position 1374: 0.06527374230439903
Position 6478: 0.05544860605506973
Position 2254: 0.037619466768795434
Position 4482: 0.026872479865393893
Position 1821: 0.0256945501659603
Position 4526: 0.02167643361658292
Position 4328: 0.019401336996474054
Position 4304: 0.016082518885652732
Position 4241: 0.015405552486309964
Position 4840: 0.015187872527876492
Position 1864: 0.014738641607086942
Position 6263: 0.014633883487734416
Position 894: 0.013653889276259915
Position 1949: 0.012371804419625185
Position 1867: 0.01200266118041408
Position 324: 0.011818291728164405
Position 1215: 0.011344396544323445
Position 956: 0.008594038842887685
Position 1709: 0.00784569512966187
Position 1239: 0.007744962372241553
Position 5204: 0.007724620949652893
Position 1592: 0.0075636116301526
Position 3704: 0.00748604539792051
Position 5565: 0.0072605867875203504
Position 1397: 0.007118874848736747
Position 1025: 0.00701644369301534
Position 4010: 0.006436286179908356
Position 3673: 0.0056249533236764635
Position 4144: 0.005204230930965962
Position 2278: 0.005157838566124224
Position 1335: 0.004818815191056005
Position 6019: 0.00455969836364124
Position 1774: 0.004470090372756511
Position 6251: 0.004279344396539367
Position 1628: 0.004056667780055256
Position 5812: 0.0038235204986107126
Position 6700: 0.003620610451085613
Position 5123: 0.003320381874809475
Position 2742: 0.0028588091949738196
Position 1532: 0.002664451577996611
Position 3654: 0.0025638986992150077
Position 4423: 0.002482283520043389
Position 3177: 0.0023954661808284366
Position 3867: 0.0021050715078351386
Position 375: 0.0019434218936024506
Position 2767: 0.0019429589905631314
Position 421: 0.001867066347196154
Position 882: 0.001673210710848573
Position 431: 0.001506701923199771
Position 571: 0.0014401964074958848
Position 1788: 0.0014220416858604945
Position 6931: 0.0013728356788358011
Position 3412: 0.001362392348493102
Position 6777: 0.0012931377730178387
Position 3205: 0.0012531541313914325
Position 1231: 0.001201190190179202
Position 5707: 0.0011808324915894195
Position 3974: 0.001178464049935174
Position 5606: 0.0011300856042569902
Position 6709: 0.001038682298073757
Position 1746: 0.0010292571118566958
Position 1712: 0.0009920139478403756
Position 6729: 0.0009101512395798825
Position 454: 0.000901003171071072
Position 1401: 0.0008740214648098395
Position 393: 0.0007514676178247522
Position 1923: 0.0007270762493729661
Position 347: 0.0006965877846183452
Position 1186: 0.0006925766382734458
Position 1794: 0.0006815409409940296
Position 4066: 0.000662192209642709
Position 5584: 0.0006408619820904455
Position 4125: 0.0006254379252980866
Position 1565: 0.0006174720296474097
Position 1839: 0.0005215378576544216
Position 258: 0.0005098298071296279
Position 272: 0.0004948480647872579
Position 152: 0.00046670131044649986
Position 326: 0.0004471305023265928
Position 3090: 0.00043532468565431534
Position 621: 0.0004293084422051054
Position 3912: 0.0004169693549497142
Position 960: 0.0004052254504079092
Position 6959: 0.00039351572024614966
Position 1910: 0.0003927041773082736
Position 860: 0.0003590112203809471
Position 6022: 0.0003267610201174621
Position 404: 0.0003131443958034217
Position 1032: 0.0003061204444413199
Position 395: 0.0002940798981242194
Position 1280: 0.00027281840032522086
Position 1416: 0.00023105488180900753
Position 6989: 0.00022806054387792903
Position 827: 0.00022107496655352738
Position 1769: 0.00019031657214939454
Position 351: 0.00018859345755702802
Position 5858: 0.0001819715709713764
Position 5349: 0.0001812819993253224
Position 4665: 0.00016566177119502196
Position 1381: 0.00016499355981420725
Position 3626: 0.00015815196771681777
Position 1756: 0.00015813351667531622
Position 2551: 0.00015200067516668862
Position 3684: 0.0001497971187889149
Position 2120: 0.00013915195815480036
Position 2057: 0.00013246046953488113
Position 379: 0.00013026551425386173
Position 4151: 0.0001282489672701965
Position 206: 0.00012655524168716788
Position 995: 0.00012360700328233702
Position 2836: 0.00011609799067452695
Position 6560: 0.00011475117985921704
Position 2337: 0.00011105551190391556
Position 5836: 0.00010504199177132484
Position 6620: 0.00010235934861720059
Position 3830: 9.685228284903585e-05
Position 703: 9.023480158193848e-05
Position 5055: 8.135282129900559e-05
Position 3096: 7.434144108053552e-05
Position 4899: 7.421073979438628e-05
Position 1726: 6.690537098432442e-05
Position 466: 5.7391492774881745e-05
Position 3132: 5.556878354010701e-05
Position 2222: 5.220943749342756e-05
Position 1218: 4.7371763736870456e-05
Position 958: 4.1785690328524806e-05
Position 1959: 4.1738835555939744e-05
Position 3318: 3.1075414106795576e-05
Position 2024: 2.9544768872452187e-05
Position 4878: 2.9061094426051022e-05
Position 4629: 2.501871754837468e-05
Position 491: 2.2543627069121703e-05
Position 4596: 2.2265376742685332e-05
Position 183: 2.12822542709342e-05
Position 595: 2.0284303048291035e-05
Position 3271: 1.8739066431917365e-05
Position 1463: 1.7577223369417646e-05
Position 2803: 1.6311271067708847e-05
Position 1687: 1.6233125399535294e-05
Position 3435: 1.5026513157994975e-05
Position 1122: 1.1679616597103853e-05
Position 1062: 1.0519534742665413e-05
Position 227: 9.788182286280754e-06
Position 1962: 9.08869350750159e-06
Position 1600: 7.761435612166028e-06
Position 1920: 6.2656993965045436e-06
Position 835: 6.056716755968785e-06
Position 649: 5.664689190917119e-06
Position 2028: 5.546810647311326e-06
Position 1071: 5.270293221044545e-06
Position 2073: 5.105465213597867e-06
Position 532: 4.9820483131180155e-06
Position 334: 4.734234541364348e-06
Position 210: 4.658508904448077e-06
Position 1386: 4.545656471875211e-06
Position 1831: 3.7517987561634485e-06
Position 187: 2.8329119594615973e-06
Position 406: 2.66985424159154e-06
Position 1406: 2.491569506143152e-06
Position 848: 2.468140546516996e-06
Position 1418: 1.3101959300577251e-06
Position 480: 1.2985623177311846e-06
Position 1779: 1.2364385119724175e-06
Position 736: 9.879892261514855e-07
Position 1669: 9.066017718815465e-07
Position 1438: 8.884651282860888e-07
Position 1665: 6.633543064178189e-07
Position 1473: 6.33911954862111e-07
Position 2026: 4.3803565015857126e-07
Position 2067: 4.0749583097893507e-07
Position 1059: 3.980776156503652e-07
Position 1076: 3.5685784142508135e-07
Position 1476: 3.439506993097548e-07
Position 472: 2.9663642330624384e-07
Position 2600: 1.5529842551586085e-07
Position 1080: 4.5554858244470975e-08
Position 543: 3.611863423592898e-08
Position 114: 3.0681597894375945e-08
Position 582: 7.079241588844247e-09
Position 120: 6.8138965001582305e-09
Position 1486: 3.760678999108513e-09
Position 1640: 2.651798680437309e-09
Position 240: 1.3633202912389013e-09
Position 534: 1.0914975538754872e-09
Position 116: 1.0157306265333627e-09
Position 604: 3.920902957170461e-10
Position 655: 5.892919363093846e-12
