Gene = ZCCHC9
index = 1599
Annotated 5SS: [3539 7109 7436 9677]
Annotated 3SS: [ 6957  7342  9607 10940]
SMsplice 5SS: [  68 7050 7436 9677]
SMsplice 3SS: [ 6957  7342  9607 10940]
top_k =  1000
Partition function (log Z): -2.207277805141592

Sorted 5' Splice Sites (High to Low Probability):
Position 9677: 0.7309588313171735
Position 453: 0.6068969055381811
Position 7436: 0.5132651795259148
Position 7050: 0.4479068621136144
Position 7468: 0.40944062412705884
Position 68: 0.37259230652731706
Position 7109: 0.3583589720985231
Position 96: 0.2801345281324851
Position 91: 0.26198733328814616
Position 7082: 0.14621005227323955
Position 9707: 0.13569522323376884
Position 2324: 0.12069677147759168
Position 8305: 0.11982056527308499
Position 2601: 0.11345619918115976
Position 9405: 0.10474767175145563
Position 9389: 0.0730907700704105
Position 2925: 0.066035738979822
Position 6810: 0.05805679205880447
Position 273: 0.027098728782580208
Position 5917: 0.026967288547346785
Position 1948: 0.021761552890614554
Position 3539: 0.021431788475773192
Position 9409: 0.01900515357181209
Position 7809: 0.018010399289970374
Position 1719: 0.017797719150844483
Position 9527: 0.017210803809547592
Position 4828: 0.013335558953450124
Position 9879: 0.01252916444780739
Position 305: 0.011832278493205128
Position 365: 0.011823392143024396
Position 1224: 0.00939771776711858
Position 1295: 0.007963831122243595
Position 7813: 0.00791565301787711
Position 1217: 0.007644421706995059
Position 9065: 0.0074246374933327345
Position 8793: 0.006978332722806233
Position 2397: 0.006636905791604523
Position 490: 0.006512732071604943
Position 445: 0.006508738817059096
Position 301: 0.006301734739393232
Position 2801: 0.006293903500215014
Position 9401: 0.006107274493283525
Position 576: 0.005606265059458234
Position 1554: 0.005502706659902603
Position 83: 0.00548239201764356
Position 896: 0.005374171237259683
Position 1557: 0.0049926437949507465
Position 2084: 0.004884856359808254
Position 10717: 0.004804052941080389
Position 7052: 0.004794577327094352
Position 10760: 0.004397877879751079
Position 1585: 0.0037740277614316427
Position 1209: 0.003770034981079355
Position 7093: 0.00372271420238188
Position 2320: 0.0036962868665772097
Position 1228: 0.0032387699376756453
Position 7877: 0.0031720402129746163
Position 6755: 0.002996118607297135
Position 9426: 0.0028414611935716266
Position 2049: 0.0025922318661009565
Position 101: 0.0025744760070729312
Position 934: 0.0025564961173920073
Position 7913: 0.0023373347653340548
Position 10701: 0.0022659375551694907
Position 2317: 0.0021607285056827164
Position 7752: 0.00215868339781299
Position 9431: 0.0015216332563769233
Position 1326: 0.0013456562822796588
Position 3449: 0.0012222200670512738
Position 10070: 0.0011593284522010351
Position 517: 0.0010548877206797026
Position 7056: 0.001000893781328873
Position 10056: 0.0009328791171420051
Position 11006: 0.0009055980226547216
Position 3270: 0.0008686712381187232
Position 133: 0.0007902904324657912
Position 8264: 0.0007082441185631015
Position 2570: 0.0006663415938950791
Position 7170: 0.0006434452989853449
Position 5832: 0.0005780126491214516
Position 8363: 0.0004785835220574293
Position 4254: 0.0004129883631939638
Position 7679: 0.0003767345472337656
Position 7645: 0.000373701984468523
Position 10303: 0.00036276905484095397
Position 11045: 0.0003115606474217797
Position 9057: 0.0002947172806525619
Position 277: 0.0002352761095910414
Position 840: 0.0002286395414965414
Position 688: 0.0002027279687881749
Position 8822: 0.00018027404070307
Position 10140: 0.00016946483611396276
Position 9570: 0.0001603281743650937
Position 7440: 0.00014156752334691303
Position 125: 0.0001062208780993992
Position 2202: 6.186016172851098e-05
Position 9716: 6.175941275584607e-05
Position 11171: 5.958679438044292e-05
Position 1961: 5.695594889683528e-05
Position 1096: 3.5199135243715207e-05
Position 199: 2.6396573196434564e-05
Position 11182: 2.5808937177373728e-05
Position 61: 2.4357596028741293e-05
Position 1259: 1.942118274594216e-05
Position 163: 1.2510313906910113e-05
Position 249: 1.0640173506491606e-05
Position 1748: 1.042158049587901e-05
Position 853: 9.384440961646863e-06
Position 1152: 8.070857509595922e-06
Position 811: 7.495911919111365e-06
Position 1198: 6.100446883911663e-06
Position 468: 4.851197997550623e-06
Position 1702: 3.6688949012960344e-06
Position 1075: 3.1414226434170665e-06
Position 632: 3.09490248388444e-06
Position 952: 2.713072748545064e-06
Position 1213: 1.1829039798305491e-06
Position 1052: 6.129615075268068e-07
Position 21: 6.085653662801081e-07
Position 458: 4.2492703577558876e-07
Position 369: 1.609549241271733e-07
Position 9580: 7.700904325657554e-08
Position 746: 6.119818109392043e-08
Position 508: 4.3458228640230863e-08
Position 408: 3.153337595524649e-08
Position 130: 1.979541782534471e-08
Position 566: 1.9519720560690083e-08
Position 226: 1.3027924608454913e-08
Position 1016: 1.0996825918948754e-08
Position 1194: 1.0361503496097892e-08
Position 1057: 1.0281478738792044e-08
Position 525: 5.337835504989551e-09
Position 550: 4.628597736249994e-09
Position 137: 2.6836118012428645e-10
Position 423: 5.680084693798878e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6957: 0.9393538021392024
Position 9607: 0.8706620975126984
Position 10940: 0.8205586381545337
