Gene = AGT
index = 39
Annotated 5SS: [  212  4303  8365 10105]
Annotated 3SS: [ 3443  8096  9959 10967]
SMsplice 5SS: [  212  4303  8365 10105]
SMsplice 3SS: [ 4173  8096  9959 10967]
top_k =  1000
Partition function (log Z): -0.7220149123507722

Sorted 5' Splice Sites (High to Low Probability):
Position 4303: 0.9938739215544523
Position 212: 0.9336925053467684
Position 10105: 0.9193287169196738
Position 8365: 0.7678246722830024
Position 3399: 0.2544940501419194
Position 8589: 0.24305456957724994
Position 25: 0.16635549670358069
Position 3223: 0.1496248529743057
Position 4734: 0.14160427759146516
Position 9029: 0.12639303322877454
Position 9734: 0.10256947409805073
Position 6475: 0.08469757828088845
Position 1015: 0.05751833395666711
Position 6748: 0.0472930111307044
Position 4989: 0.04397287434799342
Position 5191: 0.03908958772282898
Position 3811: 0.032683351073917115
Position 7558: 0.030604787783503878
Position 8773: 0.0289454200917859
Position 596: 0.028754726710706374
Position 11058: 0.02269274552438117
Position 3746: 0.020814370522107373
Position 3445: 0.01963015271379123
Position 8231: 0.01796165700818988
Position 7091: 0.0174147115545427
Position 10710: 0.016668951338873677
Position 488: 0.014090780840713853
Position 1149: 0.01384593596635562
Position 7554: 0.012439645303578767
Position 10096: 0.011937141237532867
Position 10740: 0.011909448077918104
Position 8306: 0.011175057054395995
Position 3544: 0.010772751215662993
Position 1262: 0.010157275295053857
Position 2008: 0.009183718881048717
Position 2538: 0.009123698896645958
Position 9550: 0.008589456091146652
Position 762: 0.008408749693989755
Position 7045: 0.0081508631836739
Position 9352: 0.007714773642046237
Position 9789: 0.007402686402765483
Position 9613: 0.007362961119178662
Position 1989: 0.0067015842520476545
Position 1631: 0.00662551183952118
Position 4710: 0.006081039928069665
Position 1957: 0.005220646055756702
Position 10111: 0.005203669602312246
Position 1718: 0.004780092478960852
Position 3598: 0.004536440183001374
Position 197: 0.00445181132255133
Position 4715: 0.004396458542811916
Position 5064: 0.004337249750795865
Position 435: 0.003784590918761868
Position 4566: 0.0036984304319750212
Position 7589: 0.0036816007725893963
Position 2030: 0.0034840540816126818
Position 3487: 0.0034246739151750287
Position 9541: 0.003122710007267166
Position 10328: 0.0030974252626397715
Position 11049: 0.0029966638609282416
Position 9000: 0.002984183067839176
Position 6634: 0.00276300020037793
Position 10717: 0.00252501068775016
Position 82: 0.0024995416890415223
Position 3762: 0.002422510869421498
Position 9058: 0.002402819520600036
Position 8636: 0.002346284581682251
Position 7247: 0.0022359993374090246
Position 7725: 0.0021469977743726154
Position 10641: 0.00188047285517042
Position 1893: 0.0018669996542101705
Position 4991: 0.0018287799011166893
Position 1910: 0.0017590823987851196
Position 1019: 0.0016565219564515976
Position 459: 0.0016179461365861414
Position 3793: 0.0015835677472399719
Position 3083: 0.0015368746550972778
Position 7591: 0.0015215823309953323
Position 10968: 0.001506234685211499
Position 3489: 0.001458685896054197
Position 430: 0.0014281865044807273
Position 3984: 0.001384167744076403
Position 3381: 0.0012461063361001658
Position 7871: 0.0012433742910724068
Position 11090: 0.0012323113492487474
Position 2047: 0.001193621081158608
Position 77: 0.0011198507629097874
Position 5516: 0.0009893085235922455
Position 306: 0.0009671152085139386
Position 1274: 0.0009342593279461428
Position 10575: 0.0008359456100967573
Position 5584: 0.000833371384454139
Position 2202: 0.0007895588318489994
Position 1398: 0.0007143881398232066
Position 10434: 0.0006234485449681945
Position 10171: 0.0003968087335879157
Position 10239: 0.00038685629942008577
Position 7562: 0.00036479292167555246
Position 7050: 0.0003560922330881295
Position 7405: 0.0003067626024823607
Position 8783: 0.00029617848874258327
Position 11516: 0.0002777728547315912
Position 17: 0.00027757140739844956
Position 6357: 0.0002159029550982347
Position 8760: 0.00018717006829872617
Position 67: 0.0001171077060365665
Position 261: 7.632961825525268e-05
Position 4343: 5.4439343989162586e-05
Position 526: 5.249845156551446e-05
Position 8559: 4.5790363178514064e-05
Position 373: 3.994713449978183e-05
Position 4205: 2.4451145814982037e-05
Position 662: 1.962311106395568e-05
Position 7787: 1.8896726383102874e-05
Position 5602: 1.8795371267394566e-05
Position 6212: 1.7130015104646328e-05
Position 4798: 1.031543380124826e-05
Position 465: 9.418138033854914e-06
Position 1375: 5.524560935963165e-06
Position 243: 5.394141020126175e-06
Position 2212: 4.50465818994932e-06
Position 10278: 4.2399004585158876e-06
Position 10542: 3.976713510699972e-06
Position 4652: 3.8762185825425366e-06
Position 1279: 3.2690069895453645e-06
Position 678: 2.498484456606432e-06
Position 853: 2.213999210760614e-06
Position 31: 2.1958567737414056e-06
Position 29: 2.091742789405339e-06
Position 517: 1.8436088311287604e-06
Position 794: 1.3991576070062333e-06
Position 861: 1.2152717020943646e-06
Position 160: 7.54542454035607e-07
Position 7548: 6.01180310714003e-07
Position 386: 5.766503589167816e-07
Position 64: 5.112936566158338e-07
Position 559: 2.990001351538281e-07
Position 248: 1.900500281092777e-07
Position 272: 1.5575627555684168e-07
Position 47: 4.897245217983997e-08
Position 102: 4.629435019216857e-08
Position 190: 3.2971183901053234e-08
Position 501: 2.4444975890694836e-08
Position 187: 6.962070022378322e-11
Position 343: 2.3805865145704557e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4173: 0.963255377157099
Position 9959: 0.8628403858239075
Position 10967: 0.7756618407964427
Position 8096: 0.7047721667735939
Position 3318: 0.2783154191192285
Position 8528: 0.23807268256194072
Position 4588: 0.1452152404714303
Position 8897: 0.13467016857499398
Position 3142: 0.09876476446348703
Position 10014: 0.08775809558465153
Position 143: 0.08384109185879197
Position 4870: 0.06649475719158165
Position 927: 0.0608744918425172
Position 11645: 0.05671836505183498
Position 9470: 0.05204748485232152
Position 3665: 0.05003915197571963
Position 7487: 0.04975194702464294
Position 9636: 0.04511045524150624
Position 8200: 0.04296159780368149
Position 6448: 0.04249770048824294
Position 10368: 0.04220532492557467
Position 6658: 0.04043522574656454
Position 338: 0.030748696703007526
Position 6427: 0.027329388381318036
Position 8278: 0.024686970311445927
Position 10327: 0.02453191074815707
Position 9681: 0.022288300818994237
Position 2974: 0.02168630136861311
Position 10859: 0.021094062505976483
Position 3075: 0.019922444613965994
Position 10460: 0.019749667471386324
Position 1792: 0.016851117582722834
Position 109: 0.01630707144900591
Position 6907: 0.016287363394829328
Position 7864: 0.016234388015638916
Position 10277: 0.015610810667049804
Position 4121: 0.015532475078017364
Position 11406: 0.013836243638506947
Position 10904: 0.013262703678958694
Position 9285: 0.01293981796418361
Position 10837: 0.011705652014783676
Position 98: 0.011005318082508339
Position 8468: 0.010434444695837214
Position 3443: 0.010227956049351006
Position 8326: 0.009371480789765638
Position 4890: 0.008379130380717446
Position 650: 0.00811600052518042
Position 8473: 0.007596839630506039
Position 8712: 0.00740585448613239
Position 394: 0.006980432741119115
Position 2328: 0.0063721533094740915
Position 10520: 0.006306701029776883
Position 4086: 0.006208473697016632
Position 3082: 0.005890035493759946
Position 5127: 0.005701027078555539
Position 1493: 0.005671251341475951
Position 4688: 0.005463246668583227
Position 2793: 0.005419489911835211
Position 6371: 0.005292105912405162
Position 11633: 0.00522696817123975
Position 6355: 0.005002724560477465
Position 6980: 0.00491550257780733
Position 4001: 0.004843872907787431
Position 11210: 0.004571692961589751
Position 1008: 0.0044329630938011585
Position 978: 0.004379473373233526
Position 2898: 0.00430808921872586
Position 6319: 0.004197872660114092
Position 6254: 0.004120892147579898
Position 3543: 0.0038567565684758
Position 6831: 0.0038445637260262275
Position 10783: 0.00381759449050492
Position 10448: 0.0037611850159246
Position 420: 0.0036620914990405816
Position 851: 0.0035643805059646
Position 10561: 0.0033661799900722134
Position 1941: 0.0033281326090377032
Position 3273: 0.003148634866623295
Position 1863: 0.003129921933208292
Position 10378: 0.003104594906659681
Position 4434: 0.002910866878592153
Position 11583: 0.0028649485120439064
Position 153: 0.002702809107302479
Position 10389: 0.00265678685832916
Position 9723: 0.0026243563349400345
Position 5137: 0.002570083836268203
Position 8583: 0.0023246053580140307
Position 11740: 0.002299485042788028
