Gene = PSMA5
index = 1085
Annotated 5SS: [   50  4492 11115 13284 14275 14475 15341 16424]
Annotated 3SS: [ 4424 10987 13215 14166 14415 15237 16336 24260]
SMsplice 5SS: [   50 10488 11115 11541 14275 15341 16424]
SMsplice 3SS: [10309 10987 11446 14166 15237 16336 24260]
top_k =  1000
Partition function (log Z): 1.7192778379293236

Sorted 5' Splice Sites (High to Low Probability):
Position 16424: 0.9742348014560791
Position 14275: 0.9687092013830388
Position 15341: 0.9453034738727065
Position 11541: 0.6883640347830212
Position 11115: 0.6804597023459396
Position 10488: 0.6522672924064034
Position 14475: 0.6142252123603786
Position 50: 0.5765863295647565
Position 4492: 0.43307805851005254
Position 10928: 0.3436371913129748
Position 21129: 0.26648662700360204
Position 11929: 0.2340653797829861
Position 13284: 0.21907609573636988
Position 24039: 0.21639427973188458
Position 10369: 0.212000432920103
Position 303: 0.1917297100337231
Position 24435: 0.1727010253170248
Position 11925: 0.17062561875092846
Position 21116: 0.14241810556682757
Position 13367: 0.13316519753673828
Position 1026: 0.11956822238887861
Position 271: 0.10212320550952936
Position 26424: 0.07830480338624266
Position 26733: 0.0754291062871803
Position 3436: 0.06877297772942871
Position 4122: 0.06480848462488294
Position 74: 0.0634271830205736
Position 16220: 0.05119805203804032
Position 6073: 0.048480407007910106
Position 6944: 0.04622021364263291
Position 10715: 0.04544675560683958
Position 41: 0.03125856152123001
Position 14267: 0.030450867950466132
Position 13661: 0.027539833261201848
Position 14923: 0.026655742601694978
Position 10528: 0.026279759355425855
Position 12964: 0.025674773082661896
Position 8838: 0.024287405496233188
Position 455: 0.02247497403716002
Position 664: 0.020911457575690368
Position 87: 0.01943355097435637
Position 15943: 0.019322772008045698
Position 16132: 0.014119380233920842
Position 10483: 0.012977387965014736
Position 9929: 0.012427790362634342
Position 1005: 0.012111137749135453
Position 25150: 0.011893240767557291
Position 15696: 0.011510073081220287
Position 8297: 0.011294438192548382
Position 14570: 0.011274456889879889
Position 9044: 0.010920106517177508
Position 10963: 0.010513462019205813
Position 24321: 0.010302315320530652
Position 13485: 0.009999452324799589
Position 10936: 0.009301104029671737
Position 11787: 0.009229849778147168
Position 25298: 0.00906991276763248
Position 15931: 0.008916668936691158
Position 15820: 0.008673993805819865
Position 10932: 0.008359521435734147
Position 314: 0.007932642806351534
Position 22831: 0.007665768495087042
Position 5919: 0.007288020083546852
Position 11675: 0.006989414237385149
Position 392: 0.006305537836345066
Position 13216: 0.0057841533084739835
Position 4513: 0.005729722240850162
Position 12940: 0.00494566455512408
