Gene = NPPB
index = 957
Annotated 5SS: [230 718]
Annotated 3SS: [ 461 1259]
SMsplice 5SS: [230 718]
SMsplice 3SS: [ 461 1259]
top_k =  1000
Partition function (log Z): -4.634417750205163

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.963292397279498
Position 718: 0.871239465397167
Position 1195: 0.17711938511384764
Position 573: 0.058393979858155684
Position 412: 0.02791232860944865
Position 1176: 0.014507293356687994
Position 553: 0.007581024018499184
Position 168: 0.0025898011949453403
Position 978: 0.0018710542859962371
Position 504: 0.0016132753389201655
Position 195: 0.0013127377088988806
Position 656: 0.0011638633872930266
Position 370: 0.0010429224841459145
Position 15: 0.0010394452410768258
Position 424: 0.000724179527360634
Position 217: 0.0005718235464973188
Position 648: 0.0004435061400426252
Position 357: 0.0003610576083721054
Position 890: 0.00036033899840215384
Position 386: 0.00035220874398898914
Position 278: 0.00023535151339190144
Position 896: 0.00021123573657863816
Position 382: 0.00020346749169786475
Position 788: 0.00013765170060501479
Position 223: 0.00013735809765665866
Position 563: 0.00013050237930744914
Position 609: 0.00012005919263691384
Position 592: 9.980572084712929e-05
Position 759: 9.18873840251608e-05
Position 396: 8.277486284125974e-05
Position 873: 5.444966354028165e-05
Position 1353: 4.981501473034191e-05
Position 1173: 3.74648978125193e-05
Position 1156: 3.6079264214245925e-05
Position 825: 2.099006993208615e-05
Position 771: 1.880976296485664e-05
Position 555: 1.2306716441967246e-05
Position 1371: 1.187636488382756e-05
Position 325: 8.458429986033376e-06
Position 1008: 4.815345971109356e-06
Position 491: 4.053440115834729e-06
Position 1180: 3.655632222550023e-06
Position 1338: 3.2388111580497626e-06
Position 761: 2.7774530968513145e-06
Position 1039: 2.5326833647792446e-06
Position 1283: 2.0924781941920827e-06
Position 84: 1.9345593334708426e-06
Position 428: 8.956150543382918e-07
Position 700: 4.998382923128684e-07
Position 1379: 2.1144365593468396e-07
Position 291: 1.3654271672115393e-07
Position 171: 4.68281912748241e-09
Position 1005: 3.9436242021614944e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1259: 0.8766503605919943
Position 461: 0.8435694440157434
Position 1113: 0.11100075038697406
Position 997: 0.063685020846958
Position 552: 0.059729402541765474
Position 1060: 0.04277398988858355
Position 482: 0.0380391688812441
Position 856: 0.02255013727979306
Position 957: 0.01892800871604827
Position 325: 0.017498991465347485
Position 503: 0.007662296231113444
Position 637: 0.007556362981931415
Position 1404: 0.005249118516438781
Position 824: 0.003922535087389287
Position 677: 0.002886177734827889
Position 759: 0.0014914442815020458
Position 298: 0.0014220621449454818
Position 1013: 0.0012153836618187424
Position 1171: 0.0010958121209935071
Position 1005: 0.0010694194810612167
Position 467: 0.000948303747064596
Position 300: 0.000816986116024062
Position 1318: 0.0006346747737426325
Position 963: 0.0005456798125102329
Position 533: 0.0005050558175726227
Position 378: 0.00048345740289448304
Position 464: 0.0003591991124628488
Position 333: 0.0002610465277009921
Position 406: 0.00025893470040619956
Position 673: 0.00021565216962803922
Position 1068: 0.000202078029158157
Position 863: 0.00019420335088213384
Position 890: 0.00019122566194852786
Position 1449: 0.0001684127344964983
Position 1072: 0.0001256186736065419
Position 644: 0.00010700280008916203
Position 1423: 9.847949461186198e-05
Position 819: 9.099755391474053e-05
Position 700: 7.966389743672492e-05
Position 1079: 7.924654654800864e-05
Position 1295: 7.708974490005793e-05
Position 1017: 6.164652697248159e-05
Position 1266: 5.877017639596812e-05
Position 576: 5.4387725452192546e-05
Position 512: 5.3710377991822446e-05
Position 572: 5.2857939614722446e-05
Position 563: 4.970403489507929e-05
Position 382: 4.536421232069442e-05
Position 1353: 4.5147010026930966e-05
Position 1462: 4.3380328610194036e-05
Position 189: 3.548136919142936e-05
Position 691: 2.954142381251334e-05
Position 536: 2.4626475562872357e-05
Position 421: 2.1582372799674605e-05
Position 93: 2.0407483187628797e-05
Position 340: 1.971042518930157e-05
Position 1074: 1.7691973969089984e-05
Position 538: 1.5985860172128377e-05
Position 775: 1.3817298838195861e-05
Position 229: 1.2794884708581749e-05
Position 1118: 1.2587664228654775e-05
Position 167: 1.0211476461634811e-05
Position 1133: 1.020321933209016e-05
Position 1277: 1.0181919303182897e-05
Position 654: 1.0131988352684913e-05
Position 436: 9.38314272698184e-06
Position 509: 7.339695361281165e-06
Position 109: 7.192388603559093e-06
Position 870: 6.068933018457087e-06
Position 1088: 3.733822153370153e-06
Position 584: 3.0914496786000074e-06
Position 113: 1.8018440257334894e-06
Position 84: 1.1775923864697334e-06
Position 524: 1.1167673889854935e-06
Position 1194: 1.096032482718901e-06
Position 1199: 1.0861877951375469e-06
Position 1127: 9.10465663725157e-07
Position 1283: 8.904083153475225e-07
Position 200: 8.527553167585879e-07
Position 1090: 7.478688061356118e-07
Position 1019: 6.995416699810581e-07
Position 267: 6.719551487355762e-07
Position 1147: 6.491824974695328e-07
Position 1204: 5.814123068553481e-07
Position 1279: 4.234689885832191e-07
Position 497: 3.5373493183863453e-07
Position 95: 3.412872073585157e-07
Position 264: 1.487733903746999e-07
Position 351: 4.8278326749268e-08
Position 276: 3.055812349706744e-08
Position 349: 9.549069468372646e-09
Position 416: 5.042398331884588e-09
Position 251: 3.7671132134346006e-09
Position 246: 3.1047679567535393e-09
Position 241: 1.1128030509008463e-09
Position 234: 5.853115805362637e-10
Position 236: 1.971698132958256e-10
Position 717: 3.3316295687614455e-11
