Gene = CARNMT1
index = 279
Annotated 5SS: [  383 11142 12127 28665 29797 31948 43488]
Annotated 3SS: [10945 11962 28523 29617 31833 43383 44525]
SMsplice 5SS: [  383  1342 11142 11842 12127 28665 29797 31948 43174 43488 44614]
SMsplice 3SS: [ 1242 10945 11588 11962 28523 29617 31833 43067 43383 44525 46869]
top_k =  1000
Partition function (log Z): -22.263150926344068

Sorted 5' Splice Sites (High to Low Probability):
Position 383: 0.9261939406372607
Position 1342: 0.7155270501409078
Position 12127: 0.6633438073630391
Position 11842: 0.5334518557137922
Position 11142: 0.5153697909066545
Position 7294: 0.2592268503699426
Position 15148: 0.2083544606915233
Position 15197: 0.16167622843936144
Position 1360: 0.16096281867687232
Position 4313: 0.15580094580755965
Position 7735: 0.14966897422318887
Position 2019: 0.12640651247552492
Position 2077: 0.1225380388603979
Position 2635: 0.11219465004393468
Position 2595: 0.09052667734483176
Position 7460: 0.0804405788670149
Position 4509: 0.07676701923937027
Position 13318: 0.06590330611354506
Position 4020: 0.05452162643857124
Position 1944: 0.046380989902166804
Position 4370: 0.04201500996262118
Position 12249: 0.03979715239695213
Position 340: 0.038518024648269346
Position 13154: 0.03468033020567071
Position 7663: 0.0332818893468464
Position 1888: 0.029724815387816496
Position 9132: 0.022122473142263954
Position 960: 0.018288863936508762
Position 858: 0.0156825810361228
Position 3510: 0.01556783390429684
Position 6566: 0.014397060335910667
Position 11403: 0.01377125810472125
Position 11094: 0.013434294464378237
Position 3994: 0.010270823541898375
Position 3621: 0.008298953923163644
Position 11152: 0.00802511205563306
Position 3282: 0.007924826140529638
Position 11719: 0.00791816917070666
Position 11615: 0.00790122521116841
Position 6570: 0.0075659708890134375
Position 6774: 0.007317230094939209
Position 8745: 0.00723824769978704
Position 11680: 0.007212274688618157
Position 658: 0.006196342237350044
Position 1266: 0.0059232603709088675
Position 755: 0.0055393947779367085
Position 9062: 0.005180742329537486
Position 12869: 0.004999001125809179
Position 4350: 0.004721647497967219
Position 2676: 0.004093955022955445
Position 8755: 0.00404824111207715
Position 14899: 0.0028533054113432854
Position 11685: 0.0028114921996908824
Position 4147: 0.0027554396939945525
Position 3209: 0.002465075508432601
Position 1804: 0.0024469547170328965
Position 3798: 0.0024013610461584662
Position 12234: 0.002197434549853044
Position 922: 0.002112082141175061
Position 4675: 0.0019054140749270537
Position 4333: 0.001683217575674733
Position 823: 0.0015374773249466054
Position 11199: 0.0014041167991610244
Position 1107: 0.0013082881341049417
Position 3952: 0.0011983489376578011
Position 830: 0.0010267508667426725
Position 813: 0.0008677989909710589
Position 1243: 0.0008401781264313895
Position 2014: 0.0008227654121458896
Position 1287: 0.0007048047329381136
Position 2104: 0.0005926607137264875
Position 2617: 0.0005760432936654567
Position 727: 0.0005599550342062886
Position 2351: 0.0005180258890864058
Position 14376: 0.0004908841457429045
Position 3498: 0.0003397611815195261
Position 3103: 0.00031942841330534797
Position 964: 0.00030087030106489655
Position 234: 0.0002900149477018973
Position 757: 0.00025104983639166
Position 2599: 0.0002494878357385518
Position 4327: 0.00024781998117206344
Position 3197: 0.00023673045053549844
Position 2640: 0.00023238248932536346
Position 4142: 0.0002206784631114715
Position 1090: 0.00021454767694984098
Position 2208: 0.0002074285483617119
Position 2001: 0.00019797194958975366
Position 4126: 0.00019227925984996658
Position 724: 0.00017898928659623899
Position 801: 0.00016491199989295593
Position 3448: 0.00012175898476703222
Position 3697: 0.00011817529353959586
Position 1922: 0.00010925859741700088
Position 108: 9.515659120661172e-05
Position 1939: 8.546025408508088e-05
Position 279: 8.106659981402012e-05
Position 3614: 6.410678501463012e-05
Position 576: 6.323632869917988e-05
Position 104: 6.106315962367168e-05
Position 2081: 5.031462867774843e-05
Position 432: 4.6055079454533195e-05
Position 764: 4.3983551872409684e-05
Position 681: 4.352991293237723e-05
Position 1812: 3.856983293744936e-05
Position 1073: 3.5877969693032044e-05
Position 4714: 2.8279893630498042e-05
Position 983: 2.708706030627306e-05
Position 1781: 2.5684882419533494e-05
Position 2023: 2.5307526286094457e-05
Position 2425: 2.498040820954549e-05
Position 1809: 1.419570808203143e-05
Position 2029: 1.2858999334381832e-05
Position 759: 1.2692290179411182e-05
Position 574: 1.2041028185024793e-05
Position 698: 1.0932512030745135e-05
Position 1179: 9.488487107881513e-06
Position 1831: 8.387133299100896e-06
Position 845: 8.250198492246828e-06
Position 491: 7.923734483172506e-06
Position 240: 7.529736357528772e-06
Position 1364: 6.631995975543944e-06
Position 852: 6.477850051925935e-06
Position 220: 5.845672634017059e-06
Position 1868: 5.8443522304872905e-06
Position 2213: 5.711392441146296e-06
Position 416: 5.583607889425665e-06
Position 2155: 5.007621042579277e-06
Position 1373: 3.836845170623547e-06
Position 1599: 3.5843167441091524e-06
Position 1387: 3.548791958447297e-06
Position 54: 2.5245154382096614e-06
Position 1411: 2.4536173520772083e-06
Position 1400: 1.6978071787770725e-06
Position 166: 1.3048507783657827e-06
Position 1279: 1.046341507916584e-06
Position 1350: 1.0194390392774897e-06
Position 980: 8.471333456461604e-07
Position 18: 6.89602047221546e-07
Position 1652: 5.377370847997769e-07
Position 1576: 4.349260319283947e-07
Position 588: 7.949653922178485e-08
Position 1670: 7.409035229543932e-08
Position 530: 7.405634070895968e-08
Position 605: 6.371239328002642e-08
Position 770: 6.968725917123188e-09
Position 607: 4.132506127450887e-09
Position 467: 3.825687321640848e-09
Position 245: 3.46146693891023e-09
Position 761: 2.2505227143337122e-09
Position 259: 1.4390332502656788e-09
Position 867: 3.3341686694848087e-10
Position 652: 2.1768072311259642e-10
Position 920: 2.362551030329117e-11
Position 394: 1.7742043138222337e-11
Position 70: 7.578466376682539e-12
Position 900: 4.921444803847056e-13
Position 735: 2.533248773144471e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11962: 0.7582746007491168
Position 11588: 0.5951939510433659
Position 10945: 0.534888025248896
Position 1242: 0.5054988924950604
Position 15085: 0.48207393607372356
Position 1803: 0.315425269103904
Position 7227: 0.3096820870521866
Position 1166: 0.30782442981678854
Position 4230: 0.23065611705779038
Position 2522: 0.20439000677251856
Position 20553: 0.17746201890268526
Position 7609: 0.11007645797574989
Position 15127: 0.09850905544698606
Position 13249: 0.09339131681336604
Position 16647: 0.09151804466170776
Position 16590: 0.08242600751772586
Position 16413: 0.07970528195328776
Position 7555: 0.07440509121563225
Position 15274: 0.06211559788841551
Position 4427: 0.05126629209611349
Position 15345: 0.046809916596198146
Position 13034: 0.03783933371555296
Position 20227: 0.03207836791874689
Position 3769: 0.027489431634670238
Position 7388: 0.025421587256578265
Position 6462: 0.024094720846050206
Position 11672: 0.02200164223871673
Position 1170: 0.021596980819474493
Position 3429: 0.021566181069799777
Position 3993: 0.01813317413210682
Position 8918: 0.017551929266942427
Position 11177: 0.01512685206997467
Position 11001: 0.015004353577038098
Position 710: 0.014396970643194994
Position 1270: 0.014358486958247563
Position 17407: 0.012405033644370053
Position 8623: 0.011286488811864188
Position 3941: 0.011141783332651275
Position 3831: 0.009913556327009602
Position 8985: 0.009793372893651241
Position 1140: 0.009688109676986205
Position 13580: 0.009644756376740397
Position 657: 0.009304512821808957
Position 14762: 0.008387551116802243
Position 1682: 0.006975249102271141
Position 3045: 0.006389932774284363
Position 12220: 0.005661466392726395
Position 15479: 0.0055891768008268896
Position 12617: 0.005116700078048824
Position 7283: 0.004872254321838031
Position 2494: 0.004200461069185805
Position 3208: 0.004179715537246653
Position 1098: 0.004178099764190566
Position 2050: 0.003688349051218411
Position 6629: 0.003525753017430532
Position 12775: 0.003233305759324573
Position 1014: 0.0032241107479718417
Position 3318: 0.0029421954677107806
Position 1208: 0.0028151144092661002
Position 4146: 0.002216336930099063
Position 14797: 0.0021925032084727197
Position 3797: 0.002191686774453106
Position 15048: 0.0021848178421815584
Position 621: 0.002089709826084335
Position 3856: 0.0019362130171866074
Position 852: 0.001768914179874315
Position 13317: 0.0016233333550895864
Position 6458: 0.0015958466370728035
Position 14258: 0.0015589261979611236
Position 1248: 0.0014472294739292905
Position 1969: 0.0014306142787688548
Position 12635: 0.001159263233944982
Position 826: 0.0010934837009486753
Position 1862: 0.001070427756883878
Position 600: 0.0010478482170774319
Position 13988: 0.0009504993990869555
Position 14002: 0.0007525504036436743
Position 12613: 0.0007519833497172763
Position 14082: 0.0007074407882614528
Position 1701: 0.0006545011164894246
Position 13515: 0.0006426781316434472
Position 13729: 0.0006224469286344018
Position 1272: 0.000615245936518667
Position 549: 0.0006096403034335314
Position 1302: 0.000542588244847746
Position 12454: 0.00047710314374476565
Position 3103: 0.00046720187172403035
Position 12558: 0.00044914821821596116
Position 3579: 0.0004168663522572658
Position 6483: 0.0003892012376046498
Position 1309: 0.00038510279357734887
Position 1809: 0.00038371983255064824
Position 12201: 0.000341590859776251
Position 2014: 0.0003348187026437074
Position 3023: 0.00033195980513505796
Position 11478: 0.00032485662555847914
Position 3873: 0.000314217557356502
Position 867: 0.0002942950633640799
Position 1734: 0.00028114419920896106
Position 11810: 0.0002775669506943398
Position 2167: 0.00024722367025701
Position 714: 0.00024557864685619685
Position 11401: 0.0002389929696315614
Position 2206: 0.0002304108123188912
Position 511: 0.00017761600709860557
Position 9393: 0.00016257414796214502
