Gene = C1QTNF3-AMACR
index = 151
Annotated 5SS: [   111  88882  91225  95775 100620 103942 118773 125888]
Annotated 3SS: [ 88769  91069  95644 100519 103785 118628 125700 135025]
SMsplice 5SS: [   111  22332  72647  88882  91124  95775 100620 116225 118773 119955
 125888 130581]
SMsplice 3SS: [ 21953  72417  88769  91069  95644 100519 116122 118628 119793 125700
 130407 135025]
top_k =  1000
Partition function (log Z): -69.3645533021768

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.533586752712801
Position 189: 0.2846700143142028
Position 4038: 0.21722638097692892
Position 145: 0.179149196342339
Position 15581: 0.1578174805180551
Position 10334: 0.13948709128564182
Position 2399: 0.11823878325473498
Position 4031: 0.05227477921239211
Position 3186: 0.04840551670333802
Position 22332: 0.04600429058008294
Position 16629: 0.019514978778435662
Position 2820: 0.006119578713922951
Position 1377: 0.005046700501600452
Position 2796: 0.002008148629364128
Position 3795: 0.00190269796518531
Position 8426: 0.0018127481736816926
Position 5007: 0.0017458234418400065
Position 1251: 0.001231757381559875
Position 530: 0.0011856799811352085
Position 2575: 0.0007266551089333404
Position 11386: 0.0006871697890254765
Position 380: 0.00035930785067970973
Position 4207: 0.0002919113672890578
Position 499: 0.00026810251933753174
Position 10350: 0.0002184028323499395
Position 372: 0.00010552860002080173
Position 1558: 8.771666442206336e-05
Position 400: 8.352166135522086e-05
Position 1179: 5.5629066516210175e-05
Position 245: 5.016407734192393e-05
Position 404: 4.8566055941067e-05
Position 769: 2.8678426113912647e-05
Position 831: 2.6162857611250537e-05
Position 672: 1.9289063210200557e-05
Position 1183: 1.7682370936900412e-05
Position 567: 1.698829018642642e-05
Position 1391: 1.430553154799371e-05
Position 991: 1.3809341644090738e-05
Position 988: 1.101953806724413e-05
Position 4: 8.91424989374841e-06
Position 592: 7.953070161618148e-06
Position 862: 7.824462792206023e-06
Position 274: 6.849887848930769e-06
Position 55: 4.841897717208517e-06
Position 1780: 2.9135825024961226e-06
Position 1336: 2.636784226149573e-06
Position 1847: 1.8123519356189547e-06
Position 4042: 1.2431637611534603e-06
Position 1506: 1.2212418557212527e-06
Position 1332: 1.2200470969476534e-06
Position 3089: 5.028925217082319e-07
Position 981: 1.838181832503125e-07
Position 577: 1.3675325934425626e-07
Position 983: 1.331966785510698e-07
Position 174: 1.1917703837014132e-07
Position 496: 1.0489098689254088e-07
Position 378: 9.04546747736461e-08
Position 384: 7.627318451155878e-08
Position 1139: 7.30816498526767e-08
Position 1867: 7.09855957527554e-08
Position 182: 6.247944555925227e-08
Position 1285: 6.14287454929566e-08
Position 476: 6.082451030657521e-08
Position 2037: 5.724997822705586e-08
Position 35: 5.560305559119015e-08
Position 454: 5.535740854466936e-08
Position 43: 5.1640174181233936e-08
Position 1110: 5.0290751488346284e-08
Position 1900: 4.0523796567203034e-08
Position 764: 3.890837307671198e-08
Position 762: 3.8134133100767396e-08
Position 579: 3.646630266752542e-08
Position 2169: 3.231090307597033e-08
Position 1535: 3.0670985151579665e-08
Position 1813: 2.177737791771198e-08
Position 1679: 1.9229380173807645e-08
Position 1511: 1.65291727394044e-08
Position 1057: 1.587375259320791e-08
Position 2109: 1.129898381140392e-08
Position 938: 3.676551756101591e-09
Position 1635: 4.134081913137944e-11
Position 1468: 3.873528787832242e-11
Position 600: 2.6042292524601838e-11
Position 1395: 1.9907819701051706e-11
Position 1345: 1.9076056503891282e-11
Position 1585: 1.5391938254539057e-11
Position 558: 1.3003869847056504e-11
Position 386: 8.101592969634898e-12
Position 235: 5.614325220468648e-12
Position 700: 3.1699960009221268e-12
Position 205: 2.3661629271893728e-12
Position 7: 1.5788080087925814e-12
Position 468: 2.900539971242916e-15
Position 430: 2.5602929408456316e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 21953: 0.8832773897498128
Position 15349: 0.17186243066629092
Position 3949: 0.13249153117144155
Position 3872: 0.11435504961771767
Position 2268: 0.11363228040130365
Position 10164: 0.059484933027341924
Position 22466: 0.046004290580082596
Position 10237: 0.03694672439605136
Position 10207: 0.03469884060400009
Position 14225: 0.02574639602246886
Position 16517: 0.021436841555044005
Position 3045: 0.02102171504017746
Position 3906: 0.014761577266631696
Position 11564: 0.013874628047670009
Position 11866: 0.00974481313664544
Position 2996: 0.009390285539071523
Position 3093: 0.007673652268458991
Position 9558: 0.0068972765768905995
Position 10271: 0.006821028929920014
Position 3179: 0.006800785867633647
Position 11305: 0.005882296933932638
Position 2701: 0.005092915475164717
Position 10534: 0.005067295021176005
Position 3822: 0.005015387120331474
Position 2249: 0.00410022096778242
Position 1206: 0.0039192070673105366
Position 1846: 0.003853182621773425
Position 11385: 0.003842544463387396
Position 10192: 0.0035084901922516776
Position 11567: 0.0033867265604891946
Position 3592: 0.003004548710083182
Position 1156: 0.002758364302900764
Position 8343: 0.0021246933356924977
Position 13735: 0.0021208091402625954
Position 10467: 0.0019970907691908265
Position 3010: 0.0019658193514651146
Position 10598: 0.0016934030257753309
Position 2523: 0.0015444589397025288
Position 8804: 0.0015429904800777288
Position 3702: 0.0015200840444851266
Position 3096: 0.0012735628371269075
Position 4133: 0.0009943817430756756
Position 13145: 0.0009361269731128945
Position 4924: 0.0008540044055412387
Position 2735: 0.0008475066623591124
Position 8199: 0.0007915949624493895
Position 15103: 0.0006602651288950455
Position 2219: 0.0006221484526896344
Position 2680: 0.000550505889633912
Position 11036: 0.0005237097141882642
Position 2037: 0.0005012290387981437
Position 4880: 0.00048413697982751825
Position 2349: 0.0004313659697973491
Position 2105: 0.0004236821432261419
Position 4959: 0.0003998088821160796
Position 2197: 0.00039229445294476563
Position 9293: 0.0003792197533010504
Position 9032: 0.0003774948757722019
Position 6579: 0.0003705001227376683
Position 3794: 0.00036482714634699986
Position 4790: 0.0003311233642553357
Position 2529: 0.00032163139702359993
Position 3135: 0.0003171199332031951
Position 5298: 0.0003045646846371516
Position 878: 0.00030262163374689696
Position 3539: 0.0002814570077855519
Position 4509: 0.00027202626143708777
Position 11285: 0.0002674285643501921
Position 2295: 0.0002532170868269765
Position 5715: 0.000235524248463262
Position 4801: 0.00023039406687093018
Position 1232: 0.00021179364245956276
Position 2305: 0.00020567553468138594
Position 9084: 0.00018898294022600597
Position 1615: 0.00017612230153747573
Position 2769: 0.00015599116341146813
Position 1870: 0.0001522347870838088
Position 733: 0.00014051013350044257
Position 5360: 0.0001374368888073076
Position 2007: 0.00012464061886453741
Position 6671: 0.0001215385584594927
Position 11532: 0.0001193624372625077
Position 491: 0.00011737913310314156
