Gene = SNCAIP
index = 1290
Annotated 5SS: [   216  79123  91797 111671 113463 120014 128686 132664 137869 139533]
Annotated 3SS: [ 79019  91723 110798 113282 119899 128559 132493 137775 138463 151421]
SMsplice 5SS: [   216  38740  40177  79123  91797 120014 128448 128686 132127 132664
 137869 140927 144469 147217]
SMsplice 3SS: [ 38513  40077  79019  91723 119899 128392 128559 132036 132493 137775
 140855 144412 147174 151421]
top_k =  1000
Partition function (log Z): -75.41109766075355

Sorted 5' Splice Sites (High to Low Probability):
Position 216: 0.8453574725951686
Position 852: 0.6094957289148527
Position 6034: 0.3861686494915476
Position 7199: 0.3399666427548598
Position 4475: 0.15800888602861465
Position 2636: 0.10034116874622777
Position 165: 0.07905036515890655
Position 8706: 0.06454126428059224
Position 7617: 0.056411061242107596
Position 5499: 0.047865281239901226
Position 7865: 0.039051724490034787
Position 7738: 0.03775727293025261
Position 2977: 0.03271018620799854
Position 6315: 0.030136138029582826
Position 8439: 0.025199598562021502
Position 2286: 0.023483486298452007
Position 7999: 0.02258119641148458
Position 647: 0.022108267574587042
Position 4318: 0.016187561105141777
Position 9101: 0.014526177822415026
Position 3734: 0.013616361826037374
Position 2109: 0.011270754978889281
Position 161: 0.010634950892378665
Position 3831: 0.010624438312427428
Position 6733: 0.010046515676966222
Position 6070: 0.0099176522725287
Position 6502: 0.00984290876916502
Position 1359: 0.008980157152037111
Position 9435: 0.007530320019527927
Position 6080: 0.005932074700320139
Position 3848: 0.005724112097098583
Position 6707: 0.005634751564016397
Position 1697: 0.005607012889824087
Position 1295: 0.005123183599939543
Position 5515: 0.0048512354825181675
Position 8884: 0.004355929899909004
Position 6632: 0.003599196034943578
Position 153: 0.0033701079702955876
Position 226: 0.002290143949474501
Position 617: 0.002108685474707138
Position 6469: 0.001848606013895382
Position 4490: 0.0017183078370975673
Position 849: 0.001706982243844792
Position 9426: 0.0013698476975724206
Position 7185: 0.001284556120220202
Position 4199: 0.001076287398806368
Position 398: 0.0010759084414535788
Position 1775: 0.0008469602201577179
Position 169: 0.0007110879673775656
Position 779: 0.0005019089760471318
Position 411: 0.0004927746092663496
Position 1684: 0.0004630118471661828
Position 6516: 0.000460874235955899
Position 1377: 0.00043805503021514773
Position 6433: 0.00031442362370412674
Position 6874: 0.00025723620776606557
Position 623: 0.00023984916820253725
Position 157: 0.00019596591245655935
Position 1539: 0.0001362663390288274
Position 2077: 0.00011619951742827498
Position 4340: 0.00011248898011608611
Position 1975: 9.793300576607947e-05
Position 2003: 7.582118107818906e-05
Position 2463: 6.954316970394745e-05
Position 356: 5.218109177833966e-05
Position 2142: 4.786015382089678e-05
Position 220: 4.3442869450346566e-05
Position 861: 4.064051409110384e-05
Position 426: 2.777546281716915e-05
Position 635: 2.459198433844941e-05
Position 1552: 2.4174341955471686e-05
Position 1350: 2.188655429226922e-05
Position 310: 2.1400484191940413e-05
Position 6339: 1.636295774694847e-05
Position 2405: 1.3773883353778058e-05
Position 420: 1.1186806683733825e-05
Position 286: 1.0234585048475051e-05
Position 487: 8.799697908224669e-06
Position 578: 8.471464614339519e-06
Position 1761: 7.764711915339324e-06
Position 1872: 4.2207893296784506e-06
Position 1257: 4.092175544067223e-06
Position 1886: 3.903933032062706e-06
Position 525: 3.176082376801091e-06
Position 1790: 2.6251172276279724e-06
Position 1363: 1.9546657804183e-06
Position 133: 1.8251563286085742e-06
Position 1634: 1.653844819612037e-06
Position 1300: 1.335215254210078e-06
Position 1427: 1.1218271770227628e-06
Position 1541: 1.079400309992912e-06
Position 312: 1.0027710460612171e-06
Position 435: 8.949551770050066e-07
Position 761: 8.789095714926353e-07
Position 173: 7.361024020859797e-07
Position 856: 6.896848068424306e-07
Position 677: 5.81137945872316e-07
Position 1393: 5.545956259504534e-07
Position 756: 5.049511986677994e-07
Position 1832: 4.818282938549362e-07
Position 1712: 4.505930781935437e-07
Position 785: 4.065401687244651e-07
Position 432: 3.055815972808139e-07
Position 77: 3.03218325083537e-07
Position 82: 2.929756993131521e-07
Position 659: 2.8043108969243954e-07
Position 528: 2.3238184294238705e-07
Position 1130: 1.9158326282458898e-07
Position 347: 1.776237576697231e-07
Position 963: 9.541804507495219e-08
Position 1729: 8.75484136391417e-08
Position 672: 5.621598879063859e-08
Position 1104: 2.115706639758501e-08
Position 1089: 1.137477061490086e-08
Position 1333: 4.368926009483253e-09
Position 725: 3.4357089971143974e-09
Position 501: 7.405700772736771e-10
Position 35: 5.824638505091429e-10
Position 320: 1.1463117624587036e-11
Position 543: 1.9497314733600738e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 6924: 0.47597071328728396
Position 5707: 0.28541166139751195
Position 703: 0.27063154162008346
Position 7557: 0.2678412986085839
Position 8558: 0.13108975388203511
Position 9289: 0.11458679880365634
Position 6560: 0.106373365075749
Position 5923: 0.10215079504678931
Position 730: 0.10072772889818371
Position 2541: 0.09709309596269458
Position 11040: 0.0844163057634708
Position 4125: 0.07250567946675891
Position 9262: 0.0686680611854949
Position 4357: 0.06796420006984298
Position 9660: 0.06120032089822673
Position 8918: 0.060385834573884585
Position 774: 0.05343360273157608
Position 564: 0.050217180536697194
Position 848: 0.0347274345754316
Position 7099: 0.034362431097693436
Position 4427: 0.03334889442088497
Position 8777: 0.030356367262602005
Position 5379: 0.02777218767358219
Position 8290: 0.027635073067687994
Position 7737: 0.027234412003255323
Position 496: 0.027000304618634667
Position 3639: 0.023952769115290113
Position 756: 0.02229287378208904
Position 6356: 0.020605683281933355
Position 5982: 0.01722836896488031
Position 2816: 0.017166172896951985
Position 1907: 0.014775582524428258
Position 5844: 0.014550903656085686
Position 8172: 0.014294263941285976
Position 8651: 0.013595256422271919
Position 8502: 0.012658171084069124
Position 5412: 0.012258164143046457
Position 6258: 0.011619027104773418
Position 2058: 0.011543380720892626
Position 6243: 0.01075302050292779
Position 5183: 0.010586693932519289
Position 11312: 0.00963427653199862
Position 2859: 0.008529564336992358
Position 795: 0.008048734285420774
Position 6501: 0.007913354573824943
Position 1177: 0.00785189873153349
Position 2076: 0.007688204619327415
Position 709: 0.007003052113785093
Position 1181: 0.006566258671453008
Position 4317: 0.005924174069240486
Position 5959: 0.0055238919740021285
Position 3693: 0.005440500396041772
Position 2211: 0.005125687401231944
Position 2833: 0.004667858234484595
Position 2396: 0.004646678056433246
Position 1629: 0.004402448316054004
Position 6261: 0.004162079713925245
Position 5928: 0.00413835653639475
Position 5795: 0.0037901024226892578
Position 6105: 0.0036993748096426004
Position 9504: 0.0035344787515753707
Position 656: 0.0033319770382710693
Position 1212: 0.0029656845305369413
Position 2240: 0.002617427597531447
Position 7256: 0.0025042730519372956
Position 2630: 0.0024426458484419697
Position 5328: 0.0022946796901523285
Position 10072: 0.002110644863872294
Position 662: 0.0019359401270847467
Position 7707: 0.001843143659510093
Position 9693: 0.0018044697373692286
Position 7638: 0.0017515114530562595
Position 7514: 0.0016865129510474865
Position 1430: 0.001637746132911065
Position 8237: 0.0013725317275482835
Position 2208: 0.001366953662322477
Position 1464: 0.0010388138834222626
Position 3254: 0.0010325199323429016
Position 5452: 0.0010191930523600597
Position 2670: 0.0009086084353917562
Position 3718: 0.0008695010175679224
Position 6855: 0.0008456459043602678
Position 7285: 0.0007407749914696662
Position 4692: 0.0007209965876810126
Position 6285: 0.0006519426403295404
Position 3676: 0.0006365915286881097
Position 7463: 0.0005617928640290373
Position 2062: 0.000537920451693947
Position 2553: 0.0005262209706131419
Position 2160: 0.0005127757247163594
Position 2779: 0.0005122000399639681
Position 2866: 0.0004830203642158053
Position 1526: 0.00045212105523447936
Position 2845: 0.00043650728067401055
Position 745: 0.00039437430029870654
Position 6620: 0.00037605368153810124
Position 596: 0.00033882732835887957
Position 568: 0.00032423316326080374
Position 4717: 0.00031647895747817636
Position 3122: 0.00024348613799714665
Position 1774: 0.00020791357396165254
Position 5205: 0.00020512724535257706
Position 1999: 0.00017321668954767202
Position 2404: 0.0001716928498753112
Position 5232: 0.00016168748296376375
Position 296: 0.00015543672078287618
Position 3057: 0.0001285674553156057
Position 1013: 0.0001251740843210135
Position 5514: 0.00011158252010541362
Position 3193: 0.00011137622027832198
Position 1683: 0.00010798929404926217
Position 920: 0.00010195378074344832
Position 3380: 8.501537559135795e-05
Position 972: 7.729660651925822e-05
Position 1130: 7.4193373443437e-05
Position 6062: 6.812270231348299e-05
Position 2130: 6.660347492678942e-05
Position 331: 6.28119234600099e-05
Position 1584: 5.313564014519417e-05
Position 1404: 5.1386172966793075e-05
Position 955: 3.6193864873354436e-05
Position 1911: 3.208857294997829e-05
Position 3077: 2.958524248941512e-05
Position 1663: 1.9807059299076705e-05
Position 667: 1.8411315794840768e-05
Position 375: 1.776872496394947e-05
Position 1224: 1.7664028110688028e-05
Position 465: 1.7380579904376187e-05
Position 876: 1.7025139808887588e-05
Position 5659: 1.4175705146651994e-05
Position 1461: 1.1628721215515336e-05
Position 2247: 1.0538218931094912e-05
Position 378: 9.332951536589253e-06
Position 4157: 7.665710375791724e-06
Position 1638: 7.5051402092656024e-06
Position 2734: 6.830970668502665e-06
Position 1252: 6.574313286781771e-06
Position 1532: 6.299305335733905e-06
Position 2902: 4.691219605214102e-06
Position 1233: 4.35377295290993e-06
Position 392: 3.63380224326136e-06
Position 420: 2.4519297729634853e-06
Position 2139: 2.0920327862102503e-06
Position 2594: 1.5473547950872323e-06
Position 286: 1.2510102776805697e-06
Position 396: 1.0532437102584538e-06
Position 1660: 9.160129006150069e-07
Position 1934: 6.683709554407829e-07
Position 444: 5.763739878830527e-07
Position 635: 5.691336396524554e-07
Position 356: 4.922376837935408e-07
Position 578: 4.72112382304369e-07
Position 410: 3.6476934356885203e-07
Position 1538: 2.489530565133106e-07
Position 432: 1.9663450218674838e-07
Position 797: 1.828415660989138e-07
Position 426: 1.1538532037102044e-07
Position 1359: 9.939608841076184e-08
Position 629: 6.632370063920593e-08
Position 1552: 6.478916449359662e-08
Position 623: 6.256045592797069e-08
Position 1139: 5.193044889603668e-08
Position 606: 4.451896420785596e-08
Position 1376: 3.751681320188975e-08
Position 225: 3.296685247452674e-08
Position 256: 3.230884641321794e-08
Position 380: 3.044588075876016e-08
Position 993: 1.4965544950167163e-08
Position 617: 1.0276729898351522e-08
Position 249: 8.248792853703917e-09
Position 276: 3.735399983016881e-09
Position 264: 2.535011352626135e-09
Position 268: 2.3027158131340255e-09
Position 963: 2.280711048887357e-09
Position 1076: 2.170162903082942e-09
Position 404: 1.9621982623994332e-09
Position 601: 1.622863890119245e-09
Position 220: 9.73079758737191e-10
Position 609: 2.4074548255875713e-10
Position 233: 1.54237777488586e-10
Position 169: 6.655052184732666e-14
Position 191: 2.085642788791905e-14
Position 173: 1.5354924657057292e-14
Position 99: 8.386185515994216e-16
Position 129: 6.823138685856297e-16
