Gene = TSC1
index = 1494
Annotated 5SS: [   79  9589 15855 17421 19035 21274 22803 23259 32340 33169 33620 34051
 37321 37891 39041 40211 40971 42017 43033 43907 47199 47438]
Annotated 3SS: [ 9525 15668 17316 18881 21128 22647 23184 32163 33052 33507 33928 37250
 37785 38481 40166 40803 41833 42921 43783 47010 47275 47866]
SMsplice 5SS: [   79  9589 10156 17421 19035 19807 21274 22803 23259 32340 33169 37321
 39041 40971 43033 43907 44426 47199 47438]
SMsplice 3SS: [ 9525  9841 17316 18881 19681 21128 22647 23184 32163 33052 37250 38908
 40803 42921 43783 44180 47010 47275 48844]
top_k =  1000
Partition function (log Z): 35.83426617415405

Sorted 5' Splice Sites (High to Low Probability):
Position 47199: 0.9949797813666417
Position 17421: 0.9945871917368896
Position 37321: 0.9898498354205781
Position 22803: 0.9808239232656445
Position 9589: 0.9740584619575209
Position 43907: 0.9516054498875125
Position 21274: 0.9419290329239368
Position 47438: 0.9287297263610144
Position 40971: 0.9194186874553604
Position 43033: 0.912470697679101
Position 32340: 0.9051261525971819
Position 23259: 0.882337908299173
Position 39041: 0.8205761083323023
Position 19035: 0.7969110728055498
Position 44426: 0.7924018884962439
Position 33169: 0.7373463224585876
Position 10156: 0.6229286012215204
Position 37891: 0.5819338898219024
Position 23812: 0.5412704381972285
Position 19807: 0.45753252821210316
Position 34051: 0.45537735124544476
Position 1154: 0.4183946397351555
Position 79: 0.404976438578544
Position 22035: 0.38790834470710095
Position 50: 0.3769403258584726
Position 25525: 0.3436588451220702
Position 13413: 0.33572245653994576
Position 43453: 0.32469604422388265
Position 40126: 0.31541704164411233
Position 42652: 0.26202608273544753
Position 21838: 0.25286709223667186
Position 33620: 0.24203155415976407
Position 9842: 0.237526615042881
Position 42017: 0.21477680623390372
Position 19783: 0.21376023246340423
Position 2407: 0.21157176111700374
Position 37716: 0.19701125586271875
Position 38039: 0.1911680530291387
Position 4122: 0.1744366751884174
Position 28919: 0.1627461972154761
Position 75: 0.15868306802361343
Position 41181: 0.15346567022228377
Position 40211: 0.15313704433920347
Position 30647: 0.12746661918239996
Position 44074: 0.12711404361908
Position 23543: 0.1259279017235744
Position 18194: 0.11669549566291412
Position 4282: 0.10622484158133182
Position 43301: 0.10497716209370712
Position 15807: 0.10186274343082738
Position 20424: 0.09551709396032756
Position 23322: 0.09420702125863285
Position 16422: 0.08450049508679516
Position 5306: 0.08364600203296417
Position 16432: 0.08083496744641655
Position 1036: 0.07954863832713902
Position 42991: 0.0794742254217696
Position 33212: 0.07897766781927296
Position 15604: 0.07761544460156777
Position 21860: 0.07577829840920097
Position 4720: 0.0698779269128505
Position 15855: 0.06843859521363002
Position 23735: 0.067627947340388
Position 37896: 0.06313943253703311
Position 41879: 0.06025224822794504
Position 26086: 0.05871722069590163
Position 5026: 0.054440719943169374
Position 30023: 0.05393289652507806
Position 40929: 0.052790048004070236
Position 33240: 0.05259421441474554
Position 20895: 0.05176900446954778
Position 47938: 0.04998901104036371
Position 32356: 0.048701832185008335
Position 21311: 0.04815436469532929
Position 16436: 0.04804159173153279
Position 38001: 0.04772627213522211
Position 12449: 0.047163200002464864
Position 18297: 0.04484051079039329
Position 21794: 0.04462613748597023
Position 29213: 0.04430667523057809
Position 18157: 0.04427532280024819
Position 45858: 0.04418219497072742
Position 51499: 0.04399169397256881
Position 43240: 0.04373475902626396
Position 41939: 0.04195695156920796
Position 11357: 0.03763002240851013
Position 2527: 0.0363282099149236
Position 41468: 0.03464632677663887
Position 45167: 0.03442538473255506
Position 40135: 0.03430208884504756
Position 48820: 0.03176859572672237
Position 41683: 0.03154815271506302
Position 47303: 0.03111242820877434
