Gene = PSMB2
index = 1086
Annotated 5SS: [  503  5535 10571 32599 36612]
Annotated 3SS: [ 5411 10499 32435 36561 38469]
SMsplice 5SS: [  503  5539 10571 32599]
SMsplice 3SS: [ 5411 10499 32435 38469]
top_k =  1000
Partition function (log Z): -7.6396755935004865

Sorted 5' Splice Sites (High to Low Probability):
Position 10571: 0.99999959112458
Position 32599: 0.9968321204657147
Position 5539: 0.8262153042716576
Position 503: 0.517739191373419
Position 347: 0.4445038667195518
Position 36612: 0.17605382774051412
Position 5535: 0.14172315330833915
Position 36282: 0.11995977989403661
Position 5091: 0.09575056078302534
Position 3307: 0.05406008559111888
Position 9076: 0.0412079547369813
Position 8241: 0.03151391426808936
Position 9594: 0.029468691638189395
Position 1231: 0.02727882855043379
Position 8043: 0.024278160467117903
Position 5931: 0.021455324723447366
Position 333: 0.019984724238700714
Position 3292: 0.018259535656787867
Position 6981: 0.01794616226450332
Position 8237: 0.016570678610105635
Position 4312: 0.013835748557289116
Position 1551: 0.013183941635816383
Position 428: 0.011782608223330146
Position 8332: 0.010565314420171223
Position 5063: 0.008815729266435323
Position 1122: 0.007710981562376915
Position 270: 0.006983688619798221
Position 931: 0.006027423124057407
Position 969: 0.005481141206911752
Position 8887: 0.004869448534529937
Position 3522: 0.00430565949957634
Position 4468: 0.0039644120644761315
Position 2361: 0.003492398665694864
Position 10409: 0.003424337795673108
Position 8210: 0.0030064433233895444
Position 2357: 0.0029700126128930655
Position 8411: 0.0029655148558502408
Position 10355: 0.0027222872477279973
Position 1360: 0.0025216752145034104
Position 1904: 0.0020851792423797902
Position 1253: 0.0020826344541464235
Position 1011: 0.0020247686798522623
Position 6489: 0.0019829825223186023
Position 9034: 0.0019482048211475816
Position 1931: 0.0018618669524254241
Position 21: 0.0018055305581419065
Position 2350: 0.0016960939638643233
Position 4385: 0.001469804986110732
Position 1144: 0.0014651606581715469
Position 4151: 0.0014009113189075613
Position 7903: 0.001399179864273774
Position 3430: 0.0011200133625973142
Position 6845: 0.0010912860977692418
Position 5740: 0.0010680991282488617
Position 2425: 0.001034079723470409
Position 1570: 0.0010328381475664726
Position 3011: 0.0010321934283747422
Position 6444: 0.0009349613224511324
Position 8246: 0.0008883262289823434
Position 8843: 0.0007621773287179922
Position 1727: 0.0007523863616478841
Position 1901: 0.0007392395921220805
Position 6276: 0.000651861284523522
Position 2171: 0.000518019027059714
Position 196: 0.0004948518596963968
Position 2923: 0.000493351730945476
Position 5867: 0.0004854485586588977
Position 2809: 0.00044600984372350917
Position 2853: 0.0003288991802457045
Position 17950: 0.00013803813056712528
Position 17786: 9.871737532531976e-05
Position 14319: 8.199858248469726e-05
Position 12518: 8.05726568477302e-05
Position 12813: 7.36237867598166e-05
Position 11959: 6.072791880345062e-05
Position 296: 5.2873362060456364e-05
Position 13665: 4.098156374402377e-05
Position 93: 3.45024579031049e-05
Position 18031: 2.70163056236581e-05
Position 18830: 2.2756331342245457e-05
Position 11536: 2.206627823477605e-05
Position 13431: 1.7718640228008902e-05
Position 16616: 1.3950213735215814e-05
Position 10744: 9.687806925709469e-06
Position 164: 8.781956740741433e-06
Position 18774: 8.688524529910541e-06
Position 5480: 8.151132882211623e-06
Position 11278: 8.11323614873497e-06
Position 11530: 6.481509214961547e-06
Position 368: 6.439180263362978e-06
Position 131: 6.141264080936356e-06
Position 14722: 5.735021767557395e-06
Position 12160: 5.582531026477798e-06
Position 127: 4.633656394027471e-06
Position 12655: 4.280348646760757e-06
Position 541: 3.6448681833207345e-06
Position 469: 3.2947315207655424e-06
Position 267: 3.082916574517615e-06
Position 13631: 2.0904491071535708e-06
Position 5510: 2.0444436309332325e-06
Position 1161: 1.6219402597563207e-06
Position 5455: 1.6151387708987856e-06
Position 11465: 1.6011299176166775e-06
Position 14323: 1.4082640569288358e-06
Position 1223: 1.2374083251543747e-06
Position 380: 1.0445790368635523e-06
Position 310: 9.228123996199778e-07
Position 299: 8.166245278675791e-07
Position 12118: 7.790550069546645e-07
Position 560: 7.616039308810429e-07
Position 68: 7.365648917036907e-07
Position 417: 6.94903675664812e-07
Position 1270: 6.703978629644588e-07
Position 7927: 2.395520958501097e-07
Position 571: 2.1921086906050228e-07
Position 13395: 1.5356365077847104e-07
Position 539: 1.2534151461885643e-07
Position 454: 1.2501675591697264e-07
Position 11008: 1.1705369558995079e-07
Position 7088: 1.0583191477102248e-07
Position 580: 9.108776873478241e-08
Position 732: 8.256425669119269e-08
Position 11294: 7.703705862548039e-08
Position 12453: 7.602018174982862e-08
Position 11495: 5.884985988898324e-08
Position 10575: 5.032433243825384e-08
Position 10959: 3.5925603908538355e-08
Position 1114: 3.158607577087494e-08
Position 129: 2.2237565515364694e-08
Position 338: 1.9424896720814024e-08
Position 764: 1.5372196012168988e-08
Position 487: 1.279315329061396e-08
Position 378: 1.0586663633829177e-08
Position 373: 1.0349160657273713e-08
Position 11375: 1.0152153412292954e-08
Position 564: 9.727795294887731e-09
Position 2012: 9.616932622569432e-09
Position 1945: 9.367092747091311e-09
Position 1574: 9.265340372028295e-09
Position 11894: 9.047508467929187e-09
Position 11447: 6.95537667855242e-09
Position 1514: 6.825520217782468e-09
Position 1662: 6.799196911511337e-09
Position 2051: 6.298501639056026e-09
Position 1909: 6.272679827637881e-09
Position 1389: 5.737723540131368e-09
Position 2081: 5.619269878788325e-09
Position 290: 3.1058670183572306e-09
Position 10996: 2.671826791181881e-09
Position 448: 1.9569690404967927e-09
Position 1735: 1.9354161165620893e-09
Position 150: 1.7248589373501588e-09
Position 1377: 1.3268973922045523e-09
Position 10860: 1.0676722603508909e-09
Position 1720: 8.275998396091417e-10
Position 1744: 8.107125297390676e-10
Position 10923: 7.307362198138277e-10
Position 662: 6.506016212142027e-10
Position 10865: 5.284939742010801e-10
Position 1235: 4.842170915182113e-10
Position 1214: 4.656835422950385e-10
Position 10592: 3.688289057407157e-10
Position 274: 1.7898832893118618e-10
Position 899: 5.281160104271219e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 32435: 0.998195127712967
Position 5411: 0.936913983151211
Position 38469: 0.8941521224690795
Position 10499: 0.8250891114954472
