Gene = AL646016.1
index = 67
Annotated 5SS: [26]
Annotated 3SS: [14278]
SMsplice 5SS: [68]
SMsplice 3SS: [13121]
top_k =  1000
Partition function (log Z): -14.364794202717368

Sorted 5' Splice Sites (High to Low Probability):
Position 68: 0.5466221812028442
Position 115: 0.43122666728437464
Position 3695: 0.23922872413914978
Position 3562: 0.21789571202932942
Position 9151: 0.18839573841027643
Position 11338: 0.1868164186127796
Position 4707: 0.16459597804554185
Position 3691: 0.12498421030635422
Position 4312: 0.07638495356045359
Position 3250: 0.046680728820759555
Position 5258: 0.028584013570163668
Position 11454: 0.020759673083345292
Position 4279: 0.018029818658956608
Position 1790: 0.015075556040377025
Position 1706: 0.01355776604326508
Position 4105: 0.011803075995676749
Position 3121: 0.011801468040037962
Position 3329: 0.007939189023624423
Position 4343: 0.007176147230283227
Position 12706: 0.006678000810643551
Position 332: 0.006493326414467588
Position 4045: 0.0054518460571793305
Position 3937: 0.004471026458982946
Position 26: 0.003620574226516197
Position 233: 0.003381183442677761
Position 2478: 0.002680861454304454
Position 1518: 0.0025714087427402697
Position 484: 0.00228761696453762
Position 1260: 0.0021629997652333347
Position 1774: 0.0020197371124795398
Position 3252: 0.001562136562457297
Position 4768: 0.001332310794377142
Position 815: 0.0008817800407696793
Position 4607: 0.00061758293494683
Position 162: 0.0005866627267821796
Position 4541: 0.0005457122079267573
Position 1549: 0.0005431678580732726
Position 1720: 0.0005297966576762166
Position 522: 0.0004951313702534411
Position 1231: 0.00043997969434750827
Position 3140: 0.00043568896468676167
Position 239: 0.0003806631784870571
Position 221: 0.000345488331833364
Position 3713: 0.00033231806588546685
Position 18: 0.0003044563265997205
Position 1067: 0.00026502118830717204
Position 4874: 0.00025430411623424365
Position 2119: 0.00020015635248618683
Position 1569: 0.00019657480295341082
Position 73: 0.00018674730709116602
Position 2522: 0.00017686532487825007
Position 1268: 0.000171604020790973
Position 5025: 0.0001499003696005616
Position 45: 0.0001290970299344724
Position 2564: 0.00012219712237184692
Position 1733: 0.00010221216690576992
Position 120: 7.335620630689177e-05
Position 2629: 5.5903937632045306e-05
Position 659: 5.276134367117192e-05
Position 848: 5.0617931383260643e-05
Position 1164: 1.714256531834138e-05
Position 378: 1.4776807213985711e-05
Position 1206: 4.918550628930605e-06
Position 936: 4.488351659990369e-06
Position 440: 3.919450976790015e-06
Position 1233: 2.7931776060842384e-06
Position 1382: 2.515110154153743e-06
Position 554: 2.4503794135358267e-06
Position 840: 2.328388804344951e-06
Position 1281: 2.0208320827905845e-06
Position 482: 2.0024755936477974e-06
Position 1182: 1.5115523137688315e-06
Position 16: 1.075259594886462e-06
Position 434: 1.026899280980762e-06
Position 230: 1.0195141657404738e-06
Position 916: 1.0141964896349967e-06
Position 1684: 6.583647494421132e-07
Position 1177: 3.6914835091103056e-07
Position 576: 2.729478504210668e-07
Position 1017: 1.8447448990321991e-07
Position 1485: 1.231885937480192e-07
Position 1521: 5.011916581506544e-08
Position 2545: 4.216030170958264e-08
Position 1191: 3.032223450978306e-08
Position 638: 1.9858899819750903e-08
Position 1408: 1.884502436086547e-08
Position 717: 1.6752743696703127e-08
Position 1566: 1.5410286286485802e-08
Position 1008: 1.523695812938339e-08
Position 460: 1.447348746059231e-08
Position 845: 1.4373244499432643e-08
Position 850: 1.3213226982918123e-08
Position 1483: 1.2756471807694416e-08
Position 985: 9.317236658305056e-09
Position 164: 8.956524176488385e-09
Position 338: 8.43332994100709e-09
Position 299: 8.26202505972044e-09
Position 755: 7.124825118831538e-09
Position 393: 6.676115705915857e-09
Position 726: 5.779206179784551e-09
Position 1386: 5.777544726272029e-09
Position 401: 5.132494524481453e-09
Position 1540: 9.768590724680225e-10
Position 292: 2.359292562763228e-10
Position 532: 9.754239754075114e-11
Position 347: 6.955928387880951e-11
Position 403: 5.488244902544557e-11
Position 612: 1.141223489681675e-11
Position 667: 5.855813167050838e-12
Position 1336: 3.5979110447486186e-12
Position 701: 1.2990073900754648e-12
Position 763: 1.057642763580817e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13121: 0.506197350800159
Position 3413: 0.4600511563746369
Position 11259: 0.29577084948870597
