Gene = SEMA3B
index = 1245
Annotated 5SS: [ 162 1741 2676 2887 3401 3573 3872 5835 6038 6220 6449 6974 7326 7445
 7851 8007 8236]
Annotated 3SS: [1552 2517 2823 3280 3478 3751 5688 5925 6149 6303 6753 7233 7402 7692
 7950 8095 8692]
SMsplice 5SS: [ 162 1741 3401 3573 3872 5835 6038 6220 6974 7326 7851 8007 8236]
SMsplice 3SS: [1552 3280 3478 3751 5688 5925 6149 6753 7233 7692 7950 8095 8692]
top_k =  1000
Partition function (log Z): 22.611769672098898

Sorted 5' Splice Sites (High to Low Probability):
Position 8007: 0.9853887408924248
Position 6038: 0.9730330163952157
Position 6974: 0.945042677553304
Position 3401: 0.9181189207327277
Position 3872: 0.898925406316042
Position 190: 0.8872607211446495
Position 6220: 0.8662263058982925
Position 1741: 0.863368444745991
Position 8236: 0.8007312543461993
Position 7851: 0.7493695551977283
Position 5835: 0.7120131662473185
Position 7326: 0.6592613432130928
Position 3573: 0.6557126500534345
Position 2676: 0.48996389368220117
Position 7445: 0.45604806931939323
Position 3024: 0.14446563990847242
Position 5563: 0.12695670680386817
Position 6234: 0.06929135180113095
Position 3569: 0.06379959756837397
Position 6449: 0.053018178403521764
Position 8466: 0.04636700101163128
Position 6840: 0.04506773211759989
Position 2047: 0.038760504310003004
Position 2887: 0.036011579897382684
Position 7254: 0.035861606790317094
Position 3892: 0.03434132516994813
Position 2922: 0.030034920010298654
Position 168: 0.026690932060604355
Position 6403: 0.025970755713117057
Position 5554: 0.025864425506122255
Position 1778: 0.025817782516904954
Position 6054: 0.02318331107718427
Position 3946: 0.02168075473764716
Position 358: 0.017873400146163988
Position 2073: 0.017663831930577113
Position 2357: 0.016840551870162614
Position 8165: 0.016281724565154695
Position 4028: 0.01578366926368873
Position 105: 0.015762885477522137
Position 3204: 0.0156689991854224
Position 5775: 0.015307660540588094
Position 5459: 0.014522729926177525
Position 7585: 0.013307881850805286
Position 456: 0.012925351897638595
Position 679: 0.012396571609970479
Position 3883: 0.011444123212927228
Position 5527: 0.010478630985038278
Position 6350: 0.01019011070661908
Position 3888: 0.010165700200468
Position 8911: 0.009677201480409748
Position 1294: 0.009597588957949287
Position 2768: 0.009593777611595565
Position 1339: 0.009583923222401316
Position 8560: 0.008308154096956859
Position 5706: 0.008267496443399833
Position 4152: 0.00772811551712501
Position 6526: 0.007637367225258779
Position 375: 0.0075898957648250385
Position 2083: 0.0067527052154835775
Position 6497: 0.006403853669085035
Position 5571: 0.00615621444629346
Position 5591: 0.006125914072024527
Position 2613: 0.006037015684308713
Position 3013: 0.00603676538616068
Position 6328: 0.005958150315959066
Position 5627: 0.005573993622616258
Position 7245: 0.0055052824980282855
Position 8494: 0.005404350361708386
Position 166: 0.004790228161560254
Position 234: 0.004783601935501434
Position 1859: 0.004715303837219143
Position 3438: 0.004590397262973331
Position 6326: 0.003893133027963769
Position 7701: 0.003521860941459967
Position 3925: 0.003131999519402403
Position 7153: 0.003064167901268712
Position 1745: 0.0030594753166208336
Position 7970: 0.002880526582983586
Position 7860: 0.002697818222989155
Position 3902: 0.002678692323906226
Position 1393: 0.0026073013024939234
Position 3132: 0.0024757539557849384
Position 2103: 0.0023707213560874595
Position 405: 0.0021463367542393173
Position 2134: 0.0019512001824609389
Position 6334: 0.001898951552589514
Position 5684: 0.0017810020162739835
Position 2367: 0.0016723426034973357
Position 3150: 0.0016417419385551723
Position 6555: 0.0014981243272164462
Position 5804: 0.001494666302942247
Position 2003: 0.0014737658751705707
Position 2617: 0.0014395756738724468
Position 7664: 0.0014078964951394302
Position 1835: 0.0014042091988638048
Position 196: 0.001347168912743081
Position 3219: 0.0012734359302369446
Position 8397: 0.0012617819081141583
Position 6042: 0.0012517060731210344
Position 695: 0.0012298720097379634
Position 3004: 0.0011821406151191704
Position 881: 0.0011768430826686472
Position 3429: 0.001157792356094029
Position 53: 0.0011408052549683157
Position 8776: 0.0011158013957810295
Position 2248: 0.0011079641930785656
Position 5764: 0.0009842382753615926
Position 3165: 0.000928966492712813
Position 98: 0.0008973879343438714
Position 7276: 0.000894611714580267
Position 3896: 0.0008781945054510974
Position 1375: 0.0008519723961398537
Position 3383: 0.0007951691667251326
Position 5989: 0.0007363895812321402
Position 6050: 0.0007127739415134761
Position 7816: 0.0007051851495431321
Position 1233: 0.0006938873619273229
Position 8218: 0.0006797131928387672
Position 2998: 0.0006503155757328562
Position 2320: 0.0006322967487763803
Position 1249: 0.0006260840521799591
Position 5356: 0.0005737164889578476
Position 654: 0.0005722654542882341
Position 7790: 0.0005720253676118663
Position 5398: 0.0005164565784527447
Position 2631: 0.00047337716497039393
Position 1438: 0.0004652670273220736
Position 1266: 0.00044544713361178686
Position 6980: 0.0004291292986222592
Position 2289: 0.0004210440844361316
Position 8770: 0.00040678804657043067
Position 6532: 0.00038375296443758915
Position 587: 0.0003819604106142263
Position 7866: 0.0003647321662338927
Position 6420: 0.0003644180912150287
Position 636: 0.00033254590983072574
Position 1389: 0.00031840757311929783
Position 1998: 0.000307627265235394
Position 1363: 0.0002622767173656091
Position 5998: 0.00025952315356917143
Position 784: 0.00025845606784233283
Position 8128: 0.00025267271855432234
Position 7464: 0.00024068969247046136
Position 320: 0.00023146950939894036
Position 2373: 0.0002261673420486758
Position 8833: 0.0002150446198703769
Position 2885: 0.0002073924312449878
Position 2418: 0.0002071672820392478
Position 6886: 0.00020114419033611568
Position 1331: 0.00014865786420656854
Position 2393: 0.00014676255730968258
Position 322: 0.00014414200255831065
Position 122: 0.0001373394213325828
Position 2114: 0.00012189878539639892
Position 539: 0.00011584781091636175
Position 7470: 0.00011501733945169004
Position 8488: 0.00010777147540873901
Position 686: 0.00010395267002274521
Position 7540: 9.682141171810653e-05
Position 7523: 9.632270198005231e-05
Position 465: 9.489695049329756e-05
Position 6407: 9.167805852672948e-05
Position 7019: 8.620004566482741e-05
Position 2347: 7.895966562020621e-05
Position 1336: 7.766791234293675e-05
Position 2184: 7.093398515461056e-05
Position 7263: 6.33122175603413e-05
Position 9030: 6.122389981046054e-05
Position 1798: 6.033774474649491e-05
Position 91: 5.9510446321743294e-05
Position 9178: 5.8067400138838084e-05
Position 2609: 5.462424541904819e-05
Position 7045: 5.4047319302280924e-05
Position 8949: 4.96715576655123e-05
Position 238: 4.950389384028578e-05
Position 6816: 4.6954068456827546e-05
Position 853: 4.541219503270973e-05
Position 5123: 4.52399670684365e-05
Position 810: 4.5166758274444687e-05
Position 1074: 4.495455452121935e-05
Position 722: 4.435845489867697e-05
Position 792: 4.3544414952511664e-05
Position 5631: 4.295016648932364e-05
Position 2225: 3.868388035293351e-05
Position 7208: 3.603752941679366e-05
Position 8838: 3.53042399126114e-05
Position 6517: 3.522468267585031e-05
Position 1298: 3.3262338514286136e-05
Position 2178: 3.234164603801656e-05
Position 2137: 3.154938919781485e-05
Position 35: 3.0636246374913854e-05
Position 3833: 2.8458681965077435e-05
Position 1484: 2.6778526018911392e-05
Position 6061: 2.6497941755357465e-05
Position 232: 2.3649864777739344e-05
Position 9094: 2.345101586670453e-05
Position 103: 2.2564904681045483e-05
Position 27: 2.1749771576238276e-05
Position 1048: 2.0529119434692648e-05
Position 3577: 2.022199576792256e-05
Position 883: 1.9917731941655935e-05
Position 421: 1.7531949454499737e-05
Position 3950: 1.4699197171739466e-05
Position 6214: 1.3791220406569134e-05
Position 911: 1.266098343817453e-05
Position 823: 1.133546618568294e-05
Position 3034: 8.513168919792096e-06
Position 1397: 8.39446278759456e-06
Position 407: 7.599449017580814e-06
Position 3452: 7.116183927088106e-06
Position 1687: 5.632482651832887e-06
Position 1401: 5.587079331230471e-06
Position 1280: 3.814344883618794e-06
Position 1377: 3.023488252146497e-06
Position 1290: 2.8681223989180404e-06
Position 1050: 2.7037323452279602e-06
Position 1657: 1.7484973311283863e-06
Position 737: 1.7108019215238584e-06
Position 825: 1.5473191030574328e-06
Position 498: 1.129825316425713e-06
Position 946: 1.1036202538435597e-06
Position 1792: 7.245764745980353e-07
Position 1892: 4.020864580706003e-07
Position 1700: 3.7285144602557183e-07
Position 2377: 2.8352864372096046e-07
Position 1566: 1.714619489815668e-07
Position 1868: 1.7121949388714812e-07
Position 1901: 1.7017764567650164e-07
Position 120: 1.7906943065909276e-08
Position 8831: 1.746794133901038e-08
Position 300: 9.717260297248538e-09
Position 490: 7.567431010437318e-09
Position 6155: 5.795101490697089e-09
Position 69: 4.8890707030187636e-09
Position 8693: 5.252620202754079e-10
Position 1302: 9.64690246179556e-12
Position 885: 9.162893367941178e-12
Position 1395: 8.84181866212178e-12
Position 1225: 7.149734393678263e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5925: 0.9932985296719835
Position 8692: 0.986721639214819
Position 3751: 0.973428220932794
Position 6753: 0.9628520584049785
Position 7950: 0.9312946589155461
Position 3280: 0.9099263453144146
Position 1552: 0.8719695915363286
Position 8095: 0.8081328494369179
Position 7233: 0.7985115098587099
Position 7692: 0.7278451761174791
Position 6149: 0.6603119124243853
Position 3478: 0.6476009380574377
Position 2517: 0.4553157603350579
Position 5688: 0.42078144481598445
Position 7402: 0.254018217075664
Position 5458: 0.24703430217494765
Position 6130: 0.2288513243789843
Position 2823: 0.2116170168981377
Position 5506: 0.14403193158205868
Position 7120: 0.10625364881918296
Position 1975: 0.07254247372186708
Position 6303: 0.06351173435148864
Position 8351: 0.037275036283087704
Position 5642: 0.03713525527247413
Position 6306: 0.03388043551567058
Position 7698: 0.03355691417574294
Position 5391: 0.030888495649553708
Position 3503: 0.03049777597862855
Position 3104: 0.02893053404193514
Position 5768: 0.02815807737292379
Position 3481: 0.027561548329167525
Position 6134: 0.0246182257130191
Position 2551: 0.019127066903952016
Position 6107: 0.016801358886021144
