Gene = POLR2H
index = 1052
Annotated 5SS: [ 429 1848 3332 3509 5083]
Annotated 3SS: [1154 3247 3414 4998 6458]
SMsplice 5SS: [ 429 1848 3332 3509 5083]
SMsplice 3SS: [1707 3247 3414 4998 6394]
top_k =  1000
Partition function (log Z): -1.919632649211413

Sorted 5' Splice Sites (High to Low Probability):
Position 3332: 0.8430080150304853
Position 5083: 0.7608304214307822
Position 1848: 0.5982156410953673
Position 3509: 0.5043347805249497
Position 3526: 0.4813656903460261
Position 429: 0.34334004347507985
Position 1857: 0.3133631111707302
Position 159: 0.25345405359373896
Position 1246: 0.16254968285685517
Position 1342: 0.13684004075356368
Position 101: 0.11213244921955264
Position 1007: 0.10143371466011115
Position 261: 0.05916997167055657
Position 6118: 0.058164530058512715
Position 787: 0.049953730177115706
Position 2356: 0.034476742403248134
Position 525: 0.020532838845781536
Position 6050: 0.020245098822705917
Position 499: 0.01581781543358575
Position 1381: 0.01474401782892537
Position 425: 0.012547855543055174
Position 1197: 0.010900397506301819
Position 433: 0.010438834642702706
Position 1239: 0.009680100599009162
Position 210: 0.009655320187859761
Position 1852: 0.008527746271716591
Position 2068: 0.007365530084289802
Position 5547: 0.007201818432078703
Position 2044: 0.006945383791669539
Position 6264: 0.006537854578157641
Position 6465: 0.005084257837010004
Position 1202: 0.004522298287608768
Position 1574: 0.003972776778579766
Position 6367: 0.003829659268388204
Position 4925: 0.0033013488319043344
Position 477: 0.0031660394703833016
Position 383: 0.0030511891713072233
Position 351: 0.002935612761162589
Position 1393: 0.002864495226100044
Position 4356: 0.0025253324731096777
Position 5100: 0.002435938548992894
Position 5193: 0.0021603900572155495
Position 1673: 0.002078904704973431
Position 3169: 0.0016895137302113453
Position 6615: 0.0015959519226294704
Position 906: 0.0013753762619523153
Position 3475: 0.0013522509905045342
Position 216: 0.0013155012044209912
Position 461: 0.001234201847944295
Position 3159: 0.0012333132939642598
Position 4296: 0.0011903798128607651
Position 1630: 0.0009475980693950991
Position 269: 0.0009333467004981041
Position 1952: 0.0009195115928770949
Position 6532: 0.0009188820906869227
Position 1282: 0.0008785610230989326
Position 1446: 0.0008089093999278071
Position 556: 0.0007607835896278534
Position 762: 0.0006807492493461709
Position 6052: 0.0006767109123403164
Position 22: 0.000672280578048372
Position 129: 0.0006081476405196538
Position 2152: 0.0005961533737567997
Position 141: 0.0005473327325123213
Position 2129: 0.00048610542502051235
Position 764: 0.0004672681640033419
Position 3301: 0.0004664744159161193
Position 5601: 0.0004457443536253255
Position 166: 0.0004044800734407418
Position 891: 0.00038936840952990545
Position 3428: 0.0002988983911633609
Position 5092: 0.0002829392450636257
Position 3460: 0.00026651004544476814
Position 725: 0.0002326336384747908
Position 344: 0.0002249792791041307
Position 3263: 0.00020846020661006474
Position 1976: 0.0001958162207005317
Position 3415: 0.00018683843264657776
Position 4326: 0.0001836887414927948
Position 6075: 0.0001588052894723399
Position 4073: 0.00015254102334137892
Position 1055: 0.00014481135726828755
Position 3336: 0.000141355914868775
Position 597: 9.6643727520373e-05
Position 5014: 9.229991867338636e-05
Position 648: 8.39630970803176e-05
Position 463: 7.021180010300053e-05
Position 3857: 6.538744957826579e-05
Position 3556: 5.724666376674151e-05
Position 3196: 5.5127659199488584e-05
Position 4041: 4.931958795040861e-05
Position 560: 3.9584963218612854e-05
Position 1053: 2.985984594039089e-05
Position 4381: 2.7477614359299566e-05
Position 639: 1.5591831054587784e-05
Position 1027: 1.5422285671682025e-05
Position 6606: 1.4714338524323579e-05
Position 471: 9.202529532039993e-06
Position 714: 8.469737807930362e-06
Position 641: 6.627652700982868e-06
Position 1312: 3.651676980378368e-06
Position 535: 3.6046798136425612e-06
Position 701: 3.2722746142684476e-06
Position 1861: 2.593161981909473e-06
Position 856: 2.4755845823123902e-06
Position 956: 2.3035358355865544e-06
Position 958: 1.9309319215141156e-06
Position 1870: 1.8252155925623853e-06
Position 889: 1.2144937340631473e-06
Position 5366: 9.681862973562335e-07
Position 5307: 4.958449932511052e-07
Position 173: 3.099385655699548e-07
Position 834: 3.021094210166873e-07
Position 5742: 2.179759188110623e-07
Position 723: 1.3701551778561709e-07
Position 5087: 1.2372718779206564e-07
Position 5023: 1.2173785685558513e-07
Position 2275: 2.950333105856052e-09
Position 2992: 2.8567498242278224e-09
Position 240: 9.783955120066726e-11
Position 392: 1.3534477762349817e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3414: 0.9761680870671908
Position 3247: 0.8083378751335512
Position 4998: 0.7661901980007056
Position 1707: 0.6930813194033137
Position 6394: 0.5518006914404158
Position 1154: 0.3487190026967041
Position 6291: 0.17230283923878958
Position 6458: 0.1394502477690945
Position 1669: 0.1200123776563084
Position 5789: 0.0951016330898039
Position 6171: 0.040966221602512405
Position 301: 0.039115859434645704
Position 1507: 0.02880185572947165
Position 3199: 0.020727644649344543
Position 5520: 0.01877504370082744
Position 1948: 0.01725524477651596
Position 3068: 0.012445655233970827
Position 5955: 0.012173245022341662
Position 1951: 0.01215653944113946
Position 6819: 0.010888277468380846
Position 659: 0.00999221112130846
Position 2118: 0.009812401968284654
Position 5498: 0.009570927227250427
Position 1544: 0.007290641678877754
Position 1925: 0.007098910699371351
Position 348: 0.006775401735287532
Position 5958: 0.006596592810808711
Position 3325: 0.006508539057558303
Position 6238: 0.005905528650146658
Position 1574: 0.005523488755775656
Position 3438: 0.004768214259097171
Position 4640: 0.004707190297799199
Position 3132: 0.004164379349889335
Position 1813: 0.004089302241344769
Position 5177: 0.003291618532763502
Position 6845: 0.003113752657503778
Position 6341: 0.002944257345352091
Position 5033: 0.002790590006798234
Position 4971: 0.002731167679834205
Position 1482: 0.002728501717754019
Position 5040: 0.002601579088693241
Position 5746: 0.0021681365435540032
Position 265: 0.0018137637801719684
Position 1414: 0.001674739151535541
Position 2268: 0.0016154758034123077
Position 6025: 0.0014878090542794747
Position 180: 0.0014875226919651885
Position 4803: 0.0014677621054256817
Position 5477: 0.0014392589534902727
Position 5425: 0.0014227379916834856
Position 4007: 0.001337124618319248
Position 6253: 0.0013089913288177584
Position 2219: 0.0011944919740260033
Position 303: 0.0010784238894088818
Position 4229: 0.0010569841593579448
Position 4336: 0.0009865374263584349
Position 5616: 0.0009572032690624209
Position 6356: 0.0008943110342158223
Position 6049: 0.000876799826461174
Position 4806: 0.0008096960428307709
Position 1828: 0.0007899570458818566
Position 5164: 0.0006619445613832943
Position 5813: 0.0006275732077298692
Position 1795: 0.0006214748821302594
Position 2085: 0.0005936586695778233
Position 4883: 0.0005785150800858363
Position 1555: 0.0005464072423375294
Position 1524: 0.0005429583540893
Position 5072: 0.0005269498065821055
Position 5008: 0.0005197654566925231
Position 6501: 0.00051682038989463
Position 3456: 0.0005140165701039697
Position 920: 0.000512547031487956
Position 2930: 0.00048642226545505483
Position 4664: 0.00047880488587228855
Position 5566: 0.0004746487336673962
Position 3111: 0.00044910679414890983
Position 865: 0.00044303999215708056
Position 6102: 0.0004216328149700106
Position 2138: 0.0004030640172476115
Position 4312: 0.0003996451098438939
Position 862: 0.0003995600096411308
Position 5551: 0.00035294367297200455
Position 585: 0.0003426062533778588
Position 1963: 0.0003319450051219619
Position 5259: 0.0003271450323791072
Position 1397: 0.00027605965539346513
Position 4897: 0.0002657071721879149
Position 432: 0.00024486128090282474
Position 5336: 0.0002342494207682251
Position 6561: 0.00022449161714620112
Position 6564: 0.00020754901543469485
Position 1373: 0.000204511573044968
Position 5980: 0.00020090538116924257
Position 6198: 0.00019170486228258134
Position 3298: 0.00018907169178920062
Position 3422: 0.00018001395437067645
Position 1437: 0.00017859152206347253
Position 5795: 0.00017654479708176598
Position 5186: 0.0001756464116916375
Position 273: 0.000163420260581778
Position 4494: 0.0001601222627835687
Position 963: 0.00015722173330293864
Position 1135: 0.00015582670506259755
Position 1672: 0.00013889694178441682
Position 2304: 0.00012835658656639017
Position 5244: 0.00012234526332953713
Position 4187: 0.00012150186871018758
Position 3442: 0.00012024257175852829
Position 889: 0.00011931153676646097
Position 5069: 0.00011282154870448839
Position 4295: 0.00010678925520657446
Position 184: 0.00010568869673949766
Position 5674: 0.00010180756281651092
Position 5634: 0.00010116184662358937
Position 2236: 9.180278190123623e-05
Position 6494: 9.068275543369614e-05
Position 699: 8.869108265784507e-05
Position 1509: 8.478578142158146e-05
Position 3650: 8.3594369761967e-05
Position 3614: 8.291213107582902e-05
Position 320: 8.232529975998293e-05
Position 2262: 7.701409937408221e-05
Position 3661: 7.429381796233908e-05
Position 6531: 7.30440505768407e-05
Position 5274: 6.915624862008666e-05
Position 588: 6.86398995623747e-05
Position 2985: 6.391323069392509e-05
Position 712: 6.38541235990804e-05
Position 914: 6.337665940631351e-05
Position 2872: 6.280949415293716e-05
Position 1112: 5.688088871708069e-05
Position 3924: 5.613873641783446e-05
Position 4138: 5.36651059093178e-05
Position 524: 5.068849552653589e-05
Position 3694: 4.400478259658526e-05
Position 4165: 4.2181110431924186e-05
Position 1210: 3.808004522842823e-05
Position 1439: 3.6924278436508056e-05
Position 1976: 3.632414583336016e-05
Position 3499: 3.52662346465153e-05
Position 925: 3.4332412486569135e-05
Position 2275: 3.334149358046235e-05
Position 883: 3.299841814558718e-05
Position 6589: 3.124425783610195e-05
Position 6203: 3.0106154133487402e-05
Position 213: 2.9273053390947986e-05
Position 6118: 2.90193189613788e-05
Position 966: 2.8511680302994546e-05
Position 4024: 2.8069345507562944e-05
Position 876: 2.5235135336293382e-05
Position 4828: 2.5147165812189406e-05
Position 4144: 2.2398704418065583e-05
Position 4161: 2.1796663750852173e-05
Position 869: 2.0943670695712533e-05
Position 900: 2.0004782265334598e-05
Position 6671: 1.9942395951183526e-05
Position 834: 1.9733626123801642e-05
Position 808: 1.9664785871320988e-05
Position 5131: 1.9390126914207214e-05
Position 738: 1.9011505756374838e-05
Position 4200: 1.8354890637879068e-05
Position 4193: 1.7082538029320708e-05
Position 4738: 1.6854342005560575e-05
Position 4454: 1.6454747912822273e-05
Position 4241: 1.6156990357967075e-05
Position 4518: 1.5564478587187115e-05
Position 2187: 1.3677601201912025e-05
Position 1207: 1.3459923346808148e-05
Position 5569: 1.2464926314125336e-05
Position 969: 1.148306532506697e-05
Position 237: 9.794128429718967e-06
Position 4346: 9.608785805067688e-06
Position 5887: 9.044140943218161e-06
Position 717: 7.66428310017988e-06
Position 3611: 7.279612471642376e-06
Position 3508: 7.149872034927889e-06
Position 3711: 6.495425313877804e-06
Position 3833: 6.132985877216976e-06
Position 810: 5.902063865323947e-06
Position 196: 5.257267867491956e-06
Position 931: 5.0761201234803115e-06
Position 4112: 4.723931466354305e-06
Position 671: 4.599090866826413e-06
Position 3632: 3.533640043683922e-06
Position 316: 3.161953993641458e-06
Position 3936: 3.0872072619581898e-06
Position 723: 2.642649005714134e-06
Position 879: 2.6351494165977017e-06
Position 845: 2.3360443361141577e-06
Position 743: 1.669952310945545e-06
Position 476: 1.4362836438424583e-06
Position 358: 1.3802375601988272e-06
Position 938: 1.3783366341007092e-06
Position 676: 1.1982436904693747e-06
Position 902: 1.1253752340253223e-06
Position 991: 9.84249450046361e-07
Position 276: 9.174715707215619e-07
Position 308: 7.681630749933633e-07
Position 535: 6.812256175471669e-07
Position 1091: 5.815248597765611e-07
Position 750: 5.218439833334454e-07
Position 496: 4.6709977131921766e-07
Position 502: 4.172043083112867e-07
Position 821: 3.8278306525970315e-07
Position 1351: 3.555691614954519e-07
Position 762: 3.4317820067800447e-07
Position 778: 3.2613312544827565e-07
Position 1449: 2.4753454181125327e-07
Position 597: 2.273838840364928e-07
Position 2133: 1.7518046319353284e-07
Position 363: 1.7233405435542775e-07
Position 1258: 1.568837858440305e-07
Position 509: 1.407323218542283e-07
Position 681: 1.3748132627569258e-07
Position 514: 1.1599031507788579e-07
Position 690: 1.0722647183632526e-07
Position 1380: 1.0195171380855534e-07
Position 719: 9.544147014636819e-08
Position 4646: 9.444308964353045e-08
Position 381: 8.885383140722388e-08
Position 4808: 7.78984991593453e-08
Position 1345: 6.065974119289286e-08
Position 1457: 5.8212704181819465e-08
Position 1446: 3.2454913691766114e-08
Position 3962: 2.2147623945611555e-08
Position 1226: 3.455890909249535e-09
Position 187: 3.039515697225616e-09
Position 379: 2.776256770406351e-09
Position 330: 1.4853124018745007e-09
Position 1087: 6.518835851380869e-10
Position 1085: 6.110704187136309e-10
Position 518: 2.948572665423016e-10
Position 370: 2.501974216550419e-10
Position 205: 1.355841138926146e-10
Position 485: 1.0925203041728021e-10
Position 444: 9.225330152993139e-11
Position 683: 3.165255103446e-11
Position 107: 5.2093115338248004e-12
Position 109: 1.9328723236602677e-12
Position 122: 1.4301523083178264e-12
Position 146: 9.851080021897477e-13
