Gene = CLSPN
index = 380
Annotated 5SS: [   82  4711  5663  6769  7525  7931  8833  9587 16184 18679 20296 20462
 21524 22022 23163 24478 26474 26788 30564 30793 31474 31937 32590 33015]
Annotated 3SS: [ 4601  5213  6606  7446  7857  8723  9011 15991 18421 20116 20396 21323
 21866 22935 24365 26397 26686 30398 30670 31345 31830 32506 32852 33321]
SMsplice 5SS: [   82  4711  6769  7525  8139  8833 18598 20536 21524 22022 24478 26474
 26788 30568 30793 31474 31937 32590 33015]
SMsplice 3SS: [ 4601  6606  7350  7857  8723 18421 20396 21323 21866 24365 26397 26686
 30398 30670 31345 31830 32506 32852 33321]
top_k =  1000
Partition function (log Z): 32.11689059485154

Sorted 5' Splice Sites (High to Low Probability):
Position 26788: 0.994515947515781
Position 31937: 0.9906290593769302
Position 31474: 0.9709002318591813
Position 26474: 0.9628197912461777
Position 33015: 0.9544831667835365
Position 8833: 0.9281441776152406
Position 21524: 0.9244631983298532
Position 24478: 0.9081441166909169
Position 32590: 0.8338432987418622
Position 18598: 0.8202008994620268
Position 82: 0.8066267057638014
Position 7525: 0.6664602205030976
Position 22022: 0.6579359041227424
Position 20536: 0.6052901192634395
Position 4711: 0.5743231493045284
Position 8139: 0.46518995163491206
Position 30793: 0.46088132933570025
Position 30722: 0.4502837351079243
Position 9116: 0.4436630198706983
Position 30568: 0.398387041293886
Position 20462: 0.37304971269810694
Position 7931: 0.3657295732264433
Position 4761: 0.2563580517313306
Position 16184: 0.22675097675357134
Position 5663: 0.2163990679957393
Position 2667: 0.21462780911976342
Position 29108: 0.20620154495358697
Position 30564: 0.18436629566740642
Position 16975: 0.17685814242935635
Position 20296: 0.16938273020280498
Position 23163: 0.16296655629463774
Position 70: 0.154059573065999
Position 7977: 0.15039450854665176
Position 2660: 0.14325066226047437
Position 7274: 0.13930816607382215
Position 26602: 0.13765840733365975
Position 2308: 0.12380274946738136
Position 30193: 0.11152357727281725
Position 30502: 0.09060086908772627
Position 18114: 0.08943319995907936
Position 6773: 0.08764027403856942
Position 30598: 0.07438340746161692
Position 32747: 0.07322304775114555
Position 7530: 0.06258141906477264
Position 7241: 0.05932070190408437
Position 30514: 0.056240952486667786
Position 5234: 0.048444421310815076
Position 30773: 0.04798115810869344
Position 7036: 0.04602083472026512
Position 9211: 0.04471706781358843
Position 32631: 0.04341291967874697
Position 3703: 0.04306528726796764
Position 17162: 0.036817306117595594
Position 20871: 0.035485264264726805
Position 7496: 0.03322900196273521
Position 21532: 0.029006605487781997
Position 2458: 0.02616667599593048
Position 467: 0.02524012993326294
Position 24795: 0.025066094503255105
Position 33168: 0.02285741051753232
Position 18679: 0.021783008930217486
Position 6754: 0.0211284133130662
Position 19194: 0.02007841617967811
Position 2384: 0.01980218567331288
Position 5238: 0.0197986221558042
Position 9098: 0.01948300042753583
Position 32646: 0.019377677457483925
Position 17999: 0.018973242724607528
Position 22026: 0.018869656058945545
Position 30897: 0.017958552365895497
Position 19742: 0.01733967674979107
Position 13589: 0.016998841191768102
Position 12709: 0.016294662760791483
Position 30465: 0.013654955112433718
Position 7231: 0.012771587771886814
Position 30590: 0.012427810821835542
Position 2673: 0.011310172950032336
Position 18716: 0.011291447243101892
Position 19914: 0.010940118948919086
Position 20944: 0.010823134617385316
Position 5017: 0.010575624377711191
Position 3685: 0.010531758011965047
Position 22318: 0.010509139129280053
Position 31428: 0.009735929478140552
Position 28671: 0.00910409133936483
Position 8312: 0.008741066606801705
Position 17025: 0.008489376182023296
Position 26478: 0.008332339727709387
Position 2379: 0.008115462490196549
Position 2819: 0.0073746316630006956
Position 1407: 0.007148001722278355
Position 16344: 0.0070996273290137015
Position 27683: 0.007041880071311663
Position 17915: 0.00685655301287126
Position 5696: 0.00665509677433864
Position 33142: 0.0063351079199895815
Position 26259: 0.006266149955500135
Position 25228: 0.005912323087030641
Position 317: 0.005834246634598023
Position 26264: 0.0054846600983739155
Position 8037: 0.005276517757598235
Position 135: 0.00524958891902041
Position 4419: 0.004889559222626401
Position 22062: 0.004825208649232658
Position 29592: 0.004705320235652947
Position 29836: 0.0046087064825027614
Position 31768: 0.004071784977347247
