Gene = SMCP
index = 1279
Annotated 5SS: [130]
Annotated 3SS: [6085]
SMsplice 5SS: [ 130 2753]
SMsplice 3SS: [2676 6085]
top_k =  1000
Partition function (log Z): -8.510349015283193

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9783407468175258
Position 2753: 0.584921148000539
Position 1740: 0.08984409644434964
Position 4118: 0.03331625139131626
Position 1766: 0.0318009832826116
Position 2845: 0.029083092231455564
Position 1543: 0.019068422436370844
Position 1260: 0.018752036230640097
Position 606: 0.01417338226897152
Position 515: 0.0131584156445731
Position 376: 0.008987429835420313
Position 3592: 0.007260691307454721
Position 3934: 0.005881624770451301
Position 498: 0.005708066479515168
Position 2553: 0.005403937977962269
Position 2029: 0.004523070453918148
Position 1573: 0.004468675412839038
Position 3541: 0.004191856602147351
Position 2043: 0.0032504375524063144
Position 2778: 0.003143019482448057
Position 6315: 0.0029110811818510328
Position 2955: 0.0028811884505675874
Position 5204: 0.002445499302463548
Position 2477: 0.002240241887681734
Position 336: 0.002104426209575068
Position 531: 0.0020525426566678265
Position 1377: 0.002050204529720769
Position 5214: 0.0018351348737661627
Position 327: 0.0016739596132044978
Position 2542: 0.0016508327087239353
Position 5919: 0.001452530239604614
Position 701: 0.0013483060251958609
Position 1182: 0.001242488866498979
Position 5357: 0.0009405293904850699
Position 113: 0.0008623345676371525
Position 3975: 0.0007793030013073038
Position 2098: 0.0007747211214985208
Position 623: 0.0006099578472151846
Position 4140: 0.0005633512374662236
Position 2744: 0.0005411420491283372
Position 2007: 0.00043976927764561186
Position 3890: 0.0004188642205289064
Position 413: 0.0004110653611489836
Position 5477: 0.00041098763859454224
Position 3189: 0.00040997313140966516
Position 111: 0.000397444793108919
Position 2304: 0.000394729214384161
Position 2151: 0.0003655819063347162
Position 1047: 0.0003381241535251832
Position 461: 0.00028333469055388035
Position 5306: 0.0002750386987458161
Position 1683: 0.0002311950219337811
Position 1704: 0.00016751750305593583
Position 104: 0.00016049483208841804
Position 850: 0.00011039189144161866
Position 1534: 5.992816634912358e-05
Position 2101: 5.7910744332345494e-05
Position 2039: 5.783115417982374e-05
Position 423: 5.492220325716619e-05
Position 963: 4.072417932031749e-05
Position 1647: 3.8864538810720324e-05
Position 1680: 3.669629433368319e-05
Position 235: 2.7797464104072534e-05
Position 1184: 2.6719551862582087e-05
Position 645: 2.2974686869830623e-05
Position 539: 2.253355577245431e-05
Position 157: 2.2276758073551444e-05
Position 1730: 2.18316508736483e-05
Position 2031: 2.113003300326491e-05
Position 88: 1.846799566551737e-05
Position 2498: 1.65464725530047e-05
Position 2458: 1.5927764710999885e-05
