Gene = MECR
index = 827
Annotated 5SS: [  202 14345 14928 24171 27802 28990 30417 34735 34992]
Annotated 3SS: [14246 14795 24026 27698 28886 30342 34673 34918 36752]
SMsplice 5SS: [  202   623 10099 14345 14928 24171 27802 28990 29559 30417 34992]
SMsplice 3SS: [  525  9989 14246 14795 24026 27698 28886 29413 30342 34918 36752]
top_k =  1000
Partition function (log Z): 5.41937274481986

Sorted 5' Splice Sites (High to Low Probability):
Position 27802: 0.9831841955220665
Position 24171: 0.9730959923607764
Position 28990: 0.9470577603766304
Position 34992: 0.8999086363807925
Position 30417: 0.8816852904736379
Position 14345: 0.8764982244798993
Position 10099: 0.7790668923963713
Position 14928: 0.7614112514251272
Position 623: 0.7465555653810131
Position 29559: 0.5954844484054885
Position 17728: 0.5852958184494447
Position 7793: 0.49220451961668565
Position 202: 0.47645541497167454
Position 21179: 0.4228023712832041
Position 35720: 0.38337207411649277
Position 9858: 0.3748881828496599
Position 8090: 0.3204981691242074
Position 578: 0.23406228393618264
Position 371: 0.21784723370978937
Position 345: 0.20833222751433583
Position 13237: 0.18984546638681873
Position 24892: 0.18255422064050633
Position 18802: 0.17337770155224094
Position 6696: 0.14013128857944215
Position 10095: 0.1334576995225811
Position 21274: 0.13013920323749356
Position 30523: 0.10230733423147373
Position 34735: 0.09806057373950156
Position 6257: 0.0927660884074679
Position 8362: 0.08531421860947255
Position 27208: 0.08320801140515469
Position 32723: 0.08302978076719894
Position 33136: 0.08069591209093432
Position 29848: 0.0782302288643407
Position 30177: 0.07472223046755926
Position 14674: 0.07172603428909713
Position 28315: 0.06791598294367304
Position 31874: 0.06772275952911617
Position 6237: 0.06470003765016392
Position 13291: 0.06381838095285956
Position 13326: 0.05827907584961222
Position 21715: 0.05342298074156137
Position 31900: 0.053227111288018054
Position 33684: 0.04775901756931961
Position 5087: 0.040415745024585746
Position 24636: 0.04022048846133883
Position 5441: 0.0345308711406222
Position 5510: 0.03420372799263046
Position 6050: 0.030380230730196925
Position 194: 0.029152894539488827
Position 26329: 0.028200465374034575
Position 15021: 0.027174057141526358
Position 4529: 0.02679994686751658
Position 3223: 0.024797243291147734
Position 6247: 0.024752329899709137
Position 32734: 0.02393909488883684
Position 32971: 0.022703539146255496
Position 5567: 0.022688459311036913
Position 402: 0.022580168236394103
Position 349: 0.022525868212154406
Position 21187: 0.02243171972408617
Position 33833: 0.021078776053449873
Position 29330: 0.01909943088615436
Position 30057: 0.01889834711324454
Position 36830: 0.016867765374115214
Position 28243: 0.016568983274114032
Position 5305: 0.015994620341551333
Position 28526: 0.015121602749606528
Position 18998: 0.014935291784628133
Position 32730: 0.014838604636760665
Position 19780: 0.014538742724358875
Position 31815: 0.012919265881480735
Position 19809: 0.012818048692137643
Position 14546: 0.012415690910886963
Position 33063: 0.012254566271317867
Position 20445: 0.010771525962012701
Position 7876: 0.009517163018032725
Position 17995: 0.00935518864273171
Position 709: 0.009072667733424737
