Gene = CAAP1
index = 270
Annotated 5SS: [  392  5492  6701  7995 31739]
Annotated 3SS: [ 5290  6615  7918 31664 50156]
SMsplice 5SS: [  392  5230  5492  6701  7995 23397 28597 31739]
SMsplice 3SS: [ 5081  5339  6615  7918 23300 28472 31664 50156]
top_k =  1000
Partition function (log Z): -19.025687947386334

Sorted 5' Splice Sites (High to Low Probability):
Position 7995: 0.9899264291289167
Position 392: 0.986110759539571
Position 6701: 0.8154493352516883
Position 5492: 0.7241352158938082
Position 4530: 0.5445420220768886
Position 5230: 0.46251393708508126
Position 6479: 0.3897941096530218
Position 5218: 0.2962386072048677
Position 6516: 0.22547356110104957
Position 24055: 0.2230024714174967
Position 5393: 0.10712568473619191
Position 6922: 0.0753506461665822
Position 6768: 0.06902649396876567
Position 2603: 0.06738468421129962
Position 4862: 0.059085303870047894
Position 5849: 0.05182518859117031
Position 8328: 0.05078453631499961
Position 16503: 0.024063810343115267
Position 4592: 0.015489770084956809
Position 2559: 0.011653466911896374
Position 18230: 0.01087546247366621
Position 7365: 0.010328246682508452
Position 546: 0.010276563068745708
Position 5361: 0.007619513595017758
Position 4866: 0.005390691381010637
Position 3671: 0.005347612757530791
Position 10439: 0.004818089904797784
Position 6483: 0.0034825111302184924
Position 2121: 0.0034627060233597376
Position 6141: 0.003345003852545292
Position 8436: 0.003131274233566293
Position 957: 0.002718863640646267
Position 9784: 0.0025968108119994123
Position 506: 0.0024663519260634446
Position 8771: 0.0022990057132182976
Position 10284: 0.002077631214799703
Position 4423: 0.002069787992668253
Position 7307: 0.0020324626277251926
Position 1183: 0.0020275128054378904
Position 5851: 0.002012927018916964
Position 7497: 0.001801832945836737
Position 1158: 0.0017926434504725774
Position 10087: 0.0015087169928513376
Position 3650: 0.0014443454096312314
Position 4086: 0.0013486421763418996
Position 5834: 0.0012728442721176385
Position 9980: 0.0012698703232873866
Position 2517: 0.0012185902651023805
Position 2838: 0.001109663858542972
Position 3606: 0.0009507222387795484
Position 4349: 0.0009130435587666505
Position 12632: 0.0008159251104958856
Position 2511: 0.0007783761436162805
Position 3310: 0.0007739477709737016
Position 1781: 0.0007090270330693011
Position 10341: 0.0006939762670859839
Position 5122: 0.0006421403092357708
Position 2757: 0.0006352637759759652
Position 4773: 0.0006256044331775743
Position 6261: 0.0006174269546997625
Position 6393: 0.0006076102863622058
Position 7991: 0.0005027256493543555
Position 5234: 0.0004839349278078796
Position 8854: 0.00047966470383851463
Position 4478: 0.00046698309314044644
Position 396: 0.0004608095547025917
Position 5252: 0.0004085429322075462
Position 2697: 0.0003799020392111241
Position 3081: 0.00037824305547399264
Position 2784: 0.0003642521753534407
Position 1831: 0.00036236657768460456
Position 242: 0.0002778085010684943
Position 1298: 0.0002500800800040706
Position 4596: 0.00023656909000178627
Position 3212: 0.00023417028352163682
Position 1487: 0.0002324199583977641
Position 288: 0.00022145085802369207
Position 2653: 0.00020413827982821431
Position 2275: 0.00018589566451704973
Position 1658: 0.00018006734917753634
Position 6175: 0.00017289464170294159
Position 2608: 0.00014559785860797155
Position 7163: 0.00013958457944922352
Position 9542: 0.0001376270908154622
Position 3305: 0.00013463328866569537
Position 7987: 0.00011054099848819086
Position 5225: 0.0001039850871905155
Position 7326: 8.217378993741306e-05
Position 5055: 6.617409803515109e-05
Position 842: 6.1021651672366945e-05
Position 1717: 6.012860300892297e-05
Position 173: 4.252378958319577e-05
Position 5442: 3.567995428369449e-05
Position 1060: 3.292612095495682e-05
Position 1220: 3.117952761652534e-05
Position 5670: 2.892947471260757e-05
Position 6087: 2.7834249258858835e-05
Position 354: 2.611873246297904e-05
Position 5151: 2.427491507113197e-05
Position 5434: 2.290682029202268e-05
Position 4051: 2.2829300207258413e-05
Position 9344: 2.2072109998806675e-05
Position 522: 2.0726035132506185e-05
Position 1399: 1.9608080295689005e-05
Position 1732: 1.9453363275783883e-05
Position 3269: 1.751712781252322e-05
Position 8109: 1.6411312010328733e-05
Position 1937: 1.511485525087802e-05
Position 1212: 1.4900254169291028e-05
Position 756: 1.3997700215534999e-05
Position 2303: 1.3847347616728488e-05
Position 2150: 1.3339698774136794e-05
Position 4010: 1.220479222943798e-05
Position 1622: 1.0273107502107691e-05
Position 3496: 9.69660234931638e-06
Position 4710: 8.678126692239342e-06
Position 3356: 7.642740929203671e-06
Position 10027: 6.928070281087069e-06
Position 8870: 6.878565415569523e-06
Position 4155: 6.834322827953568e-06
Position 9428: 6.616948817464995e-06
Position 3716: 6.598300808892519e-06
Position 509: 6.226975535329766e-06
Position 1131: 5.97320344722119e-06
Position 103: 5.491565550054989e-06
Position 3102: 5.418589680700023e-06
Position 2228: 5.324462573175782e-06
Position 39: 5.144059886406638e-06
Position 252: 5.116663452344669e-06
Position 6907: 5.0130456719752274e-06
Position 135: 3.223907610855612e-06
Position 181: 3.2127958713832124e-06
Position 2104: 3.0514910510981328e-06
Position 2024: 2.161484071581399e-06
Position 72: 1.8260233307673048e-06
Position 2283: 1.5636891269496375e-06
Position 1771: 1.4202687068484686e-06
Position 445: 1.3670735142008873e-06
Position 1318: 1.0925710914048313e-06
Position 798: 1.0903348041478087e-06
Position 2177: 8.564617033701634e-07
Position 922: 8.401866615882492e-07
Position 1969: 7.488012511130037e-07
Position 815: 7.097487756431483e-07
Position 1491: 5.860098704373746e-07
Position 9421: 5.678472391143924e-07
Position 1790: 5.375908896441079e-07
Position 5255: 2.957782198028295e-07
Position 28: 2.7842937263166993e-07
Position 5268: 2.549322912871216e-07
Position 306: 1.9083689131816244e-07
Position 129: 1.7600105500837136e-07
Position 371: 1.75164638938606e-07
Position 276: 1.7160124428990297e-07
Position 198: 6.828137991381358e-08
Position 540: 2.9437942272955835e-08
Position 2821: 2.4262724549514896e-08
Position 747: 2.309261690667022e-08
Position 823: 1.8445185823480303e-08
Position 5788: 1.2835773709266627e-08
Position 590: 1.232505719672577e-08
Position 3: 1.1973856280205833e-08
Position 7279: 8.883895919548722e-09
Position 5870: 8.881352124594839e-09
Position 323: 7.83835257996487e-09
