Gene = TNFRSF9
index = 1464
Annotated 5SS: [   27  2382  3271  4445  4973  5476  8153 10004]
Annotated 3SS: [ 2231  3086  4336  4834  5408  8021  9868 22241]
SMsplice 5SS: [   27  2382  4445  8153 10004 12002]
SMsplice 3SS: [ 2313  4336  8021  9868 11902 22241]
top_k =  1000
Partition function (log Z): -2.072112284811215

Sorted 5' Splice Sites (High to Low Probability):
Position 10004: 0.9936732908583593
Position 4445: 0.961310190299194
Position 2382: 0.9227715723424726
Position 8153: 0.7999208613587249
Position 27: 0.7601599717239204
Position 3271: 0.5975917481885377
Position 12002: 0.5152744240556753
Position 4973: 0.45157451874770504
Position 15044: 0.17566310001428437
Position 173: 0.16439440476227224
Position 5476: 0.15813501525745757
Position 6706: 0.09020320598413867
Position 12072: 0.08835190415931767
Position 16202: 0.052823046201508454
Position 136: 0.0374271077358791
Position 2609: 0.03376739461609743
Position 21386: 0.03371639674972154
Position 17710: 0.02522166680479109
Position 299: 0.02370071025740535
Position 21223: 0.01689180885252443
Position 8180: 0.016688479406957148
Position 12522: 0.015561199667959465
Position 872: 0.014616105425481026
Position 3654: 0.013594876418594118
Position 10224: 0.012430932467101172
Position 2423: 0.011751558753489074
Position 19744: 0.011108574763429092
Position 16825: 0.00980431320194635
Position 15825: 0.009399000796394079
Position 5320: 0.008998550842290207
Position 899: 0.008307716050464077
Position 4108: 0.008304969438690718
Position 13560: 0.008282832013773141
Position 2400: 0.008238944192722595
Position 8715: 0.008125473918070147
Position 426: 0.0078451412219926
Position 10234: 0.007262130354920397
Position 16371: 0.007032181583994708
Position 49: 0.0067806781013876015
Position 16688: 0.006295493994031992
Position 2404: 0.005854454765417547
Position 4707: 0.005582307237279489
Position 16717: 0.005413171865616318
Position 2783: 0.005359555657482291
Position 7010: 0.005022194773481259
Position 2779: 0.004969406721774456
Position 2954: 0.004956769757913429
Position 10740: 0.004794977474692148
Position 4743: 0.004647385174858324
Position 2733: 0.004645697974032399
Position 10405: 0.004413750641102032
Position 16252: 0.004033900975947496
Position 1928: 0.003990291949601197
Position 11284: 0.0039003898008699647
Position 2897: 0.0038188570904554107
Position 3017: 0.0038038003340635667
Position 3617: 0.003779083920467599
Position 3315: 0.0033803503391284114
Position 11820: 0.0031758078884976536
Position 11240: 0.002921223806640461
Position 3325: 0.0028916038730778778
Position 4679: 0.0027212113222392664
Position 2638: 0.0024464350912837295
Position 7775: 0.0023844355655323318
Position 8339: 0.0023538904756414017
Position 6873: 0.0022908883623739998
Position 10319: 0.002189664480334899
Position 2201: 0.0021540138894471286
Position 11305: 0.0020406309978523588
Position 2626: 0.0019378175460801627
Position 280: 0.0016415007334153052
Position 4064: 0.0016153263057677738
Position 9409: 0.001477730724329585
Position 2760: 0.0014750553445712694
Position 6188: 0.0014745179161183264
Position 6316: 0.0013399202237364383
Position 3971: 0.001051345110528825
Position 3256: 0.0010191777387809165
Position 8194: 0.0009747590233671338
Position 737: 0.0009207796328434398
Position 4439: 0.0009125887630670479
Position 11457: 0.0008862370923085604
Position 11559: 0.0008217874020879164
Position 548: 0.0008113577091731424
Position 9367: 0.0007722636901058189
Position 10411: 0.0007570661481182215
Position 10944: 0.0007455000363399638
Position 3567: 0.0007421627015431791
Position 7086: 0.0006466808733503681
Position 3763: 0.0006413446207364776
Position 9077: 0.0005993879675787467
Position 6185: 0.0005871333617563316
Position 760: 0.0005870784995123207
Position 12131: 0.0005283135840495278
Position 2605: 0.000508046419383051
Position 11106: 0.00045140155758052405
Position 7144: 0.0004295773079262926
Position 12044: 0.0004016394136726584
Position 15973: 0.00040045630649709505
Position 6644: 0.0003303828848765183
Position 5800: 0.000309241679007762
Position 6567: 0.0002836848698749496
Position 10735: 0.0002784962333921494
Position 332: 0.00027746591966058414
Position 7602: 0.0002744621006486455
Position 2929: 0.00023940621459627877
Position 1962: 0.00023784652813629067
Position 10354: 0.00023259018152145682
Position 389: 0.00022252480635221244
Position 3290: 0.00021865136728393774
Position 13342: 0.00020958666865115495
Position 15721: 0.00017690445210747664
Position 3097: 0.0001701843275400162
Position 4952: 0.0001583355162567215
Position 2127: 0.00015201808593832196
Position 323: 0.00013771700302417126
Position 697: 0.0001342957232666561
Position 9987: 0.00013118718910665555
Position 1624: 0.00011680263274835053
Position 10201: 0.00010824462865669444
Position 3677: 0.00010082123290285832
Position 2992: 9.29824459924644e-05
Position 587: 8.72769328787219e-05
Position 7248: 8.062396955990445e-05
Position 11554: 8.040707520415554e-05
Position 2926: 7.635353985023486e-05
Position 4573: 7.542602934084078e-05
Position 233: 6.652734855272083e-05
Position 53: 6.639818372201938e-05
Position 3011: 6.264996640024417e-05
Position 2650: 5.7700176119647085e-05
Position 707: 5.410083203249261e-05
Position 12086: 5.0506635126251505e-05
Position 819: 4.5870273278337384e-05
Position 306: 4.338944379434283e-05
Position 2793: 4.1085080395996776e-05
Position 6253: 4.102806727735895e-05
Position 142: 3.897234502021668e-05
Position 285: 3.474774228383614e-05
Position 12126: 3.2205398987255934e-05
Position 773: 2.7682595966090023e-05
Position 1640: 2.695619456428456e-05
Position 4337: 2.534127219902869e-05
Position 2652: 2.4940856383378198e-05
Position 861: 2.417331749642911e-05
Position 2645: 2.379095008611712e-05
Position 4406: 1.5264427176638936e-05
Position 12327: 4.719902780891067e-06
Position 10429: 2.563048263960792e-06
Position 2642: 2.376441187254686e-06
Position 11848: 2.172277794807704e-06
Position 2355: 2.1629674610686663e-06
Position 10809: 1.958544716464406e-06
Position 10192: 1.7217812427417032e-06
Position 2672: 1.1983907219794108e-06
Position 4451: 1.1568277774325744e-06
Position 12076: 1.0522896803272856e-06
Position 121: 1.0325396422739934e-06
Position 522: 8.329040427835878e-07
Position 10441: 3.761183455109808e-07
Position 10198: 3.23304379541267e-07
Position 140: 1.7094398909876588e-07
Position 118: 1.262854322410217e-07
Position 2478: 1.1257839324659325e-07
Position 2613: 1.1037826883829258e-07
Position 2603: 1.0907058660605023e-07
Position 177: 7.725381879872735e-08
Position 2680: 5.970369136127438e-08
Position 249: 3.156379644820995e-08
Position 214: 7.58124156276716e-09
Position 724: 7.114766058385187e-09
Position 1425: 5.821704080203598e-09
Position 448: 5.559836977010734e-09
Position 1530: 4.507246711344348e-09
Position 1329: 2.780642576742257e-09
Position 103: 2.1916632427464822e-09
Position 287: 8.404704365367671e-10
Position 20: 2.393186887527848e-10
Position 632: 1.3939214767181005e-11
Position 87: 4.496348086644669e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9868: 0.982955235822782
Position 4336: 0.8944888469144195
Position 22241: 0.6579387854388963
Position 2313: 0.6136208336934847
Position 11902: 0.573228713114707
Position 3086: 0.4117047334379456
Position 8021: 0.34943101069979055
Position 8040: 0.27187335160187004
Position 2231: 0.17140784216819155
Position 5408: 0.12036704573017168
Position 14919: 0.107284593883454
Position 4844: 0.10147250073794167
Position 4834: 0.09594488920928859
Position 4871: 0.09293288380742043
Position 4764: 0.09196913154132162
Position 21143: 0.08925079143347149
Position 16114: 0.07787461653591479
Position 2267: 0.07722706858947286
Position 3136: 0.0770730699359644
Position 7928: 0.07066692826112218
Position 8095: 0.07013880175482702
Position 6558: 0.06631542877246427
Position 14949: 0.062434349694871605
Position 2285: 0.06172327157534006
Position 17358: 0.05692882064006611
Position 3162: 0.05471952019223232
Position 12403: 0.05141337983800839
Position 21835: 0.04934341953977958
Position 8064: 0.04291799113191058
Position 16587: 0.03942228236204193
Position 2847: 0.03169594922321235
Position 4358: 0.03142008382657258
Position 2460: 0.03100376553905348
Position 11856: 0.028323327906598996
Position 4572: 0.024335015832019906
Position 5308: 0.020870019796739293
Position 683: 0.02045450219337834
Position 16559: 0.01919844172527838
Position 17869: 0.019166987563239563
Position 3181: 0.01691686074577728
Position 11034: 0.016591276606402836
Position 2498: 0.015706395263987653
Position 6601: 0.015456428688914732
Position 4391: 0.014271201299845175
Position 9882: 0.013259519114914919
Position 4569: 0.013008482639377768
Position 19663: 0.012645461765348408
Position 22521: 0.012488507994247253
Position 15504: 0.012306382857055433
Position 15525: 0.012207439011538507
Position 4879: 0.011443334125348764
Position 10090: 0.011122222814506802
Position 4191: 0.010965216415565977
Position 2723: 0.009809170514648564
Position 10126: 0.009720352127963357
Position 5223: 0.009610046761941245
Position 2242: 0.009327164604222076
Position 13456: 0.008711050200591751
Position 15307: 0.008669845768129425
Position 11775: 0.008259948217687782
Position 14293: 0.008248833983431634
Position 17661: 0.008020171998548518
Position 4918: 0.00761385853848305
Position 4230: 0.00726394619432018
Position 4897: 0.007108070469827714
Position 3363: 0.0070634944329991825
Position 3006: 0.006567924167287738
Position 4792: 0.006293894592012119
Position 7906: 0.0061963094683317645
Position 4540: 0.006088703467740407
Position 3500: 0.005995071119644457
Position 5198: 0.005571293036507475
Position 10664: 0.004938979568328663
Position 2035: 0.004900431013795098
Position 16251: 0.004661726459979375
Position 6775: 0.004624735115475981
Position 12399: 0.004302640084364362
Position 15031: 0.004175636024230928
Position 3583: 0.004152176519403668
Position 6512: 0.004054674029234616
Position 7728: 0.003949517872375421
Position 4850: 0.0038234914913633845
Position 4009: 0.0037754017906684516
Position 6750: 0.0037623505461211976
Position 14718: 0.003719381715897148
Position 6494: 0.0034912602765340616
Position 2926: 0.003187223718114118
Position 4012: 0.003159355420107108
Position 4405: 0.0031498906580051493
Position 23693: 0.003086211765727578
Position 7824: 0.0030858522144965356
Position 2329: 0.0030515143183008435
Position 14648: 0.0029772811933008072
Position 23673: 0.0029478450279871015
Position 3106: 0.0028945623193574804
Position 3034: 0.0028173667216279557
Position 11055: 0.0027615317381683054
Position 17865: 0.0027211594399541568
Position 8620: 0.0027062687305888003
Position 10156: 0.002540664242974801
Position 15174: 0.0024989492805112014
Position 12326: 0.0024654453570219373
Position 14313: 0.002357916435788421
Position 5337: 0.002349535048107582
Position 8461: 0.00231607017524019
Position 5286: 0.0023126878810381057
Position 3198: 0.002312313227248142
Position 719: 0.002272343244916595
Position 3848: 0.0022544929038426443
Position 9175: 0.002249994414435405
Position 19354: 0.0022125183720869477
Position 3195: 0.002164941803404981
Position 5179: 0.0021525289407531823
Position 11689: 0.0020891852805312522
Position 8284: 0.001947687620743167
Position 2102: 0.0018617726972519398
Position 7506: 0.0018532827680111136
Position 16970: 0.001829163502265733
Position 8623: 0.0017129235811214946
Position 5272: 0.001614519210820493
Position 15139: 0.001547224342427862
Position 1819: 0.001506389262877453
Position 6445: 0.0014994819717425222
Position 10311: 0.0014786003286684343
Position 2208: 0.0014727745054757626
Position 830: 0.0014489374720783417
Position 15276: 0.0014228765673917623
Position 14289: 0.00128944849963124
Position 6099: 0.0012558929036839898
Position 2127: 0.0012538545525902914
Position 6074: 0.0012494461531116622
Position 5347: 0.0012260047436553274
Position 1891: 0.0012212819625296507
Position 207: 0.0012119095221992885
Position 10107: 0.0010760931931476632
Position 2549: 0.0010736463200051402
Position 3872: 0.0010722352435933928
Position 4798: 0.0010679813335116148
Position 2070: 0.001053930094976847
Position 8483: 0.0010522320958868273
