Gene = ZBTB8OS
index = 1592
Annotated 5SS: [  152 15817 16634 16940 18758 23077]
Annotated 3SS: [15791 16511 16856 18704 23039 28635]
SMsplice 5SS: [  152 15817 16634 16940]
SMsplice 3SS: [15791 16473 16856 28635]
top_k =  1000
Partition function (log Z): -10.874159062738823

Sorted 5' Splice Sites (High to Low Probability):
Position 16634: 0.9482495598853794
Position 16940: 0.8111890068078409
Position 152: 0.5850952616618237
Position 18758: 0.5769969459047232
Position 15817: 0.3600094658578078
Position 15883: 0.29380378677135444
Position 844: 0.2720367746688545
Position 18377: 0.25592395378845406
Position 15852: 0.2340343907063348
Position 3342: 0.1874065103722703
Position 123: 0.1510580807423262
Position 19482: 0.12721091313202731
Position 17799: 0.09568320816216246
Position 144: 0.08224942006460677
Position 156: 0.07839543777691645
Position 183: 0.07373663702247536
Position 23077: 0.057378402154343935
Position 17323: 0.04571885721175361
Position 18345: 0.04428053831910896
Position 27669: 0.03407445700062924
Position 16159: 0.030305442052657186
Position 14838: 0.02713268854048409
Position 14831: 0.026635224316054126
Position 15856: 0.025667138566099985
Position 483: 0.02506337696007067
Position 1128: 0.02458346184891062
Position 18550: 0.017534845459884617
Position 3081: 0.017174685599358665
Position 8341: 0.01639332711013184
Position 21758: 0.01488991229926517
Position 23452: 0.013324726573870098
Position 26855: 0.010984206617293418
Position 21900: 0.0106725567040312
Position 690: 0.00801394142238989
Position 3491: 0.007613636510805709
Position 3231: 0.006498487832189134
Position 1466: 0.006199663044266044
Position 3225: 0.005634821436978053
Position 4527: 0.0052570571991931055
Position 2654: 0.005016206132289277
Position 5347: 0.004794837449039729
Position 4164: 0.004736670074969001
Position 17909: 0.003694907258215787
Position 21434: 0.003317860277126169
Position 16950: 0.002502014706747497
Position 18331: 0.0021713627536086334
Position 160: 0.001858537306707303
Position 18507: 0.0012825904033609062
Position 503: 0.0011070422588516267
Position 250: 0.0009399540607330135
Position 3031: 0.0007849427917946165
Position 19167: 0.0006970647508206204
Position 18463: 0.000557502458446812
Position 293: 0.000433301936402221
Position 2986: 0.00039124528554436726
Position 2435: 0.0003833505506845117
Position 17325: 0.0003683172310551394
Position 838: 0.00022033407238048567
Position 1418: 0.0002141851227411385
Position 917: 0.00021344980910974372
Position 2991: 0.00017825533607904255
Position 1386: 0.000143483484062758
Position 150: 0.00013262799236590014
Position 76: 9.23939123360326e-05
Position 3011: 8.298003051803755e-05
Position 32: 8.159412631845539e-05
Position 2679: 5.492830146838771e-05
Position 1585: 5.1214433978395925e-05
Position 697: 4.2376967472154116e-05
Position 1542: 3.481690184564276e-05
