Gene = ITGB3BP
index = 721
Annotated 5SS: [   87 14688 33133 44452 68326 68836 69298 76410]
Annotated 3SS: [14644 32996 44381 68246 68741 69240 76358 82111]
SMsplice 5SS: [  106   342 20506 33133 69298]
SMsplice 3SS: [  215 20389 32996 69166 82111]
top_k =  1000
Partition function (log Z): -43.006096503449896

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.8408257468790672
Position 342: 0.5468548862832262
Position 262: 0.19039854592522135
Position 87: 0.10121768722476948
Position 3463: 0.0718841838786029
Position 3070: 0.07145114127942039
Position 14688: 0.058769290894780404
Position 9778: 0.05771034231245505
Position 91: 0.049456367924924
Position 9640: 0.03969918624444306
Position 327: 0.037640717085171964
Position 11200: 0.03301434414721395
Position 4125: 0.013312824072130032
Position 11149: 0.011714006999851622
Position 8395: 0.01018583529655707
Position 39: 0.00790415904938482
Position 320: 0.007059872680461493
Position 373: 0.005044614850394545
Position 2508: 0.004203127299439146
Position 488: 0.0034936077061664007
Position 334: 0.003317740428775432
Position 4000: 0.0024040134548522353
Position 453: 0.002102637509974335
Position 1348: 0.0017719987879599342
Position 1000: 0.0016111315253918314
Position 2884: 0.0010639998707644008
Position 233: 0.000813515558576124
Position 9236: 0.0007118208541082549
Position 3505: 0.0006460934111954548
Position 423: 0.0006418633406595213
Position 459: 0.0005394092594216721
Position 4076: 0.0005163429518263166
Position 3501: 0.0003720941633775583
Position 6405: 0.00034410795313517546
Position 1748: 0.0003333139627811844
Position 7285: 0.0002903564389421458
Position 4533: 0.00025076452117412474
Position 4418: 0.00024281965435682485
Position 62: 0.0002127393345461572
Position 3727: 0.00018011035732958357
Position 249: 0.0001200810478281245
Position 1328: 0.00011301311708729205
Position 529: 0.0001066156844769281
Position 2481: 9.558630556288465e-05
Position 2064: 7.922137882351094e-05
Position 840: 7.24827222339367e-05
Position 1181: 5.2474110177823644e-05
Position 492: 4.264525831924488e-05
Position 2290: 3.3403027773367744e-05
Position 768: 2.9881298932981735e-05
Position 585: 2.458350774009784e-05
Position 467: 1.3977386184891439e-05
Position 1969: 1.1079577965019238e-05
Position 293: 1.0327859633365748e-05
Position 276: 8.472699593204302e-06
Position 538: 8.030544897310484e-06
Position 3703: 6.146730370216617e-06
Position 150: 6.04480768242467e-06
Position 2912: 4.07658769798788e-06
Position 6277: 2.783260253441983e-06
Position 2231: 2.286872355312725e-06
Position 1369: 2.116775531875807e-06
Position 1004: 1.7085516597216536e-06
Position 114: 1.5048569251076925e-06
Position 396: 1.484546996153786e-06
Position 189: 1.4613771123064634e-06
Position 31: 1.273058674399634e-06
Position 1365: 1.2590098182257012e-06
Position 416: 9.270886988875758e-07
Position 158: 7.37943382642216e-07
Position 419: 7.201453099231955e-07
Position 589: 6.869677292143555e-07
Position 59: 4.2687980075927264e-07
Position 446: 1.4525941149524492e-07
Position 830: 9.687833439234137e-08
Position 1162: 5.466005676537197e-08
Position 347: 4.910416482456425e-08
Position 854: 2.9512726144914433e-08
Position 956: 9.498589035929754e-09
Position 651: 8.39441184099859e-09
Position 427: 7.311236213632121e-09
Position 666: 6.4640774424520165e-09
Position 199: 5.3054527485984175e-09
Position 21: 3.451696272865481e-09
Position 886: 4.1911218425378194e-10
Position 43: 1.097892561589775e-10
Position 170: 5.623670423816496e-12
Position 208: 1.367945198802038e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 215: 0.9497973595198863
Position 15855: 0.1420505738953634
Position 13033: 0.11262023703257441
Position 13052: 0.09968582275021434
Position 19173: 0.0958625606954954
Position 9606: 0.08926068922098113
Position 14644: 0.07991530069999733
Position 13029: 0.061507611969721834
Position 8277: 0.059345791944617234
Position 3335: 0.05778101664562672
Position 11301: 0.04953973296580781
Position 2830: 0.04873606288111184
Position 11043: 0.047506180925878466
Position 9418: 0.04639306389209677
Position 3875: 0.027905525634254375
Position 2939: 0.023535809527158055
Position 6227: 0.0176813477291255
Position 2137: 0.01726366318047205
Position 3384: 0.014435955285781588
Position 2853: 0.014433346455347714
Position 14800: 0.011197867345078053
Position 7140: 0.010866600322639208
Position 15738: 0.007810244164512233
Position 13891: 0.004892340458573682
Position 1086: 0.004552558530011215
Position 1440: 0.004496789086570604
Position 13624: 0.004362901057649477
Position 13994: 0.0037731414776238765
Position 10530: 0.0037357057117367635
Position 11847: 0.0036004032306850412
Position 829: 0.0033921192563446667
Position 12794: 0.003323674977953474
Position 10674: 0.0032895540475110117
Position 8273: 0.0028770898565279113
Position 8822: 0.0027538158253397295
Position 1235: 0.002563919115987775
Position 7392: 0.0021131051319713255
Position 12648: 0.0020056305952879886
Position 1196: 0.0019231240389808654
Position 5448: 0.00191849959356852
Position 2637: 0.001871735176219643
Position 11612: 0.0017195785351944606
Position 6532: 0.0016132056284170482
Position 2971: 0.001586436324198522
Position 3127: 0.001583436415585591
Position 5640: 0.001497886886111564
Position 259: 0.0014244713332147742
Position 5574: 0.0013749058790208286
Position 11758: 0.0013509283940246189
Position 189: 0.0012589230060462908
Position 1436: 0.0012187843354294983
Position 7328: 0.0010785955982445757
Position 11442: 0.0010717380833902075
Position 931: 0.0010107040757332752
Position 9107: 0.000977613938633277
Position 3783: 0.0009392797228303637
Position 10454: 0.0008584080297264208
Position 2750: 0.0008267430571433735
Position 4281: 0.0007517765816892937
Position 6945: 0.0007005015785431527
Position 6513: 0.0006618148413050533
Position 3804: 0.0006261130561664345
Position 8433: 0.0006156268768866015
