Gene = RSRP1
index = 1216
Annotated 5SS: [ 211 1076 2370 3970]
Annotated 3SS: [ 489 2217 3885 4813]
SMsplice 5SS: [ 211 2370 3970]
SMsplice 3SS: [2217 3885 4813]
top_k =  1000
Partition function (log Z): 2.5810779958953476

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9849888465734628
Position 3970: 0.964444470420962
Position 2370: 0.9120136490401113
Position 1076: 0.5320448171576864
Position 624: 0.10446229594298363
Position 550: 0.0710634922423992
Position 4981: 0.06716669624564965
Position 2383: 0.056563829166947396
Position 4685: 0.049386038308126066
Position 3226: 0.044238905559733664
Position 633: 0.03924217798495117
Position 885: 0.038505695383223425
Position 1080: 0.03475965204232483
Position 3066: 0.031781948047409775
Position 2350: 0.016828088516746775
Position 5146: 0.015130504774444766
Position 744: 0.01303392740957311
Position 3096: 0.012249773307917409
Position 1038: 0.012029041362930683
Position 568: 0.004531037875630381
Position 909: 0.004148964009436032
Position 774: 0.003646400400608647
Position 3146: 0.0036460799624156385
Position 5025: 0.0030421466388207913
Position 1529: 0.003029912119520621
Position 3241: 0.0029189369333959252
Position 852: 0.0018112841565956991
Position 1106: 0.0016001224441634016
Position 4382: 0.0014060565851197664
Position 5135: 0.0013253503496173723
Position 579: 0.0012220873724345768
Position 2341: 0.001151440246016212
Position 927: 0.001132979285747645
Position 4315: 0.0009940210976149182
Position 1258: 0.0009759660163923326
Position 810: 0.0009216809947046189
Position 4952: 0.0009152783975513611
Position 3498: 0.0008272134903574667
Position 687: 0.0007394703561470392
Position 1996: 0.000713754929481286
Position 2016: 0.0006406928773248474
Position 4902: 0.0006158546723993738
Position 2343: 0.0005920855513659245
Position 2374: 0.0005673521018545648
Position 4746: 0.0005629006328960799
Position 3974: 0.0005520015556612697
Position 3156: 0.00047701734122766704
Position 87: 0.00047447007153601984
Position 2356: 0.00047147035348859737
Position 3195: 0.0004280046357391634
Position 1448: 0.00040507331024186967
Position 1286: 0.000376640763207805
Position 945: 0.00035538472728409193
Position 93: 0.00034475639777454983
Position 2102: 0.00032341403272157323
Position 4015: 0.0003191392471633971
Position 80: 0.0003101920911009795
Position 738: 0.0002887381571322018
Position 4343: 0.0002749520089226605
Position 3526: 0.00026676432474198705
Position 3464: 0.00026384942309111187
Position 4137: 0.0002560051346441242
Position 32: 0.00025240630841109527
Position 3395: 0.00024253153226366412
Position 4161: 0.0002396609648004062
Position 3062: 0.00022529621383074697
Position 412: 0.00021920314006612432
Position 3546: 0.00020790497552424447
Position 3416: 0.00020677113281283095
Position 5059: 0.0002018508658862783
Position 5169: 0.00019981307170496845
Position 4668: 0.00019475150002784777
Position 1111: 0.00018906186986478114
Position 891: 0.00016443101908326403
Position 3898: 0.00016195252810816192
Position 3108: 0.00015761748729712703
Position 654: 0.0001480441242812142
Position 3502: 0.0001444303139875414
Position 2882: 0.00013883308815513482
Position 264: 0.00013264546594976624
Position 1361: 0.0001308160200559684
Position 186: 0.0001305137775917651
Position 897: 0.0001265923285178519
Position 3142: 0.00011381697971924655
Position 792: 0.00011012861622193775
Position 4776: 9.941715353061208e-05
Position 3203: 9.534784135598497e-05
Position 3375: 8.548744122837414e-05
Position 4048: 8.546956306650076e-05
Position 1067: 7.842921160392891e-05
Position 434: 6.241986317851563e-05
Position 66: 5.123548960523283e-05
Position 5189: 5.075318299686515e-05
Position 1593: 4.7766064245861096e-05
Position 500: 4.413637790627936e-05
Position 4915: 4.178437515428523e-05
Position 1251: 4.0342946228256645e-05
Position 4306: 3.799121914741108e-05
Position 3235: 3.674695353159431e-05
Position 166: 3.5232850646107445e-05
Position 993: 3.115713994288409e-05
Position 5184: 2.8235047981014103e-05
Position 1323: 2.6913479562367425e-05
Position 3366: 2.5873685580282877e-05
Position 206: 2.5376970147380605e-05
Position 1084: 2.4746365715875572e-05
Position 4654: 2.4439604925859378e-05
Position 2065: 2.240814452496412e-05
Position 1587: 2.0789914073050887e-05
Position 162: 2.0240741386268267e-05
Position 4539: 1.9239851127871124e-05
Position 493: 1.874515909895938e-05
Position 873: 1.5701993783647463e-05
Position 711: 1.56906852916538e-05
Position 2036: 1.3789333835139211e-05
Position 55: 1.0751791912926986e-05
Position 1764: 8.738932761035984e-06
Position 4625: 7.676222628694131e-06
Position 558: 7.105920681444247e-06
Position 3846: 5.980496807825513e-06
Position 4987: 5.764651983410408e-06
Position 700: 5.628735587347538e-06
Position 5093: 5.4329180863811156e-06
Position 5159: 4.249973888715898e-06
Position 231: 2.908074732387275e-06
Position 215: 2.80038428925927e-06
Position 108: 2.5084578904639197e-06
Position 2583: 1.9303677013048038e-06
Position 2890: 1.682605767389509e-06
Position 253: 1.6383235920296983e-06
Position 2473: 1.2576591815340554e-06
Position 363: 1.0574638206051683e-06
Position 2570: 9.435679323489168e-07
Position 349: 6.794624933359416e-07
Position 2759: 5.48306757265347e-07
Position 2930: 3.1570822913823503e-07
Position 423: 2.241902996945862e-07
Position 481: 1.845100361373614e-07
Position 45: 1.6438505270663533e-07
Position 2387: 1.4347182740204515e-07
Position 183: 1.263694255482443e-07
Position 645: 1.1132567322626744e-07
Position 280: 8.187177133858473e-08
Position 197: 7.806282451062803e-08
Position 378: 7.173107865683662e-08
Position 648: 2.4206418302786756e-08
Position 369: 1.0928066304034946e-08
Position 58: 1.0197768062352074e-08
Position 250: 6.5894728278391825e-09
Position 294: 3.892124814951384e-09
Position 96: 6.54538379626866e-10
Position 310: 6.402112121680345e-10
Position 146: 3.7682900206491037e-10
Position 393: 1.9752750857471932e-10
Position 139: 5.1515495534391844e-11
Position 466: 6.325570902155773e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9865693173466152
Position 3885: 0.9388666717728409
Position 4813: 0.9035598337937241
Position 489: 0.286380779145755
Position 905: 0.13812993042756727
Position 908: 0.13451703991138525
Position 991: 0.09914523152380762
Position 3020: 0.08393412012636349
Position 5271: 0.0799789138285209
Position 677: 0.05902084646218156
Position 4432: 0.05712249492917211
