Gene = ATP6V1F
index = 115
Annotated 5SS: [237]
Annotated 3SS: [2550]
SMsplice 5SS: [237]
SMsplice 3SS: [2550]
top_k =  1000
Partition function (log Z): -3.3277342297981622

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.5426693115837304
Position 242: 0.41215003591622207
Position 682: 0.40619949334938293
Position 691: 0.14852033897103972
Position 1202: 0.0552967914149028
Position 1078: 0.055273312726304945
Position 604: 0.05275469238992989
Position 2378: 0.0372807582972279
Position 579: 0.01716466903002456
Position 56: 0.01679600036720041
Position 1191: 0.015363299880782874
Position 319: 0.013897294120624338
Position 1029: 0.013688518181464413
Position 2612: 0.00949070827234486
Position 92: 0.007167684146042233
Position 825: 0.00457648776232833
Position 546: 0.0036143499823622673
Position 418: 0.0027982007509293983
Position 708: 0.0027858059228030824
Position 127: 0.002456101992266133
Position 14: 0.002166087345129129
Position 773: 0.0019003919530683564
Position 1337: 0.0018987545457418847
Position 1460: 0.0018254221007628034
Position 397: 0.0016013943932434369
Position 752: 0.0009370373411761375
Position 1876: 0.0007835857027953965
Position 833: 0.00047792139526716776
Position 2157: 0.0004457315824128397
Position 280: 0.00042438247708025465
Position 492: 0.0003855061815652186
Position 1926: 0.000353446655814837
Position 1494: 0.00025205653247316724
Position 1448: 0.00024315591349529018
Position 447: 0.00022133004551637032
Position 1623: 0.00019771495317862014
Position 285: 0.00019387021673718263
Position 2882: 0.00019003956976753068
Position 1206: 0.0001869887533005045
Position 1389: 0.00018504808649059794
Position 1550: 0.00015785025871360004
Position 871: 0.00014457889803461146
Position 1083: 0.00013220646931458066
Position 2021: 0.0001312781610033962
Position 1020: 0.00010137248942101139
Position 2492: 8.175126000195864e-05
Position 190: 8.150551466073506e-05
Position 837: 7.490153772054107e-05
Position 411: 6.5001054909849e-05
Position 1177: 6.12514959214158e-05
Position 1022: 5.0858561975912264e-05
Position 1966: 5.0503015801048676e-05
Position 1195: 2.9554559040421874e-05
Position 1586: 2.8554985781593705e-05
Position 764: 2.7818862564554352e-05
Position 46: 2.7766617119339193e-05
Position 1092: 2.26441570770676e-05
Position 379: 1.3686255629597972e-05
Position 2596: 8.21569978622281e-06
Position 339: 7.923714179014366e-06
Position 134: 3.7326444117897616e-06
Position 621: 3.704590423183669e-06
Position 449: 3.3550466788687345e-06
Position 2728: 2.907658484530593e-06
Position 477: 2.453194634600526e-06
Position 30: 2.2500618398030224e-06
Position 193: 1.7912462412038004e-06
Position 831: 7.693608479881022e-07
Position 507: 3.323150360898512e-07
Position 737: 3.064205077900601e-07
Position 385: 2.052336740946604e-07
Position 1220: 1.3257494423404274e-07
Position 451: 9.061193499522041e-08
Position 106: 5.327281746419018e-08
Position 36: 3.324951990719574e-08
Position 628: 1.7460006000766838e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2550: 0.9667998565689128
Position 578: 0.49455579636491953
Position 528: 0.1324971895627848
Position 924: 0.07239139432952425
Position 977: 0.0380287306054296
Position 2293: 0.032664806789850134
Position 1070: 0.013090318958371606
Position 2459: 0.012743679831740956
Position 1798: 0.011984369984798394
Position 154: 0.009618237009614191
Position 1028: 0.006560430079322499
Position 824: 0.006271732690007999
Position 1272: 0.005546147716275652
Position 2791: 0.005433475729309957
Position 862: 0.004394582827415958
Position 2264: 0.0033279227274922146
Position 550: 0.0017088667862132948
Position 363: 0.0013975268367679432
Position 2874: 0.001294308259378049
Position 1819: 0.0011046986194253577
Position 2803: 0.0009758901107756054
Position 460: 0.0009012491666299413
Position 2715: 0.000893489505002793
Position 1150: 0.0008523394678783734
Position 2975: 0.0008493486053059312
Position 201: 0.0007638712402990617
Position 405: 0.0006890193774277137
Position 76: 0.0005649381995142978
Position 2596: 0.0005085161577160743
Position 707: 0.0005041621993131295
Position 379: 0.0004491455662097565
