Gene = LEKR1
index = 778
Annotated 5SS: [    70   3071  26676  94388 101298 116408 152969 166424 166971 185200
 198618 202096]
Annotated 3SS: [  2978  26460  94267 101121 116221 152886 166345 166766 185105 198452
 201795 219032]
SMsplice 5SS: [    70   3071  26681  37479  42202  76400  94192  94388  95456 101298
 116408 166424 166971 170064 170268 185200 198618 202096 208794]
SMsplice 3SS: [  2978  26460  37353  42111  76196  94092  94267  95295 101121 116221
 166345 166766 169998 170185 185105 198452 201943 208664 219032]
top_k =  1000
Partition function (log Z): -108.37208167787534

Sorted 5' Splice Sites (High to Low Probability):
Position 3071: 0.740001592836869
Position 70: 0.61526121703998
Position 4772: 0.4958228736490613
Position 574: 0.3603366976383367
Position 7790: 0.32135393656646544
Position 7434: 0.18570737732170362
Position 5754: 0.17259628816208533
Position 5980: 0.088129592729445
Position 4814: 0.06187563205134858
Position 3307: 0.03580439759635889
Position 10331: 0.02334198281073038
Position 1036: 0.019988219242330196
Position 553: 0.015193195189615724
Position 3352: 0.013728979740605787
Position 5581: 0.012548004000107926
Position 10515: 0.012286665726221129
Position 803: 0.010719868591365258
Position 364: 0.008829660485378806
Position 3639: 0.006908376801106815
Position 206: 0.006738420761166618
Position 3938: 0.0061746303860659895
Position 10427: 0.00574361440186044
Position 1763: 0.005735027007320825
Position 12276: 0.00533615507434893
Position 277: 0.005144316823781099
Position 433: 0.004111384705581978
Position 3490: 0.003854352762001765
Position 2266: 0.0036072097074655624
Position 1586: 0.003168336988895953
Position 4260: 0.0030483444318095305
Position 1993: 0.0028046515945491413
Position 11871: 0.0027127504277715407
Position 4458: 0.002106700024203473
Position 4803: 0.002004550447731731
Position 3705: 0.001878971338363674
Position 380: 0.001542727519831741
Position 4193: 0.0015322353693212043
Position 603: 0.001514941195298564
Position 523: 0.0013758543847390105
Position 4951: 0.0013692717204275972
Position 9108: 0.0013393339055756393
Position 663: 0.0011848570374636284
Position 1974: 0.0007968747216092182
Position 10177: 0.0007845403471427167
Position 4147: 0.0007688470929189391
Position 4506: 0.0007522067730083024
Position 1508: 0.0007221755035067332
Position 1756: 0.000710824453623452
Position 4132: 0.0007099858754840145
Position 4070: 0.000706404738985026
Position 5554: 0.0005994630025908317
Position 3295: 0.00048386953954447144
Position 736: 0.0004224463797333439
Position 3392: 0.00041644512128470704
Position 5786: 0.0004032964641788014
Position 2507: 0.0003775128054430433
Position 4115: 0.0003729325358591493
Position 3290: 0.0003579627483302768
Position 2022: 0.0003372526756653682
Position 3346: 0.00025032679266298607
Position 4522: 0.00022414715413164764
Position 3243: 0.00021205439926741762
Position 2338: 0.000167292382334077
Position 3506: 0.0001658050430443904
Position 3814: 0.00013645494748104142
Position 3494: 0.00013106022351137747
Position 3965: 0.0001253189727807362
Position 5576: 0.00012305920156255976
Position 4893: 0.0001009562885616337
Position 3826: 0.00010059117614163336
Position 3806: 8.985005981233002e-05
Position 4144: 8.934085837367103e-05
Position 3846: 8.531973368558672e-05
Position 247: 6.59364906671148e-05
Position 519: 1.0719550600037855e-05
Position 1116: 1.0623510170093616e-05
Position 249: 8.903285866886077e-06
Position 108: 8.699753843749435e-06
Position 64: 6.99570399936737e-06
Position 481: 5.701249890084113e-06
Position 122: 4.0585963392944e-06
Position 683: 3.1453511392200044e-06
Position 2395: 2.0471860193278575e-06
Position 911: 1.9798298438608345e-06
Position 3796: 1.7022956038237821e-06
Position 1559: 1.1803878035321091e-06
Position 634: 1.109861185191888e-06
Position 578: 8.459328328948364e-07
Position 544: 4.1436554808473063e-07
Position 978: 3.3125039425970216e-07
Position 751: 2.630302731175328e-07
Position 17: 2.3531598116762766e-07
Position 3583: 1.514066481585075e-07
Position 1784: 1.2680894521047273e-07
Position 3775: 1.2644775859479351e-07
Position 636: 1.1398058363851778e-07
Position 671: 9.791942390059516e-08
Position 592: 7.593660131912806e-08
Position 58: 6.566843511164105e-08
Position 471: 4.658145926751935e-08
Position 130: 4.258696403963026e-08
Position 443: 1.9569444688577942e-08
Position 437: 1.7012351195473178e-08
Position 601: 1.2052545641372131e-08
Position 41: 9.486085559101078e-09
Position 138: 8.493064878959248e-09
Position 415: 4.5521683519533745e-09
Position 420: 8.40771673529918e-10
Position 445: 4.647188984264903e-10
Position 52: 1.3850729341158193e-12
Position 516: 5.519381455580116e-13
Position 741: 1.2561790851337048e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4687: 0.5788807485767666
Position 2978: 0.46213862690775104
Position 7617: 0.26958505301749675
Position 16721: 0.2479902120928491
Position 2997: 0.19864158801725976
Position 12568: 0.12392486560870349
Position 5453: 0.1067382544816101
Position 11713: 0.10362990086231844
Position 5856: 0.09549769761152617
Position 7268: 0.09050461245785069
Position 5722: 0.08134587097922931
Position 10309: 0.08012657195999826
Position 10042: 0.07347773156919873
Position 14388: 0.054716648946094015
Position 2904: 0.051162484543923234
Position 7971: 0.04356827680228268
Position 3168: 0.04080953166462264
Position 7215: 0.040566714301179405
Position 7500: 0.03599952109257416
Position 7304: 0.03532815894357411
Position 15136: 0.03127192063917602
Position 363: 0.028628090893567888
Position 7503: 0.027702251468719775
Position 9042: 0.02729979579023127
Position 12157: 0.02537067625091359
Position 7361: 0.024968509456783448
Position 7838: 0.02445680773985044
Position 9588: 0.017527063007274375
Position 13711: 0.016658613031815296
Position 12981: 0.01609097001650151
Position 3882: 0.015907811749571794
Position 8648: 0.014552810259196282
Position 3223: 0.013240537835406891
Position 8268: 0.011083655877007003
Position 12356: 0.008841500198970724
Position 8022: 0.008474254500737641
Position 2768: 0.008415989331797767
Position 8396: 0.008183267169124835
Position 2874: 0.007516554427096295
Position 6104: 0.007381279042436806
Position 7873: 0.006780993743482826
Position 11428: 0.006265324381558058
Position 5376: 0.005587994591303552
Position 2672: 0.005249727206480338
Position 5806: 0.004560933164801515
Position 3545: 0.004379181933575757
Position 3020: 0.0041780402859298875
Position 6881: 0.004164624192049519
Position 1613: 0.004087439112508812
Position 2147: 0.00402445023542028
Position 10845: 0.003914794024928757
Position 4003: 0.003685946011181006
Position 675: 0.0034626112553243897
Position 2771: 0.0031372113014835378
Position 930: 0.0028116787337166254
Position 8794: 0.002620983735059499
Position 1920: 0.0025838346452194
Position 3573: 0.00247178836750511
Position 3290: 0.002376402655332188
Position 293: 0.0020754228579852245
Position 451: 0.001907252364036267
Position 466: 0.0017821796421339585
Position 3272: 0.0017747529164620526
Position 4325: 0.001709607815637191
Position 3733: 0.0016712603715774465
Position 828: 0.00159763431251031
Position 415: 0.0015945441347322256
Position 1666: 0.0015693309510710271
Position 5688: 0.0015669276090204943
Position 936: 0.0014787891033948924
Position 1447: 0.0014618686826773917
Position 1415: 0.0014222927097129825
Position 5867: 0.0013389383123703867
Position 7878: 0.0013237034541519822
Position 1859: 0.0013042098833574395
Position 873: 0.0012644728277624476
Position 5615: 0.0012576774336345996
Position 848: 0.001247656830425212
Position 8670: 0.0012414918335312344
Position 1893: 0.0010866571340637564
Position 1397: 0.0009573774886918132
Position 3243: 0.0008422096356239621
Position 8080: 0.0008372644128465157
Position 412: 0.0007803312482163897
Position 3458: 0.000770095731772453
Position 4393: 0.0007667666839020592
Position 3414: 0.0007467394468469152
Position 3493: 0.0007308189163600515
Position 557: 0.0007276462169111431
Position 257: 0.0006527879470034331
Position 4177: 0.0006326093814624468
Position 3269: 0.0006265846269613829
Position 1532: 0.0006200601827686185
Position 4140: 0.0005765099738278433
Position 881: 0.0005705941108799906
Position 4371: 0.00043001863914451336
Position 702: 0.0004089205485401654
Position 3860: 0.000393513718693484
Position 3958: 0.00039163634375394496
Position 1381: 0.0003686389365405964
Position 2434: 0.0003574024787297877
Position 453: 0.00033490834264564615
Position 271: 0.00031720258422722117
Position 2846: 0.00031563982245922946
Position 4845: 0.0003027656665638681
Position 4981: 0.0002839785151794134
Position 4519: 0.0002779685691738861
Position 7479: 0.0002762493223753055
Position 7529: 0.0002604541867204238
Position 2611: 0.00025886609374407333
Position 6933: 0.00024855718051530035
Position 3295: 0.0002027601978346085
Position 5329: 0.00019567024286767313
Position 471: 0.0001836374924136096
Position 6376: 0.00018334328347742142
Position 989: 0.0001776095988581157
Position 952: 0.0001709244184996039
Position 8358: 0.00015724682819439093
Position 2242: 0.0001522201009755739
Position 4692: 0.00013468575588648996
Position 5263: 0.00012524052557271132
Position 4035: 0.00011999440218669251
Position 736: 0.00011505251633769077
Position 4241: 0.00011491270973582412
Position 4731: 0.00010987070743953969
Position 3231: 0.00010862081877729767
Position 2020: 0.00010657316582898098
Position 1291: 9.884887382556685e-05
Position 477: 9.792530800573718e-05
Position 2550: 9.741210633200724e-05
Position 962: 9.53641991517238e-05
Position 4353: 9.303557121892525e-05
Position 1777: 8.870399168898277e-05
Position 2614: 8.401203132999134e-05
Position 394: 8.353757851349084e-05
Position 4579: 8.154237347655856e-05
Position 3139: 7.566354061626105e-05
Position 2482: 7.076096438436563e-05
Position 601: 6.919209829387941e-05
Position 4770: 6.740788371596617e-05
Position 369: 6.638389101674898e-05
Position 3059: 6.292276615526055e-05
Position 2122: 4.918115307254716e-05
Position 1582: 4.724708989561433e-05
Position 1294: 4.13163705753922e-05
Position 1729: 3.282198430544524e-05
Position 186: 2.9469430345639538e-05
Position 1573: 2.6876455578405833e-05
Position 2038: 2.652396257758818e-05
Position 3765: 2.4659963250145722e-05
Position 708: 2.4412270479359463e-05
Position 567: 2.133956094334183e-05
Position 3704: 2.03958645548793e-05
Position 1546: 1.8921633002340032e-05
Position 1135: 1.5354964276106838e-05
Position 159: 1.3292512744815067e-05
Position 384: 1.0229262847769554e-05
Position 157: 9.967713734294546e-06
Position 854: 9.403707579596953e-06
Position 682: 7.788078274852524e-06
Position 1955: 7.486972170304977e-06
Position 2698: 2.390275150424838e-06
Position 3220: 1.1729848489534482e-06
Position 3250: 4.481207909451603e-07
Position 993: 1.4287171741676998e-07
Position 1615: 1.1658377685644935e-07
Position 1621: 6.474622627484938e-08
Position 403: 4.9270030183792213e-08
Position 1025: 3.2003835462442273e-08
Position 135: 3.1738856757991247e-08
Position 1035: 2.7497691229189113e-08
Position 1076: 2.2301069548414226e-08
Position 155: 2.1504487849608812e-08
Position 630: 2.0273656623022766e-08
Position 163: 1.979742172183186e-08
Position 677: 1.9434882559292358e-08
Position 3306: 1.897259124849459e-08
Position 190: 1.7692245330205464e-08
Position 1826: 1.2520758023133835e-08
Position 1473: 1.0303985451364428e-08
Position 1465: 1.0263384829692307e-08
Position 679: 9.088546194377027e-09
Position 1091: 8.920751622200938e-09
Position 764: 6.337556555811199e-09
Position 192: 3.2889900411667933e-09
Position 807: 2.8137021211248468e-09
Position 198: 2.5661313261934232e-09
Position 388: 2.0666547816226532e-09
Position 578: 4.92731916583899e-10
Position 122: 4.773299705184899e-10
Position 167: 1.6182269782566494e-11
Position 760: 1.1261435078044219e-11
Position 93: 9.289067888218943e-13
