Gene = DPM2
index = 466
Annotated 5SS: [ 667 1051 1932]
Annotated 3SS: [ 960 1828 2703]
SMsplice 5SS: [  94  667 1932]
SMsplice 3SS: [ 447 1828 2703]
top_k =  1000
Partition function (log Z): -5.629257707804898

Sorted 5' Splice Sites (High to Low Probability):
Position 94: 0.896749498062007
Position 667: 0.8051419296824383
Position 1932: 0.6414454162168005
Position 1051: 0.23435563516566646
Position 2376: 0.15820477055987
Position 545: 0.11518342740247739
Position 2401: 0.073391208129085
Position 2368: 0.07227928970635406
Position 2372: 0.06490651977701915
Position 2397: 0.06388760516021018
Position 2765: 0.05448507261839617
Position 2393: 0.052612273006481455
Position 43: 0.027701424220258078
Position 2598: 0.013277854574559227
Position 2534: 0.008807132020371405
Position 1039: 0.0054137988167302685
Position 1641: 0.0042288944947810525
Position 377: 0.0040999209067175465
Position 644: 0.004036302542693736
Position 2341: 0.003656553545606237
Position 2381: 0.0022938492166109004
Position 1201: 0.0022156443983100175
Position 2824: 0.0021492414147100468
Position 2078: 0.002074014881811351
Position 979: 0.0019347260930974708
Position 1513: 0.0018490519956303841
Position 1738: 0.0015685615029157488
Position 2405: 0.0013972744436310358
Position 6: 0.0012387430293592527
Position 2082: 0.0012381307120806846
Position 1562: 0.0011181752606495468
Position 1760: 0.001083768817274222
Position 2325: 0.0010052906522998255
Position 3121: 0.0008644152615997959
Position 217: 0.0008181135396616627
Position 39: 0.0006767808495123783
Position 681: 0.0006605265549025338
Position 1334: 0.0004528628470927807
Position 1557: 0.00033618902708766276
Position 71: 0.00027865222745992096
Position 1576: 0.00021633165132449038
Position 180: 0.0001578632071713497
Position 1928: 0.00014875798864130073
Position 628: 0.00013488091536507533
Position 229: 0.00012400511179788158
Position 523: 0.00011347689660295458
Position 2383: 0.0001094808426533392
Position 1861: 0.00010838047171623284
Position 982: 9.429171329898808e-05
Position 237: 8.946913299850582e-05
Position 2356: 7.003583789300914e-05
Position 2695: 6.769738170914937e-05
Position 708: 5.0954276239492964e-05
Position 533: 4.328370249471351e-05
Position 2101: 3.4367268217754815e-05
Position 782: 2.7252671053567863e-05
Position 15: 1.570047041889345e-05
Position 720: 1.4772179690780017e-05
Position 683: 1.3418824653672559e-05
Position 434: 1.0398485176283199e-05
