Gene = NVL
index = 981
Annotated 5SS: [  317  3997 12510 12694 18588 22397 25354 25652 26665 29826 33887 36121
 40904 42613 44362 49265 55049 62354 80176 93882 97187 99162]
Annotated 3SS: [  3922  12456  12593  18529  22123  25220  25574  26529  29723  33768
  35975  40653  42393  44256  49201  54928  62253  80068  93804  97097
  99090 102716]
SMsplice 5SS: [  317  3997 12510 12694 17354 25354 26665 29826 33887 36121 44362 49265
 50777 55049 62354 63384 80176 93882 97187 99162]
SMsplice 3SS: [  3922  12391  12593  17235  25220  26529  29723  33768  35975  44256
  49201  50683  54928  62253  63163  80068  93804  97097  99090 102716]
top_k =  1000
Partition function (log Z): 18.854148571168512

Sorted 5' Splice Sites (High to Low Probability):
Position 55049: 0.9999718097671264
Position 80176: 0.9999455507922144
Position 97187: 0.997518518020841
Position 33887: 0.9866158463309485
Position 29826: 0.9858629600782887
Position 62354: 0.9775046858639006
Position 44362: 0.9731036887345426
Position 12694: 0.9668342395018278
Position 25354: 0.9655286240789336
Position 50777: 0.9453844703876387
Position 26665: 0.9339114853489675
Position 3997: 0.9145296973295046
Position 12510: 0.8581695766778309
Position 99162: 0.8359794815490238
Position 317: 0.82758129166989
Position 49265: 0.7554306409876083
Position 36121: 0.7392418980957334
Position 63384: 0.6780947915692443
Position 66710: 0.6198031531205419
Position 17354: 0.6076263301999502
Position 33607: 0.5287962843188706
Position 25652: 0.5085831973949811
Position 47938: 0.48342677035858966
Position 18588: 0.4832367873079656
Position 67115: 0.36302739291519726
Position 48246: 0.3145936241590642
Position 17338: 0.30427358764908036
Position 48287: 0.2633047069931838
Position 10539: 0.26028723282549804
Position 33237: 0.2580934625780146
Position 50548: 0.25205019167756976
Position 34547: 0.23171957743693744
Position 97493: 0.21238726415798126
Position 40904: 0.20678512086753786
Position 42613: 0.20547225751817255
Position 36093: 0.17941618556676794
Position 28697: 0.1606283243115227
Position 32891: 0.15760710786674084
Position 41339: 0.13395778434838856
Position 32090: 0.13394096572966416
Position 280: 0.13272834308562764
Position 43134: 0.12773613832531355
Position 12500: 0.11769408590658491
Position 58168: 0.10066874603138157
Position 50534: 0.0905344102678805
Position 14453: 0.08624926390868883
Position 49987: 0.08358006831069816
Position 70469: 0.07915021767781907
Position 36070: 0.07862447161192598
Position 43831: 0.07517681574678832
Position 7157: 0.07272298680454643
Position 50576: 0.07153059760151888
Position 22397: 0.06969159693227807
Position 48208: 0.06773499893724129
Position 846: 0.06541415308226688
Position 68312: 0.06535559363144124
Position 32974: 0.06312361144910415
Position 6935: 0.05840133647881959
Position 54489: 0.05242802923706352
Position 47447: 0.05046705561670335
Position 28109: 0.04263147850095336
Position 43951: 0.04200690425086522
Position 15218: 0.041872499714035914
Position 43822: 0.040948229221055926
Position 44068: 0.037978831271224076
Position 60656: 0.03741019464304974
Position 602: 0.03458532711238008
Position 44446: 0.03333485638424488
Position 23681: 0.03045787517907554
Position 16705: 0.030258418057367408
Position 36883: 0.02789624570492192
Position 51077: 0.026796338882556805
Position 36498: 0.026081381612444138
Position 28969: 0.025516350441103574
Position 48560: 0.02434825887490103
Position 26249: 0.022182815056786123
Position 15291: 0.020107871958741374
Position 871: 0.018810088283760396
Position 52353: 0.018391071894440485
Position 25361: 0.01824508311869305
Position 33050: 0.01790461197918186
Position 12678: 0.0177245174889398
Position 25359: 0.015615750653777948
Position 48740: 0.015525536727455902
Position 46647: 0.014502138428709902
Position 38706: 0.014265741670708203
Position 51333: 0.014121280224214295
Position 47697: 0.013946977027627337
Position 23098: 0.01387372874836641
Position 671: 0.013517478907443002
Position 10395: 0.013477165792135287
Position 13895: 0.013199725732296212
Position 33123: 0.013098663498436119
Position 35860: 0.012678872920071483
Position 10544: 0.012601487507384782
Position 22356: 0.01256953517144491
Position 41507: 0.012539860451095501
Position 25767: 0.012118889059149455
Position 5465: 0.011930308385437483
Position 51358: 0.011280275698269216
Position 545: 0.010506023363757208
Position 54539: 0.010025762015581011
Position 3665: 0.009103944747263401
Position 42617: 0.008723340438245485
Position 50788: 0.008553696364870052
Position 14318: 0.008458257708464992
Position 49329: 0.008452267016899348
Position 3070: 0.008434682630452078
Position 34670: 0.007233765103713306
Position 27448: 0.0066892217319043535
Position 53663: 0.006669706308817133
Position 27956: 0.00641551674630806
Position 13962: 0.006022910894332684
Position 164: 0.0059944092493077845
Position 14015: 0.005729409201815188
Position 14503: 0.00536349614997251
Position 52923: 0.005162114657201417
Position 29232: 0.005127304749988383
Position 13143: 0.005119543181353268
Position 51461: 0.005077779515212871
Position 3669: 0.0049125694941955
Position 53642: 0.00483188001782339
Position 17168: 0.004764162248191574
Position 51795: 0.0044138914072311426
Position 1302: 0.004375100075184308
Position 33228: 0.004371358317922242
Position 34628: 0.004342542211825174
Position 2574: 0.004189870319367662
Position 33368: 0.003940004004063676
Position 36703: 0.003759151982719656
Position 497: 0.0036649480375884336
Position 30373: 0.0036615440424805582
Position 29852: 0.0036598864047230014
Position 54523: 0.0035150876111689124
Position 51908: 0.0034581459441885834
Position 50027: 0.0034011458068868065
Position 527: 0.003348832958237112
Position 51748: 0.0032398916086138776
Position 35847: 0.0032286298399406732
Position 55300: 0.003194163282318965
Position 25916: 0.002982657716574563
Position 39106: 0.0028993301403530142
Position 34382: 0.002721860853756306
Position 66720: 0.0027048844396899176
Position 28755: 0.0026693643604461907
Position 3509: 0.0026039002780840754
Position 678: 0.002553659535094075
Position 43368: 0.0024685795245147236
