Gene = LEXM
index = 783
Annotated 5SS: [  158  1021  1628  1949  5869  6127  7913  8977 11060 35640]
Annotated 3SS: [  932  1462  1825  5730  5982  7750  8850 10925 35552 35737]
SMsplice 5SS: [  158  1021  1628  1949  5869  6127  7913  8977 11060 35640]
SMsplice 3SS: [  932  1488  1825  5730  5982  7750  8850 10925 35552 35737]
top_k =  1000
Partition function (log Z): 6.205918485176358

Sorted 5' Splice Sites (High to Low Probability):
Position 5869: 0.9975958823947279
Position 11060: 0.9946378646255557
Position 1628: 0.9627799884434208
Position 7913: 0.9571648862819951
Position 6127: 0.9471472303234697
Position 158: 0.9091114618259443
Position 8977: 0.8303190135130163
Position 1021: 0.7601750284893427
Position 1949: 0.7562914447798799
Position 10502: 0.5172244563437809
Position 7648: 0.38639936579916534
Position 3606: 0.20350476564396483
Position 744: 0.18715547399610893
Position 13298: 0.17687908126236396
Position 4403: 0.17572112267910414
Position 5091: 0.17351808462307217
Position 1925: 0.1458915148503528
Position 703: 0.138093456696971
Position 673: 0.09524783180776764
Position 3508: 0.09399239131693077
Position 11240: 0.09238211910409157
Position 6474: 0.07640225539271885
Position 8942: 0.06975360640195757
Position 21127: 0.06939038215934809
Position 5304: 0.06859351816440176
Position 9056: 0.06448222419842883
Position 18867: 0.05919485620299455
Position 11353: 0.0559869527717841
Position 6416: 0.055678471331873494
Position 17410: 0.053769522409588336
Position 21456: 0.05339160135946933
Position 9832: 0.05083718373622396
Position 656: 0.04805235627223883
Position 7514: 0.04558795713248563
Position 10084: 0.04250617953902551
Position 9284: 0.04100875891103276
Position 8507: 0.03854409011117625
Position 5221: 0.0374500562555147
Position 3573: 0.03578382324473666
Position 3554: 0.0330503901503933
Position 660: 0.03212011559583895
Position 11514: 0.03211572315731929
Position 2991: 0.03156971402487324
Position 2655: 0.03118436422153533
Position 6913: 0.031133102278560497
Position 17520: 0.028648925446095406
Position 4634: 0.028488224016376185
Position 1394: 0.024449019930274787
Position 8667: 0.022747400075454744
Position 5055: 0.02164631016851766
Position 11364: 0.021630302593129428
Position 3307: 0.020268446702341056
Position 8426: 0.020217270791608736
Position 4704: 0.01984827986463841
Position 5469: 0.01951646085708373
Position 10697: 0.017492103659706697
Position 5602: 0.015381941467629046
Position 1261: 0.0146988523904823
Position 8177: 0.01441141648515523
Position 12833: 0.012413778311277095
Position 1377: 0.012297634903534338
Position 21208: 0.0116324713428404
Position 9072: 0.011467094148502017
Position 10079: 0.011125899415788334
Position 6083: 0.00932185180491893
Position 4605: 0.008221656714200377
Position 480: 0.008067946740762099
Position 5262: 0.008007778682983965
Position 383: 0.007994815556959202
Position 8937: 0.006555904151925553
Position 3069: 0.006475643551469391
Position 5061: 0.006430624384258832
Position 2720: 0.006273453096459971
Position 7210: 0.006151442864372478
Position 12971: 0.00582411678889453
Position 12808: 0.005703499505259301
Position 748: 0.0056623527304127405
Position 8992: 0.005532201115826631
Position 4551: 0.005467862736580051
Position 2454: 0.005377445364799856
Position 1170: 0.004798218422846969
Position 1338: 0.004745274915874571
Position 11471: 0.004339609501622085
Position 144: 0.0041015808272272
Position 119: 0.003945255527347831
Position 697: 0.0038930619639067575
Position 7285: 0.003872375889645375
Position 650: 0.0038222628722872263
Position 309: 0.0037610415571881694
Position 4228: 0.003595778375189055
Position 7981: 0.0031636801098970705
Position 6587: 0.003152878451004228
Position 10641: 0.0031170540158981484
Position 890: 0.0030322639140622047
Position 3666: 0.0029820444305188884
Position 9168: 0.0028059166426620923
Position 9183: 0.002557564241948342
Position 4822: 0.0024342467892307564
Position 9237: 0.0022865103836048686
Position 3251: 0.0022506830200374316
Position 5403: 0.0021959537436712306
Position 13351: 0.0021474262463478024
Position 8981: 0.0021369207372786687
Position 3529: 0.0021118425613502177
Position 18243: 0.002098501512547521
Position 14248: 0.0020298048743755117
Position 4182: 0.001987189079530585
Position 2519: 0.0019390587106224565
Position 8713: 0.0017653033851528549
