Gene = HES3
index = 648
Annotated 5SS: [ 50 255 438]
Annotated 3SS: [158 355 917]
SMsplice 5SS: [ 50 255 438]
SMsplice 3SS: [158 355 917]
top_k =  1000
Partition function (log Z): 2.924552685755952

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9950614209368507
Position 438: 0.9776339580905146
Position 50: 0.8223464717771689
Position 95: 0.017020105416182145
Position 616: 0.014481788677683157
Position 607: 0.011637971724373928
Position 1010: 0.010085006148976089
Position 697: 0.007887241034080061
Position 1078: 0.004549446924822078
Position 277: 0.0021596055025214804
Position 57: 0.001424054323179698
Position 281: 0.0006291260698767542
Position 1037: 0.000571963243745499
Position 271: 0.00035686064052220696
Position 980: 0.000290431463021543
Position 406: 0.00024595398272645835
Position 701: 0.00011886426525388829
Position 659: 7.535779045803749e-05
Position 1102: 7.105769211352699e-05
Position 612: 6.880868796645119e-05
Position 394: 4.053175045317958e-05
Position 677: 3.315194431434942e-05
Position 727: 1.575996194828649e-05
Position 401: 1.5246485229455778e-05
Position 224: 1.465237953590208e-05
Position 721: 1.4563658916757505e-05
Position 285: 2.825198677535758e-06
Position 694: 2.1083939644382618e-06
Position 1234: 1.6337077532025054e-06
Position 204: 9.128693586468169e-07
Position 1159: 6.88561910200707e-07
Position 474: 5.719599540556143e-07
Position 105: 5.033209253618824e-07
Position 1254: 3.3453679305527524e-07
Position 1191: 3.0939130168990214e-07
Position 1276: 1.6748424496829954e-07
Position 1124: 1.5948898681181528e-07
Position 1274: 1.5311148236022496e-07
Position 1239: 1.399872570453771e-07
Position 952: 1.0810055159729319e-07
Position 97: 8.331854477307916e-08
Position 1204: 5.468464507367613e-08
Position 122: 9.707571840751272e-09
Position 206: 7.4387496612784175e-09
Position 147: 2.2179218843493726e-09
Position 352: 1.6704046635972108e-09
Position 730: 1.928918778142634e-10
Position 128: 1.674998198594918e-10
Position 347: 1.6289971188470368e-11
Position 929: 9.205750000055605e-13
Position 327: 8.628444778044875e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9697571087869846
Position 355: 0.9334940654487476
Position 158: 0.8093044693534062
Position 335: 0.031128761447531943
Position 143: 0.027059717374099377
Position 936: 0.016550748992835373
Position 322: 0.016183734407852743
Position 550: 0.012730517616275801
Position 525: 0.010379045744417796
Position 1191: 0.009145976767924016
Position 966: 0.008951343603165633
Position 555: 0.006251003164022426
Position 1228: 0.004256745831715896
Position 1212: 0.003925427855837253
Position 117: 0.0015483565999095904
Position 167: 0.0014342283283351979
Position 511: 0.0008988183175223332
Position 1345: 0.0007866453026029697
Position 179: 0.0006082877205238987
Position 1232: 0.0005907837239318225
Position 500: 0.0003670766264711109
Position 185: 0.0002665284451956342
Position 364: 0.00021140540997405943
Position 1358: 0.00014724861456153884
Position 1004: 0.00013893779499106343
Position 700: 0.00011160832343543874
Position 988: 6.882721966645232e-05
Position 218: 6.437097423418322e-05
Position 1369: 5.694447110179812e-05
Position 112: 5.1733601576892055e-05
Position 1087: 5.010288666875703e-05
Position 1009: 4.789811591105183e-05
Position 606: 4.707788495215515e-05
Position 633: 2.689938777522906e-05
Position 513: 2.296964782083669e-05
Position 941: 2.035222853996513e-05
Position 128: 1.7133085280453808e-05
Position 573: 1.592274168142864e-05
Position 612: 1.4087190405338939e-05
Position 379: 1.4044704375890571e-05
Position 483: 1.3231242712830143e-05
Position 1379: 1.2845394488629752e-05
Position 215: 1.005345733335844e-05
Position 120: 9.562653756674353e-06
Position 984: 9.18307564247326e-06
Position 577: 7.043141403046893e-06
Position 1045: 5.957500477253378e-06
Position 489: 5.623303976163238e-06
Position 1293: 5.47964856215547e-06
Position 1059: 5.136388457173348e-06
Position 1317: 4.510565328684186e-06
Position 659: 3.075657858802454e-06
Position 1047: 2.960871481748988e-06
Position 602: 2.8245566781972572e-06
Position 376: 2.429503049509654e-06
Position 718: 2.162750074000981e-06
Position 1071: 2.0206383644698276e-06
Position 1090: 1.7851312405004562e-06
Position 641: 1.5337268458137375e-06
Position 1017: 8.906538028669919e-07
Position 437: 7.919798280496856e-07
Position 1254: 6.752058680011607e-07
Position 443: 6.44718437331337e-07
Position 590: 4.199813870596625e-07
Position 394: 3.0557546857617186e-07
Position 485: 2.5720030092072564e-07
Position 946: 2.543924954541119e-07
Position 254: 2.2797618382344187e-07
Position 1252: 2.102057819778345e-07
Position 588: 1.9830309548092995e-07
Position 424: 1.914057324430231e-07
Position 406: 1.5480104795510927e-07
Position 469: 1.2350196972352123e-07
Position 399: 1.0273078728508955e-07
Position 656: 8.755697295478708e-08
Position 417: 7.29176139359546e-08
Position 224: 5.7976492645526907e-08
Position 649: 5.2069384278590114e-08
Position 653: 3.941902607491781e-08
Position 236: 2.026400794873979e-08
Position 623: 6.78429255260024e-09
Position 463: 5.942194413146202e-09
Position 664: 5.175122607615968e-09
Position 456: 2.4411480307792936e-09
Position 414: 1.9202585562938098e-09
Position 265: 3.4706793748745724e-11
Position 259: 1.736944020268824e-11
Position 460: 1.6662898632104186e-13
Position 448: 1.0068560190884435e-13
