Gene = PCNP
index = 1003
Annotated 5SS: [  185  5910 11417 16176]
Annotated 3SS: [ 5694 11341 16119 18531]
SMsplice 5SS: [  185 11417 16176]
SMsplice 3SS: [11341 16119 18531]
top_k =  1000
Partition function (log Z): -6.880707563986743

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9802024601244781
Position 11417: 0.892658785173767
Position 5910: 0.6501645858745041
Position 16176: 0.3878436734784675
Position 16216: 0.3381854578222242
Position 5599: 0.14681664536345324
Position 1843: 0.14080819852103607
Position 18685: 0.12612375553258198
Position 11469: 0.09132886114071498
Position 2523: 0.08868503078375149
Position 4201: 0.08113856433041093
Position 5672: 0.07872734631564504
Position 2674: 0.07554035677681688
Position 5163: 0.06640438316566624
Position 18822: 0.05718104140681506
Position 5576: 0.05146105591947973
Position 2700: 0.04817881631116792
Position 13768: 0.04690383055330658
Position 5580: 0.04480728271284807
Position 5857: 0.03974294225530334
Position 18357: 0.032299840050888214
Position 6481: 0.029073153267739783
Position 15299: 0.028807830018483735
Position 11679: 0.027283020696566587
Position 15595: 0.021654292184696618
Position 15042: 0.018364814203670997
Position 3754: 0.01606914827980178
Position 15973: 0.016043816822505122
Position 17268: 0.013145089967379403
Position 3735: 0.012702816302437378
Position 2695: 0.012469124060809994
Position 773: 0.012316344898402965
Position 2419: 0.012298462848977159
Position 6573: 0.01174224750715286
Position 18678: 0.01136720047141456
Position 17337: 0.010770761352532928
Position 13850: 0.010297545658793584
Position 5222: 0.010164326689483489
Position 5248: 0.00846274283040886
Position 395: 0.008384019696058837
Position 14978: 0.008210831779339888
Position 6008: 0.007010859756551813
Position 249: 0.006316727222462548
Position 839: 0.005397623608811323
Position 15553: 0.00489049739907563
Position 5584: 0.0046412388472417635
Position 16646: 0.004372766282445648
Position 4768: 0.004306145879401114
Position 13758: 0.003904477882101231
Position 3749: 0.003821586332957377
Position 5075: 0.0033732104219625233
Position 214: 0.0032962600256809995
Position 3091: 0.003020958236518153
Position 4960: 0.002565631954070699
Position 19432: 0.002266222660186031
Position 2478: 0.002148805969425624
Position 18729: 0.002082737430031765
Position 1833: 0.001699190130251003
Position 2267: 0.0016509559022557833
Position 2241: 0.0009769532625855252
Position 14203: 0.0008897121429046497
Position 17188: 0.0008782825555951018
Position 16811: 0.0007813485875090252
Position 12735: 0.0006153366686683807
Position 1083: 0.0005413217346612878
Position 14391: 0.0004688848997428878
Position 637: 0.0003184403467661094
Position 2004: 0.0002794077716137448
Position 1012: 0.0002764942878171614
Position 963: 0.00023562350524849364
Position 477: 0.00023272798193686272
Position 495: 0.00020312691725304997
Position 205: 0.0001717032187517351
Position 5989: 0.00016765167583764613
Position 2446: 0.00015862154197482706
Position 303: 0.00015799387380968066
Position 1847: 0.0001525750450616755
Position 700: 0.00013808950378100933
Position 2356: 0.00012650418592750516
Position 582: 0.00011768958582662421
Position 596: 9.825998722103476e-05
Position 1801: 7.794860932180705e-05
Position 263: 6.39830011344488e-05
Position 61: 5.8096654523786875e-05
Position 1071: 5.6484590662845e-05
Position 1898: 5.34411521341329e-05
Position 1629: 4.0030761167398975e-05
Position 1032: 3.0655095156100485e-05
Position 1713: 2.9621372714454494e-05
Position 860: 2.8069697179140782e-05
Position 1930: 2.2496624638948665e-05
Position 1279: 2.0530577031394175e-05
Position 2647: 2.0356813190448772e-05
Position 1212: 1.8063649738509282e-05
Position 664: 1.4439315646657041e-05
Position 2226: 1.125059614472237e-05
Position 1906: 9.309600878540584e-06
Position 1821: 8.225928356941107e-06
Position 3709: 6.884140700902258e-06
Position 3337: 6.362522269726548e-06
Position 1735: 6.255166124959679e-06
Position 2312: 4.580950917584384e-06
Position 4359: 4.508132403532564e-06
Position 74: 4.119596704557136e-06
Position 4335: 3.0980820889215886e-06
Position 3665: 3.0605054492686013e-06
Position 1660: 2.558216724597527e-06
Position 1647: 1.922268376542815e-06
Position 2047: 1.8341071323638252e-06
Position 1335: 1.6002303581363456e-06
Position 3283: 1.40558995710634e-06
Position 826: 1.1818040060430746e-06
Position 1775: 2.453026688199955e-07
Position 1968: 1.7064959415063448e-07
Position 1765: 1.424411523354817e-07
