Gene = SNAPIN
index = 1289
Annotated 5SS: [233 531 913]
Annotated 3SS: [ 483  793 2545]
SMsplice 5SS: [233 913]
SMsplice 3SS: [ 793 2545]
top_k =  1000
Partition function (log Z): -5.687639420047575

Sorted 5' Splice Sites (High to Low Probability):
Position 233: 0.9018897609026243
Position 913: 0.7248333925412459
Position 531: 0.35132061875044035
Position 65: 0.17078849093663334
Position 955: 0.07615255863158718
Position 410: 0.020569726751425876
Position 445: 0.014527591498372981
Position 494: 0.008468016442922817
Position 823: 0.00566163823641758
Position 114: 0.004482689248566694
Position 535: 0.0034178655911674335
Position 2677: 0.00305192240167261
Position 2453: 0.002436163601461351
Position 586: 0.0023692215285683804
Position 219: 0.0017173553865903702
Position 2467: 0.0016336479575317588
Position 248: 0.0015898397262173835
Position 1936: 0.0012338455070206036
Position 371: 0.001154733338633367
Position 87: 0.0010927390374955192
Position 2352: 0.0008852146590435256
Position 1401: 0.0007324984813613067
Position 1317: 0.0007014347131412771
Position 983: 0.0005583141227982612
Position 418: 0.00038209768685339954
Position 228: 0.00030920096570791824
Position 42: 0.0002996110752967724
Position 103: 0.0002600622464592876
Position 701: 0.00022687810526915626
Position 1268: 0.0002125196572084012
Position 935: 0.00015129854347229358
Position 403: 0.00014527734681591412
Position 1210: 0.00014081540665237207
Position 549: 0.00012121400028085064
Position 1649: 9.073161826789938e-05
Position 26: 8.607105836507209e-05
Position 1782: 8.315517792262908e-05
Position 278: 8.100145157191962e-05
Position 2842: 7.565562123739256e-05
Position 886: 6.492948156024925e-05
Position 426: 6.054139415740121e-05
Position 378: 3.968420370397816e-05
Position 135: 3.7985096831134856e-05
Position 461: 2.8200247950948603e-05
Position 2396: 1.713677305537074e-05
Position 707: 1.58406857185981e-05
Position 198: 9.672488599465554e-06
Position 609: 3.736500488497839e-06
Position 313: 1.6083957735787132e-06
Position 300: 4.729882830786658e-07
Position 470: 4.248690264513392e-07
Position 668: 4.2486430947732733e-07
Position 298: 3.823444990768614e-07
Position 182: 2.0106713425076526e-07
Position 264: 1.7809156845307234e-07
Position 1772: 2.8828754437538268e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2545: 0.8322031829881827
Position 793: 0.5171688165363736
Position 743: 0.2896216512903988
Position 483: 0.2613948629261476
Position 150: 0.129085309265958
Position 2707: 0.05543390681869424
Position 464: 0.035784494798998465
Position 171: 0.03147658224331586
Position 2639: 0.01598776149000795
Position 629: 0.014368331901563303
Position 403: 0.013366331011885798
Position 328: 0.01323321986060794
Position 1130: 0.011031598708487082
Position 728: 0.009866991080131648
Position 2477: 0.009679028909196882
Position 1291: 0.00658469614513219
Position 2919: 0.005739302783680194
Position 1112: 0.004899623461879003
Position 2947: 0.004379837013006243
Position 281: 0.0038161520205003685
Position 663: 0.003531043661520337
Position 2175: 0.00347807522823961
Position 2150: 0.003014133266917139
Position 370: 0.00244658180749571
Position 2807: 0.0022106458622500203
Position 2351: 0.0022074411555039375
Position 1265: 0.0020560336569570704
Position 1553: 0.001977723877273611
Position 1073: 0.001757667438820694
Position 852: 0.0013258261639513692
Position 2298: 0.0010701031190855166
Position 355: 0.000984411228661827
Position 421: 0.000886727399735394
Position 1746: 0.0008602853707230434
Position 1749: 0.00070221006463549
Position 2690: 0.0006468923277866225
Position 2249: 0.0005537792139659148
Position 903: 0.0005123038804530064
Position 2512: 0.0005048211093382582
Position 749: 0.0004886740612870669
Position 1880: 0.00042099840795844096
Position 2301: 0.0004022635489507709
Position 1008: 0.00038809941326369517
Position 485: 0.0003713538587623556
Position 1463: 0.00030883821982721446
Position 342: 0.0002959001536147429
Position 855: 0.0002918832297840595
Position 1646: 0.00024411453836088875
Position 2953: 0.00023500511271726813
Position 1344: 0.00023286131941666353
Position 1559: 0.00022644176323278963
Position 489: 0.00020881539088149595
Position 1187: 0.00020857804953665503
Position 2571: 0.0002015870529901348
