Gene = TSTD1
index = 1500
Annotated 5SS: [ 111  440 1078]
Annotated 3SS: [ 316  914 1163]
SMsplice 5SS: [ 111  440 1078]
SMsplice 3SS: [ 316  834 1163]
top_k =  1000
Partition function (log Z): -2.679717571691565

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.8842569827554562
Position 1078: 0.8090379040486454
Position 440: 0.776838304076706
Position 246: 0.10433752523819738
Position 466: 0.03986663665371056
Position 1088: 0.03119126143103318
Position 492: 0.004681645333412299
Position 796: 0.0020923674975536514
Position 916: 0.001870840027914049
Position 447: 0.0012482700299855738
Position 1017: 0.0011257103149353933
Position 382: 0.0011232434353983809
Position 483: 0.0007244982960774197
Position 764: 0.0007027216064908315
Position 583: 0.000430779398813564
Position 148: 0.00034874565280909966
Position 139: 0.0002793930900602485
Position 761: 0.00026891933741216164
Position 768: 0.00016933769303988344
Position 157: 0.00016676975769344395
Position 790: 0.0001377962783251755
Position 930: 0.00010634328938771259
Position 922: 0.0001057129654360171
Position 914: 3.7012952589182635e-05
Position 1211: 3.682557779591154e-05
Position 1062: 3.1342229531588336e-05
Position 469: 3.07893310680792e-05
Position 549: 2.9097835310738103e-05
Position 1197: 2.3738123439528844e-05
Position 86: 2.067063747030536e-05
Position 325: 1.1727803604431737e-05
Position 209: 7.887668941179185e-06
Position 175: 7.767913059427204e-06
Position 1108: 6.3362789321489135e-06
Position 634: 6.294105488141307e-06
Position 180: 5.264855902804019e-06
Position 744: 3.977617940140994e-06
Position 1090: 2.6630811590608287e-06
Position 9: 2.5346566554555805e-06
Position 806: 2.3006210786068564e-06
Position 268: 6.673300400417241e-07
Position 344: 4.145918627163459e-07
Position 1275: 1.1381582455804636e-07
Position 1133: 1.0773298185297827e-07
Position 774: 7.269113786904085e-08
Position 215: 1.241213550396184e-08
Position 37: 9.766918523197578e-09
Position 198: 3.1610847855833047e-09
Position 165: 2.209246183292462e-09
Position 299: 9.702034030765938e-11
Position 819: 4.3715679042486386e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1163: 0.9198781000734146
Position 316: 0.7210625173375208
Position 834: 0.5855776795834176
Position 914: 0.2830935354593995
Position 355: 0.06980445017683294
Position 1021: 0.036682802661387875
Position 295: 0.019338732553774142
Position 278: 0.0073139753759447175
Position 850: 0.003754727786238367
Position 961: 0.002683422483295803
Position 586: 0.0021113731663674677
Position 982: 0.00200257909783822
Position 634: 0.0014460894642154363
Position 940: 0.0012307178038185832
Position 735: 0.0010992362066865483
Position 570: 0.0008515108853307299
Position 245: 0.000776731537893228
Position 856: 0.0006532755526205484
Position 841: 0.0005731717420581879
Position 870: 0.0003638192880883704
Position 1316: 0.00027556525532194693
Position 518: 0.00020395941880605906
Position 577: 9.450608490148296e-05
Position 1137: 9.127548623322442e-05
Position 1273: 4.792337486814235e-05
Position 979: 4.063041291989607e-05
Position 946: 3.628257901156119e-05
Position 950: 3.5284789565059604e-05
Position 988: 3.2816004070113786e-05
Position 1042: 2.775165504636881e-05
Position 590: 2.700734080662007e-05
Position 1030: 2.373756155342152e-05
Position 233: 1.886321505800436e-05
Position 193: 1.1501342356219441e-05
Position 799: 1.1147194819779873e-05
Position 928: 1.0045683147451136e-05
Position 566: 9.078524534685537e-06
Position 1333: 8.686268591281577e-06
Position 1051: 8.058694423256895e-06
Position 1190: 8.054204528356487e-06
Position 740: 7.582418889296946e-06
Position 399: 6.1343241601126285e-06
Position 922: 6.006157661648698e-06
Position 1183: 5.170983450440397e-06
Position 445: 4.985324249055474e-06
Position 761: 4.563984700609846e-06
Position 406: 3.015295719661176e-06
Position 643: 2.9718956349286792e-06
Position 640: 2.923957619986048e-06
Position 421: 2.3348848491471646e-06
Position 1100: 1.965426763412909e-06
Position 206: 1.7793147475333134e-06
Position 708: 1.5957562809217949e-06
Position 396: 1.466579870058129e-06
Position 1062: 1.2119687979545763e-06
Position 250: 1.1737387808753183e-06
Position 1345: 7.406411772424913e-07
Position 647: 7.070406162039852e-07
Position 533: 6.353433565149961e-07
Position 930: 5.060210954792495e-07
Position 175: 3.2515291560785743e-07
Position 995: 2.915275967708849e-07
Position 1207: 2.2350653036125514e-07
Position 188: 1.1045480250445213e-07
Position 650: 8.99864328982027e-08
Position 1107: 7.261652365924472e-08
Position 669: 4.917422666329898e-08
Position 656: 1.7619828218933502e-08
Position 674: 1.652146699592613e-08
Position 162: 1.5871070693949714e-08
Position 477: 1.2697239815705873e-08
Position 663: 9.078592243289168e-09
Position 661: 5.9844307149261325e-09
Position 465: 3.160983377451745e-09
Position 171: 2.0659699905531884e-09
Position 488: 2.0229346900287476e-09
Position 491: 8.658137295280013e-10
Position 78: 4.4236515090551224e-10
Position 110: 2.1244803377176832e-10
Position 479: 2.3285554194788737e-12
Position 452: 7.349400728652161e-13
Position 454: 6.488819041767037e-14
