Gene = MKRN2OS
index = 848
Annotated 5SS: [ 310 2377 3697]
Annotated 3SS: [2326 3533 5122]
SMsplice 5SS: [ 310 2995 3697]
SMsplice 3SS: [2847 3533 5122]
top_k =  1000
Partition function (log Z): -8.512849437478119

Sorted 5' Splice Sites (High to Low Probability):
Position 310: 0.8645539097018434
Position 3697: 0.8220621145353175
Position 2995: 0.6887233704184157
Position 3292: 0.3783730677681542
Position 1603: 0.1742989747299176
Position 2509: 0.12403505432891254
Position 2986: 0.09685624078505872
Position 2377: 0.08618189385427688
Position 669: 0.04555909464859999
Position 138: 0.027190723844579802
Position 5231: 0.02423436812009018
Position 3021: 0.02265250883981084
Position 4139: 0.019950550220164898
Position 1236: 0.016743038040262608
Position 30: 0.01046257129196125
Position 481: 0.009791090068173872
Position 3194: 0.008650699370980576
Position 227: 0.007411198984923883
Position 4592: 0.0066429885920395474
Position 537: 0.006482008392886535
Position 1452: 0.005711674565171305
Position 15: 0.005281516719532454
Position 3970: 0.005248546548693341
Position 4300: 0.0052199492634289624
Position 4943: 0.0051166426709789315
Position 5396: 0.00419241371538199
Position 5194: 0.0036094351730588457
Position 3487: 0.0033425712055180647
Position 51: 0.003190089049917126
Position 2342: 0.002634210699645853
Position 270: 0.002134314538309248
Position 5371: 0.0019522767908176455
Position 5123: 0.0019201721001574927
Position 2792: 0.0017705368337666283
Position 1790: 0.0016019864346342397
Position 5353: 0.001369732836217742
Position 1099: 0.0013258823209159585
Position 405: 0.0012089302692600862
Position 2785: 0.0011670592861157654
Position 2807: 0.00115289722629701
Position 3625: 0.0009066318036037598
Position 2944: 0.0007083459063383143
Position 3879: 0.000543627649609662
Position 637: 0.0005273810440211364
Position 3150: 0.0003762654644579008
Position 3392: 0.00034957612731762627
Position 2666: 0.00029792146440124785
Position 3368: 0.00025982868662685653
Position 3238: 0.00023411778994754102
Position 1933: 0.00018863072332141466
Position 3435: 0.0001676832205471177
Position 2330: 0.00015601356050908574
Position 1165: 0.00012948529340543367
Position 714: 0.00011446889243346578
Position 162: 8.991957583440998e-05
Position 507: 8.228722774877948e-05
Position 426: 7.906783328832622e-05
Position 329: 5.457368002050048e-05
Position 2230: 3.920626795198727e-05
Position 1256: 3.007379355008853e-05
Position 164: 2.9222161376463214e-05
Position 1262: 2.8070998113096395e-05
Position 400: 2.7432324369961695e-05
Position 641: 2.6512951047341645e-05
Position 3652: 1.9563015890528492e-05
Position 32: 1.9253708198673516e-05
Position 4414: 1.2960078815907452e-05
Position 172: 8.024776077770673e-06
Position 17: 7.898122882206848e-06
Position 1129: 6.932460689066466e-06
Position 375: 9.909362256474427e-07
Position 483: 4.3683717089926173e-07
Position 398: 4.003118700938894e-07
Position 342: 2.7883917188516143e-07
Position 315: 2.450668078239142e-07
Position 574: 1.9488851854996308e-07
Position 366: 7.669920806843135e-08
Position 410: 6.607813134658347e-08
Position 761: 5.981190669148589e-08
Position 521: 5.471465746486519e-08
Position 327: 5.080723642946588e-08
Position 317: 3.194921111736822e-08
Position 500: 1.592561430697982e-08
Position 793: 3.639541296695142e-09
Position 491: 1.3299968035070336e-09
Position 454: 1.0666855970654411e-09
Position 360: 6.244179965867891e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3533: 0.8020248967146709
Position 5122: 0.46322155340545457
Position 2847: 0.3994722561555211
Position 2888: 0.26622195562267326
Position 3173: 0.2516169708857541
Position 2326: 0.17579510889729727
Position 5190: 0.1381877384184162
Position 2937: 0.11138970312274625
Position 1481: 0.10331677953736781
Position 3149: 0.08412855045603647
Position 3552: 0.07636002912656818
Position 4379: 0.06762006812694409
Position 1516: 0.03887454976374426
Position 4071: 0.03045991213718144
Position 4681: 0.02879266782388942
Position 4928: 0.02844623646090202
Position 4849: 0.027972013192934218
Position 3201: 0.027088995118266814
Position 3146: 0.024347425510066193
Position 5193: 0.024083350177058385
Position 4038: 0.02023857993134375
Position 3484: 0.018270239067997227
Position 5324: 0.018094998347416704
Position 3616: 0.017078149205272303
Position 2710: 0.016741496344553606
Position 5327: 0.015555611484991337
Position 4527: 0.014048004157115995
Position 5086: 0.013842505023235783
Position 193: 0.011763961006870646
Position 4555: 0.011546021872181232
Position 5505: 0.011402037391506015
Position 2707: 0.009852582150675972
Position 2215: 0.008949245449137076
Position 4613: 0.008731306042540021
Position 2780: 0.008678471010444702
Position 2417: 0.008580329524159743
Position 561: 0.008540878212343493
Position 4418: 0.006080855754998287
Position 2229: 0.005483289668932106
Position 3865: 0.0051028494927340615
Position 5231: 0.0049529387910085335
Position 2646: 0.0048972791700090225
Position 4454: 0.004694956966492532
Position 3391: 0.004572378694254947
Position 1349: 0.004136363733509047
Position 5251: 0.004015321214495547
Position 500: 0.003704780681990828
Position 3876: 0.003692747074839205
Position 477: 0.003273225784033082
Position 5330: 0.00306931774690234
Position 4471: 0.0026813113509855883
Position 2601: 0.0026741695621634917
Position 1996: 0.002474680372379313
Position 4942: 0.0024706588385603866
Position 4709: 0.0021939313111137755
Position 3837: 0.0020683830619346783
Position 2423: 0.0019360204295338944
Position 190: 0.0016189403587936102
Position 1272: 0.001566772580591348
Position 3181: 0.0015285155238572356
Position 2133: 0.0014240833065316538
Position 3371: 0.0013944539747687344
Position 1547: 0.001328439189010418
Position 2136: 0.0012880027555440899
Position 2648: 0.0012613417541059645
Position 1691: 0.0011267851572488456
Position 1317: 0.0011082095849488996
Position 904: 0.0011040235093691911
Position 448: 0.0011011970102126746
Position 2381: 0.0010964859899147729
Position 3989: 0.0010848590263753497
Position 3568: 0.0010425308742124828
Position 2943: 0.0009458480681315045
Position 3278: 0.0008556436186005573
Position 883: 0.0007682108535873334
Position 1492: 0.0006480662755740721
Position 2162: 0.0006455183074579115
Position 3696: 0.0006391837864647415
Position 5463: 0.0006253055290401927
Position 1164: 0.000611501829938718
Position 454: 0.000599363763307282
Position 4875: 0.0005837062920994169
Position 1435: 0.0005509489070397067
Position 366: 0.0005247641882330145
Position 2394: 0.000490843581807424
Position 2188: 0.00047133710834194756
Position 3848: 0.00042074775512435114
Position 1368: 0.0004097000571909823
Position 4901: 0.0004086376805618627
Position 641: 0.0004081371551131209
Position 4199: 0.00039458906280967075
Position 2328: 0.00039162368486424145
Position 1741: 0.0003757902494901214
Position 4476: 0.00036691979753922265
Position 3020: 0.00036337323004232856
Position 4426: 0.00035131840643544204
Position 2915: 0.00034534510967847203
Position 2900: 0.0003387974602562148
Position 1596: 0.0003382413568141939
Position 4530: 0.0003038009143473508
Position 4286: 0.0002976750269583127
Position 652: 0.00028056267905248014
Position 4785: 0.00028052880469540856
Position 2751: 0.00025313099253454415
Position 2386: 0.0002473796678564337
Position 1302: 0.00023124337199390994
Position 3763: 0.0002275257604672669
Position 2819: 0.00022473390933851398
Position 1098: 0.00022452595496417105
Position 1666: 0.00022382221800039154
Position 1863: 0.00018255165623421766
Position 1044: 0.00017435248115513945
Position 3319: 0.00016686721008527485
Position 3572: 0.00014283958221875389
Position 764: 0.0001423025586317593
Position 3082: 0.0001401918091194902
Position 1047: 0.00013962099432042823
Position 658: 0.0001394045393934224
Position 156: 0.00013624284036095377
Position 3225: 0.0001334167245374115
Position 1834: 0.00013334255154683012
Position 5421: 0.00012420040074753646
Position 3291: 0.00012254533647888585
Position 2852: 0.00011779893824841082
Position 3095: 0.00010784162960835608
Position 1462: 0.00010667094343697685
Position 3339: 0.00010547080252098974
Position 3107: 9.850879819865848e-05
Position 2723: 8.861661508901087e-05
Position 3203: 8.670452636090387e-05
Position 1524: 8.666624751724303e-05
Position 2431: 8.51202365555215e-05
Position 1976: 7.902664151419772e-05
Position 2685: 7.811780203759801e-05
Position 3581: 6.946014040019299e-05
Position 1496: 6.736379397178952e-05
Position 1116: 6.678164400978425e-05
Position 3090: 6.184142047484417e-05
Position 2330: 5.8175286276226884e-05
Position 4173: 5.310701312514712e-05
Position 1073: 5.004129252332451e-05
Position 2652: 4.960158379713858e-05
Position 3056: 4.5983692224201974e-05
Position 1351: 4.470265541423594e-05
Position 3123: 4.3797194925830964e-05
Position 1533: 4.354026477080262e-05
Position 3816: 4.2447430675029915e-05
Position 1564: 3.823752293944921e-05
Position 5044: 3.727463699428613e-05
Position 1520: 3.685610844635097e-05
Position 1201: 3.4710477620727756e-05
Position 4223: 3.1928025891897035e-05
Position 1671: 3.0572642695603515e-05
Position 535: 2.902433920859818e-05
Position 2053: 2.7874824534779677e-05
Position 1452: 2.6754369099395956e-05
Position 1140: 2.520606188210412e-05
Position 1124: 2.384950673449241e-05
Position 285: 2.350383383972464e-05
Position 958: 2.3301423319731176e-05
Position 705: 2.1922901667908456e-05
Position 2138: 2.1548997267506633e-05
Position 3640: 2.1213407689916584e-05
Position 4969: 1.841958276237384e-05
Position 2468: 1.7888299987657005e-05
Position 2658: 1.7716912479236895e-05
Position 879: 1.599570553912032e-05
Position 231: 1.4185286658867358e-05
Position 207: 1.1977738711441898e-05
Position 2966: 1.0292446930651517e-05
Position 172: 9.40429859075087e-06
Position 211: 9.37579465849162e-06
Position 3911: 9.265787080584434e-06
Position 1837: 9.156957104412223e-06
Position 4092: 7.64939951396852e-06
Position 507: 7.402790107097074e-06
Position 404: 5.867386280817678e-06
Position 4250: 5.795838967943875e-06
Position 3878: 5.697908524763255e-06
Position 1190: 5.345726247062239e-06
Position 4088: 4.7058048307127425e-06
Position 563: 3.3412788275131424e-06
Position 3957: 3.144418848921562e-06
Position 1319: 2.414255976761412e-06
Position 1049: 1.8352840089318267e-06
Position 217: 1.5354662023744531e-06
Position 1602: 1.5251570217567774e-06
Position 608: 1.4228350643760658e-06
Position 581: 1.2842772910359278e-06
Position 885: 6.951117974014937e-07
Position 3288: 6.667232182818289e-07
Position 3440: 5.243894340776948e-07
Position 375: 5.063946076840468e-07
Position 981: 4.5749257090283056e-07
Position 162: 3.103143016925284e-07
Position 927: 2.1140383470247538e-07
Position 104: 1.814969366952839e-07
Position 681: 1.8142415673530658e-07
Position 79: 1.435823763618078e-07
Position 309: 1.3926525138428213e-07
Position 1005: 1.2006690154812433e-07
Position 668: 1.1244671566126525e-07
Position 605: 1.0673510838321138e-07
Position 565: 1.0638120305457476e-07
Position 1285: 1.0592587631041957e-07
Position 583: 9.830313057159432e-08
Position 142: 8.53340431575077e-08
Position 1537: 4.2040075631234435e-08
Position 1809: 1.0299170519647477e-08
Position 782: 6.850465197596943e-09
Position 1207: 5.77025491820985e-09
Position 816: 5.165499904531069e-09
Position 263: 2.4178587431357072e-09
Position 537: 2.072188099033126e-09
Position 592: 1.6686001680261088e-09
Position 327: 3.779784607620086e-10
Position 295: 1.0432272363423283e-10
Position 106: 1.0416427938003934e-10
Position 315: 4.994478819750378e-11
Position 82: 4.3811284415682614e-11
Position 89: 6.03590423976096e-12
Position 115: 4.734415130970276e-12
Position 513: 4.653385268025307e-13
