Gene = CDV3
index = 341
Annotated 5SS: [  555  1386 10421 12993]
Annotated 3SS: [ 1308 10271 12832 14165]
SMsplice 5SS: [  451  1386 10352]
SMsplice 3SS: [ 1308 10271 11666]
top_k =  1000
Partition function (log Z): -4.648915312768569

Sorted 5' Splice Sites (High to Low Probability):
Position 10352: 0.9045156650696856
Position 1386: 0.8560772224101133
Position 12993: 0.7566447060864537
Position 451: 0.7563745209173286
Position 10749: 0.41865666659916223
Position 555: 0.22257510310353293
Position 8398: 0.15631994608896438
Position 8402: 0.09130260236077921
Position 14344: 0.07985062536477067
Position 10421: 0.076721677559342
Position 5284: 0.05880141243835411
Position 7903: 0.0467713629700993
Position 16086: 0.046409848602504064
Position 6471: 0.03414326817080347
Position 4599: 0.027312646653946508
Position 2115: 0.022356083453386716
Position 5355: 0.020059743299648176
Position 8394: 0.019173382963425294
Position 2273: 0.018567285898179606
Position 14992: 0.018506382909634533
Position 8987: 0.016573305965453193
Position 9760: 0.015192709699680899
Position 14216: 0.01293928526585215
Position 9107: 0.012757238375971569
Position 4098: 0.01262324127671387
Position 8998: 0.011402512402462643
Position 9170: 0.010048081014443275
Position 222: 0.009156356375692646
Position 10783: 0.008228751703587651
Position 13131: 0.008110207338760392
Position 13432: 0.007903070075952355
Position 8914: 0.007857195390367708
Position 15902: 0.0078019423691607515
Position 9365: 0.006063878096381204
Position 8294: 0.005725417091176957
Position 10370: 0.0054859109850467795
Position 5750: 0.005470043185795358
Position 8906: 0.005142430211031736
Position 5131: 0.00498346791615311
Position 6605: 0.004941974717728935
Position 4403: 0.004779070688547252
Position 1013: 0.004553265203280714
Position 10316: 0.0039460677528009545
Position 13860: 0.0036639131212104713
Position 10414: 0.003596188384206313
Position 1623: 0.0033754941095831955
Position 490: 0.003368002153511915
Position 4405: 0.0033406359501494936
Position 15310: 0.003286778524416037
Position 10334: 0.0029532736784178477
Position 1197: 0.002740541871877192
Position 2781: 0.0025130301996589047
Position 9166: 0.002476056275005587
Position 3394: 0.00219196819431015
Position 822: 0.0021658778808139475
Position 3056: 0.0019079113618684824
Position 5469: 0.0019056465762631815
Position 7422: 0.001895360964169946
Position 9209: 0.001498445115915868
Position 14784: 0.0014170232606708043
Position 9976: 0.0012856579265508972
Position 11588: 0.0009762202195777571
Position 10340: 0.0009727587606953574
Position 9830: 0.0009628097989458147
Position 863: 0.0007169306272752346
Position 11590: 0.0006992958868804347
Position 1239: 0.0006415196041907078
Position 3102: 0.0006388263338854217
Position 13759: 0.000634952998279346
Position 4914: 0.000622727616365128
Position 2340: 0.0005151588292324096
Position 4676: 0.00046240983003148614
Position 15525: 0.00046201464694143224
Position 1366: 0.00045700517686130844
Position 1890: 0.0004403902866548399
Position 11731: 0.0004304790951182502
Position 10513: 0.0004299253908768339
Position 11181: 0.000425133429607951
Position 5762: 0.0004153904709080791
Position 12312: 0.00040995815007886793
Position 16278: 0.00040954093673665326
Position 1691: 0.000403337508632396
Position 5857: 0.00039618539580130977
Position 11028: 0.0003696517894020552
Position 10630: 0.00034024296501756487
Position 1596: 0.00031570622291710065
Position 11454: 0.00031543086404683154
Position 5031: 0.00031194761425484466
Position 10809: 0.00030164746078932726
Position 879: 0.00028640120379072056
Position 5736: 0.0002740041052257363
Position 297: 0.00027377932405291914
Position 14197: 0.000260176055972302
Position 3594: 0.0002529403148467768
Position 1214: 0.00022378958602463895
Position 11025: 0.00022223573088732998
Position 6416: 0.0002069030050778648
Position 1027: 0.0002058226502190808
Position 6362: 0.0002047156582481922
Position 1719: 0.00019370439165707645
Position 1208: 0.00016092349164076842
Position 403: 0.0001530854565332188
Position 2178: 0.0001528323444465856
Position 1112: 0.0001351675840537678
Position 28: 0.00012975286431877116
Position 13676: 0.00010887008941145999
Position 780: 9.188673773148032e-05
Position 13536: 8.828583706303686e-05
Position 1081: 8.071160327356438e-05
Position 1242: 6.464534806941312e-05
Position 1019: 5.414506903349328e-05
Position 906: 4.815215608981148e-05
Position 683: 4.703481396780765e-05
Position 1119: 3.700922474770963e-05
Position 1005: 3.526688863284484e-05
Position 609: 3.1234781773580075e-05
Position 970: 2.7957244787487786e-05
Position 746: 2.4339006085391843e-05
