Gene = MALSU1
index = 815
Annotated 5SS: [ 409 1818 8750]
Annotated 3SS: [ 1638  8667 10155]
SMsplice 5SS: [ 409 8856]
SMsplice 3SS: [ 8775 10155]
top_k =  1000
Partition function (log Z): -8.111768219979453

Sorted 5' Splice Sites (High to Low Probability):
Position 409: 0.972531891798707
Position 8856: 0.8172223884428667
Position 2983: 0.3865459583578478
Position 1818: 0.2761620785789684
Position 10098: 0.14961354425437245
Position 8881: 0.093769591241258
Position 7399: 0.07903362006925466
Position 8368: 0.0661850768484147
Position 11106: 0.054897524938696624
Position 9599: 0.04303492914275794
Position 8329: 0.041721007610197584
Position 8307: 0.03952709282752436
Position 5161: 0.03745237848711542
Position 8750: 0.03554520441553732
Position 1761: 0.030630108042688956
Position 11723: 0.029673616867228206
Position 8364: 0.027609279931886124
Position 10336: 0.024435247359782253
Position 1901: 0.024012408973173797
Position 773: 0.0198655696641218
Position 1722: 0.01818072817955676
Position 5484: 0.015102813156993881
Position 474: 0.010693288346329651
Position 714: 0.010686085950164235
Position 462: 0.010548247614058856
Position 9638: 0.007263792349199939
Position 6638: 0.005537052427778016
Position 9030: 0.00536875330892632
Position 1037: 0.005069278703498083
Position 8776: 0.004356956732201887
Position 9963: 0.004058395880289353
Position 854: 0.003227512249165435
Position 9092: 0.0026956566169321584
Position 3115: 0.0024909495835531087
Position 5187: 0.002482132185952471
Position 49: 0.002463806577332868
Position 282: 0.0024048426020019716
Position 9967: 0.001856445916735359
Position 11046: 0.0017642801040630468
Position 9731: 0.0015667273221768184
Position 763: 0.0011727639538782748
Position 8998: 0.0011316064496094725
Position 10093: 0.0010878213536136207
Position 1455: 0.0008399660257574887
Position 1485: 0.0007413640872548183
Position 227: 0.0006493220686348582
Position 9197: 0.0002452660935351858
Position 1293: 0.00021678083632963122
Position 210: 0.00020683913429188125
Position 882: 0.0001846355668816982
Position 3299: 0.00018161572023410444
Position 777: 0.00015401380948479264
Position 1182: 0.00015312494711923317
Position 4366: 0.00014231814535889468
Position 790: 0.00012060455361960465
Position 556: 0.00011066013495435984
Position 1398: 0.00010952913886426008
Position 807: 9.908745409583783e-05
Position 4130: 9.901861761287354e-05
Position 2965: 9.646190757064115e-05
Position 197: 9.407343880058299e-05
Position 1082: 8.01986071439225e-05
Position 3239: 7.391970769609882e-05
Position 171: 6.369963632053919e-05
Position 1348: 5.687475322721853e-05
Position 234: 5.610253417849611e-05
Position 1463: 5.507733679092386e-05
Position 1332: 5.3657194598877185e-05
Position 115: 5.3547630240239304e-05
Position 757: 5.0139246232957623e-05
Position 457: 4.2162660959653946e-05
Position 1321: 3.899284304596435e-05
Position 801: 3.845241429258735e-05
Position 219: 3.430935814937021e-05
Position 1058: 3.289057708116369e-05
Position 11: 2.72773426405933e-05
Position 1559: 1.8596546264541386e-05
Position 877: 1.5447040215064544e-05
Position 8870: 1.5116120893695373e-05
Position 1414: 1.4629209983611133e-05
Position 1519: 1.2808806937368808e-05
Position 1330: 1.2651791835454971e-05
Position 1228: 1.2027694954924618e-05
Position 496: 9.878804772553708e-06
Position 727: 9.875382164871834e-06
Position 1580: 9.779929505698318e-06
Position 8736: 8.639098403973429e-06
Position 169: 7.736996636361636e-06
Position 1327: 5.640035015352903e-06
Position 1429: 5.574065114623052e-06
Position 8911: 5.089631176759152e-06
Position 1140: 4.3331159069542495e-06
Position 585: 4.21213710988846e-06
Position 1375: 3.953857355038676e-06
Position 920: 3.916954362228237e-06
Position 375: 3.915257312005784e-06
Position 1361: 3.913294198734416e-06
Position 9053: 3.861777194339169e-06
Position 662: 2.20747567803239e-06
Position 1382: 1.984716913748777e-06
Position 1290: 1.496303847090077e-06
Position 1354: 1.21862809054986e-06
Position 971: 1.086542040480507e-06
Position 821: 1.052379954254248e-06
Position 87: 9.415845791079054e-07
Position 450: 5.315309640042841e-07
Position 2972: 3.225942375556565e-07
Position 484: 2.934185570213261e-07
Position 2438: 8.550486964644023e-08
Position 324: 8.377301275337618e-08
Position 2540: 6.561352643650894e-08
Position 3184: 5.0981436650938704e-08
Position 2588: 3.585812581389104e-08
Position 3704: 3.208219034355774e-08
Position 2711: 2.791919055089444e-08
Position 3223: 2.4437727346769028e-08
Position 3088: 2.180183517553039e-08
Position 3019: 2.1358282148240727e-08
Position 718: 1.895007990242694e-08
