Gene = CIZ1
index = 373
Annotated 5SS: [  158   902  1261  3727  6043 10869 11175 12881 13221 14024 15239 21570
 22184 22538 24495 24831]
Annotated 3SS: [  726  1144  3654  5812 10774 11065 12173 13098 13825 15113 21481 22069
 22387 24424 24708 25182]
SMsplice 5SS: [  385   902  1261  6043 10869 11175 14024 15239 21570 22184 22538 24831]
SMsplice 3SS: [  726  1144  5812 10789 11065 13923 15113 21481 22069 22387 24708 25182]
top_k =  1000
Partition function (log Z): 22.43184236550634

Sorted 5' Splice Sites (High to Low Probability):
Position 11175: 0.9945987980174303
Position 902: 0.9913543366819254
Position 10869: 0.9566318500540151
Position 1261: 0.9550884749094783
Position 21570: 0.9383076133680318
Position 6043: 0.9088109751407557
Position 22538: 0.9076429132016727
Position 14024: 0.8594626481319848
Position 24831: 0.8301165622107868
Position 15239: 0.8175213012483575
Position 22184: 0.733689146017677
Position 12881: 0.6228565927581142
Position 8127: 0.5468533882350821
Position 1073: 0.4828238225375795
Position 21986: 0.47491499401031356
Position 24495: 0.45046821778304424
Position 385: 0.43933539659758075
Position 13221: 0.36271477403514646
Position 13826: 0.3265661034844006
Position 19571: 0.29433693461393884
Position 158: 0.2444610510753124
Position 5548: 0.21108318767054576
Position 22222: 0.18824907285116724
Position 15274: 0.14516834057548034
Position 24051: 0.10239834620837711
Position 548: 0.10154837554634243
Position 12517: 0.09177356619179233
Position 369: 0.0915806287374364
Position 8614: 0.08989479302753861
Position 6050: 0.08855100322723884
Position 12346: 0.08514711784095544
Position 13486: 0.07589967132216127
Position 310: 0.06079730862911722
Position 11503: 0.05091335042242993
Position 22514: 0.03850262495699142
Position 3727: 0.03419423684613078
Position 1544: 0.03023694582834131
Position 11582: 0.029321529720257103
Position 318: 0.0284236308443336
Position 21967: 0.028257493278952623
Position 4400: 0.026337394176292113
Position 13225: 0.025115261644475726
Position 22253: 0.01812437853484572
Position 9707: 0.018021371787936752
Position 2094: 0.017851783908748062
Position 3686: 0.017286331249815132
Position 12217: 0.016766623247344892
Position 1462: 0.016285995183229388
Position 8827: 0.016039252943374487
Position 2260: 0.014879360216758893
Position 12334: 0.012643935231915732
Position 17189: 0.011902072477528456
Position 22552: 0.011845875109498128
Position 327: 0.011648174039178309
Position 15888: 0.011510586406855344
Position 265: 0.01023217744954151
