Gene = GSTK1
index = 626
Annotated 5SS: [ 143  725 1234 1650 1854 4291 4742]
Annotated 3SS: [ 642 1104 1548 1817 4173 4647 5344]
SMsplice 5SS: [ 143  725 1650 1854 4291 4742]
SMsplice 3SS: [ 642 1548 1817 4173 4647 5344]
top_k =  1000
Partition function (log Z): 4.184928760707309

Sorted 5' Splice Sites (High to Low Probability):
Position 1650: 0.9978750103046943
Position 1854: 0.9346474540600617
Position 143: 0.9041263811538791
Position 725: 0.8050805284624283
Position 4742: 0.6753532618923956
Position 4291: 0.3877840752528373
Position 4746: 0.20977914474878534
Position 4243: 0.18398485263395167
Position 1234: 0.12957614848196614
Position 4058: 0.09592948018604838
Position 4307: 0.07125040821839818
Position 943: 0.060931633940640016
Position 3659: 0.05842802335370432
Position 1918: 0.05244376413634708
Position 2352: 0.029866857144796984
Position 1436: 0.02307052777770397
Position 199: 0.02177491721043566
Position 738: 0.02063516379255481
Position 530: 0.0189961303002944
Position 3770: 0.014020641515209138
Position 1259: 0.01229817230748692
Position 224: 0.011429671108637343
Position 289: 0.010395743819319285
Position 181: 0.008936880255499728
Position 2105: 0.007514765861280966
Position 4054: 0.0060411357124612475
Position 2109: 0.0060218729281141855
Position 495: 0.006000994663989368
Position 4774: 0.005275502557086571
Position 4190: 0.004206297885126676
Position 2047: 0.004192984482598899
Position 684: 0.003954948098842879
Position 654: 0.003841067528188456
Position 492: 0.0036331416809024368
Position 4569: 0.0028416100760563973
Position 4583: 0.0028223781144605764
Position 4481: 0.001967483620842678
Position 366: 0.0018815137613220022
Position 1120: 0.0018166165325737772
Position 3178: 0.001764426809572845
Position 1955: 0.0016784060587653382
Position 231: 0.0015249305325458248
Position 750: 0.0014500093322983155
Position 255: 0.0012632807443603011
Position 1043: 0.0011813862027758892
Position 110: 0.0010450616222591922
Position 1934: 0.0009941991643583703
Position 5501: 0.0008867848100605416
Position 864: 0.0008177105882083551
Position 2327: 0.0007911468628599948
Position 1382: 0.0007881599532615285
Position 3859: 0.0007734693668767342
Position 5177: 0.0007548396694765663
Position 2912: 0.0006218181729038235
Position 535: 0.0006126727490316198
Position 786: 0.0005952541257722503
Position 158: 0.000515720560422022
Position 537: 0.00046307451993388285
Position 937: 0.0004466827706114673
Position 2936: 0.00036548115461286257
Position 722: 0.00035780062545117297
Position 1066: 0.0003148504885748067
Position 4809: 0.0002697176475640644
Position 1333: 0.00026623735073707486
Position 1643: 0.0002226118099464004
Position 1037: 0.00017990083806702117
Position 1420: 0.0001791769138344342
Position 2291: 0.00017516178104901966
Position 1243: 0.00016831829258904437
Position 3763: 0.00016674677970452336
Position 1214: 0.00016036726209028764
Position 4050: 0.00015723825304703913
Position 172: 0.00015359770877421765
Position 1250: 0.0001338831445885708
Position 4375: 0.00013256647657300396
Position 356: 0.00013151258100523491
Position 4867: 0.00012510113676280558
Position 1656: 0.0001237623429358822
Position 3587: 0.00012133400823999293
Position 4355: 9.916918044726412e-05
Position 2344: 9.838856880882038e-05
Position 21: 9.614439319731762e-05
Position 3907: 8.533990999192386e-05
Position 3345: 8.363459523901977e-05
Position 1218: 7.966059732890587e-05
Position 4361: 6.465775748223982e-05
Position 1470: 6.437775109535899e-05
Position 1654: 4.4324601374737054e-05
Position 3320: 4.1845945503504e-05
Position 5161: 3.110108149547145e-05
Position 861: 2.8613167678555853e-05
Position 830: 2.5512683307665288e-05
Position 92: 1.916912897526884e-05
