Gene = LSM5
index = 803
Annotated 5SS: [  99 1170 1794 2734]
Annotated 3SS: [1073 1765 2660 3124]
SMsplice 5SS: [99]
SMsplice 3SS: [1073]
top_k =  1000
Partition function (log Z): -8.129407393711999

Sorted 5' Splice Sites (High to Low Probability):
Position 99: 0.9264988672943143
Position 2591: 0.3876297912125731
Position 1185: 0.2823739521067228
Position 2734: 0.26213182012012176
Position 1001: 0.2595128883043885
Position 3675: 0.25398132417031954
Position 1170: 0.22160342729471028
Position 1194: 0.08967543816521636
Position 1306: 0.08421648804139756
Position 3304: 0.05965696857470906
Position 1140: 0.05708952108212264
Position 2920: 0.04766473533567315
Position 3949: 0.02527813548543416
Position 394: 0.01800988490727941
Position 1323: 0.016740957373220153
Position 1166: 0.015396591029554499
Position 3370: 0.014985758930755773
Position 778: 0.014941088512739443
Position 3977: 0.01135339189272966
Position 368: 0.008110301481765688
Position 2957: 0.007900626659365011
Position 330: 0.007291576571200444
Position 1136: 0.004248171191225863
Position 1794: 0.004144315576081632
Position 1200: 0.003977074555071588
Position 1211: 0.0037942680306964276
Position 465: 0.0031064790698275505
Position 2463: 0.0027931877027686375
Position 216: 0.002684080013968284
Position 1445: 0.001867340696058632
Position 454: 0.0016750924111348991
Position 3046: 0.0012482914251969513
Position 955: 0.0012477141397241032
Position 2556: 0.0012088981560143014
Position 397: 0.0007246329225437952
Position 1191: 0.0004297989327439665
Position 666: 0.0004209347217163167
Position 3426: 0.00041813908691642777
Position 270: 0.00041031339571749256
Position 555: 0.0003538044146109276
Position 2011: 0.00033208806844326865
Position 461: 0.00031257537695037813
Position 1188: 0.00028238800869827973
Position 719: 0.00024629571612976497
Position 1771: 0.0002054281626093665
Position 920: 0.0001916595623495057
Position 1047: 0.00018193283753884063
Position 486: 0.00016678213608869034
Position 821: 0.0001636342808513264
Position 273: 0.00014892285811114273
Position 563: 0.00013722274165530154
Position 199: 0.00010345357500780264
Position 979: 9.555421498020204e-05
Position 1013: 9.150226464212034e-05
Position 552: 8.179379880224039e-05
Position 235: 7.215183900215756e-05
Position 187: 4.608163766096015e-05
Position 189: 4.152635690527993e-05
Position 938: 3.260359729102591e-05
Position 528: 2.8057079043581636e-05
Position 164: 2.7883706190940493e-05
Position 828: 2.761138343062008e-05
Position 341: 1.5558578366773015e-05
Position 908: 1.5065184839981307e-05
Position 817: 1.3086845880284194e-05
Position 743: 1.0918036504681467e-05
Position 1112: 9.326985225121723e-06
Position 863: 8.910471026619365e-06
Position 771: 6.9287564528979935e-06
Position 843: 6.912983669402761e-06
Position 707: 6.8069166312282515e-06
Position 1963: 5.633341616126871e-06
Position 365: 5.325477132938527e-06
Position 1239: 4.993035602091984e-06
Position 1540: 4.833972385053262e-06
Position 387: 4.7653713939442436e-06
Position 47: 3.751234975093272e-06
Position 760: 3.7051600619851243e-06
Position 969: 3.489875311046004e-06
Position 852: 3.3539909639120736e-06
Position 352: 2.383053238453421e-06
Position 10: 2.0088751464990297e-06
Position 449: 1.817142509718211e-06
Position 1624: 9.390692856107231e-07
Position 458: 8.828430848975577e-07
Position 420: 7.936963174677191e-07
Position 814: 6.624443671811309e-07
Position 840: 6.131764440168151e-07
Position 1553: 4.861141172015784e-07
Position 1619: 3.6472740009142207e-07
Position 532: 2.2822468461498987e-08
Position 1007: 2.1606457728235857e-08
Position 1089: 6.971813337626919e-09
Position 79: 8.976926359904981e-11
Position 349: 9.673726665377531e-12
Position 13: 2.153944815099326e-12
Position 385: 1.8524284688445576e-12
Position 108: 1.4717151216710977e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1073: 0.8153442220688017
Position 3124: 0.41738052453140456
Position 2491: 0.34478515544027377
Position 3550: 0.3079580576931122
Position 2660: 0.23196744379163303
Position 817: 0.18497434261126525
Position 4258: 0.1235205078577932
Position 2431: 0.10808834849314196
Position 4025: 0.07146755819139106
