Gene = ADGRD2
index = 30
Annotated 5SS: [   68   632  1586  2007  2479  3037  4643  5516  6146  6631 14323 15734
 16100 16582 17265 17457 18524 23397 23525 24325 24619]
Annotated 3SS: [  418   943  1907  2392  2751  4530  5380  6021  6524 14166 15629 15996
 16427 17130 17340 18402 23354 23479 24265 24587 26189]
SMsplice 5SS: [   64  1177  2007  2479  5516  6631 11874 14323 15734 16100 17265 17457
 18524]
SMsplice 3SS: [  943  1907  2392  5380  6524 11791 14195 15629 15996 17130 17332 18402
 22662]
top_k =  1000
Partition function (log Z): 13.232953134927774

Sorted 5' Splice Sites (High to Low Probability):
Position 6631: 0.98346666123217
Position 2479: 0.9808594738010421
Position 18524: 0.9569641690536673
Position 14323: 0.9329780492380119
Position 17265: 0.9305749085765306
Position 15734: 0.9015380115762253
Position 16100: 0.8987856391183892
Position 17457: 0.8329357974655521
Position 11874: 0.8235793501638635
Position 2007: 0.7943053971465284
Position 5516: 0.515911078620346
Position 1177: 0.4834298743572869
Position 64: 0.4460087255978084
Position 23397: 0.4371350906203536
Position 6146: 0.4183612215947681
Position 24325: 0.3925159735152367
Position 24619: 0.3913390582994209
Position 37: 0.2971986365695736
Position 16582: 0.294208334955382
Position 632: 0.29089821224897616
Position 1586: 0.22634614061718264
Position 1396: 0.21969879168281436
Position 13908: 0.2076448476876642
Position 3037: 0.20366939114684654
Position 3007: 0.19718896069686728
Position 6909: 0.1739205084447144
Position 23048: 0.15391136723241472
Position 5520: 0.1273779341894554
Position 455: 0.11812491307382178
Position 68: 0.1137031478233185
Position 22766: 0.10821088206148943
Position 22732: 0.10787891917359219
Position 17037: 0.10697988607334206
Position 16530: 0.09412089607349444
Position 16521: 0.09073789080041496
Position 23105: 0.06965655519177207
Position 9376: 0.06781391121460567
Position 4643: 0.06215670266949224
Position 18326: 0.05253014675100502
Position 2078: 0.04621546500290534
Position 15562: 0.0455878153541409
Position 24412: 0.044271484051871354
Position 23998: 0.0439769118569259
Position 16115: 0.04076330000255178
Position 1239: 0.0405750539412695
Position 4999: 0.03838514167473391
Position 5104: 0.03800483924073775
Position 5389: 0.03674113723058409
Position 2311: 0.036196904429521344
Position 589: 0.03601172135699351
Position 16111: 0.035929100174846074
Position 23008: 0.029134984413776314
Position 9331: 0.027343003334466223
Position 303: 0.02669146889272362
Position 25812: 0.02636348723785999
Position 6746: 0.026323893242636568
Position 23525: 0.02599054724207185
Position 1237: 0.025874585829306008
Position 1567: 0.02568645371169765
Position 5739: 0.025121187426919597
Position 7188: 0.024495222156263523
Position 23480: 0.023561589101146946
Position 20337: 0.020341517949144797
Position 23737: 0.01978997226798893
Position 7220: 0.01960787974811676
Position 17597: 0.01835334427124485
Position 2729: 0.01743860995982535
Position 9934: 0.016095755531826596
Position 5783: 0.0159409480572225
Position 16524: 0.013860663730963384
Position 2283: 0.013725545048039398
Position 5494: 0.012898394308857844
Position 732: 0.012827328086747199
Position 17855: 0.012055722475573325
Position 906: 0.011650219960703402
Position 14578: 0.011210679617923778
Position 24827: 0.011049486866501364
Position 5896: 0.010883491622113764
Position 24148: 0.010722992954296543
Position 23720: 0.01051732284437102
Position 17094: 0.009863950431753258
Position 833: 0.008149902607651392
Position 17761: 0.007674677200982115
Position 14334: 0.00720921934997587
Position 583: 0.006761496133898643
Position 1248: 0.006624206435625021
Position 25125: 0.006011256902089187
Position 1819: 0.005682847347758918
Position 2686: 0.005487273057685592
