Gene = ALG1L2
index = 72
Annotated 5SS: [  206  9541 10392 11330 12683 14333 15420]
Annotated 3SS: [ 9429 10269 11269 12571 14217 15343 16391]
SMsplice 5SS: [  206  9541 10392 12683 15420 16278]
SMsplice 3SS: [ 9429 10269 12571 15343 16092 16401]
top_k =  1000
Partition function (log Z): 1.3801969866125643

Sorted 5' Splice Sites (High to Low Probability):
Position 9541: 0.9778961740122505
Position 206: 0.9102724241105825
Position 15420: 0.8702727666284161
Position 10392: 0.7794348482054182
Position 12683: 0.749554254893902
Position 16278: 0.665582826245259
Position 11330: 0.540874868929802
Position 12134: 0.27726060750028014
Position 14297: 0.23387830495228576
Position 4067: 0.1544938282608729
Position 7223: 0.1432552383387493
Position 6427: 0.13362312326759263
Position 10370: 0.1267670589978127
Position 14333: 0.12313278879770587
Position 5568: 0.0892572591602169
Position 5352: 0.08639277628770195
Position 15718: 0.0858695549015278
Position 10631: 0.08378064074934752
Position 3950: 0.07428041563803775
Position 9964: 0.06640911506206755
Position 15606: 0.06559871348865741
Position 8985: 0.04194813053562948
Position 5471: 0.041742543853427
Position 6108: 0.03746288223612766
Position 10030: 0.03618260424556813
Position 14436: 0.034985394841365244
Position 15262: 0.03469651354261052
Position 10614: 0.03125400488544446
Position 15592: 0.029612474661062854
Position 9056: 0.02941155567364553
Position 10419: 0.0289262439066145
Position 11058: 0.028800399368770883
Position 12354: 0.025918932578412386
Position 9022: 0.025416647500509162
Position 58: 0.0251628757255048
Position 5694: 0.024357796154581363
Position 335: 0.02062882732437841
Position 20: 0.01978686556455241
Position 10748: 0.01913425947827057
Position 6052: 0.018412509021059672
Position 7014: 0.016170172385140166
Position 15107: 0.016011334276888993
Position 7214: 0.015794136971689625
Position 15861: 0.015481493249481544
Position 14280: 0.015161652350137883
Position 301: 0.014208591712616575
Position 2732: 0.01364085564337795
Position 3819: 0.013628329468397692
Position 9952: 0.013072875447896726
Position 2293: 0.012100782521448267
Position 4158: 0.011746352015052646
Position 5106: 0.010303986830728392
Position 4061: 0.010187927568358195
Position 3271: 0.009970228555027095
Position 15781: 0.009717652360731072
Position 6867: 0.0095473961997577
Position 8975: 0.009477241387413656
Position 3409: 0.00925820602116311
Position 10337: 0.009008605245063334
Position 10714: 0.008183206163087507
Position 16256: 0.00815379210237108
Position 4239: 0.008117617856837166
Position 9797: 0.008043533948511494
Position 10666: 0.007384533358370158
Position 4556: 0.007347603646260285
Position 15510: 0.00699661215239875
Position 1276: 0.006386498727689215
Position 12637: 0.006244165082579688
Position 16169: 0.006031256634871463
Position 7499: 0.005993935595312936
Position 7060: 0.005887315434583739
Position 852: 0.005474110749689401
Position 8078: 0.005026849569633274
Position 10618: 0.0049512108607066155
Position 5001: 0.004700964446700192
Position 4851: 0.003971114322281573
Position 12012: 0.003971041405977678
Position 5264: 0.003899975735213275
Position 6517: 0.003831433166964677
Position 14404: 0.003385409108563762
Position 9936: 0.0031639257563774222
Position 12990: 0.002786320195667561
Position 15680: 0.0025787589030005177
Position 14756: 0.002484732798029512
Position 13889: 0.002463873979297478
Position 112: 0.002448404709334207
Position 5145: 0.002386668194084342
Position 15721: 0.002220506412438316
Position 1265: 0.002212859728708467
Position 5344: 0.0021603143055623046
Position 989: 0.0020053465567884507
Position 15908: 0.001916417887690289
Position 10733: 0.0018510170967384213
Position 368: 0.0017313306208648577
