Gene = AURKAIP1
index = 120
Annotated 5SS: [ 342  791 1496]
Annotated 3SS: [ 704 1049 1592]
SMsplice 5SS: [ 791 1496]
SMsplice 3SS: [1375 1592]
top_k =  1000
Partition function (log Z): -0.15980501255350588

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.9894523056830127
Position 1134: 0.5506355465110598
Position 791: 0.5067423658369173
Position 237: 0.192106994840444
Position 342: 0.184015501448763
Position 499: 0.09649276165200957
Position 45: 0.08364391496606431
Position 100: 0.04411762554490951
Position 358: 0.02935251047313241
Position 241: 0.01153704336100802
Position 1466: 0.008446216267684128
Position 953: 0.0043490822051342115
Position 1023: 0.0036352194802779974
Position 580: 0.002856241168226371
Position 832: 0.0027600634913128768
Position 321: 0.0016472983900469294
Position 1204: 0.0016357386638001746
Position 84: 0.0015815781077458148
Position 421: 0.0014688278129324443
Position 336: 0.0013130851436010604
Position 454: 0.0008911939582230175
Position 297: 0.0006735225403259166
Position 1094: 0.0006325759917684518
Position 255: 0.0005379320197981271
Position 584: 0.0003879128806052415
Position 1305: 0.0003435196515093235
Position 75: 0.00023921843748365775
Position 571: 0.00022196295116365058
Position 19: 0.00017998080188590335
Position 1436: 0.00017362464540991374
Position 525: 0.00016839084718293096
Position 1423: 0.0001643188130946634
Position 1208: 0.0001012085435247222
Position 407: 8.814042206235095e-05
Position 839: 6.310818523920054e-05
Position 1190: 4.494253947977075e-05
Position 1450: 4.019120840158935e-05
Position 768: 3.531949974249922e-05
Position 16: 2.2006290319284715e-05
Position 503: 1.94352743959631e-05
Position 845: 1.309150513093869e-05
Position 616: 1.172760477632282e-05
Position 935: 1.0993330223281599e-05
Position 1011: 1.0487495888949318e-05
Position 874: 8.830208859122204e-06
Position 559: 8.354156259492663e-06
Position 590: 8.28275846909742e-06
Position 145: 8.052603604307018e-06
Position 1039: 2.69215765896906e-06
Position 1006: 1.5973127578608713e-06
Position 1500: 7.798079118632658e-07
Position 557: 6.738291783477823e-07
Position 1034: 2.0771091233998163e-07
Position 640: 1.7439076388196067e-07
Position 1598: 1.6951172635678478e-07
Position 167: 8.352371408325141e-08
Position 87: 4.656387333453078e-08
Position 719: 1.2598391678145907e-08
Position 696: 1.5153871305194524e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1592: 0.9998596286719289
Position 1375: 0.7096322826953778
Position 1049: 0.2992027033239374
Position 704: 0.1594394222637124
Position 1254: 0.14601414004210506
Position 920: 0.08235184897382367
Position 904: 0.07460027224942253
Position 1393: 0.048709419550592124
Position 1113: 0.04561186103944701
Position 666: 0.04287400238527682
Position 1408: 0.02983403128960403
Position 735: 0.02540415639114368
Position 1318: 0.017762978809023867
Position 1303: 0.010910692827297414
Position 631: 0.00457736557723257
Position 1197: 0.0038974986163366455
Position 244: 0.003690941963000102
Position 1274: 0.003064623743773933
Position 1314: 0.0020883127162641055
Position 1133: 0.0018865801495313798
Position 1159: 0.0018332728390110652
Position 640: 0.0012448552754733997
Position 316: 0.0010434818550248042
Position 790: 0.0008294334265288759
Position 395: 0.0007824536963144001
Position 1349: 0.0007301626965092654
Position 1168: 0.0005724077396707995
Position 1339: 0.0004910086805536063
Position 940: 0.00047505251643144053
Position 945: 0.00038031989653405506
Position 111: 0.0003435410928477524
Position 1201: 0.0003414019356544158
Position 868: 0.0003238051490387197
Position 1020: 0.00031336165406875316
Position 765: 0.000306408518473491
Position 433: 0.00021638347154466907
Position 932: 0.00016072585087801173
Position 1322: 0.00015385359234021238
Position 204: 9.817611693360356e-05
Position 598: 8.746612908739597e-05
Position 1598: 8.62912595762504e-05
Position 922: 7.746870465087549e-05
Position 1089: 5.025623262780288e-05
Position 1222: 4.594081948903103e-05
Position 412: 4.4203122446248206e-05
Position 1423: 4.3199827274124e-05
Position 605: 4.18494584127735e-05
Position 228: 3.7724913443203014e-05
Position 952: 3.6260523391812585e-05
Position 1079: 3.2420271377896125e-05
Position 854: 2.7317891740498453e-05
Position 1212: 2.5744677444178644e-05
Position 1432: 2.4896746872369144e-05
Position 1224: 2.3058321844199303e-05
Position 602: 2.23739746695659e-05
Position 836: 2.1191066096281254e-05
Position 566: 1.7008278189434844e-05
Position 104: 1.6266165731269525e-05
Position 1137: 1.5533558772937268e-05
Position 362: 8.005493012274457e-06
Position 571: 7.701749592722213e-06
Position 1737: 7.422838508017373e-06
Position 305: 7.1742998003479e-06
Position 614: 6.405860060492262e-06
Position 1631: 4.7722878797581654e-06
Position 419: 4.04951326794968e-06
Position 610: 3.942075516179534e-06
Position 297: 3.504741745317745e-06
Position 220: 3.37377412096709e-06
Position 794: 2.755070399292117e-06
Position 1751: 2.15787428224291e-06
Position 341: 1.8748667543713925e-06
Position 331: 1.6952650790589465e-06
Position 554: 1.3428654618819528e-06
Position 1608: 1.334049725674961e-06
Position 195: 1.2883767934062432e-06
Position 134: 1.2583512609888967e-06
Position 509: 1.0812980356378299e-06
Position 356: 7.033358210420382e-07
Position 773: 6.009881792565314e-07
Position 540: 4.920565717046864e-07
Position 851: 3.755404739584377e-07
Position 375: 3.139818758915794e-07
Position 839: 2.774888945848726e-07
Position 1656: 2.7692825521990977e-07
Position 87: 2.6982076085723903e-07
Position 117: 1.7630724069260922e-07
Position 417: 1.6763850784771123e-07
Position 1664: 1.0268560363312444e-07
Position 467: 9.833605923299104e-08
Position 368: 6.825027217327041e-08
Position 1643: 6.177045701908096e-08
Position 1673: 5.685940750620476e-08
Position 1760: 3.018863538896759e-08
Position 1524: 2.3244244574271842e-08
Position 1531: 2.2199582553975607e-08
Position 1753: 1.8163647126139928e-08
Position 1695: 1.6518765223263226e-08
Position 1615: 1.3425569686085337e-08
Position 1604: 1.2733011527675903e-08
Position 122: 1.2222537910548243e-08
Position 1647: 1.12098672105384e-08
