Gene = CNOT10
index = 385
Annotated 5SS: [  338 18818 19828 23676 28225 31167 32093 35087 40455 42726 48400 49832
 52346 74427 77719 79346 79665 84818]
Annotated 3SS: [18722 19665 23524 28081 31079 32008 34968 40304 42522 48277 49654 52264
 74312 77587 79309 79536 84741 88311]
SMsplice 5SS: [  338 10683 18818 23676 28225 31167 32093 35087 40455 42726 48400 52346
 74427 77719 79346 79665 84818]
SMsplice 3SS: [10449 18722 23524 28081 31079 32008 34994 40304 42522 48277 52264 74312
 77587 79287 79536 84741 87745]
top_k =  1000
Partition function (log Z): -21.649635926731687

Sorted 5' Splice Sites (High to Low Probability):
Position 23676: 0.9950316664845749
Position 32093: 0.9687408625226401
Position 48400: 0.9217091749902486
Position 40455: 0.883268959628561
Position 35087: 0.868735984768594
Position 28225: 0.8553624189972857
Position 42726: 0.8504829314692224
Position 18818: 0.833274133384583
Position 52346: 0.8286750852048266
Position 338: 0.8051497308939377
Position 31167: 0.7658379042333976
Position 10683: 0.7642689926007851
Position 49832: 0.3047495522542405
Position 8357: 0.22622756935608412
Position 19828: 0.16775236053247697
Position 37027: 0.1471429531995169
Position 8353: 0.1176499041613016
Position 213: 0.10838349094501346
Position 1842: 0.10752685360242586
Position 30106: 0.09586741039223894
Position 19284: 0.09148210642583188
Position 18866: 0.08825534048964066
Position 39996: 0.07712537044226465
Position 2898: 0.06450512361635681
Position 35475: 0.056405790708843676
Position 14514: 0.054856750451908354
Position 18753: 0.05333924180220136
Position 376: 0.05279689941897504
Position 27139: 0.04729986494290204
Position 5023: 0.04514085276518886
Position 10114: 0.041424201961976416
Position 14649: 0.04038917747173936
Position 31270: 0.039765048002913334
Position 4360: 0.039654223875991025
Position 49261: 0.03826474876240602
Position 19993: 0.03523939359126742
Position 59344: 0.03393803599181959
Position 30990: 0.033012352366909
Position 48: 0.03009514112054825
Position 40305: 0.029889041552356044
Position 12608: 0.029836973579100975
Position 10545: 0.0295536705494749
Position 50853: 0.02952800392116443
Position 15414: 0.02873726771570688
Position 77: 0.026266003570646068
Position 32706: 0.02471873618671454
Position 2947: 0.023442028286193642
Position 10070: 0.023435480349955226
Position 30097: 0.0227346020201446
Position 49792: 0.022200205426378634
Position 45796: 0.0220169596987757
Position 24556: 0.02171279038108018
Position 2867: 0.0216928390229405
Position 15731: 0.02167542161857273
Position 40440: 0.021130882107622914
Position 19273: 0.019255218431360997
Position 30231: 0.018282296828968314
Position 5188: 0.01810609737673748
Position 61: 0.017817108312139555
Position 40195: 0.015270592312764798
Position 12200: 0.014797805779428914
Position 19309: 0.014575281483526038
Position 45526: 0.013651553816262055
Position 46313: 0.012973089192492631
Position 42432: 0.0115809618068229
Position 44454: 0.010728733167472367
Position 45282: 0.01043983340336108
Position 19180: 0.01002994676432457
Position 11327: 0.009463379277481985
Position 45941: 0.008489761726651739
Position 422: 0.0063830449529074665
Position 34595: 0.005998604154316584
Position 106: 0.004973065980977518
Position 19082: 0.0045794142184651
Position 32068: 0.0034367800637861955
Position 34669: 0.002808530208808188
Position 52977: 0.0026979689719793354
